,index,MIN_Lookback_One_Year,MIN_Lookback_2_Months,MIN_Lookback_1_Months,risk_trend_factor,risk_per_share,volume_factor,Adj Close,21dBOLD,21dMA-TP,21dBOLU,90dSMA,90dSDev,adf,hurst,index,sector,sector_risk_trend_factor,Market Index,Sector
GO,2022-06-27 00:00:00,36.77000045776367,36.77000045776367,39.5,1.312687946807582,12.980998992919922,1.2686841603161063,43.36000061035156,35.67515321934251,39.33045263139029,42.98575204343806,36.15416681198847,2.9866438654184546,0.23086954661990344,0.409931433020244,VDC,MDYG,-1.7551658940955956,SP400,Consumer Defensive
ROG,2022-06-27 00:00:00,206.1300048828125,274.510009765625,274.510009765625,1.2330361070014795,21.3699951171875,0.9860523710861069,260.5,254.66561046450715,260.3330552842882,266.00050010406926,266.368293035598,6.478540446942928,0.7191088533345609,0.47920954113763015,VGT,SLY,-4.221238341667152,SP600,Technology
MRK,2022-06-27 00:00:00,81.67938995361328,91.4000015258789,94.91999816894531,1.2021013053673129,12.669998168945312,1.1442807106411226,94.41000366210938,82.87228277360028,88.75257700965518,94.63287124571009,87.5578675345769,3.3800222171028955,0.8867057684018872,0.33542591575661773,VHT,SPY,-2.4504248847891406,SP500,Healthcare
VIVO,2022-06-27 00:00:00,27.450000762939453,28.719999313354492,28.719999313354492,1.1990580078877517,8.489999771118164,0.9284810626347808,31.690000534057617,25.744562014608363,28.089563468145943,30.434564921683524,26.857857113792782,1.5166422141409008,0.7493056448535826,0.4302095453886913,VHT,SLY,-2.4504248847891406,SP600,Healthcare
MUSA,2022-06-27 00:00:00,159.0,249.11000061035156,262.5799865722656,1.1389694861274642,45.18998718261719,1.4364038928661529,240.72000122070312,218.0777699921802,237.43781770978654,256.7978654273929,233.96964227585565,14.41742171131944,0.9957364385098325,0.40845597731266403,VCR,MDYG,-5.136676314289245,SP400,Consumer Cyclical
AZPN,2022-06-27 00:00:00,162.55999755859375,169.22000122070312,197.75,1.101176128128535,55.25,0.6402612882734475,196.7899932861328,182.26620367142527,195.63071362934417,208.99522358726307,176.90305479746016,16.793269274370296,0.8404409110525972,0.3849852074998202,VGT,MDYG,-4.221238341667152,SP400,Technology
PBF,2022-06-27 00:00:00,18.780000686645508,30.350000381469727,32.9900016784668,1.0081868764586757,17.099998474121094,1.0096621888862976,33.119998931884766,29.252165767478253,36.417539588988774,43.582913410499295,30.96238084823366,4.861781804152545,0.6708144370111195,0.5529590496895332,VDE,SLY,-0.27491856896737377,SP600,Energy
POST,2022-06-27 00:00:00,77.16622924804688,77.94000244140625,82.98999786376953,0.9676723078599867,10.709999084472656,0.6480562542167129,82.81999969482422,74.02177491574511,79.01674624851772,84.01171758129033,76.8929364340646,3.712210499226576,0.41783145714341585,0.3665168784968983,VDC,MDYG,-1.7551658940955956,SP400,Consumer Defensive
SJI,2022-06-27 00:00:00,29.239999771118164,35.31999969482422,35.31999969482422,0.9666677565789832,2.1000022888183594,0.9509200087097407,33.970001220703125,33.59056933498507,34.222682650127105,34.85479596526914,34.02601146697998,0.34875014030750784,0.21879435008013737,0.4226841413260098,error,SLY,error,SP600,error
PPC,2022-06-27 00:00:00,26.280000686645508,29.700000762939453,33.810001373291016,0.9539560601810966,6.950000762939453,1.1853176069951603,32.13999938964844,28.187090921537592,31.337380939059784,34.48767095658197,29.099245919121635,2.4352143728885776,0.3763574650741863,0.5563627666057179,VDC,MDYG,-1.7551658940955956,SP400,Consumer Defensive
PLAB,2022-06-27 00:00:00,14.5600004196167,20.299999237060547,21.170000076293945,0.9423296599826975,8.670001029968262,2.184233044699272,21.399999618530273,18.722803584633894,20.893928588382785,23.065053592131676,17.4803175320701,2.699225114689313,0.8839684380471099,0.330027956935299,VGT,SLY,-4.221238341667152,SP600,Technology
MGPI,2022-06-27 00:00:00,76.68000030517578,97.61000061035156,104.0,0.9039357807457263,14.989997863769531,1.3907755772605637,97.27999877929688,89.72353342284947,94.47551636468796,99.22749930652645,93.38742446899414,3.1365873075705037,0.7284821710399493,0.47201392105032375,error,SLY,error,SP600,error
AZO,2022-06-27 00:00:00,1542.300048828125,2267.39990234375,2267.39990234375,0.8667944936931979,496.9000244140625,0.913512474475191,2169.27001953125,1967.0046756466256,2061.0447193932914,2155.0847631399574,2052.456786624969,101.20329848166604,0.9884740974806768,0.4005889138592371,VCR,SPY,-5.136676314289245,SP500,Consumer Cyclical
HSY,2022-06-27 00:00:00,175.86000061035156,231.60000610351562,231.60000610351562,0.8440824342255381,28.220001220703125,1.1479751926398156,220.9600067138672,202.80918359511725,211.19011894104975,219.57105428698225,217.22591375926183,7.000203176312739,0.9905941552695348,0.4487229879845387,VDC,SPY,-1.7551658940955956,SP500,Consumer Defensive
UTHR,2022-06-27 00:00:00,212.6199951171875,218.3800048828125,236.05999755859375,0.8219338942984372,68.56999206542969,1.4148644793910365,241.13999938964844,212.99256700371666,226.82551592872255,240.65846485372845,200.89738113161118,21.778672592477303,0.9435784154545892,0.415630616963543,VHT,MDYG,-2.4504248847891406,SP400,Healthcare
CHEF,2022-06-27 00:00:00,35.56999969482422,38.68000030517578,39.029998779296875,0.8072524373746369,10.480001449584961,0.6253604376870551,40.58000183105469,30.86011001197995,34.777658613901295,38.69520721582264,34.766984243241566,2.020794133574589,0.33486873341300016,0.48407341216038224,VDC,SLY,-1.7551658940955956,SP600,Consumer Defensive
SAFT,2022-06-27 00:00:00,87.9800033569336,93.18000030517578,94.33999633789062,0.7316679413059356,12.410003662109375,1.2300466662534741,94.86000061035156,88.65980892124823,91.69587292746893,94.73193693368962,89.14716293698265,2.98616693696021,0.4981954035960313,0.42595134695620107,error,SLY,error,SP600,error
VRTX,2022-06-27 00:00:00,234.5800018310547,292.75,292.75,0.6961437328779371,60.16001892089844,0.9860789675048602,287.32000732421875,243.7992677701693,266.87234182206413,289.94541587395895,266.6717459058005,13.179196446416173,0.4199035685050447,0.43525910062692885,VHT,SPY,-2.4504248847891406,SP500,Healthcare
NOC,2022-06-27 00:00:00,379.0299987792969,490.82000732421875,490.82000732421875,0.6589934653538408,60.379974365234375,1.003241648433444,466.82000732421875,443.51346685903906,463.1681346590557,482.8228024590723,457.18963417174325,11.006580429644124,0.8638225423785812,0.42449767824713824,VIS,SPY,-4.370251589594269,SP500,Industrials
SWX,2022-06-27 00:00:00,73.54000091552734,90.70999908447266,95.62000274658203,0.6385001317345801,13.610000610351562,1.1139871638477572,89.5199966430664,81.55174709314241,89.28992035275414,97.02809361236586,87.78865057324606,4.991840534799341,0.2086285580142811,0.39850741473449847,VPU,MDYG,-1.23657295240573,SP400,Utilities
SCI,2022-06-27 00:00:00,56.86000061035156,72.06999969482422,72.06999969482422,0.6313990048801235,8.789997100830078,1.010967721864246,68.8499984741211,63.11249036171884,67.95627462296258,72.80005888420632,67.93135540069096,2.141617575883766,0.8920960353605443,0.362626310625177,VCR,MDYG,-5.136676314289245,SP400,Consumer Cyclical
CVBF,2022-06-27 00:00:00,24.3700008392334,24.3700008392334,24.940000534057617,0.6282031635901841,2.3400001525878906,1.782879334809539,25.049999237060547,23.776807535278504,24.52555551983061,25.27430350438272,23.837870363205198,0.7152823253056949,0.5719395081175764,0.3179150862483272,error,SLY,error,SP600,error
NTUS,2022-06-27 00:00:00,29.700000762939453,33.93000030517578,33.93000030517578,0.6082472132080208,2.910001754760742,1.6382913040282412,33.11000061035156,31.172650074148017,32.35277785952129,33.53290564489456,31.293928502097963,2.873142646343977,0.1604092687973585,0.4170140691586747,VHT,SLY,-2.4504248847891406,SP600,Healthcare
XOM,2022-06-27 00:00:00,64.93000030517578,91.51000213623047,97.93000030517578,0.5737480668413478,22.169998168945312,1.218259459086472,89.02999877929688,84.07574173165189,95.04444400847905,106.0131462853062,89.50633294241769,6.103883253174784,0.8359627709999773,0.5243861567060109,VDE,SPY,-0.27491856896737377,SP500,Energy
OPCH,2022-06-27 00:00:00,22.690000534057617,30.700000762939453,31.079999923706055,0.47833971124664537,5.539999008178711,1.3626371724923578,29.040000915527344,24.887804442431868,28.137341370658266,31.386878298884664,28.417618963453506,1.2470050134191033,0.7386809025326746,0.3784078642374309,VHT,MDYG,-2.4504248847891406,SP400,Healthcare
OXY,2022-06-27 00:00:00,33.0099983215332,63.560001373291016,71.27999877929688,0.4405179709456405,20.09000015258789,1.3587389215929109,58.900001525878906,51.858573219930804,63.34617548140269,74.83377774287457,61.1300568504939,4.7753251180849965,0.7407342184036634,0.539976427635031,VDE,SPY,-0.27491856896737377,SP500,Energy
DINO,2022-06-27 00:00:00,39.38999938964844,41.45000076293945,50.04999923706055,0.3940123801759513,20.709999084472656,1.2007579620066229,46.349998474121094,41.6540336150397,50.48372995285761,59.313426290675515,44.49376963055323,5.8845718997646905,0.4964740635071964,0.5567425611455009,VDE,MDYG,-0.27491856896737377,SP400,Energy
MANT,2022-06-27 00:00:00,92.0,92.0,95.6500015258789,0.3877197570912365,17.590003967285156,2.3782299271978866,95.48999786376953,94.37709832516887,95.04201480320522,95.70693128124157,88.72644890679254,5.947566008802118,0.6189372420380514,0.3648924045675264,error,SLY,error,SP600,error
TWI,2022-06-27 00:00:00,11.819999694824219,15.770000457763672,18.889999389648438,0.3843798363740162,6.529999732971191,1.689510275607849,16.329999923706055,15.818878038951834,18.03738082401336,20.25588360907489,16.14845237277803,1.9612717595080797,0.8262626186700931,0.49862585472448684,VIS,SLY,-4.370251589594269,SP600,Industrials
NTCT,2022-06-27 00:00:00,31.90999984741211,34.869998931884766,37.68000030517578,0.21891930136393475,7.399999618530273,1.0904539612994164,35.36000061035156,32.361048334742094,34.47642857687814,36.59180881901419,33.46710329207163,1.6737497022781251,0.06228390137117924,0.3456807309234501,VGT,SLY,-4.221238341667152,SP600,Technology
CSGS,2022-06-27 00:00:00,49.279998779296875,65.94999694824219,65.94999694824219,0.20828050906718557,7.729999542236328,1.327654406120483,60.93000030517578,54.55601957554775,58.82058735499306,63.08515513443837,60.49044731685093,2.790901216643182,0.7668599177416267,0.450062357182103,VGT,SLY,-4.221238341667152,SP600,Technology
CSL,2022-06-27 00:00:00,197.2100067138672,262.6700134277344,275.1300048828125,0.1261511463675346,45.58000183105469,1.0981086761603218,246.9199981689453,225.21783261520298,249.64698307097902,274.07613352675503,249.33678508940199,9.93201923591875,0.9704500340480452,0.4473661304290604,VIS,MDYG,-4.370251589594269,SP400,Industrials
PGR,2022-06-27 00:00:00,107.58999633789062,120.16999816894531,120.37999725341797,0.10687026538214733,14.410003662109375,1.2189808501304065,116.55999755859375,108.0424060105541,115.29571433294387,122.54902265533364,113.37714625161792,3.8196666917710576,0.9214800961183988,0.35813475550121726,VFH,SPY,-4.6920183197406,SP500,Financial Services
MPC,2022-06-27 00:00:00,64.83999633789062,93.16000366210938,102.55000305175781,0.10634160235645325,30.75,1.4919422689386852,87.94000244140625,81.59851653554318,99.54067472427612,117.48283291300905,93.13280865502736,8.077573594721839,0.6583925360958557,0.5031879776430783,VDE,SPY,-0.27491856896737377,SP500,Energy
SNEX,2022-06-27 00:00:00,70.47000122070312,77.5,77.5,0.08196728443163756,14.030006408691406,1.2879203340395398,75.54000091552734,70.1588842826132,75.24988138108026,80.34087847954731,73.0545238010467,2.856733843337202,0.7259647991087097,0.3740067229453614,error,SLY,error,SP600,error
GIS,2022-06-27 00:00:00,64.6500015258789,73.80000305175781,73.98999786376953,0.07513819327415842,9.049995422363281,0.9435897453809396,71.04000091552734,65.8195139392568,68.25246063111321,70.68540732296962,69.67900981600323,2.032459950219081,0.9163220538179133,0.4313594334056003,VDC,SPY,-1.7551658940955956,SP500,Consumer Defensive
CDK,2022-06-27 00:00:00,54.70000076293945,54.70000076293945,54.70000076293945,0.06383134143619504,1.8799972534179688,1.673155526512137,54.7400016784668,54.24114179535976,54.50543629177033,54.7697307881809,53.786071308075435,1.7234448242070022,0.20705155757693666,0.5256516012695561,error,MDYG,error,SP400,error
VLO,2022-06-27 00:00:00,84.94999694824219,116.06999969482422,133.0800018310547,0.05912875787733737,44.30999755859375,1.729328343989626,112.23999786376953,102.49893546310997,127.16023787241134,151.8215402817127,117.38768126472594,13.440046410632833,0.677145926380174,0.519488549839622,VDE,SPY,-0.27491856896737377,SP500,Energy
PWR,2022-06-27 00:00:00,101.95999908447266,140.0399932861328,140.0399932861328,0.05259959765813479,32.1300048828125,1.6379938538562469,127.91000366210938,113.25857765532228,123.74226231045192,134.22594696558156,123.10568334185888,8.268433626564951,0.9883117223031745,0.4304928409958477,VIS,SPY,-4.370251589594269,SP500,Industrials
DVN,2022-06-27 00:00:00,31.989999771118164,65.44999694824219,75.83000183105469,0.0038581862852519137,25.920001983642578,1.336080105411507,57.790000915527344,51.772732100623855,68.5114476037404,85.25016310685693,64.50718849424332,6.67634805034301,0.9238675883134096,0.5242020597411331,VDE,SPY,-0.27491856896737377,SP500,Energy
ED,2022-06-27 00:00:00,80.43000030517578,99.22000122070312,101.12000274658203,-0.005988792967356053,15.030006408691406,0.8623205483549912,93.55999755859375,84.46343246929864,93.50416664850144,102.54490082770424,94.66512873816112,3.3396191262194854,0.6990431438915083,0.38634578722092444,VPU,SPY,-1.23657295240573,SP500,Utilities
HALO,2022-06-27 00:00:00,46.619998931884766,46.619998931884766,48.34000015258789,-0.03955247012285423,11.630001068115234,1.0367839652005308,47.040000915527344,42.737779145965916,45.34761907183935,47.95745899771278,43.05071432628329,2.4688567989165646,0.875274624812859,0.4454657371912387,VHT,MDYG,-2.4504248847891406,SP400,Healthcare
JNJ,2022-06-27 00:00:00,173.64999389648438,186.69000244140625,186.69000244140625,-0.04164157519144598,16.090011596679688,1.0877881588191567,182.1199951171875,167.24130891970594,175.30154727754137,183.3617856353768,177.43441336495536,3.620258973497852,0.8464400543721546,0.3221307123153698,VHT,SPY,-2.4504248847891406,SP500,Healthcare
UNM,2022-06-27 00:00:00,31.979999542236328,34.279998779296875,36.72999954223633,-0.04945061566991143,7.280002593994141,0.8639980701023433,34.209999084472656,31.60069211125273,34.82964294675797,38.05859378226321,33.61217289879208,1.9840414385567449,0.46009743229123967,0.49122631698871894,VFH,MDYG,-4.6920183197406,SP400,Financial Services
DLTR,2022-06-27 00:00:00,120.37000274658203,177.19000244140625,177.19000244140625,-0.07990471692584536,42.04999542236328,0.909862844711485,157.1300048828125,150.22643139674926,157.37857140435113,164.530711411953,158.60345289442273,10.328439575840564,0.5934849072882621,0.43661183353960825,VDC,SPY,-1.7551658940955956,SP500,Consumer Defensive
CNC,2022-06-27 00:00:00,75.25,89.91999816894531,89.91999816894531,-0.11057674085358771,12.479995727539062,0.8998760107293942,84.56999969482422,75.50194059379977,80.6994443923708,85.89694819094181,83.02817453656878,3.1388886622806256,0.43017622229705826,0.3939923752568662,VHT,SPY,-2.4504248847891406,SP500,Healthcare
DG,2022-06-27 00:00:00,225.25,262.2099914550781,262.2099914550781,-0.13816948884633373,67.96000671386719,1.041370469485362,246.75999450683594,218.61587098756968,232.94654828026182,247.27722557295397,232.54060721018956,14.941288263528941,0.8732508468907475,0.28431746530360896,VDC,SPY,-1.7551658940955956,SP500,Consumer Defensive
NFG,2022-06-27 00:00:00,55.220001220703125,74.31999969482422,74.31999969482422,-0.13955552842881944,11.25,1.1809689314489396,67.43000030517578,63.324780918035835,70.31960317823622,77.3144254384366,70.20345224652972,2.544384047921234,0.8954741036101038,0.4555105495152175,VDE,MDYG,-0.27491856896737377,SP400,Energy
UFCS,2022-06-27 00:00:00,32.93000030517578,32.93000030517578,32.93000030517578,-0.1492718278052615,8.239997863769531,1.486683510023784,32.52000045776367,30.116134930074658,32.76777792733813,35.4194209246016,31.109047632368785,1.5806581271325433,0.5847118662702989,0.4975025795356465,error,SLY,error,SP600,error
K,2022-06-27 00:00:00,68.5999984741211,70.20999908447266,75.55999755859375,-0.15537001384270235,9.589996337890625,1.4958617986365812,70.95999908447266,67.13860511234292,68.78130924890911,70.4240133854753,68.46178088112482,2.195787491326911,0.2606069669027197,0.4051983037730155,VDC,SPY,-1.7551658940955956,SP500,Consumer Defensive
UTL,2022-06-27 00:00:00,57.9900016784668,57.9900016784668,58.869998931884766,-0.17011487499413544,8.700000762939453,0.9313128390201822,57.790000915527344,50.73929863194866,55.191269632369746,59.643240632790835,53.59091289459713,2.524004612864865,0.3475290610127501,0.4891485679879593,VPU,SLY,-1.23657295240573,SP600,Utilities
BJ,2022-06-27 00:00:00,50.18000030517578,74.08999633789062,74.08999633789062,-0.17264762890360263,16.15999984741211,1.381659073146631,65.19000244140625,56.25077997405176,60.086650787837925,63.92252160162409,63.018293380737305,4.645133114601904,0.9492076766497819,0.3829179702641529,VDC,MDYG,-1.7551658940955956,SP400,Consumer Defensive
CORT,2022-06-27 00:00:00,25.5,25.68000030517578,25.68000030517578,-0.19070897405166537,8.180000305175781,0.6619316722651745,25.100000381469727,19.481404947651853,21.536150917174325,23.590896886696797,21.76297624527462,1.910552324225544,0.1752766818832241,0.3856925307196219,VHT,SLY,-2.4504248847891406,SP600,Healthcare
COP,2022-06-27 00:00:00,62.349998474121094,107.5199966430664,114.5999984741211,-0.211297761678185,36.81999969482422,1.0994288205620641,92.2300033569336,86.29420413819192,107.74693222651405,129.19966031483617,102.3325515323215,8.21866936539664,0.8199701834091596,0.46336090705872623,VDE,SPY,-0.27491856896737377,SP500,Energy
COKE,2022-06-27 00:00:00,460.0,638.0,638.0,-0.21414311955505785,220.87997436523438,1.7385710588396286,562.9000244140625,483.06938546015084,564.9082937089223,646.7472019576937,519.2841439625573,46.60913642131545,0.9434930855750469,0.43815877418271604,VDC,SLY,-1.7551658940955956,SP600,Consumer Defensive
SANM,2022-06-27 00:00:00,43.36000061035156,43.630001068115234,44.2599983215332,-0.21618193646768671,7.909999847412109,1.466932744275448,43.18000030517578,38.8169426100977,42.559246048094735,46.30154948609177,41.29519844055176,1.874354909769901,0.15808156886460706,0.38267577410806686,error,SLY,error,SP600,error
UNH,2022-06-27 00:00:00,425.9800109863281,553.2899780273438,553.2899780273438,-0.24416167764904162,63.80999755859375,1.2847974853118322,505.6600036621094,453.72011992786383,483.4319702632843,513.1438205987048,500.22584848555306,22.39209022977424,0.9778132069323459,0.30720747150239897,VHT,SPY,-2.4504248847891406,SP500,Healthcare
PEP,2022-06-27 00:00:00,149.27000427246094,177.6199951171875,177.6199951171875,-0.2546630398578883,21.44000244140625,1.2018416019582459,166.35000610351562,155.3517341753345,163.07737792484346,170.8030216743524,167.46344581482902,4.801724593845747,0.8869792243425608,0.3329550327477433,VDC,SPY,-1.7551658940955956,SP500,Consumer Defensive
KO,2022-06-27 00:00:00,56.47999954223633,67.19999694824219,67.19999694824219,-0.2644519831271144,8.129997253417969,1.1440960820160437,62.90999984741211,58.695633131923486,61.720247404915945,64.7448616779084,62.93248120565263,1.7449257630523458,0.8183172066273087,0.38019571654891315,VDC,SPY,-1.7551658940955956,SP500,Consumer Defensive
EOG,2022-06-27 00:00:00,87.98999786376953,127.94999694824219,136.94000244140625,-0.26957911032017745,43.030006408691406,1.1386799118412871,113.76000213623047,103.56599620459416,129.1322873130677,154.69857842154127,122.74705496288482,9.19947594061,0.6795974345702647,0.47116825206903673,VDE,SPY,-0.27491856896737377,SP500,Energy
VDE,2022-06-27 00:00:00,79.48999786376953,114.58999633789062,123.25,-0.27491856896737377,34.010009765625,1.1111918610794558,102.66000366210938,95.6681436023543,115.67265889001271,135.6771741776711,112.050873256865,7.285128586745534,0.7071655301883644,0.5011972929536229,error,error,error,,error
CI,2022-06-27 00:00:00,269.9700012207031,269.9700012207031,272.9700012207031,-0.27696423369344453,33.46998596191406,1.1294765648018568,267.8800048828125,240.3094559750129,256.3627024453784,272.41594891574385,255.619079529293,7.979753521379993,0.532558044140173,0.44348221700999013,VHT,SPY,-2.4504248847891406,SP500,Healthcare
PTEN,2022-06-27 00:00:00,11.270000457763672,18.770000457763672,19.969999313354492,-0.2857140018826552,6.720000267028809,1.2576157376243295,16.030000686645508,14.141020401185195,17.482396436116055,20.823772471046915,16.71788571372865,1.4769998739802668,0.1727192294042647,0.4627881615420228,VDE,SLY,-0.27491856896737377,SP600,Energy
APA,2022-06-27 00:00:00,24.299999237060547,45.220001220703125,47.63999938964844,-0.2873560459711334,16.53000259399414,1.0698724354157303,37.470001220703125,34.96222402038322,44.57003965831938,54.177855296255544,42.65816543215797,3.593803917578326,0.33230625434902916,0.43956398039849565,VDE,SPY,-0.27491856896737377,SP500,Energy
SENEA,2022-06-27 00:00:00,56.650001525878906,56.900001525878906,58.220001220703125,-0.30361812217825135,15.479999542236328,1.452758060509603,55.689998626708984,48.052637106632275,54.74734109545511,61.44204508427795,54.32857131958008,2.625030853074533,0.6069924017048067,0.32937044686946826,VDC,SLY,-1.7551658940955956,SP600,Consumer Defensive
IBM,2022-06-27 00:00:00,144.72999572753906,144.72999572753906,144.72999572753906,-0.3058626660089183,18.92999267578125,0.9741626835833997,142.8000030517578,133.65347373798951,138.62015872531467,143.58684371263982,133.83125153798906,5.051376445322547,0.015896923532764538,0.35611115992017794,VGT,SPY,-4.221238341667152,SP500,Technology
SAIC,2022-06-27 00:00:00,95.9800033569336,95.9800033569336,95.9800033569336,-0.310282893224702,16.62999725341797,1.0411411578449763,94.26000213623047,83.51339543462905,89.41480149163141,95.31620754863377,87.41833296276275,3.8589006477985044,0.06251953603324949,0.3168805410847749,VGT,MDYG,-4.221238341667152,SP400,Technology
