Symbol,MIN_Lookback_One_Year,MIN_Lookback_2_Months,MIN_Lookback_1_Months,risk_trend_factor,volume_factor,index,sector,sector_risk_trend_factor,index,Sector
ACC,49.209999084472656,65.0199966430664,65.0199966430664,10.926847725292072,2.134688573035368,VNQ,MDYG,-3.053370235265123,SP400,Real Estate
MTOR,32.93000030517578,36.279998779296875,36.279998779296875,5.06522316023419,1.664475156955657,error,SLY,error,SP600,error
TVTY,27.8700008392334,32.88999938964844,32.88999938964844,2.3418794362082624,1.6437890381847005,error,SLY,error,SP600,error
BANF,77.37999725341797,86.81999969482422,86.81999969482422,2.0119906818931326,1.135863576095017,error,SLY,error,SP600,error
Y,737.8900146484375,862.8699951171875,862.8699951171875,1.771775570386466,1.5653801282128381,VFH,MDYG,-4.617890709055871,SP400,Financial Services
SAFM,177.47999572753906,200.0,200.0,1.7515689687220128,1.3341036231174306,VDC,MDYG,-2.283970024749523,SP400,Consumer Defensive
SJI,29.239999771118164,35.31999969482422,35.31999969482422,1.295238173088975,0.7912966143174216,error,SLY,error,SP600,error
LNTH,25.790000915527344,64.13999938964844,69.73899841308594,1.1787739665678139,1.823238359520588,VHT,SLY,-3.3236323632363236,SP600,Healthcare
ROG,206.1300048828125,274.510009765625,274.510009765625,1.068804267635208,0.9806529537178508,error,SLY,error,SP600,error
TWI,11.819999694824219,15.770000457763672,18.889999389648438,0.9310876079145333,1.3892882028733988,VIS,SLY,-4.514668337867341,SP600,Industrials
PBF,18.780000686645508,30.1299991607666,32.40999984741211,0.8876574451557954,0.8354173324923874,VDE,SLY,-0.12330558135216596,SP600,Energy
GO,36.77000045776367,36.77000045776367,37.81999969482422,0.8421349867224205,1.191530660379964,VDC,MDYG,-2.283970024749523,SP400,Consumer Defensive
HRB,26.229999542236328,28.170000076293945,34.959999084472656,0.73141120475963,0.9635105087630473,VCR,MDYG,-4.72140697901556,SP400,Consumer Cyclical
AZPN,162.55999755859375,169.22000122070312,191.4600067138672,0.7193120754472356,0.6776119908364419,VGT,MDYG,-4.954471974241429,SP400,Technology
CEIX,18.93000030517578,50.38999938964844,55.2599983215332,0.677246429262603,1.5487268012569055,VDE,SLY,-0.12330558135216596,SP600,Energy
PSB,165.85000610351562,189.22999572753906,189.8300018310547,0.576750069513787,2.5406014303706077,error,MDYG,error,SP400,error
MCK,204.66000366210938,333.44000244140625,339.94000244140625,0.5738185073390152,1.0481388121479427,VHT,SPY,-3.3236323632363236,SP500,Healthcare
GCP,27.780000686645508,32.279998779296875,32.279998779296875,0.5027960224875223,1.8707802832487275,error,SLY,error,SP600,error
WRB,54.95333480834961,71.2699966430664,71.52999877929688,0.37488481940951457,1.220256154478412,VFH,SPY,-4.617890709055871,SP500,Financial Services
FCN,147.3800048828125,167.27999877929688,170.64999389648438,0.3590433065465876,0.6947560127524134,error,MDYG,error,SP400,error
XOM,64.80000305175781,91.51000213623047,92.91999816894531,0.34741268291096833,1.153812926118476,VDE,SPY,-0.12330558135216596,SP500,Energy
MANT,92.0,92.0,94.7300033569336,0.32063661839633545,2.782348249610943,VGT,SLY,-4.954471974241429,SP600,Technology
SM,24.780000686645508,43.689998626708984,43.689998626708984,0.3050327621527311,0.6406859775779474,VDE,SLY,-0.12330558135216596,SP600,Energy
DINO,39.38999938964844,40.95000076293945,48.290000915527344,0.2699152264297761,1.0940119301041948,VDE,MDYG,-0.12330558135216596,SP400,Energy
PLAB,14.5600004196167,20.299999237060547,20.299999237060547,0.26412914530661946,2.1637827495651667,VGT,SLY,-4.954471974241429,SP600,Technology
MPC,64.83999633789062,91.87999725341797,98.29000091552734,0.20927420668724137,1.2214522325604527,VDE,SPY,-0.12330558135216596,SP500,Energy
LLY,235.85000610351562,314.0,314.0,0.18730107060185186,0.9676580695232463,VHT,SPY,-3.3236323632363236,SP500,Healthcare
VLO,84.94999694824219,111.5199966430664,131.69000244140625,0.1828345622851758,1.3871995126595884,VDE,SPY,-0.12330558135216596,SP500,Energy
APA,24.299999237060547,45.220001220703125,45.27000045776367,0.1813014791288129,0.9996076470558262,VDE,SPY,-0.12330558135216596,SP500,Energy
PPC,26.280000686645508,29.700000762939453,30.559999465942383,0.1778845668897103,1.2754249422716513,VDC,MDYG,-2.283970024749523,SP400,Consumer Defensive
MRO,14.15999984741211,27.719999313354492,29.0,0.15110678525882204,1.0004586392608625,VDE,SPY,-0.12330558135216596,SP500,Energy
DVN,31.989999771118164,64.9800033569336,73.18000030517578,0.14878225091792957,1.1041036201174335,VDE,SPY,-0.12330558135216596,SP500,Energy
UTHR,212.6199951171875,218.3800048828125,218.3800048828125,0.13940181852529768,1.481235470564252,VHT,MDYG,-3.3236323632363236,SP400,Healthcare
VIVO,27.450000762939453,28.719999313354492,28.719999313354492,0.10971235052954659,0.5916571926508067,error,SLY,error,SP600,error
ROCC,25.59000015258789,42.65999984741211,42.65999984741211,0.10821588524114191,1.2136787433744882,VDE,SLY,-0.12330558135216596,SP600,Energy
COP,61.779998779296875,107.5199966430664,108.30000305175781,0.1025203790799483,0.9508395343905532,VDE,SPY,-0.12330558135216596,SP500,Energy
OXY,32.52000045776367,63.2400016784668,69.16999816894531,0.0937361355002032,1.1909761274113282,VDE,SPY,-0.12330558135216596,SP500,Energy
MGPI,76.68000030517578,97.61000061035156,104.0,0.07424422882968507,1.204143508055731,error,SLY,error,SP600,error
