,SYMBOL,exp_return,discounted_return,qtr_return,sell_date,stop_loss_price,days_delta,disc_rtn,qtr_rtn,outer_cv_avg_rmse_n11,outer_cv_std_n11,mean_revert_flag,yhat_upper,yhat_lower,Adj Close,21dBOLD,21dMA-TP,21dBOLU,90dSMA,90dSDev,90d_lower,90d_upper,volume_factor,Adj Close,adf,hurst
GO,GO,0.08129536039105724,0.0027953185728837315,1.292800172292313,2022-08-05,41.3073023908751,28,0.0027953185728837315,1.292800172292313,41.082488969964395,35.743107264259564,False,54.923384453784145,42.91219025601235,44.83000183105469,36.59751109917471,40.9963255988227,45.39514009847069,37.21511931646438,3.554379562014741,30.1063601924349,44.323878440493864,1.4095352536405488,44.83000183105469,0.26831037806017344,0.41772447075544544
GIS,GIS,-0.018857600681716137,-0.0003884484658603915,0.9648870783936419,2022-08-26,68.14687961969955,49,-0.0003884484658603915,0.9648870783936419,20.8872799908719,18.898062170897678,False,79.97566040524302,67.90437241698442,75.51000213623047,63.04495337143793,69.97031932406955,76.89568527670117,69.93549492245629,2.5427586871318963,64.8499775481925,75.02101229672007,1.2223083329135624,75.51000213623047,0.9655740460387264,0.4233146726853653
SAFM,SAFM,-0.001034581881185338,-1.4787282530348556e-05,0.9986404849276371,2022-09-16,187.29715374760903,70,-1.4787282530348556e-05,0.9986404849276371,769.5361309876196,1117.0051957735345,False,239.34115201694698,190.37720899716786,213.9499969482422,199.43595152887357,210.96944548591736,222.50293944296115,197.66940822298565,10.972471617064812,175.72446498885603,219.61435145711528,1.8200306313006245,213.9499969482422,0.7544092670371362,0.4764006227648851
POST,POST,-0.07308811365664622,-0.0009851867277289594,0.9133082286097333,2022-09-23,71.07244106599806,77,-0.0009851867277289594,0.9133082286097333,84.27290312899201,61.42368495777527,False,84.57238158312678,70.53338666337109,83.4800033569336,73.49082678315095,79.49230130513509,85.49377582711922,78.31642850240071,3.2920833183570033,71.73226186568671,84.90059513911471,0.6722943066259756,83.4800033569336,0.4462015034682993,0.3685560044529616
DLTR,DLTR,-0.011567086522856066,-0.00013849642833896336,0.9873382887676735,2022-09-30,142.24008250859538,84,-0.00013849642833896336,0.9873382887676735,401.5008781564347,274.21569365347057,False,192.20418431253097,143.08336581733357,168.7899932861328,148.32879234119906,156.91730160183377,165.50581086246848,158.83011954171317,10.491833992511282,137.84645155669062,179.81378752673572,0.8461883883286004,168.7899932861328,0.7486952336231958,0.4348747812174577
HSY,HSY,0.08861481384248303,0.0015173298941135727,1.1496856439555083,2022-09-02,211.74302243642126,56,0.0015173298941135727,1.1496856439555083,180.50502963698443,92.72971968539741,False,257.42407987871513,223.45305894175203,219.92999267578125,203.41627489397277,214.1013888404483,224.78650278692382,217.47256578717912,7.008273985530537,203.45601781611805,231.4891137582402,1.2646166869227058,219.92999267578125,0.9891934107423717,0.4470980771924248
CHEF,CHEF,0.17934454020173685,0.0019657248629811885,1.1980187762552768,2022-09-30,28.57706785030359,84,0.0019657248629811885,1.1980187762552768,127.35495284226353,105.93114035306743,False,70.08330339948706,31.202862200488887,39.220001220703125,29.949807626985468,36.05511892409552,42.160430221205566,35.4971429734003,2.3408604047279233,30.815422163944454,40.17886378285615,0.9628669687605772,39.220001220703125,0.29823555458580686,0.4820278598445464
PEP,PEP,0.08377172271349614,0.0012777567942430235,1.124657546845764,2022-09-09,172.6329155190946,63,0.0012777567942430235,1.124657546845764,57.55852398697032,57.51700175047993,False,196.15725016182537,174.41282011514184,170.36000061035156,154.94714018756707,163.50031764923583,172.05349511090458,167.47204450577024,4.834308058409676,157.8034283889509,177.1406606225896,1.1055222103165898,170.36000061035156,0.9073043305167063,0.3311305384195504
PPC,PPC,0.06617264040989526,0.0010175850749996052,1.098087716189746,2022-09-09,25.58434141909681,63,0.0010175850749996052,1.098087716189746,30.75494299226108,30.279835088160812,False,38.33522443207997,28.38887809182052,30.709999084472656,29.027401267568564,30.624841175382098,32.22228108319563,29.75591250828334,2.0678259900188833,25.620260528245574,33.89156448832111,1.075071972038503,30.709999084472656,0.33782955976844753,0.557318369926307
DG,DG,-0.031098365702253272,-0.00045121509807477533,0.9593290383969891,2022-09-16,223.77184278492527,70,-0.00045121509807477533,0.9593290383969891,296.4714827147083,255.86488853092746,False,267.8067560953885,228.16904560498077,254.86000061035156,224.99900066605386,240.21496660747223,255.4309325488906,234.32251309591626,15.628572163270237,203.0653687693758,265.57965742245676,0.912310028497141,254.86000061035156,0.8905546156744616,0.2861150135126143
