,SYMBOL,exp_return,discounted_return,qtr_return,sell_date,stop_loss_price,days_delta,disc_rtn,qtr_rtn,outer_cv_avg_rmse_n11,outer_cv_std_n11,mean_revert_flag,yhat_upper,yhat_lower,Adj Close,21dBOLD,21dMA-TP,21dBOLU,90dSMA,90dSDev,90d_lower,90d_upper,volume_factor,Adj Close,adf,hurst
BJ,BJ,0.28829425404513154,0.004533801355467659,1.5161390833531292,2022-09-02,67.71135955911888,56,0.004533801355467659,1.5161390833531292,72.44769349679487,80.54969733128408,False,99.5437556338775,74.80136987949776,66.95999908447266,56.83215811778064,61.76414271763393,66.69612731748722,62.63400780208527,4.404640183912712,53.82472743425985,71.4432881699107,1.4727431586660564,66.95999908447266,0.9587488117460975,0.38075484840168516
LLY,LLY,0.017118485671768484,0.00020208726647097386,1.018764022771899,2022-09-30,292.4440184135261,84,0.00020208726647097386,1.018764022771899,875.5422078494744,960.9535423555203,False,377.8579470261002,297.4179490731467,327.95001220703125,280.3783762813189,309.55952320401633,338.7406701267138,301.7316388326978,13.392606148585186,274.94642653552745,328.51685112986814,0.911781014125207,327.95001220703125,0.9961981521844668,0.40742659682892585
MCK,MCK,0.10531948049851343,0.0011927871840928805,1.1159109053248903,2022-09-30,312.420808287764,84,0.0011927871840928805,1.1159109053248903,440.3922150261193,614.2125917780548,False,389.43224422359395,321.63581253510847,321.25,298.7302427724417,315.2330155145554,331.7357882566691,320.4914766341921,8.350580213274156,303.7903162076438,337.1926370607404,1.153828972961329,321.25,0.9986138005294082,0.4604380732897149
VIVO,VIVO,-0.14611843754304987,0,1,2022-07-08,22.782182541130283,0,0,1,46.76175564872643,57.39201799732877,False,36.50591438491206,21.750731405038916,33.27000045776367,25.568878739064058,29.42829365957351,33.28770858008296,27.44976185995435,2.154490439969881,23.14078098001459,31.75874273989411,1.836988029809696,33.27000045776367,0.8201189195074523,0.42853805936385236
LNTH,LNTH,0.09630996057166079,0.0011948686027190014,1.1161243572887398,2022-09-23,57.45057807628545,77,0.0011948686027190014,1.1161243572887398,69.81683730978044,95.42589776193483,False,89.8966292593089,54.004060788614176,63.11000061035156,58.006609113123126,63.51055128612215,69.01449345912117,63.36178544967893,3.946332002699833,55.46912144427927,71.2544494550786,1.8204835487319315,63.11000061035156,0.9788426095270637,0.5383076706304987
VRTX,VRTX,-0.041072472128846314,-0.002991215763925248,0.7591132889090283,2022-07-22,244.9338214868315,14,-0.002991215763925248,0.7591132889090283,1989.3342859830882,1637.2081205405354,False,313.19698053904375,254.62072180121493,294.1700134277344,242.12157057562587,272.03916931152344,301.956768047421,269.01031809004525,14.453068919485482,240.1041802510743,297.9164559290162,1.0255665932622193,294.1700134277344,0.4035224630433055,0.4331803111798151
MRK,MRK,0.021270480902675557,0.0002505959383274359,1.0233196874326473,2022-09-30,86.72715515095467,84,0.0002505959383274359,1.0233196874326473,37.17797191132035,38.08946530586387,False,102.91953585489075,87.90612681516589,93.01000213623047,82.58656516901694,89.36681072295659,96.14705627689624,88.6653627970862,3.1248978484761762,82.41556710013386,94.91515849403855,1.1449028706933562,93.01000213623047,0.8150044351783587,0.33934952827228093
UTHR,UTHR,-0.13628710885261053,-0.003482371651959193,0.7254687158469698,2022-08-19,185.48935744030177,42,-0.003482371651959193,0.7254687158469698,1001.2187592395829,1071.1119137455312,False,238.5611865678915,179.66480426597096,240.1999969482422,212.0055465692737,229.7753573826381,247.54516819600252,207.13277750166637,23.391872080006856,160.34903334165267,253.91652166168006,1.3251499901414516,240.1999969482422,0.9393784215885248,0.42037331683335327
CYTK,CYTK,0.27198985932986125,0.003129334131697137,1.333022888891857,2022-09-23,43.1624281282252,77,0.003129334131697137,1.333022888891857,41.7530843563677,51.243248143904545,False,74.52299744217854,44.73324167939126,45.349998474121094,36.75079742307193,42.80599235353016,48.861187283988386,40.50174626849947,3.21329567761644,34.07515491326659,46.92833762373235,1.6381617432250075,45.349998474121094,0.994470660717764,0.3470783984996554
HALO,HALO,-0.20783096720887193,0,1,2022-07-08,34.41845780554316,0,0,1,77.76636075798311,81.03031605618915,False,46.33939573615824,33.86302293062374,50.16999816894531,42.33686260331556,45.36015870836046,48.38345481340536,43.608809440855,2.592173331465871,38.42446277792325,48.79315610378674,1.1611091969233633,50.16999816894531,0.9115147622592614,0.4458398785224378
OPCH,OPCH,0.2752901287276413,0.002899119397564265,1.3051697449990871,2022-09-30,28.31500664254971,84,0.002899119397564265,1.3051697449990871,18.193860462652165,18.414462447237835,False,48.79565351590837,27.776137257338938,29.219999313354492,25.476718753080178,27.60623024380396,29.735741734527743,28.465555478656103,1.2429111775307256,25.979733123594652,30.951377833717554,1.2729089105308036,29.219999313354492,0.7920137088657735,0.37841055760691633
CORT,CORT,-0.21144790796227858,-0.003387916729710061,0.7318223236349914,2022-09-16,16.78009374602597,70,-0.003387916729710061,0.7318223236349914,29.770313182462722,28.705928593173333,False,26.48211618919367,17.064373304057206,27.110000610351562,19.02388794803687,22.954087363349068,26.884286778661266,21.917896853552925,2.1458019795678207,17.626292894417283,26.209500812688567,0.675308782091884,27.110000610351562,0.2547663275190175,0.38251326193576174
CI,CI,-0.12426357354807034,0,1,2022-07-08,214.734692976869,0,0,1,1583.2663188723584,1135.4153015650045,False,274.35255118135115,211.00745006869994,275.7799987792969,239.4931672448353,257.79404782492014,276.094928405005,258.3530900137765,7.605593574779253,243.14190286421803,273.564277163335,1.1795582265663311,275.7799987792969,0.5959942494402978,0.4431406839367223
HUM,HUM,-0.026231166875762314,-0.0037901336948926723,0.7051429226335398,2022-07-15,432.88495855252233,7,-0.0037901336948926723,0.7051429226335398,2534.0886134029115,2971.4379422769134,False,514.52533442921,418.9760031622982,476.3500061035156,416.70532447046924,451.5252876887245,486.3452509069798,446.3785899328807,14.302192297941644,417.7742053369974,474.982974528764,1.1115966136028312,476.3500061035156,0.7100721501967296,0.3096550808007111
UNH,UNH,0.05053803875076876,0.0008807885735322429,1.0843675170589084,2022-09-02,506.62568393296044,56,0.0008807885735322429,1.0843675170589084,926.7490882085787,872.7737003311853,False,587.26236933193,499.7147628968654,514.3800048828125,449.01682924556445,489.52404664054745,530.0312640355305,500.05586605980284,22.190701537337223,455.6744629851284,544.4372691344773,1.4159267325700564,514.3800048828125,0.9822165367888622,0.3037506825676078
BMY,BMY,0.0025607852362641934,3.0447035079816942e-05,1.0028050112881124,2022-09-30,65.31897367942281,84,3.0447035079816942e-05,1.0028050112881124,85.26005070779344,71.27686260149788,False,85.70492746448454,66.66903184571326,75.13999938964844,71.84597019782565,75.88765550038171,79.92934080293777,75.77874183654785,1.3592356153136607,73.06027060592054,78.49721306717517,1.123470866881164,75.13999938964844,0.7195267963636482,0.4781191717508577
CNC,CNC,0.054993818033027886,0.0038312424623268004,1.4216253346430396,2022-07-22,83.37674382217048,14,0.0038312424623268004,1.4216253346430396,100.58108126503507,114.35825984962241,False,100.61409724076209,81.08809885087264,85.26000213623047,74.87483192033521,81.56706361922008,88.25929531810495,83.0121427566286,3.116335129788037,76.77947249705254,89.24481301620467,0.8820047179532862,85.26000213623047,0.4603520415271954,0.39282990606183155
FCN,FCN,-0.02138973280920564,-0.0006175751781473116,0.944750442877837,2022-08-12,159.8703127480763,35,-0.0006175751781473116,0.944750442877837,267.373415612566,230.3355137268209,False,202.70764335328053,167.34827766397393,187.63999938964844,156.28870794005803,171.73384929838636,187.1789906567147,166.6202775864374,6.962917601792563,152.69444238285226,180.54611279002253,0.9875740130158707,187.63999938964844,0.9771224470065535,0.4007036872221297
NOC,NOC,0.054615058677635164,0.0006332459757985021,1.0599695608533586,2022-09-30,445.64789862950556,84,0.0006332459757985021,1.0599695608533586,1320.6134490052448,1778.6818689177005,False,556.0723510050369,462.59719704083807,479.3800048828125,444.0508409467566,463.7822616819351,483.5136824171136,459.71900419204957,12.203834300508671,435.3113355910322,484.1266727930669,0.9699415637584201,479.3800048828125,0.9311054269715737,0.4244544141509377
RGP,RGP,0.022478219413842912,0.0002646696307468943,1.024645177427181,2022-09-30,17.87450380987835,84,0.0002646696307468943,1.024645177427181,4.297149437445547,4.229623413903647,False,25.117954404798503,18.45715417094502,21.049999237060547,17.11765371448853,19.26980159396217,21.421949473435813,18.04867030703832,1.2540791020797037,15.540512102878914,20.55682851119773,1.7304225245262796,21.049999237060547,0.8225518269445362,0.3760299720037103
PWR,PWR,0.06575044994134403,0.0008273446433386678,1.0790534671839864,2022-09-23,110.33268435739816,77,0.0008273446433386678,1.0790534671839864,228.37808374045628,211.16913849615167,False,160.20793448020717,123.30586199687143,132.25,114.47230529115396,123.60260733347089,132.7329093757878,122.41788833860367,7.875418242891271,106.66705185282113,138.16872482438623,1.1931090894597571,132.25,0.9908087903476387,0.4280438238646856
CSL,CSL,0.14248521375124368,0.001731443996369375,1.1725197942887926,2022-09-23,246.43890137886322,77,0.001731443996369375,1.1725197942887926,418.4481538036147,306.8325049413357,False,318.6861708120856,252.71827255483757,249.5500030517578,224.76579883171436,243.99476114908853,263.22372346646273,249.02376895480685,9.968229946511048,229.08730906178477,268.96022884782894,1.1289937152214462,249.5500030517578,0.971405792962697,0.4444659538142122
ACC,ACC,0.06979985786785652,0.0010715511973204972,1.103547432682199,2022-09-09,61.92479652674487,63,0.0010715511973204972,1.103547432682199,36.86840344064694,36.37196003473521,False,77.48847690015094,61.93587340443322,64.87999725341797,64.07694056213882,64.53265907650902,64.98837759087922,63.85492049323188,2.308505080871018,59.23791033148984,68.47193065497392,1.7645486216897162,64.87999725341797,0.9793273104816435,0.4288156944874284
TVTY,TVTY,0.18622780158089977,0.0030542683316223673,1.323876856803425,2022-09-02,28.046242473923265,56,0.0030542683316223673,1.323876856803425,62.29606181425577,48.61285200389693,False,54.91448217381568,26.82842674637657,32.5,31.852152478234604,32.26242056347075,32.672688648706895,32.18186496552967,0.2322085334821115,31.717447898565446,32.64628203249389,1.8811933542679444,32.5,0.524760024702021,0.4461712322757353
GCP,GCP,-0.019092839551985225,-0.0009175531505701828,0.9190142588494835,2022-07-29,27.045039734569322,21,-0.0009175531505701828,0.9190142588494835,15.139323837233976,19.48781487360198,False,36.31375600293632,26.361702674373475,31.760000228881836,30.786957659140995,31.221448474460175,31.655939289779354,31.1669047446478,0.2377421305565061,30.691420483534785,31.642389005760812,2.178462785769479,31.760000228881836,0.16475946841218492,0.45779422855800267
BANF,BANF,-0.10382643405134265,-0.0013041628011348783,0.8868660839398586,2022-09-30,72.10323917246798,84,-0.0013041628011348783,0.8868660839398586,296.1564575856128,244.8097842914781,False,105.9032133210562,72.60092817806843,98.62999725341797,89.82495161699036,94.70948319208054,99.59401476717072,88.08683661809043,5.89074022475745,76.30535616857553,99.86831706760533,1.5103930153678793,98.62999725341797,0.9629426605576978,0.5397578535561801
MUSA,MUSA,0.12358841954521599,0.0013881949092726664,1.1361272929691273,2022-09-30,226.16588086770423,84,0.0013881949092726664,1.1361272929691273,432.03526073970966,505.93862738606947,False,316.897496675577,250.16301024567255,250.39999389648438,219.73903002243898,234.1474996294294,248.55596923641983,238.0074198889354,9.445681582380198,219.116056724175,256.8987830536958,1.4204864040301728,250.39999389648438,0.9971533097724214,0.41310287911751803
ROG,ROG,0.19788257305858944,0.0025826933602790536,1.267823286571309,2022-09-16,275.95752852746443,70,0.0025826933602790536,1.267823286571309,992.9823572478667,772.0783141966624,False,377.31352629943154,260.7327501092449,263.4200134277344,255.31678510363352,259.49559481181797,263.6744045200024,265.16226159958615,6.280390120961445,252.60148135766326,277.72304184150903,1.0377217777866081,263.4200134277344,0.7290879146920175,0.4794666697753528
EXLS,EXLS,0.11198977231395707,0.0012645011681187146,1.1232885822078382,2022-09-30,145.0706153963703,84,0.0012645011681187146,1.1232885822078382,173.05548486033757,216.71433092574202,False,192.31327361202608,150.8467423762432,153.11000061035156,132.7283415176985,144.15368979317802,155.57903806865752,141.4632946801564,6.845203544679896,127.7728875907966,155.15370176951618,1.2881077655761326,153.11000061035156,0.9890216885155246,0.3762095971080197
MGPI,MGPI,-0.007087897703731255,-0.0010156461933218397,0.9107499184367536,2022-07-15,91.54581855455001,7,-0.0010156461933218397,0.9107499184367536,124.77533057367594,90.88490710160211,False,119.44139098984363,84.00673170561753,101.23999786376953,88.22807366698693,95.38948440551758,102.55089514404823,94.62996534317259,3.130434444617955,88.36909645393668,100.8908342324085,1.588608313411899,101.23999786376953,0.8092682709487595,0.47322613172098454
SAFT,SAFT,-0.04455194644937239,-0.0010845277243439755,0.9049906244964813,2022-08-19,84.23226138211533,42,-0.0010845277243439755,0.9049906244964813,75.66482640713323,68.54733690158508,False,101.01338907229584,84.12494728944372,96.72000122070312,86.90900197680527,93.16539676605709,99.4217915553089,89.92121962895469,3.990626572106353,81.93996648474199,97.90247277316739,1.2703983708521334,96.72000122070312,0.5440453677280676,0.4240747454416845
NTUS,NTUS,-0.06415122975782239,-0.0007889907950021646,0.9299580480193309,2022-09-30,24.331103171378953,84,-0.0007889907950021646,0.9299580480193309,43.70732209756388,30.750129356022416,False,38.367971512118096,24.486062512940286,32.790000915527344,31.1680494366659,32.36055572449215,33.55306201231841,32.046468242766366,2.170409973737266,27.705648295291834,36.387288190240895,1.454648333537415,32.790000915527344,0.1480372696691471,0.41988660822241264
UFCS,UFCS,-0.15227697634655354,0,1,2022-07-08,23.133417831890746,0,0,1,48.72002580232137,53.206628080497744,False,34.79922387352677,23.140891398896205,33.68000030517578,30.51673270777256,33.21904783400279,35.92136296023301,31.437142901950413,1.8032484610901691,27.830645979770075,35.04363982413075,1.5853003375271064,33.68000030517578,0.5767116915624892,0.4975883855722448
