,Date,MIN_Lookback_One_Year,MIN_Lookback_2_Months,MIN_Lookback_1_Months,risk_trend_factor,risk_per_share,volume_factor,Adj Close,21dBOLD,21dMA-TP,21dBOLU,90dSMA,90dSDev,adf,hurst,sector_risk_trend_factor,Sector,Sector Symbol,Market Index,Index Symbol
SAFT,2022-07-06 00:00:00,87.9800033569336,93.18000030517578,94.33999633789062,1.1704479283911078,17.19000244140625,1.2454960668818473,98.54000091552734,87.0129380598726,92.96111100817484,98.90928395647708,89.82151967003232,3.8953540726479714,0.5789659780351112,0.4241111782214874,error,error,error,SP600,SLY
SAFM,2022-07-06 00:00:00,195.25,200.0,202.1300048828125,1.164229975032161,38.30000305175781,1.8184562292093804,213.99000549316406,198.25566508622134,210.3473821973044,222.43909930838745,197.32484175666931,10.794688670499166,0.7266296544385809,0.47611578110833297,-1.9066345116832566,Consumer Defensive,VDC,SP400,MDYG
GO,2022-07-06 00:00:00,36.77000045776367,36.77000045776367,39.5,1.1312347024185045,13.472000122070312,1.376906043476045,42.7599983215332,36.28338129281042,40.679420773945154,45.07546025507989,37.05511928740002,3.4307942495760106,0.21717630714443875,0.4165836131744349,-1.9066345116832566,Consumer Defensive,VDC,SP400,MDYG
MGPI,2022-07-06 00:00:00,76.68000030517578,102.87999725341797,104.0,1.0863727665224256,15.629997253417969,1.553611393896659,100.18000030517578,88.43987416429584,95.2145638238816,101.98925348346737,94.48923268393865,3.026032856363482,0.7928610182630116,0.4727655368718004,-1.9066345116832566,Consumer Defensive,VDC,SP600,SLY
SCI,2022-07-06 00:00:00,56.86000061035156,72.06999969482422,72.06999969482422,1.0706841656488986,8.630001068115234,1.0387298816503903,70.08000183105469,63.33442810418127,67.67305381714353,72.01167953010578,68.2961366138761,2.0330245338307433,0.901272794307891,0.36245875631868474,-7.948365233441673,Consumer Cyclical,VCR,SP400,MDYG
MRK,2022-07-06 00:00:00,81.67938995361328,91.4000015258789,94.91999816894531,0.8990216067856459,12.669998168945312,1.153778024747661,93.12999725341797,82.64422170644212,89.21816807701474,95.79211444758735,88.52679519047813,3.1226872485485404,0.8287253830025029,0.3386970988249041,-2.49982314536909,Healthcare,VHT,SP500,SPY
POST,2022-07-06 00:00:00,77.16622924804688,81.26000213623047,82.98999786376953,0.8985217038035214,10.310005187988281,0.6722014173727857,83.55999755859375,73.58213705036555,79.42134890480648,85.26056075924741,78.11992048838782,3.3479073062860465,0.4404034461427435,0.36809249895949414,-1.9066345116832566,Consumer Defensive,VDC,SP400,MDYG
VRTX,2022-07-06 00:00:00,234.5800018310547,292.75,292.75,0.8810428744023683,60.61000061035156,1.0039590134957295,291.1600036621094,242.4692139204198,270.9832959856306,299.4973780508414,268.66460382370724,14.097664469639534,0.39833035569353525,0.4335058679249693,-2.49982314536909,Healthcare,VHT,SP500,SPY
UTHR,2022-07-06 00:00:00,212.6199951171875,218.3800048828125,236.05999755859375,0.8321269066990132,70.47000122070312,1.3208562945082605,241.89999389648438,212.10448099354613,229.1196428934733,246.13480479340046,206.26420605371868,23.15899248783535,0.9446155938043519,0.41945491412211017,-2.49982314536909,Healthcare,VHT,SP400,MDYG
AZO,2022-07-06 00:00:00,1554.9000244140625,2267.39990234375,2267.39990234375,0.8309926902757698,496.9000244140625,0.921429011949239,2167.5400390625,1968.7793912785373,2086.412825327071,2204.0462593756047,2062.9866299099394,104.30353637176357,0.9879240928011944,0.39728097441010174,-7.948365233441673,Consumer Cyclical,VCR,SP500,SPY
PGR,2022-07-06 00:00:00,107.58999633789062,120.16999816894531,121.36000061035156,0.7633591140798032,14.410003662109375,1.1782895199246881,120.04000091552734,108.39246240577982,114.52297876751614,120.65349512925245,113.4520765032087,3.9645743224782466,0.9269913401257,0.35675746756595766,-5.246442630103437,Financial Services,VFH,SP500,SPY
HSY,2022-07-06 00:00:00,178.36000061035156,231.60000610351562,231.60000610351562,0.7214735815328648,28.220001220703125,1.257243294479442,220.63999938964844,203.22122094929796,213.6850397019159,224.14885845453387,217.4861851041279,7.0139579725627055,0.9892152048081988,0.44726061777452425,-1.9066345116832566,Consumer Defensive,VDC,SP500,SPY
WRB,2022-07-06 00:00:00,54.95333480834961,71.52999877929688,72.31999969482422,0.7092600755734234,7.1999969482421875,1.1949882494774673,67.97000122070312,64.86586239204262,67.92586550636896,70.98586862069531,67.73218527294341,1.542825718954899,0.9556027094890909,0.4503365731200035,-5.246442630103437,Financial Services,VFH,SP500,SPY
LNTH,2022-07-06 00:00:00,28.736000061035156,69.73899841308594,73.70999908447266,0.6833615279861074,17.669998168945312,1.8562921579151739,61.41999816894531,57.42329614055377,63.90936080993168,70.3954254793096,63.28956323956687,3.992380591449884,0.9713331220234934,0.5380365120527534,-2.49982314536909,Healthcare,VHT,SP600,SLY
AZPN,2022-07-06 00:00:00,162.55999755859375,170.16000366210938,210.60000610351562,0.5720136763295215,53.670013427734375,0.5858224982115239,191.33999633789062,179.95987371489238,193.2356342739529,206.51139483301344,179.29226121448335,16.81750929918781,0.8016823654708856,0.3876616521514995,-6.045371855907778,Technology,VGT,SP400,MDYG
DLTR,2022-07-06 00:00:00,120.37000274658203,177.19000244140625,177.19000244140625,0.5366541259818433,42.150001525878906,0.8487839619279914,165.7899932861328,149.37553541754255,156.53952377561538,163.7035121336882,158.6280561174665,10.41925498614175,0.7053689240983145,0.4354515478543868,-1.9066345116832566,Consumer Defensive,VDC,SP500,SPY
UFCS,2022-07-06 00:00:00,32.93000030517578,32.93000030517578,33.4900016784668,0.47990244410143656,8.209999084472656,1.57557158648951,34.43000030517578,30.5027016855541,33.16746053241548,35.832219379276864,31.292916585528662,1.8424338358901775,0.569707011624446,0.4981395316375325,error,error,error,SP600,SLY
CYTK,2022-07-06 00:00:00,30.139999389648438,47.900001525878906,47.900001525878906,0.47893542588152505,13.529998779296875,1.5584063411096143,44.13999938964844,36.566232414268214,42.560595603216264,48.554958792164314,40.457143132648774,3.164037546127436,0.9934212214751474,0.3471605480558517,-2.49982314536909,Healthcare,VHT,SP600,SLY
BMY,2022-07-06 00:00:00,67.95999908447266,78.16999816894531,78.61000061035156,0.44144223094562424,8.879997253417969,1.120953518197465,76.22000122070312,71.87546600602312,75.91276105244954,79.95005609887596,75.77366683596657,1.3622524977379626,0.7636830806143886,0.4781806685859549,-2.49982314536909,Healthcare,VHT,SP500,SPY
MANT,2022-07-06 00:00:00,92.0,92.0,95.9800033569336,0.4028497562942495,15.44000244140625,2.086679639945993,95.4000015258789,94.35031331578303,95.09198067680238,95.83364803782173,89.66918376135447,6.149681144162218,0.5767105548347371,0.36641755428827505,error,error,error,SP600,SLY
CHEF,2022-07-06 00:00:00,35.56999969482422,39.029998779296875,39.029998779296875,0.3318967381215346,11.600000381469727,0.905613373808812,39.15999984741211,29.937573399804535,35.8822617909265,41.82695018204846,35.383968353271484,2.3303014980197276,0.2996620438829557,0.4821227543454494,-1.9066345116832566,Consumer Defensive,VDC,SP600,SLY
PEP,2022-07-06 00:00:00,150.6999969482422,177.6199951171875,177.6199951171875,0.28731357092631654,21.44000244140625,1.0954763567849541,170.6999969482422,155.207316998863,163.2917462303525,171.37617546184197,167.4853659130278,4.84354195565763,0.9095086390499307,0.3314149485202379,-1.9066345116832566,Consumer Defensive,VDC,SP500,SPY
OXY,2022-07-06 00:00:00,33.5,64.9800033569336,74.04000091552734,0.24366753544102748,19.740001678466797,1.4402798784198805,59.11000061035156,52.35978035696305,60.34602598160032,68.3322716062376,61.3898228387984,4.616784109352953,0.7436582961825711,0.5395946060455848,-1.0347599541325982,Energy,VDE,SP500,SPY
CNC,2022-07-06 00:00:00,75.25,89.91999816894531,89.91999816894531,0.23557781068091146,12.479995727539062,0.8743702739052891,86.01000213623047,74.97273928150923,81.43880962190174,87.90487996229425,83.04166657584054,3.146637978849601,0.45694383394945665,0.39292745871584367,-2.49982314536909,Healthcare,VHT,SP500,SPY
HUM,2022-07-06 00:00:00,472.67999267578125,472.67999267578125,472.67999267578125,0.20595040283457267,69.92001342773438,1.0972828659630165,477.4800109863281,417.2218313320303,450.0732744004991,482.92471746896786,445.93310401553197,13.78118817427018,0.7156305916883503,0.3097253757498081,-2.49982314536909,Healthcare,VHT,SP500,SPY
UNH,2022-07-06 00:00:00,425.9800109863281,553.2899780273438,553.2899780273438,0.19289807305819745,69.0,1.415483738713671,515.2899780273438,449.5311461747235,488.51061115567654,527.4900761366296,500.3015868171813,22.436223136956375,0.9822173568393332,0.30402815467817185,-2.49982314536909,Healthcare,VHT,SP500,SPY
CORT,2022-07-06 00:00:00,25.5,25.68000030517578,25.68000030517578,0.18651176878351552,9.489999771118164,0.6672594066634743,26.209999084472656,19.112024650951557,22.691547666277206,26.271070681602854,21.877896846286834,2.0695889220341255,0.21421711905983926,0.38320557875247174,-2.49982314536909,Healthcare,VHT,SP600,SLY
NTUS,2022-07-06 00:00:00,29.700000762939453,33.93000030517578,33.93000030517578,0.17266166319387508,2.780000686645508,1.4570548424646828,32.68000030517578,31.169912911515006,32.35357155875555,33.53723020599609,31.926468220968093,2.3316418503483263,0.15165061975802935,0.41948851607106863,error,error,error,SP600,SLY
DG,2022-07-06 00:00:00,225.25,262.2099914550781,262.2099914550781,0.13837087990779268,71.33000183105469,0.9147701785488977,253.17999267578125,225.02269149353936,239.14123541211328,253.2597793306872,234.06226597135029,15.416131478182326,0.8856119428038598,0.28581556076336845,-1.9066345116832566,Consumer Defensive,VDC,SP500,SPY
OPCH,2022-07-06 00:00:00,22.690000534057617,30.700000762939453,31.079999923706055,0.12635326237582004,5.539999008178711,1.2849878116047757,28.389999389648438,25.40925945372956,27.632738181522914,29.856216909316267,28.446349143981934,1.2404113101840868,0.7609639083943951,0.37850779711374194,-2.49982314536909,Healthcare,VHT,SP400,MDYG
CVBF,2022-07-06 00:00:00,24.3700008392334,24.3700008392334,25.149999618530273,0.12162114269476053,2.960000991821289,1.8141981073173075,24.75,23.682030985417654,24.53111105116587,25.380191116914084,24.009722172267853,0.7437600184180359,0.38149443444730335,0.31204367760121826,error,error,error,SP600,SLY
K,2022-07-06 00:00:00,68.5999984741211,73.30000305175781,75.55999755859375,0.0823776034622667,9.589996337890625,1.4664930938754444,72.75,66.63868514847185,69.63654754275368,72.6344099370355,69.17198595924982,1.9200214748959896,0.3686426432586897,0.4058217474803999,-1.9066345116832566,Consumer Defensive,VDC,SP500,SPY
VG,2022-07-06 00:00:00,15.720000267028809,20.920000076293945,20.920000076293945,0.0704550804185937,4.399999618530273,1.4409649908360802,19.290000915527344,15.65544187539129,17.88380959677318,20.11217731815507,19.044960302019877,1.1522516509631975,0.6969960751511066,0.4994158806110322,-11.256065288477707,Communication Services,VOX,SP600,SLY
PPC,2022-07-06 00:00:00,26.280000686645508,29.700000762939453,34.65999984741211,0.02014379486042326,6.950000762939453,1.1126610832999468,30.260000228881836,28.993092778574695,30.690396747891864,32.38770071720903,29.681626819428942,2.1164888336840937,0.3166953962482783,0.5571354656144512,-1.9066345116832566,Consumer Defensive,VDC,SP400,MDYG
UTL,2022-07-06 00:00:00,57.9900016784668,57.9900016784668,58.869998931884766,0.010536092923699102,10.439998626708984,0.9048596168178978,58.31999969482422,50.37359129481652,55.48634912097265,60.599106947128774,54.329801710825116,2.7022839631007454,0.3761968754153525,0.48723224155166234,-1.1265984812761183,Utilities,VPU,SP600,SLY
CI,2022-07-06 00:00:00,269.9700012207031,269.9700012207031,273.5799865722656,-0.007469378693031969,33.46998596191406,1.0969058729625252,271.0899963378906,240.43975357979167,257.0792859395345,273.7188182992773,257.9205149695987,7.369777468269636,0.5443210615319564,0.4432850744917409,-2.49982314536909,Healthcare,VHT,SP500,SPY
PBH,2022-07-06 00:00:00,53.33000183105469,63.83000183105469,63.83000183105469,-0.026821261743710866,7.8300018310546875,0.9966142615531328,60.2599983215332,52.82451346568559,56.45873007698664,60.09294668828769,55.46964277539934,1.8093256616397682,0.7042589057967888,0.45183768158602283,error,error,error,SP600,SLY
SWX,2022-07-06 00:00:00,73.54000091552734,90.70999908447266,95.62000274658203,-0.03379860865860563,13.610000610351562,1.0914683007449302,86.47000122070312,81.63196674681876,87.41579361567422,93.19962048452967,88.26446127513098,4.293199130903211,0.17184280408469016,0.4019986917294757,-1.1265984812761183,Utilities,VPU,SP400,MDYG
COKE,2022-07-06 00:00:00,460.0,638.0,656.1099853515625,-0.035443995984793114,182.25997924804688,1.575479968673953,582.5499877929688,485.2114053967963,558.4505155048673,631.6896256129384,525.6438963148329,48.23828279591303,0.945558585645949,0.4366614679891279,-1.9066345116832566,Consumer Defensive,VDC,SP600,SLY
SNEX,2022-07-06 00:00:00,70.47000122070312,77.5,80.33000183105469,-0.05202352197026111,12.110000610351562,1.1806106972935988,75.88999938964844,70.33765150283523,75.39781800527422,80.4579845077132,73.26357139102997,3.0912972798885594,0.7279859288440598,0.3726439940956677,-5.246442630103437,Financial Services,VFH,SP600,SLY
CSGS,2022-07-06 00:00:00,49.279998779296875,65.94999694824219,65.94999694824219,-0.055626481402979606,7.729999542236328,1.2218710548255003,60.25,55.14603855298421,58.33213159773084,61.51822464247748,60.08401620955694,2.5348909418802776,0.7232523608141362,0.4499125320530667,error,error,error,SP600,SLY
KO,2022-07-06 00:00:00,56.47999954223633,67.19999694824219,67.19999694824219,-0.0799500757778372,8.129997253417969,1.0455817046531948,63.40999984741211,58.74402241556109,61.688196318490164,64.63237022141924,63.050330949208096,1.7239516391725043,0.8147238711185575,0.3790639236267513,-1.9066345116832566,Consumer Defensive,VDC,SP500,SPY
ED,2022-07-06 00:00:00,80.43000030517578,99.22000122070312,101.12000274658203,-0.09780493834304646,15.030006408691406,0.8880292091817324,93.0999984741211,85.52032711669675,92.29543646555098,99.07054581440521,94.6821657816569,3.358281598424389,0.6518044718305958,0.3845350241432127,-1.1265984812761183,Utilities,VPU,SP500,SPY
PWR,2022-07-06 00:00:00,101.95999908447266,140.0399932861328,140.0399932861328,-0.09866114000661072,32.1300048828125,1.209064405054279,126.29000091552734,114.28123235199612,123.68422368973022,133.0872150274643,122.37052239312067,7.824136867503479,0.9852266529960472,0.4288178560797786,-5.189072098561948,Industrials,VIS,SP500,SPY
CSL,2022-07-06 00:00:00,197.2100067138672,275.1300048828125,275.1300048828125,-0.09946620813450151,43.02998352050781,1.1223487418996676,247.72999572753906,222.91707516362,244.9107927594866,266.9045103553532,248.78789592924574,10.130075453780949,0.9684978686841381,0.4448781786405471,-5.189072098561948,Industrials,VIS,SP400,MDYG
HALO,2022-07-06 00:00:00,46.619998931884766,46.619998931884766,48.58000183105469,-0.13499566213527905,11.630001068115234,1.0651780582408061,46.75,42.721130576559744,45.172063433934774,47.6229962913098,43.48404758695572,2.4569111117397022,0.870480639300319,0.4463030913900027,-2.49982314536909,Healthcare,VHT,SP400,MDYG
ELF,2022-07-06 00:00:00,31.290000915527344,33.630001068115234,33.630001068115234,-0.15057922280028554,12.94999885559082,1.0993797541538077,32.20000076293945,23.515959698927233,27.624472262367373,31.732984825807513,25.40587311699277,2.517049473929594,0.5876264387116402,0.4347183795060454,-1.9066345116832566,Consumer Defensive,VDC,SP600,SLY
BJ,2022-07-06 00:00:00,50.18000030517578,74.08999633789062,74.08999633789062,-0.1689315761859202,15.450000762939453,1.4936308673575402,65.25,57.04020382397446,61.52080935523624,66.00141488649803,62.65035698905824,4.422830447923188,0.9518760618146898,0.3815063587646111,-1.9066345116832566,Consumer Defensive,VDC,SP400,MDYG
ATNI,2022-07-06 00:00:00,48.13999938964844,48.13999938964844,48.13999938964844,-0.17891289696299015,9.390003204345703,1.2469341390264737,47.58000183105469,41.0301147569622,44.76594570704869,48.501776657135174,42.59024474734352,2.4025985603490394,0.09607726882137119,0.3887008984949503,error,error,error,SP600,SLY
CEIX,2022-07-06 00:00:00,19.270000457763672,55.2599983215332,59.380001068115234,-0.23722643270917887,19.18000030517578,1.8328442059883456,43.119998931884766,43.63321530588345,50.58923000759548,57.54524470930751,49.1099204865713,4.619073357344988,0.7942157790280782,0.5213006375390237,-1.0347599541325982,Energy,VDE,SP600,SLY
EXC,2022-07-06 00:00:00,33.78031539916992,50.709999084472656,50.709999084472656,-0.24977481875271634,9.69000244140625,0.9044679690124603,44.2599983215332,39.409857796497455,43.918214101640004,48.42657040678255,46.649460338410876,2.5323962017903843,0.891105243808787,0.39919109578211476,-1.1265984812761183,Utilities,VPU,SP500,SPY
ELV,2022-07-06 00:00:00,406.0,533.6799926757812,533.6799926757812,-0.2648198027605035,77.60000610351562,1.0077151554517694,484.2699890136719,446.2555555066492,473.13023219032885,500.0049088740085,492.62847488645525,18.593588141433095,0.9377628995064117,0.3310264918388206,error,error,error,SP500,SPY
AMPH,2022-07-06 00:00:00,21.3799991607666,44.459999084472656,44.459999084472656,-0.3262619125555426,13.670001983642578,2.9333295602467597,35.279998779296875,27.914575822080607,33.19031757021707,38.46605931835353,35.511547709268235,3.1918530912173306,0.7680950935959188,0.43444255503981044,-2.49982314536909,Healthcare,VHT,SP600,SLY
SAIC,2022-07-06 00:00:00,95.9800033569336,95.9800033569336,95.9800033569336,-0.35177478647555405,16.62999725341797,0.9938942084092208,94.02999877929688,85.33097442895055,90.84734105306958,96.36370767718861,87.54372993348137,4.014506941462102,0.061410476688888195,0.31466493894335806,-6.045371855907778,Technology,VGT,SP400,MDYG
TWNK,2022-07-06 00:00:00,17.229999542236328,24.270000457763672,24.270000457763672,-0.3642238898736217,4.6399993896484375,0.8013105337117326,21.360000610351562,19.086439834227647,20.322714200095525,21.558988565963404,21.548769776783292,1.1944596321547456,0.8256037767502055,0.4299869344230541,-1.9066345116832566,Consumer Defensive,VDC,SP600,SLY
SENEA,2022-07-06 00:00:00,56.650001525878906,56.900001525878906,58.2599983215332,-0.42441835106009407,15.479999542236328,1.6286062851900684,55.08000183105469,48.048174546886955,54.390674469962946,60.73317439303894,54.641587211972194,2.5524431186369148,0.59547179520167,0.3271904495745096,error,error,error,SP600,SLY
XOM,2022-07-06 00:00:00,64.93000030517578,92.05000305175781,103.43000030517578,-0.4303749338330132,24.55999755859375,1.27869057388359,83.27999877929688,79.49311874799058,91.93777744353763,104.38243613908467,89.95390253218393,5.755763272508808,0.7205513038951101,0.5200336170558015,-1.0347599541325982,Energy,VDE,SP500,SPY
MNST,2022-07-06 00:00:00,99.23999786376953,99.88999938964844,99.88999938964844,-0.4433656846061997,15.449996948242188,1.3455947837773004,97.38999938964844,84.89129250162638,90.85313460940407,96.81497671718175,87.68952387855167,3.6923239512123374,0.6981091448182223,0.39307930608449343,-1.9066345116832566,Consumer Defensive,VDC,SP500,SPY
SAIL,2022-07-06 00:00:00,63.36000061035156,64.43499755859375,64.46499633789062,-0.47078701696879566,5.904994964599609,1.4337580011377162,63.15999984741211,59.3704902106023,61.990079486180875,64.60966876175945,62.230039566282244,3.0259558430258457,0.8008327861313297,0.4742481892511651,-6.045371855907778,Technology,VGT,SP400,MDYG
DINO,2022-07-06 00:00:00,39.38999938964844,43.29999923706055,57.59000015258789,-0.5002892499094921,17.270000457763672,1.247324461654301,43.880001068115234,38.897004211175926,48.78865069434757,58.68029717751921,45.06043630933005,5.659611293009609,0.46267049034685404,0.555692749984691,-1.0347599541325982,Energy,VDE,SP400,MDYG
T,2022-07-06 00:00:00,21.62386703491211,21.62386703491211,21.62386703491211,-0.5600001067047958,2.8600006103515625,0.7462750472203552,21.09000015258789,19.055306682354825,20.41936502759419,21.783423372833553,20.06398916244507,0.8992913533666237,0.08528550458780321,0.41384934219176134,-11.256065288477707,Communication Services,VOX,SP500,SPY
ACHC,2022-07-06 00:00:00,68.0,76.69000244140625,76.69000244140625,-0.5679006889276356,10.53000259399414,1.0778705807848867,71.80000305175781,64.03004365376677,68.18523861113049,72.3404335684942,69.94186513386076,2.7944467092782452,0.8370061408796703,0.47614427669032156,-2.49982314536909,Healthcare,VHT,SP400,MDYG
PLAB,2022-07-06 00:00:00,14.5600004196167,20.299999237060547,22.959999084472656,-0.575547441441709,8.670001029968262,2.0575849217469835,17.610000610351562,17.377534123806747,19.987738079494903,22.59794203518306,17.6328572242979,2.709812201511319,0.5422342185523098,0.32559762576122037,-6.045371855907778,Technology,VGT,SP600,SLY
WEC,2022-07-06 00:00:00,99.86000061035156,106.81999969482422,108.38999938964844,-0.588633634332434,19.18000030517578,1.2785974065849515,101.26000213623047,88.30700027501078,97.06857166593038,105.83014305684998,100.93164970761254,4.1104315863109,0.7230647951536457,0.3071205766506602,-1.1265984812761183,Utilities,VPU,SP500,SPY
ABBV,2022-07-06 00:00:00,118.27999877929688,175.91000366210938,175.91000366210938,-0.5920495444750631,21.1300048828125,0.893092297632952,152.52999877929688,135.01139253470365,146.8875393943181,158.76368625393258,152.08115859258743,7.459198779235624,0.9551850046595096,0.46827660047212893,-2.49982314536909,Healthcare,VHT,SP500,SPY
FHN,2022-07-06 00:00:00,19.450000762939453,24.239999771118164,24.239999771118164,-0.5969570912002368,2.6300010681152344,0.7707250538263982,22.1200008392334,20.832371972924246,21.864007896847195,22.895643820770143,22.38619043713524,0.6426821078910013,0.6891546754130988,0.5118740514044348,-5.246442630103437,Financial Services,VFH,SP400,MDYG
SO,2022-07-06 00:00:00,66.93000030517578,77.23999786376953,77.23999786376953,-0.6081660357448004,11.510002136230469,1.20344402669894,71.47000122070312,64.20299528764828,69.92440478006999,75.6458142724917,72.93578523302835,2.854075111366497,0.9079802494374998,0.35892072103537415,-1.1265984812761183,Utilities,VPU,SP500,SPY
