,date,name,cik,variable,value
409,2017-09-01,SBA Communications,1034054.0,added_ticker,SBAC
81,2017-09-18,Cadence Design Systems,813672.0,added_ticker,CDNS
342,2017-10-13,Norwegian Cruise Line Holdings,1513761.0,added_ticker,NCLH
239,2018-01-03,Huntington Ingalls Industries,1501585.0,added_ticker,HII
256,2018-03-07,IPG Photonics,1111928.0,added_ticker,IPGP
432,2018-03-19,Take-Two Interactive,946581.0,added_ticker,TTWO
426,2018-03-19,SVB Financial,719739.0,added_ticker,SIVB
326,2018-04-04,MSCI,1408198.0,added_ticker,MSCI
2,2018-05-31,Abiomed,815094.0,added_ticker,ABMD
177,2018-06-05,Evergy,1711269.0,added_ticker,EVRG
450,2018-06-07,Twitter,1418091.0,added_ticker,TWTR
77,2018-06-18,Broadridge Financial Solutions,1383312.0,added_ticker,BR
195,2018-06-20,Fleetcor,1175454.0,added_ticker,FLT
126,2018-07-02,Copart,900075.0,added_ticker,CPRT
47,2018-08-28,Arista Networks,1596532.0,added_ticker,ANET
403,2018-10-01,Rollins,84839.0,added_ticker,ROL
198,2018-10-11,Fortinet,1262039.0,added_ticker,FTNT
270,2018-11-06,Keysight Technologies,1601046.0,added_ticker,KEYS
259,2018-11-13,Jack Henry & Associates,779152.0,added_ticker,JKHY
280,2018-12-03,Lamb Weston,1679273.0,added_ticker,LW
143,2018-12-03,Diamondback Energy,1539838.0,added_ticker,FANG
94,2018-12-24,Celanese,1306830.0,added_ticker,CE
193,2019-01-02,First Republic Bank,1132979.0,added_ticker,FRC
437,2019-01-18,Teleflex,96943.0,added_ticker,TFX
51,2019-02-15,Atmos Energy,731802.0,added_ticker,ATO
478,2019-02-27,Wabtec,943452.0,added_ticker,WAB
154,2019-04-01,Dow,1751788.0,added_ticker,DOW
158,2019-04-02,DuPont,1666700.0,added_ticker,DD
128,2019-06-03,Corteva,1755672.0,added_ticker,CTVA
24,2019-06-07,Amcor,1748790.0,added_ticker,AMCR
298,2019-07-01,MarketAxess,1278021.0,added_ticker,MKTX
430,2019-07-15,T-Mobile US,1283699.0,added_ticker,TMUS
240,2019-08-09,IDEX Corporation,832101.0,added_ticker,IEX
283,2019-08-09,Leidos,1336920.0,added_ticker,LDOS
93,2019-09-23,CDW,1402057.0,added_ticker,CDW
347,2019-09-26,NVR,906163.0,added_ticker,NVR
281,2019-10-03,Las Vegas Sands,1300514.0,added_ticker,LVS
414,2019-11-21,ServiceNow,1373715.0,added_ticker,NOW
477,2019-12-05,W. R. Berkley Corporation,11544.0,added_ticker,WRB
351,2019-12-09,Old Dominion Freight Line,878927.0,added_ticker,ODFL
288,2019-12-23,Live Nation Entertainment,1335258.0,added_ticker,LYV
424,2019-12-23,Steris,1757898.0,added_ticker,STE
500,2019-12-23,Zebra Technologies,877212.0,added_ticker,ZBRA
361,2020-01-28,Paycom,1590955.0,added_ticker,PAYC
246,2020-03-03,Ingersoll Rand,1699150.0,added_ticker,IR
88,2020-04-03,Carrier Global,1783180.0,added_ticker,CARR
356,2020-04-03,Otis Worldwide,1781335.0,added_ticker,OTIS
152,2020-05-12,Domino's Pizza,1286681.0,added_ticker,DPZ
142,2020-05-12,DexCom,1093557.0,added_ticker,DXCM
487,2020-05-22,West Pharmaceutical Services,105770.0,added_ticker,WST
451,2020-06-22,Tyler Technologies,860731.0,added_ticker,TYL
436,2020-06-22,Teledyne Technologies,1094285.0,added_ticker,TDY
65,2020-06-22,Bio-Rad Laboratories,12208.0,added_ticker,BIO
438,2020-09-21,Teradyne,97210.0,added_ticker,TER
89,2020-09-21,Catalent,1596783.0,added_ticker,CTLT
176,2020-09-21,Etsy,1370637.0,added_ticker,ETSY
375,2020-10-07,Pool Corporation,945841.0,added_ticker,POOL
439,2020-12-21,Tesla,1318605.0,added_ticker,TSLA
168,2021-01-07,Enphase Energy,1463101.0,added_ticker,ENPH
448,2021-01-21,Trimble,864749.0,added_ticker,TRMB
320,2021-02-12,Monolithic Power Systems,1280452.0,added_ticker,MPWR
208,2021-03-22,Generac Holdings,1474735.0,added_ticker,GNRC
348,2021-03-22,NXP,1413447.0,added_ticker,NXPI
363,2021-03-22,Penn National Gaming,921738.0,added_ticker,PENN
82,2021-03-22,Caesars Entertainment,1590895.0,added_ticker,CZR
383,2021-04-20,PTC,857005.0,added_ticker,PTC
99,2021-05-14,Charles River Laboratories,1100682.0,added_ticker,CRL
355,2021-06-03,Organon & Co.,1821825.0,added_ticker,OGN
316,2021-07-21,Moderna,1682852.0,added_ticker,MRNA
66,2021-08-30,Bio-Techne,842023.0,added_ticker,TECH
992,"April 1, 2011",BlackRock,,added_ticker,BLK
721,"April 1, 2011",Genzyme,,removed_ticker,GENZ
794,"April 1, 2020",Howmet Aerospace,,added_ticker,HWM
528,"April 1, 2020",Arconic,,removed_ticker,ARNC
886,"April 18, 2016",Ulta Beauty,,added_ticker,ULTA
620,"April 18, 2016",Tenet Healthcare,,removed_ticker,THC
939,"April 2, 2014",Essex Property Trust,,added_ticker,ESS
668,"April 2, 2014",Cliffs Natural Resources,,removed_ticker,CLF
547,"April 2, 2019",Brighthouse Financial,,removed_ticker,BHF
813,"April 2, 2019",Dow,,added_ticker,DOW
772,"April 20, 2021",PTC,,added_ticker,PTC
506,"April 20, 2021",Varian Medical Systems,,removed_ticker,VAR
704,"April 23, 2012",Supervalu,,removed_ticker,SVU
975,"April 23, 2012",Phillips 66,,added_ticker,PSX
885,"April 25, 2016",Global Payments,,added_ticker,GPN
619,"April 25, 2016",GameStop,,removed_ticker,GME
991,"April 27, 2011",Chipotle Mexican Grill,,added_ticker,CMG
720,"April 27, 2011",Novell,,removed_ticker,NOVL
734,"April 29, 2010",BJ Services,,removed_ticker,BJS
1005,"April 29, 2010",Cerner,,added_ticker,CERN
976,"April 3, 2012",Fossil,,added_ticker,FOSL
705,"April 3, 2012",Medco Health Solutions,,removed_ticker,MHS
938,"April 3, 2014",Google,,added_ticker,GOOGL
793,"April 3, 2020",Carrier Global,,added_ticker,CARR
792,"April 3, 2020",Otis Worldwide,,added_ticker,OTIS
958,"April 30, 2013",Regeneron Pharmaceuticals,,added_ticker,REGN
687,"April 30, 2013",MetroPCS,,removed_ticker,PCS
888,"April 4, 2016",Foot Locker,,added_ticker,FL
621,"April 4, 2016",Cameron International,,removed_ticker,CAM
858,"April 4, 2017",DXC Technology,,added_ticker,DXC
592,"April 4, 2017",Southwestern Energy,,removed_ticker,SWN
569,"April 4, 2018",CSRA,,removed_ticker,CSRA
835,"April 4, 2018",MSCI,,added_ticker,MSCI
591,"April 5, 2017",Dun & Bradstreet,,removed_ticker,DNB
857,"April 5, 2017",Gartner,,added_ticker,IT
526,"April 6, 2020",Macy's,,removed_ticker,M
527,"April 6, 2020",Raytheon Company,,removed_ticker,RTN
648,"April 7, 2015",Windstream Communications,,removed_ticker,WIN
917,"April 7, 2015",Realty Income Corporation,,added_ticker,O
887,"April 8, 2016",Under Armour (Class C),,added_ticker,UA
930,"August 18, 2014",Mallinckrodt,,added_ticker,MNK
661,"August 18, 2014",Rowan Companies,,removed_ticker,RDC
757,"August 24, 2007",KeySpan,,removed_ticker,KSE
1028,"August 24, 2007",Leucadia National,,added_ticker,LUK
1001,"August 26, 2010",Tyco International,,added_ticker,TYC
730,"August 26, 2010",Smith International,,removed_ticker,SII
639,"August 28, 2015",Pall Corporation,,removed_ticker,PLL
908,"August 28, 2015",Activision Blizzard,,added_ticker,ATVI
561,"August 28, 2018",GGP,,removed_ticker,GGP
827,"August 28, 2018",Arista Networks,,added_ticker,ANET
845,"August 29, 2017",QuintilesIMS,,added_ticker,Q
579,"August 29, 2017",Whole Foods Market,,removed_ticker,WFM
931,"August 6, 2014",Discovery Communications,,added_ticker,DISCK
580,"August 8, 2017",AutoNation,,removed_ticker,AN
846,"August 8, 2017",Brighthouse Financial,,added_ticker,BHF
807,"August 9, 2019",IDEX Corporation,,added_ticker,IEX
540,"August 9, 2019",Anadarko Petroleum,,removed_ticker,APC
541,"August 9, 2019",Foot Locker,,removed_ticker,FL
806,"August 9, 2019",Leidos,,added_ticker,LDOS
899,"December 1, 2015",CSRA,,added_ticker,CSRA
633,"December 1, 2015",Computer Sciences Corporation,,removed_ticker,CSC
674,"December 10, 2013",Molex,,removed_ticker,MOLX
945,"December 10, 2013",General Growth Properties,,added_ticker,GGP
962,"December 11, 2012",Garmin,,added_ticker,GRMN
691,"December 11, 2012",RR Donnelley,,removed_ticker,RRD
712,"December 12, 2011",Nicor Gas,,removed_ticker,GAS
983,"December 12, 2011",AGL Resources.,,added_ticker,GAS
751,"December 13, 2007",Dow Jones,,removed_ticker,DJ
1022,"December 13, 2007",GameStop,,added_ticker,GME
632,"December 15, 2015",Comcast K Corp,,removed_ticker,CMCSK
711,"December 16, 2011",MEMC Electronic Materials,,removed_ticker,WFR
710,"December 16, 2011",Monster Worldwide,,removed_ticker,MWW
709,"December 16, 2011",AK Steel,,removed_ticker,AKS
980,"December 16, 2011",BorgWarner,,added_ticker,BWA
981,"December 16, 2011",Perrigo,,added_ticker,PRGO
982,"December 16, 2011",Dollar Tree,,added_ticker,DLTR
727,"December 17, 2010",Office Depot,,removed_ticker,ODP
997,"December 17, 2010",F5 Networks,,added_ticker,FFIV
999,"December 17, 2010",Newfield Exploration,,added_ticker,NFX
728,"December 17, 2010",The New York Times Company,,removed_ticker,NYT
996,"December 17, 2010",Cablevision,,added_ticker,CVC
998,"December 17, 2010",Netflix,,added_ticker,NFLX
726,"December 17, 2010",Eastman Kodak,,removed_ticker,EK
725,"December 17, 2010",King Pharmaceuticals,,removed_ticker,KG
1011,"December 18, 2009",Ross Stores,,added_ticker,ROST
740,"December 18, 2009",MBIA Inc.,,removed_ticker,MBI
739,"December 18, 2009",Convergys,,removed_ticker,CVG
1010,"December 18, 2009",SAIC,,added_ticker,SAI
1009,"December 18, 2009",Cliffs Natural Resources,,added_ticker,CLF
1008,"December 18, 2009",Mead Johnson Nutrition,,added_ticker,MJN
1007,"December 18, 2009",Visa,,added_ticker,V
736,"December 18, 2009",Ciena,,removed_ticker,CIEN
737,"December 18, 2009",Dynegy,,removed_ticker,DYN
738,"December 18, 2009",KB Home,,removed_ticker,KBH
675,"December 2, 2013",JCPenney,,removed_ticker,JCP
946,"December 2, 2013",Allegion,,added_ticker,ALLE
602,"December 2, 2016",Owens-Illinois,,removed_ticker,OI
603,"December 2, 2016",Legg Mason,,removed_ticker,LM
869,"December 2, 2016",Envision Healthcare,,added_ticker,EVHC
868,"December 2, 2016",Mid-America Apartments,,added_ticker,MAA
1021,"December 20, 2007",Range Resources,,added_ticker,RRC
750,"December 20, 2007",Tribune Media,,removed_ticker,TRB
979,"December 20, 2011",TripAdvisor,,added_ticker,TRIP
708,"December 20, 2011",Tellabs,,removed_ticker,TLAB
690,"December 21, 2012",Titanium Metals,,removed_ticker,TIE
961,"December 21, 2012",Delphi Automotive,,added_ticker,DLPH
780,"December 21, 2020",Tesla,,added_ticker,TSLA
514,"December 21, 2020",Apartment Investment & Management,,removed_ticker,AIV
943,"December 23, 2013",Mohawk Industries,,added_ticker,MHK
942,"December 23, 2013",Alliance Data Systems,,added_ticker,ADS
944,"December 23, 2013",Facebook,,added_ticker,FB
673,"December 23, 2013",Teradyne,,removed_ticker,TER
671,"December 23, 2013",Abercrombie & Fitch,,removed_ticker,ANF
672,"December 23, 2013",JDS Uniphase,,removed_ticker,JDSU
533,"December 23, 2019",Macerich,,removed_ticker,MAC
531,"December 23, 2019",Affiliated Managers Group,,removed_ticker,AMG
532,"December 23, 2019",TripAdvisor,,removed_ticker,TRIP
798,"December 23, 2019",Zebra Technologies,,added_ticker,ZBRA
797,"December 23, 2019",Live Nation Entertainment,,added_ticker,LYV
799,"December 23, 2019",Steris,,added_ticker,STE
818,"December 24, 2018",Celanese,,added_ticker,CE
552,"December 24, 2018",Express Scripts,,removed_ticker,ESRX
631,"December 29, 2015",Altera,,removed_ticker,ALTR
898,"December 29, 2015",Church & Dwight,,added_ticker,CHD
692,"December 3, 2012",Cooper Industries,,removed_ticker,CBE
963,"December 3, 2012",Dollar General,,added_ticker,DG
554,"December 3, 2018",Aetna,,removed_ticker,AET
819,"December 3, 2018",Lamb Weston,,added_ticker,LW
821,"December 3, 2018",Diamondback Energy,,added_ticker,FANG
820,"December 3, 2018",Maxim Integrated,,added_ticker,MXIM
555,"December 3, 2018",Stericycle,,removed_ticker,SRCL
553,"December 3, 2018",Rockwell Collins,,removed_ticker,COL
1016,"December 31, 2008",Owens-Illinois,,added_ticker,OI
745,"December 31, 2008",Wachovia Bank,,removed_ticker,WB
707,"December 31, 2011",Compuware,,removed_ticker,CPWR
978,"December 31, 2011",WPX Energy,,added_ticker,WPX
960,"December 31, 2012",AbbVie,,added_ticker,ABBV
689,"December 31, 2012",Federated Investors,,removed_ticker,FII
1036,"December 5, 2000",Symbol Technologies,,added_ticker,SBL
1037,"December 5, 2000",Allegheny Energy,,added_ticker,AYE
1038,"December 5, 2000",Ambac Financial,,added_ticker,ABK
766,"December 5, 2000",WR Grace,,removed_ticker,GRA
764,"December 5, 2000",Bethlehem Steel,,removed_ticker,BS
765,"December 5, 2000",Owens-Illinois,,removed_ticker,OI
767,"December 5, 2000",Crown Holdings,,removed_ticker,CCK
1035,"December 5, 2000",Intuit,,added_ticker,INTU
926,"December 5, 2014",Royal Caribbean Cruises,,added_ticker,RCL
657,"December 5, 2014",Bemis Company,,removed_ticker,BMS
801,"December 5, 2019",W. R. Berkley Corporation,,added_ticker,WRB
535,"December 5, 2019",Viacom,,removed_ticker,VIAB
769,"December 7, 1999",Laidlaw,,removed_ticker,LDW
1040,"December 7, 1999",Yahoo!,,added_ticker,YHOO
800,"December 9, 2019",Old Dominion Freight Line,,added_ticker,ODFL
534,"December 9, 2019",SunTrust Banks,,removed_ticker,STI
628,"February 1, 2016",Broadcom Corporation,,removed_ticker,BRCM
894,"February 1, 2016",Citizens Financial Group,,added_ticker,CFG
627,"February 1, 2016",Precision Castparts Corporation,,removed_ticker,PCP
895,"February 1, 2016",Federal Realty Investment Trust,,added_ticker,FRT
777,"February 12, 2021",Monolithic Power Systems,,added_ticker,MPWR
511,"February 12, 2021",TechnipFMC,,removed_ticker,FTI
688,"February 15, 2013",Big Lots,,removed_ticker,BIG
959,"February 15, 2013",PVH,,added_ticker,PVH
815,"February 15, 2019",Atmos Energy,,added_ticker,ATO
549,"February 15, 2019",Newfield Exploration,,removed_ticker,NFX
893,"February 22, 2016",Concho Resources,,added_ticker,CXO
626,"February 22, 2016",Plum Creek Timber,,removed_ticker,PCL
995,"February 25, 2011",Joy Global,,added_ticker,JOY
724,"February 25, 2011",Allegheny Energy,,removed_ticker,AYE
1006,"February 26, 2010",Helmerich & Payne,,added_ticker,HP
735,"February 26, 2010",IMS Health,,removed_ticker,RX
548,"February 27, 2019",The Goodyear Tire & Rubber Company,,removed_ticker,GT
814,"February 27, 2019",Wabtec,,added_ticker,WAB
723,"February 28, 2011",McAfee,,removed_ticker,MFE
994,"February 28, 2011",Covidien,,added_ticker,COV
866,"February 28, 2017",Incyte,,added_ticker,INCY
600,"February 28, 2017",Spectra Energy,,removed_ticker,SE
759,"January 10, 2007",Symbol Technologies,,removed_ticker,SBL
1030,"January 10, 2007",AvalonBay Communities,,added_ticker,AVB
550,"January 18, 2019",Pacific Gas & Electric Company,,removed_ticker,PCG
816,"January 18, 2019",Teleflex,,added_ticker,TFX
629,"January 19, 2016",Chubb,,removed_ticker,ACE
896,"January 19, 2016",Extra Space Storage,,added_ticker,EXR
551,"January 2, 2019",SCANA,,removed_ticker,SCG
817,"January 2, 2019",First Republic Bank,,added_ticker,FRC
778,"January 21, 2021",Trimble,,added_ticker,TRMB
512,"January 21, 2021",Concho Resources,,removed_ticker,CXO
670,"January 24, 2014",Life Technologies,,removed_ticker,LIFE
941,"January 24, 2014",Tractor Supply Company,,added_ticker,TSCO
655,"January 27, 2015",Safeway,,removed_ticker,SWY
656,"January 27, 2015",Covidien,,removed_ticker,COV
925,"January 27, 2015",Endo International,,added_ticker,ENDP
924,"January 27, 2015",HCA Holdings,,added_ticker,HCA
796,"January 28, 2020",Paycom,,added_ticker,PAYC
530,"January 28, 2020",WellCare,,removed_ticker,WCG
574,"January 3, 2018",CR Bard,,removed_ticker,BCR
840,"January 3, 2018",Huntington Ingalls Industries,,added_ticker,HII
897,"January 5, 2016",Willis Towers Watson,,added_ticker,WLTW
630,"January 5, 2016",Fossil Group,,removed_ticker,FOSL
867,"January 5, 2017",Idexx Laboratories,,added_ticker,IDXX
601,"January 5, 2017",St Jude Medical,,removed_ticker,STJ
779,"January 7, 2021",Enphase Energy,,added_ticker,ENPH
513,"January 7, 2021",Tiffany & Co,,removed_ticker,TIF
762,"July 1, 2005",Great Lakes Chemical,,removed_ticker,GLK
1033,"July 1, 2005",Constellation Brands,,added_ticker,STZ
933,"July 1, 2014",Affiliated Managers Group,,added_ticker,AMG
663,"July 1, 2014",Forest Laboratories,,removed_ticker,FRX
645,"July 1, 2015",Integrys Energy Group,,removed_ticker,TEG
914,"July 1, 2015",JB Hunt,,added_ticker,JBHT
915,"July 1, 2015",Baxalta,,added_ticker,BXLT
646,"July 1, 2015",QEP Resources,,removed_ticker,QEP
611,"July 1, 2016",TECO Energy,,removed_ticker,TE
610,"July 1, 2016",AGL Resources,,removed_ticker,GAS
877,"July 1, 2016",Albemarle Corporation,,added_ticker,ALB
876,"July 1, 2016",Alliant Energy Corp,,added_ticker,LNT
809,"July 1, 2019",MarketAxess,,added_ticker,MKTX
543,"July 1, 2019",L3 Technologies,,removed_ticker,LLL
1002,"July 14, 2010",Chubb,,added_ticker,CB
731,"July 14, 2010",Millipore,,removed_ticker,MIL
542,"July 15, 2019",Red Hat,,removed_ticker,RHT
808,"July 15, 2019",T-Mobile US,,added_ticker,TMUS
970,"July 2, 2012",Seagate Technology,,added_ticker,STX
699,"July 2, 2012",Progress Energy,,removed_ticker,PGN
662,"July 2, 2014",United States Steel,,removed_ticker,X
932,"July 2, 2014",Martin Marietta Materials,,added_ticker,MLM
644,"July 2, 2015",Allegheny Technologies,,removed_ticker,ATI
913,"July 2, 2015",Columbia Pipeline Group,,added_ticker,CPGX
562,"July 2, 2018",Dr Pepper Snapple Group,,removed_ticker,DPS
828,"July 2, 2018",Copart,,added_ticker,CPRT
641,"July 20, 2015",Noble Corporation,,removed_ticker,NE
910,"July 20, 2015",PayPal,,added_ticker,PYPL
849,"July 26, 2017",Packaging Corporation of America,,added_ticker,PKG
851,"July 26, 2017",MGM Resorts International,,added_ticker,MGM
582,"July 26, 2017",Bed Bath & Beyond,,removed_ticker,BBBY
581,"July 26, 2017",Transocean,,removed_ticker,RIG
585,"July 26, 2017",Reynolds American,,removed_ticker,RAI
584,"July 26, 2017",Mallinckrodt,,removed_ticker,MNK
583,"July 26, 2017",Murphy Oil,,removed_ticker,MUR
847,"July 26, 2017",Duke Realty Corp,,added_ticker,DRE
850,"July 26, 2017",ResMed,,added_ticker,RMD
848,"July 26, 2017",A. O. Smith,,added_ticker,AOS
768,"July 27, 2000",RiteAid,,removed_ticker,RAD
1039,"July 27, 2000",JDS Uniphase,,added_ticker,JDSU
640,"July 29, 2015",DirecTV,,removed_ticker,DTV
909,"July 29, 2015",Signet Jewelers,,added_ticker,SIG
698,"July 31, 2012",Goodrich Corporation,,removed_ticker,GR
969,"July 31, 2012",Ensco plc (now Valaris,,added_ticker,ESV
717,"July 5, 2011",Marshall & Ilsley,,removed_ticker,MI
988,"July 5, 2011",Accenture,,added_ticker,ACN
875,"July 5, 2016",Fortive Corp,,added_ticker,FTV
609,"July 5, 2016",Columbia Pipeline Group,,removed_ticker,CPGX
912,"July 6, 2015",Kraft Heinz,,added_ticker,KHC
643,"July 6, 2015",Kraft Foods,,removed_ticker,KRFT
681,"July 8, 2013",Sprint Nextel,,removed_ticker,S
952,"July 8, 2013",Nielsen Holdings,,added_ticker,NLSN
642,"July 8, 2015",Family Dollar,,removed_ticker,FDO
911,"July 8, 2015",Advance Auto Parts,,added_ticker,AAP
719,"June 1, 2011",Massey Energy Company,,removed_ticker,MEE
990,"June 1, 2011",Alpha Natural Resources,,added_ticker,ANR
749,"June 10, 2008",Ambac Financial,,removed_ticker,ABK
1020,"June 10, 2008",Lorillard Tobacco Company,,added_ticker,LO
916,"June 11, 2015",Qorvo,,added_ticker,QRVO
647,"June 11, 2015",Lorillard Tobacco Company,,removed_ticker,LO
564,"June 18, 2018",Range Resources,,removed_ticker,RRC
565,"June 18, 2018",Acuity Brands,,removed_ticker,AYI
831,"June 18, 2018",HollyFrontier,,added_ticker,HFC
830,"June 18, 2018",Broadridge Financial Solutions,,added_ticker,BR
853,"June 19, 2017",Align Technology,,added_ticker,ALGN
852,"June 19, 2017",Hilton Worldwide,,added_ticker,HLT
855,"June 19, 2017",Everest Re,,added_ticker,RE
589,"June 19, 2017",Mead Johnson,,removed_ticker,MJN
588,"June 19, 2017",Ryder System,,removed_ticker,R
587,"June 19, 2017",Teradata,,removed_ticker,TDC
586,"June 19, 2017",Yahoo!,,removed_ticker,YHOO
854,"June 19, 2017",Ansys,,added_ticker,ANSS
1031,"June 2, 2006",Juniper Networks,,added_ticker,JNPR
760,"June 2, 2006",Albertsons,,removed_ticker,ABS
856,"June 2, 2017",IHS Markit,,added_ticker,INFO
590,"June 2, 2017",Tegna,,removed_ticker,TGNA
664,"June 20, 2014",International Game Technology,,removed_ticker,IGT
934,"June 20, 2014",Cimarex Energy,,added_ticker,XEC
563,"June 20, 2018",Time Warner,,removed_ticker,TWX
829,"June 20, 2018",FleetCor Technologies,,added_ticker,FLT
683,"June 21, 2013",First Horizon,,removed_ticker,FHN
954,"June 21, 2013",Zoetis,,added_ticker,ZTS
878,"June 22, 2016",Fortune Brands Home & Security,,added_ticker,FBHS
612,"June 22, 2016",Cablevision Systems,,removed_ticker,CVC
520,"June 22, 2020",Alliance Data Systems,,removed_ticker,ADS
522,"June 22, 2020",Nordstrom,,removed_ticker,JWN
521,"June 22, 2020",Harley-Davidson,,removed_ticker,HOG
786,"June 22, 2020",Bio-Rad Laboratories,,added_ticker,BIO
787,"June 22, 2020",Teledyne Technologies,,added_ticker,TDY
788,"June 22, 2020",Tyler Technologies,,added_ticker,TYL
733,"June 28, 2010",XTO Energy,,removed_ticker,XTO
1004,"June 28, 2010",CarMax,,added_ticker,KMX
682,"June 28, 2013",Apollo Education Group,,removed_ticker,APOL
953,"June 28, 2013",21st Century Fox,,added_ticker,FOXA
700,"June 29, 2012",Sara Lee Corporation,,removed_ticker,SLE
971,"June 29, 2012",Monster Beverage,,added_ticker,MNST
613,"June 3, 2016",Baxalta,,removed_ticker,BXLT
879,"June 3, 2016",TransDigm Group,,added_ticker,TDG
545,"June 3, 2019",DuPont,,removed_ticker,DWDP
811,"June 3, 2019",DuPont,,added_ticker,DD
812,"June 3, 2019",Corteva,,added_ticker,CTVA
546,"June 3, 2019",Fluor Corporation,,removed_ticker,FLR
770,"June 3, 2021",Organon & Co.,,added_ticker,OGN
1003,"June 30, 2010",QEP Resources,,added_ticker,QEP
732,"June 30, 2010",Questar,,removed_ticker,STR
718,"June 30, 2011",RadioShack,,removed_ticker,RSH
989,"June 30, 2011",Marathon Oil,,added_ticker,MPC
504,"June 4, 2021",HollyFrontier,,removed_ticker,HFC
701,"June 5, 2012",Novellus Systems,,removed_ticker,NVLS
972,"June 5, 2012",Lam Research,,added_ticker,LRCX
567,"June 5, 2018",Navient,,removed_ticker,NAVI
833,"June 5, 2018",Evergy,,added_ticker,EVRG
955,"June 6, 2013",General Motors,,added_ticker,GM
684,"June 6, 2013",Heinz,,removed_ticker,HNZ
832,"June 7, 2018",Twitter,,added_ticker,TWTR
566,"June 7, 2018",Monsanto,,removed_ticker,MON
810,"June 7, 2019",Amcor,,added_ticker,AMCR
544,"June 7, 2019",Mattel,,removed_ticker,MAT
599,"March 1, 2017",Pitney Bowes,,removed_ticker,PBI
865,"March 1, 2017",Cboe Holdings,,added_ticker,CBOE
654,"March 12, 2015",PetSmart,,removed_ticker,PETM
923,"March 12, 2015",Skyworks Solutions,,added_ticker,SWKS
706,"March 13, 2012",Constellation Energy Group,,removed_ticker,CEG
977,"March 13, 2012",Crown Castle,,added_ticker,CCI
597,"March 13, 2017",Linear Technology,,removed_ticker,LLTC
863,"March 13, 2017",Dish Network,,added_ticker,DISH
862,"March 16, 2017",Synopsys,,added_ticker,SNPS
596,"March 16, 2017",Harman International,,removed_ticker,HAR
653,"March 18, 2015",Carefusion,,removed_ticker,CFN
922,"March 18, 2015",Henry Schein,,added_ticker,HSIC
836,"March 19, 2018",Take-Two Interactive,,added_ticker,TTWO
837,"March 19, 2018",SVB Financial,,added_ticker,SIVB
838,"March 19, 2018",Nektar Therapeutics,,added_ticker,NKTR
571,"March 19, 2018",Patterson Companies,,removed_ticker,PDCO
570,"March 19, 2018",Signet Jewelers,,removed_ticker,SIG
572,"March 19, 2018",Chesapeake Energy,,removed_ticker,CHK
598,"March 2, 2017",Endo International,,removed_ticker,ENDP
864,"March 2, 2017",Regency Centers,,added_ticker,REG
795,"March 2, 2020",Ingersoll Rand,,added_ticker,IR
529,"March 2, 2020",Cimarex Energy,,removed_ticker,XEC
859,"March 20, 2017",Advanced Micro Devices,,added_ticker,AMD
593,"March 20, 2017",Urban Outfitters,,removed_ticker,URBN
594,"March 20, 2017",Frontier Communications,,removed_ticker,FTR
861,"March 20, 2017",Alexandria Real Estate Equities,,added_ticker,ARE
860,"March 20, 2017",Raymond James Financial,,added_ticker,RJF
595,"March 20, 2017",First Solar,,removed_ticker,FSLR
940,"March 21, 2014",Keurig Green Mountain,,added_ticker,GMCR
669,"March 21, 2014",WPX Energy,,removed_ticker,WPX
507,"March 22, 2021",Flowserve,,removed_ticker,FLS
508,"March 22, 2021",SL Green Realty,,removed_ticker,SLG
776,"March 22, 2021",Caesars Entertainment,,added_ticker,CZR
509,"March 22, 2021",Xerox,,removed_ticker,XRX
510,"March 22, 2021",Vontier,,removed_ticker,VNT
773,"March 22, 2021",NXP,,added_ticker,NXPI
774,"March 22, 2021",Penn National Gaming,,added_ticker,PENN
775,"March 22, 2021",Generac Holdings,,added_ticker,GNRC
919,"March 23, 2015",Equinix,,added_ticker,EQIX
920,"March 23, 2015",SL Green Realty,,added_ticker,SLG
651,"March 23, 2015",Nabors Industries,,removed_ticker,NBR
921,"March 23, 2015",Hanesbrands,,added_ticker,HBI
652,"March 23, 2015",Avon Products,,removed_ticker,AVP
918,"March 23, 2015",American Airlines Group,,added_ticker,AAL
649,"March 23, 2015",Allergan,,removed_ticker,AGN
650,"March 23, 2015",Denbury Resources,,removed_ticker,DNR
1015,"March 3, 2009",Ventas,,added_ticker,VTR
1014,"March 3, 2009",Hormel Foods,,added_ticker,HRL
743,"March 3, 2009",American Capital,,removed_ticker,ACAS
744,"March 3, 2009",Jones Apparel Group,,removed_ticker,JNY
1029,"March 30, 2007",Kraft Foods,,added_ticker,KFT
758,"March 30, 2007",Sabre Corporation,,removed_ticker,TSG
623,"March 30, 2016",Ensco plc (now Valaris),,removed_ticker,ESV
622,"March 30, 2016",Pepco Holdings,,removed_ticker,POM
890,"March 30, 2016",Centene Corporation,,added_ticker,CNC
889,"March 30, 2016",Hologic,,added_ticker,HOLX
722,"March 31, 2011",Qwest Communications,,removed_ticker,Q
993,"March 31, 2011",Edwards Lifesciences,,added_ticker,EW
892,"March 4, 2016",American Water Works,,added_ticker,AWK
625,"March 4, 2016",Consol Energy,,removed_ticker,CNX
624,"March 7, 2016",Keurig Green Mountain,,removed_ticker,GMCR
891,"March 7, 2016",UDR,,added_ticker,UDR
839,"March 7, 2018",IPG Photonics,,added_ticker,IPGP
573,"March 7, 2018",Scripps Networks Interactive,,removed_ticker,SNI
