,members
2022-04-04,"['MMM', 'ABT', 'ADM', 'ADBE', 'ADP', 'AES', 'AFL', 'A', 'AIG', 'APD', 'AKAM', 'ALL', 'GOOG', 'MO', 'AEE', 'AEP', 'AXP', 'AMT', 'AMP', 'ABC', 'AMGN', 'APH', 'ADI', 'ANTM', 'AON', 'APA', 'AAPL', 'AMAT', 'APTV', 'AIZ', 'T', 'ADSK', 'AZO', 'AVY', 'BKR', 'BALL', 'BAC', 'BBWI', 'BAX', 'BDX', 'BRK.B', 'BBY', 'BIIB', 'BK', 'BA', 'BKNG', 'BXP', 'BSX', 'BMY', 'BF.B', 'CHRW', 'CPB', 'COF', 'CAH', 'CCL', 'CAT', 'CBRE', 'CNP', 'CF', 'SCHW', 'CVX', 'CI', 'CINF', 'CTAS', 'CSCO', 'C', 'CTXS', 'CLX', 'CME', 'CMS', 'KO', 'CTSH', 'CL', 'CMCSA', 'CMA', 'CAG', 'COP', 'ED', 'GLW', 'COST', 'CTRA', 'CSX', 'CMI', 'CVS', 'DHI', 'DHR', 'DRI', 'DVA', 'DE', 'XRAY', 'DVN', 'DIS', 'D', 'DOV', 'DTE', 'DUK', 'EMN', 'ETN', 'EBAY', 'ECL', 'EIX', 'EA', 'EMR', 'ETR', 'EOG', 'EFX', 'EQR', 'EL', 'ES', 'EXC', 'EXPD', 'XOM', 'FDX', 'FITB', 'FE', 'FIS', 'FISV', 'F', 'BEN', 'FCX', 'GE', 'GD', 'GIS', 'GPC', 'GILD', 'GL', 'GS', 'GWW', 'HAL', 'HIG', 'HAS', 'PEAK', 'HSY', 'HES', 'HD', 'HON', 'HST', 'HPQ', 'HUM', 'HBAN', 'ITW', 'INTC', 'IBM', 'IP', 'IPG', 'IFF', 'ISRG', 'IVZ', 'IQV', 'IRM', 'J', 'JNJ', 'JCI', 'JPM', 'K', 'KEY', 'KMB', 'KIM', 'KLAC', 'KR', 'LHX', 'LH', 'LEN', 'LLY', 'LNC', 'LIN', 'LMT', 'L', 'LOW', 'LUMN', 'MTB', 'MRO', 'MAR', 'MMC', 'MAS', 'MA', 'MKC', 'MCD', 'MCK', 'MDT', 'MRK', 'MET', 'MCHP', 'MU', 'MSFT', 'TAP', 'MDLZ', 'MCO', 'MS', 'MSI', 'NDAQ', 'NTAP', 'NWL', 'NEM', 'NWSA', 'NEE', 'NKE', 'NI', 'NSC', 'NTRS', 'NOC', 'NLOK', 'NRG', 'NUE', 'NVDA', 'ORLY', 'OXY', 'OMC', 'OKE', 'ORCL', 'PCAR', 'PARA', 'PH', 'PAYX', 'PEP', 'PKI', 'PFE', 'PM', 'PNW', 'PXD', 'PNC', 'PPG', 'PPL', 'PFG', 'PG', 'PGR', 'PLD', 'PRU', 'PEG', 'PSA', 'PHM', 'PWR', 'QCOM', 'DGX', 'RL', 'RTX', 'RF', 'RSG', 'RHI', 'ROK', 'ROP', 'SPGI', 'SLB', 'SEE', 'SRE', 'SHW', 'SPG', 'SJM', 'SNA', 'SO', 'LUV', 'SWK', 'STT', 'SYK', 'SYY', 'TROW', 'TPR', 'TGT', 'TXN', 'TXT', 'TMO', 'TJX', 'TT', 'TRV', 'TFC', 'TSN', 'USB', 'UNP', 'UNH', 'UPS', 'VLO', 'VRSN', 'VZ', 'VFC', 'VTRS', 'VNO', 'VMC', 'WMT', 'WBA', 'WBD', 'WM', 'WAT', 'WEC', 'WFC', 'WELL', 'WDC', 'WRK', 'WY', 'WHR', 'WMB', 'WTW', 'WYNN', 'XEL', 'YUM', 'ZBH', 'ZION', 'PBCT', 'XLNX', 'GPS', 'LEG', 'WU', 'UNM', 'NOV', 'FLIR', 'VAR', 'FLS', 'XRX', 'TIF', 'AIV', 'NBL', 'ETFC', 'HRB', 'KSS', 'JWN', 'HOG', 'CPRI', 'AGN', 'M', 'RTN', 'STI', 'VIAB', 'CELG', 'JEF', 'TSS', 'APC', 'RHT', 'LLL', 'MAT', 'FLR', 'GT', 'PCG', 'SCG', 'AET', 'COL', 'SRCL', 'EQT', 'CA', 'ANDV', 'XL', 'DPS', 'TWX', 'MON', 'WYN', 'PDCO', 'CHK', 'SNI', 'BCR', 'SPLS', 'DD', 'DOW', 'WFM', 'AN', 'RAI', 'MUR', 'BBBY', 'R', 'TGNA', 'DNB', 'SWN', 'URBN', 'FSLR', 'FTR', 'HAR', 'LLTC', 'PBI', 'SE', 'STJ', 'LM', 'AA', 'DO', 'HOT', 'EMC', 'TE', 'CCE', 'TWC', 'SNDK', 'THC', 'CAM', 'POM', 'CNX', 'PCL', 'PCP', 'BRCM', 'ACE', 'ALTR', 'CSC', 'SIAL', 'GNW', 'HCBK', 'HSP', 'PLL', 'DTV', 'NE', 'FDO', 'ATI', 'TEG', 'WIN', 'AVP', 'AGN', 'DNR', 'NBR', 'CFN', 'SWY', 'BMS', 'JBL', 'GHC', 'BTU', 'RDC', 'X', 'FRX', 'IGT', 'LSI', 'BEAM', 'SLM', 'LIFE', 'ANF', 'TER', 'MOLX', 'JCP', 'NYX', 'DELL', 'AMD', 'BMC', 'S', 'APOL', 'FHN', 'HNZ', 'DF', 'CVH', 'PCS', 'BIG', 'FII', 'TIE', 'RRD', 'SUN', 'LXK', 'DV', 'SHLD', 'GR', 'PGN', 'SLE', 'NVLS', 'MMI', 'EP', 'SVU', 'MHS', 'CEG', 'CPWR', 'TLAB', 'AKS', 'MWW', 'WFR', 'JNS', 'ITT', 'CEPH', 'NSM', 'MI', 'RSH', 'NOVL', 'GENZ', 'Q', 'MFE', 'KG', 'EK', 'ODP', 'NYT', 'PTV', 'SII', 'MIL', 'STR', 'XTO', 'BJS', 'RX', 'CIEN', 'DYN', 'MBI', 'KBH', 'SGP', 'CBE', 'CTX', 'COV', 'ACAS', 'JNY', 'WB', 'LEH', 'FRE', 'FNM', 'OMX', 'BC', 'TRB', 'DJ', 'AV', 'SLR', 'NCR', 'MXIM', 'FDC', 'KSE', 'TSG', 'ABS', 'T', 'GLK', 'QTRN', 'BS', 'CCK', 'GRA', 'OI', 'RAD', 'TMC', 'SMS', 'LDW', 'USL']"
2022-03-02,"['MMM', 'ABT', 'ADM', 'ADBE', 'ADP', 'AES', 'AFL', 'A', 'AIG', 'APD', 'AKAM', 'ALL', 'GOOG', 'MO', 'AEE', 'AEP', 'AXP', 'AMT', 'AMP', 'ABC', 'AMGN', 'APH', 'ADI', 'ANTM', 'AON', 'APA', 'AAPL', 'AMAT', 'APTV', 'AIZ', 'T', 'ADSK', 'AZO', 'AVY', 'BKR', 'BALL', 'BAC', 'BBWI', 'BAX', 'BDX', 'BRK.B', 'BBY', 'BIIB', 'BK', 'BA', 'BKNG', 'BXP', 'BSX', 'BMY', 'BF.B', 'CHRW', 'CPB', 'COF', 'CAH', 'CCL', 'CAT', 'CBRE', 'CNP', 'CF', 'SCHW', 'CVX', 'CI', 'CINF', 'CTAS', 'CSCO', 'C', 'CTXS', 'CLX', 'CME', 'CMS', 'KO', 'CTSH', 'CL', 'CMCSA', 'CMA', 'CAG', 'COP', 'ED', 'GLW', 'COST', 'CTRA', 'CSX', 'CMI', 'CVS', 'DHI', 'DHR', 'DRI', 'DVA', 'DE', 'XRAY', 'DVN', 'DIS', 'D', 'DOV', 'DTE', 'DUK', 'EMN', 'ETN', 'EBAY', 'ECL', 'EIX', 'EA', 'EMR', 'ETR', 'EOG', 'EFX', 'EQR', 'EL', 'ES', 'EXC', 'EXPD', 'XOM', 'FDX', 'FITB', 'FE', 'FIS', 'FISV', 'F', 'BEN', 'FCX', 'GE', 'GD', 'GIS', 'GPC', 'GILD', 'GL', 'GS', 'GWW', 'HAL', 'HIG', 'HAS', 'PEAK', 'HSY', 'HES', 'HD', 'HON', 'HST', 'HPQ', 'HUM', 'HBAN', 'ITW', 'INTC', 'IBM', 'IP', 'IPG', 'IFF', 'ISRG', 'IVZ', 'IQV', 'IRM', 'J', 'JNJ', 'JCI', 'JPM', 'K', 'KEY', 'KMB', 'KIM', 'KLAC', 'KR', 'LHX', 'LH', 'LEN', 'LLY', 'LNC', 'LIN', 'LMT', 'L', 'LOW', 'LUMN', 'MTB', 'MRO', 'MAR', 'MMC', 'MAS', 'MA', 'MKC', 'MCD', 'MCK', 'MDT', 'MRK', 'MET', 'MCHP', 'MU', 'MSFT', 'TAP', 'MDLZ', 'MCO', 'MS', 'MSI', 'NDAQ', 'NTAP', 'NWL', 'NEM', 'NWSA', 'NEE', 'NKE', 'NI', 'NSC', 'NTRS', 'NOC', 'NLOK', 'NRG', 'NUE', 'NVDA', 'ORLY', 'OXY', 'OMC', 'OKE', 'ORCL', 'PCAR', 'PARA', 'PH', 'PAYX', 'PEP', 'PKI', 'PFE', 'PM', 'PNW', 'PXD', 'PNC', 'PPG', 'PPL', 'PFG', 'PG', 'PGR', 'PLD', 'PRU', 'PEG', 'PSA', 'PHM', 'PWR', 'QCOM', 'DGX', 'RL', 'RTX', 'RF', 'RSG', 'RHI', 'ROK', 'ROP', 'SPGI', 'SLB', 'SEE', 'SRE', 'SHW', 'SPG', 'SJM', 'SNA', 'SO', 'LUV', 'SWK', 'STT', 'SYK', 'SYY', 'TROW', 'TPR', 'TGT', 'TXN', 'TXT', 'TMO', 'TJX', 'TT', 'TRV', 'TFC', 'TSN', 'USB', 'UNP', 'UNH', 'UPS', 'VLO', 'VRSN', 'VZ', 'VFC', 'VTRS', 'VNO', 'VMC', 'WMT', 'WBA', 'WBD', 'WM', 'WAT', 'WEC', 'WFC', 'WELL', 'WDC', 'WRK', 'WY', 'WHR', 'WMB', 'WTW', 'WYNN', 'XEL', 'YUM', 'ZBH', 'ZION', 'PBCT', 'XLNX', 'GPS', 'LEG', 'WU', 'UNM', 'NOV', 'FLIR', 'VAR', 'FLS', 'XRX', 'TIF', 'AIV', 'NBL', 'ETFC', 'HRB', 'KSS', 'JWN', 'HOG', 'CPRI', 'AGN', 'M', 'RTN', 'STI', 'VIAB', 'CELG', 'JEF', 'TSS', 'APC', 'RHT', 'LLL', 'MAT', 'FLR', 'GT', 'PCG', 'SCG', 'AET', 'COL', 'SRCL', 'EQT', 'CA', 'ANDV', 'XL', 'DPS', 'TWX', 'MON', 'WYN', 'PDCO', 'CHK', 'SNI', 'BCR', 'SPLS', 'DD', 'DOW', 'WFM', 'AN', 'RAI', 'MUR', 'BBBY', 'R', 'TGNA', 'DNB', 'SWN', 'URBN', 'FSLR', 'FTR', 'HAR', 'LLTC', 'PBI', 'SE', 'STJ', 'LM', 'AA', 'DO', 'HOT', 'EMC', 'TE', 'CCE', 'TWC', 'SNDK', 'THC', 'CAM', 'POM', 'CNX', 'PCL', 'PCP', 'BRCM', 'ACE', 'ALTR', 'CSC', 'SIAL', 'GNW', 'HCBK', 'HSP', 'PLL', 'DTV', 'NE', 'FDO', 'ATI', 'TEG', 'WIN', 'AVP', 'AGN', 'DNR', 'NBR', 'CFN', 'SWY', 'BMS', 'JBL', 'GHC', 'BTU', 'RDC', 'X', 'FRX', 'IGT', 'LSI', 'BEAM', 'SLM', 'LIFE', 'ANF', 'TER', 'MOLX', 'JCP', 'NYX', 'DELL', 'AMD', 'BMC', 'S', 'APOL', 'FHN', 'HNZ', 'DF', 'CVH', 'PCS', 'BIG', 'FII', 'TIE', 'RRD', 'SUN', 'LXK', 'DV', 'SHLD', 'GR', 'PGN', 'SLE', 'NVLS', 'MMI', 'EP', 'SVU', 'MHS', 'CEG', 'CPWR', 'TLAB', 'AKS', 'MWW', 'WFR', 'JNS', 'ITT', 'CEPH', 'NSM', 'MI', 'RSH', 'NOVL', 'GENZ', 'Q', 'MFE', 'KG', 'EK', 'ODP', 'NYT', 'PTV', 'SII', 'MIL', 'STR', 'XTO', 'BJS', 'RX', 'CIEN', 'DYN', 'MBI', 'KBH', 'SGP', 'CBE', 'CTX', 'COV', 'ACAS', 'JNY', 'WB', 'LEH', 'FRE', 'FNM', 'OMX', 'BC', 'TRB', 'DJ', 'AV', 'SLR', 'NCR', 'MXIM', 'FDC', 'KSE', 'TSG', 'ABS', 'T', 'GLK', 'QTRN', 'BS', 'CCK', 'GRA', 'OI', 'RAD', 'TMC', 'SMS', 'LDW', 'USL']"
2022-02-15,"['MMM', 'ABT', 'ADM', 'ADBE', 'ADP', 'AES', 'AFL', 'A', 'AIG', 'APD', 'AKAM', 'ALL', 'GOOG', 'MO', 'AEE', 'AEP', 'AXP', 'AMT', 'AMP', 'ABC', 'AMGN', 'APH', 'ADI', 'ANTM', 'AON', 'APA', 'AAPL', 'AMAT', 'APTV', 'AIZ', 'T', 'ADSK', 'AZO', 'AVY', 'BKR', 'BALL', 'BAC', 'BBWI', 'BAX', 'BDX', 'BRK.B', 'BBY', 'BIIB', 'BK', 'BA', 'BKNG', 'BXP', 'BSX', 'BMY', 'BF.B', 'CHRW', 'CPB', 'COF', 'CAH', 'CCL', 'CAT', 'CBRE', 'CNP', 'CF', 'SCHW', 'CVX', 'CI', 'CINF', 'CTAS', 'CSCO', 'C', 'CTXS', 'CLX', 'CME', 'CMS', 'KO', 'CTSH', 'CL', 'CMCSA', 'CMA', 'CAG', 'COP', 'ED', 'GLW', 'COST', 'CTRA', 'CSX', 'CMI', 'CVS', 'DHI', 'DHR', 'DRI', 'DVA', 'DE', 'XRAY', 'DVN', 'DIS', 'D', 'DOV', 'DTE', 'DUK', 'EMN', 'ETN', 'EBAY', 'ECL', 'EIX', 'EA', 'EMR', 'ETR', 'EOG', 'EFX', 'EQR', 'EL', 'ES', 'EXC', 'EXPD', 'XOM', 'FDX', 'FITB', 'FE', 'FIS', 'FISV', 'F', 'BEN', 'FCX', 'GE', 'GD', 'GIS', 'GPC', 'GILD', 'GL', 'GS', 'GWW', 'HAL', 'HIG', 'HAS', 'PEAK', 'HSY', 'HES', 'HD', 'HON', 'HST', 'HPQ', 'HUM', 'HBAN', 'ITW', 'INTC', 'IBM', 'IP', 'IPG', 'IFF', 'ISRG', 'IVZ', 'IQV', 'IRM', 'J', 'JNJ', 'JCI', 'JPM', 'K', 'KEY', 'KMB', 'KIM', 'KLAC', 'KR', 'LHX', 'LH', 'LEN', 'LLY', 'LNC', 'LIN', 'LMT', 'L', 'LOW', 'LUMN', 'MTB', 'MRO', 'MAR', 'MMC', 'MAS', 'MA', 'MKC', 'MCD', 'MCK', 'MDT', 'MRK', 'MET', 'MCHP', 'MU', 'MSFT', 'TAP', 'MDLZ', 'MCO', 'MS', 'MSI', 'NDAQ', 'NTAP', 'NWL', 'NEM', 'NWSA', 'NEE', 'NKE', 'NI', 'NSC', 'NTRS', 'NOC', 'NLOK', 'NRG', 'NUE', 'NVDA', 'ORLY', 'OXY', 'OMC', 'OKE', 'ORCL', 'PCAR', 'PARA', 'PH', 'PAYX', 'PEP', 'PKI', 'PFE', 'PM', 'PNW', 'PXD', 'PNC', 'PPG', 'PPL', 'PFG', 'PG', 'PGR', 'PLD', 'PRU', 'PEG', 'PSA', 'PHM', 'PWR', 'QCOM', 'DGX', 'RL', 'RTX', 'RF', 'RSG', 'RHI', 'ROK', 'ROP', 'SPGI', 'SLB', 'SEE', 'SRE', 'SHW', 'SPG', 'SJM', 'SNA', 'SO', 'LUV', 'SWK', 'STT', 'SYK', 'SYY', 'TROW', 'TPR', 'TGT', 'TXN', 'TXT', 'TMO', 'TJX', 'TT', 'TRV', 'TFC', 'TSN', 'USB', 'UNP', 'UNH', 'UPS', 'VLO', 'VRSN', 'VZ', 'VFC', 'VTRS', 'VNO', 'VMC', 'WMT', 'WBA', 'WBD', 'WM', 'WAT', 'WEC', 'WFC', 'WELL', 'WDC', 'WRK', 'WY', 'WHR', 'WMB', 'WTW', 'WYNN', 'XEL', 'YUM', 'ZBH', 'ZION', 'PBCT', 'XLNX', 'GPS', 'LEG', 'WU', 'UNM', 'NOV', 'FLIR', 'VAR', 'FLS', 'XRX', 'TIF', 'AIV', 'NBL', 'ETFC', 'HRB', 'KSS', 'JWN', 'HOG', 'CPRI', 'AGN', 'M', 'RTN', 'STI', 'VIAB', 'CELG', 'JEF', 'TSS', 'APC', 'RHT', 'LLL', 'MAT', 'FLR', 'GT', 'PCG', 'SCG', 'AET', 'COL', 'SRCL', 'EQT', 'CA', 'ANDV', 'XL', 'DPS', 'TWX', 'MON', 'WYN', 'PDCO', 'CHK', 'SNI', 'BCR', 'SPLS', 'DD', 'DOW', 'WFM', 'AN', 'RAI', 'MUR', 'BBBY', 'R', 'TGNA', 'DNB', 'SWN', 'URBN', 'FSLR', 'FTR', 'HAR', 'LLTC', 'PBI', 'SE', 'STJ', 'LM', 'AA', 'DO', 'HOT', 'EMC', 'TE', 'CCE', 'TWC', 'SNDK', 'THC', 'CAM', 'POM', 'CNX', 'PCL', 'PCP', 'BRCM', 'ACE', 'ALTR', 'CSC', 'SIAL', 'GNW', 'HCBK', 'HSP', 'PLL', 'DTV', 'NE', 'FDO', 'ATI', 'TEG', 'WIN', 'AVP', 'AGN', 'DNR', 'NBR', 'CFN', 'SWY', 'BMS', 'JBL', 'GHC', 'BTU', 'RDC', 'X', 'FRX', 'IGT', 'LSI', 'BEAM', 'SLM', 'LIFE', 'ANF', 'TER', 'MOLX', 'JCP', 'NYX', 'DELL', 'AMD', 'BMC', 'S', 'APOL', 'FHN', 'HNZ', 'DF', 'CVH', 'PCS', 'BIG', 'FII', 'TIE', 'RRD', 'SUN', 'LXK', 'DV', 'SHLD', 'GR', 'PGN', 'SLE', 'NVLS', 'MMI', 'EP', 'SVU', 'MHS', 'CEG', 'CPWR', 'TLAB', 'AKS', 'MWW', 'WFR', 'JNS', 'ITT', 'CEPH', 'NSM', 'MI', 'RSH', 'NOVL', 'GENZ', 'Q', 'MFE', 'KG', 'EK', 'ODP', 'NYT', 'PTV', 'SII', 'MIL', 'STR', 'XTO', 'BJS', 'RX', 'CIEN', 'DYN', 'MBI', 'KBH', 'SGP', 'CBE', 'CTX', 'COV', 'ACAS', 'JNY', 'WB', 'LEH', 'FRE', 'FNM', 'OMX', 'BC', 'TRB', 'DJ', 'AV', 'SLR', 'NCR', 'MXIM', 'FDC', 'KSE', 'TSG', 'ABS', 'T', 'GLK', 'QTRN', 'BS', 'CCK', 'GRA', 'OI', 'RAD', 'TMC', 'SMS', 'LDW', 'USL']"
2022-02-03,"['MMM', 'ABT', 'ADM', 'ADBE', 'ADP', 'AES', 'AFL', 'A', 'AIG', 'APD', 'AKAM', 'ALL', 'GOOG', 'MO', 'AEE', 'AEP', 'AXP', 'AMT', 'AMP', 'ABC', 'AMGN', 'APH', 'ADI', 'ANTM', 'AON', 'APA', 'AAPL', 'AMAT', 'APTV', 'AIZ', 'T', 'ADSK', 'AZO', 'AVY', 'BKR', 'BALL', 'BAC', 'BBWI', 'BAX', 'BDX', 'BRK.B', 'BBY', 'BIIB', 'BK', 'BA', 'BKNG', 'BXP', 'BSX', 'BMY', 'BF.B', 'CHRW', 'CPB', 'COF', 'CAH', 'CCL', 'CAT', 'CBRE', 'CNP', 'CF', 'SCHW', 'CVX', 'CI', 'CINF', 'CTAS', 'CSCO', 'C', 'CTXS', 'CLX', 'CME', 'CMS', 'KO', 'CTSH', 'CL', 'CMCSA', 'CMA', 'CAG', 'COP', 'ED', 'GLW', 'COST', 'CTRA', 'CSX', 'CMI', 'CVS', 'DHI', 'DHR', 'DRI', 'DVA', 'DE', 'XRAY', 'DVN', 'DIS', 'D', 'DOV', 'DTE', 'DUK', 'EMN', 'ETN', 'EBAY', 'ECL', 'EIX', 'EA', 'EMR', 'ETR', 'EOG', 'EFX', 'EQR', 'EL', 'ES', 'EXC', 'EXPD', 'XOM', 'FDX', 'FITB', 'FE', 'FIS', 'FISV', 'F', 'BEN', 'FCX', 'GE', 'GD', 'GIS', 'GPC', 'GILD', 'GL', 'GS', 'GWW', 'HAL', 'HIG', 'HAS', 'PEAK', 'HSY', 'HES', 'HD', 'HON', 'HST', 'HPQ', 'HUM', 'HBAN', 'ITW', 'INTC', 'IBM', 'IP', 'IPG', 'IFF', 'ISRG', 'IVZ', 'IQV', 'IRM', 'J', 'JNJ', 'JCI', 'JPM', 'K', 'KEY', 'KMB', 'KIM', 'KLAC', 'KR', 'LHX', 'LH', 'LEN', 'LLY', 'LNC', 'LIN', 'LMT', 'L', 'LOW', 'LUMN', 'MTB', 'MRO', 'MAR', 'MMC', 'MAS', 'MA', 'MKC', 'MCD', 'MCK', 'MDT', 'MRK', 'MET', 'MCHP', 'MU', 'MSFT', 'TAP', 'MDLZ', 'MCO', 'MS', 'MSI', 'NDAQ', 'NTAP', 'NWL', 'NEM', 'NWSA', 'NEE', 'NKE', 'NI', 'NSC', 'NTRS', 'NOC', 'NLOK', 'NRG', 'NUE', 'NVDA', 'ORLY', 'OXY', 'OMC', 'OKE', 'ORCL', 'PCAR', 'PARA', 'PH', 'PAYX', 'PEP', 'PKI', 'PFE', 'PM', 'PNW', 'PXD', 'PNC', 'PPG', 'PPL', 'PFG', 'PG', 'PGR', 'PLD', 'PRU', 'PEG', 'PSA', 'PHM', 'PWR', 'QCOM', 'DGX', 'RL', 'RTX', 'RF', 'RSG', 'RHI', 'ROK', 'ROP', 'SPGI', 'SLB', 'SEE', 'SRE', 'SHW', 'SPG', 'SJM', 'SNA', 'SO', 'LUV', 'SWK', 'STT', 'SYK', 'SYY', 'TROW', 'TPR', 'TGT', 'TXN', 'TXT', 'TMO', 'TJX', 'TT', 'TRV', 'TFC', 'TSN', 'USB', 'UNP', 'UNH', 'UPS', 'VLO', 'VRSN', 'VZ', 'VFC', 'VTRS', 'VNO', 'VMC', 'WMT', 'WBA', 'WBD', 'WM', 'WAT', 'WEC', 'WFC', 'WELL', 'WDC', 'WRK', 'WY', 'WHR', 'WMB', 'WTW', 'WYNN', 'XEL', 'YUM', 'ZBH', 'ZION', 'PBCT', 'XLNX', 'GPS', 'LEG', 'WU', 'UNM', 'NOV', 'FLIR', 'VAR', 'FLS', 'XRX', 'TIF', 'AIV', 'NBL', 'ETFC', 'HRB', 'KSS', 'JWN', 'HOG', 'CPRI', 'AGN', 'M', 'RTN', 'STI', 'VIAB', 'CELG', 'JEF', 'TSS', 'APC', 'RHT', 'LLL', 'MAT', 'FLR', 'GT', 'PCG', 'SCG', 'AET', 'COL', 'SRCL', 'EQT', 'CA', 'ANDV', 'XL', 'DPS', 'TWX', 'MON', 'WYN', 'PDCO', 'CHK', 'SNI', 'BCR', 'SPLS', 'DD', 'DOW', 'WFM', 'AN', 'RAI', 'MUR', 'BBBY', 'R', 'TGNA', 'DNB', 'SWN', 'URBN', 'FSLR', 'FTR', 'HAR', 'LLTC', 'PBI', 'SE', 'STJ', 'LM', 'AA', 'DO', 'HOT', 'EMC', 'TE', 'CCE', 'TWC', 'SNDK', 'THC', 'CAM', 'POM', 'CNX', 'PCL', 'PCP', 'BRCM', 'ACE', 'ALTR', 'CSC', 'SIAL', 'GNW', 'HCBK', 'HSP', 'PLL', 'DTV', 'NE', 'FDO', 'ATI', 'TEG', 'WIN', 'AVP', 'AGN', 'DNR', 'NBR', 'CFN', 'SWY', 'BMS', 'JBL', 'GHC', 'BTU', 'RDC', 'X', 'FRX', 'IGT', 'LSI', 'BEAM', 'SLM', 'LIFE', 'ANF', 'TER', 'MOLX', 'JCP', 'NYX', 'DELL', 'AMD', 'BMC', 'S', 'APOL', 'FHN', 'HNZ', 'DF', 'CVH', 'PCS', 'BIG', 'FII', 'TIE', 'RRD', 'SUN', 'LXK', 'DV', 'SHLD', 'GR', 'PGN', 'SLE', 'NVLS', 'MMI', 'EP', 'SVU', 'MHS', 'CEG', 'CPWR', 'TLAB', 'AKS', 'MWW', 'WFR', 'JNS', 'ITT', 'CEPH', 'NSM', 'MI', 'RSH', 'NOVL', 'GENZ', 'Q', 'MFE', 'KG', 'EK', 'ODP', 'NYT', 'PTV', 'SII', 'MIL', 'STR', 'XTO', 'BJS', 'RX', 'CIEN', 'DYN', 'MBI', 'KBH', 'SGP', 'CBE', 'CTX', 'COV', 'ACAS', 'JNY', 'WB', 'LEH', 'FRE', 'FNM', 'OMX', 'BC', 'TRB', 'DJ', 'AV', 'SLR', 'NCR', 'MXIM', 'FDC', 'KSE', 'TSG', 'ABS', 'T', 'GLK', 'QTRN', 'BS', 'CCK', 'GRA', 'OI', 'RAD', 'TMC', 'SMS', 'LDW', 'USL']"
