,VOX,VCR,VDC,VDE,VFH,VHT,VIS,VGT,VAW,VNQ,VPU,SPTM,SPY,SLY,MDYG,CONSUMER,WPUSI019011,WPU101,GVZCLS,UNRATE,VIXCLS,BUSLOANS,AWHAETP,UMCSENT,TDSP,DCOILWTICO,CPIAUCSL,CSUSHPINSA,FEDFUNDS,T10Y3M,USREC,USALOLITONOSTSAM,USPHCI,INDPRO,NEWORDER,PCE,AUDUSD=X,BRLUSD=X,BZ=F,CC=F,CL=F,CNYUSD=X,CT=F,EURUSD=X,GBPUSD=X,GC=F,GE=F,GF=F,HE=F,HG=F,HO=F,JPY=X,KC=F,KE=F,LBS=F,LE=F,MXNUSD=X,NG=F,NQ=F,PA=F,PL=F,RB=F,SB=F,SI=F,USD,UUP,YM=F,ZAR=X,ZB=F,ZC=F,ZF=F,ZL=F,ZM=F,ZN=F,ZO=F,ZR=F,ZS=F,ZT=F,ZW=F,^GSPC,^IRX,^RUT
2018-04-27,84.27674865722656,155.2169952392578,121.00254821777344,89.51370239257812,64.79820251464844,149.4478759765625,130.17210388183594,165.55258178710938,123.19635772705078,67.4406967163086,103.88458251953125,31.3398494720459,251.38418579101562,65.01114654541016,50.57997131347656,1463.6168599999999,406.55333333333334,238.34666666666666,10.99,3.8266666666666667,15.41,2167.8688466666667,34.5,98.10666666666667,9.79565557142857,68.11,250.6946,202.22893333333332,1.6986666666666665,1.14,0.0,100.68235218,124.46866666666666,102.60156666666667,66574.13333333333,13863.726666666667,0.7556865215301514,0.2878360450267792,74.63999938964844,2851.0,68.0999984741211,0.1578432321548462,85.33000183105469,1.2109616994857788,1.391943335533142,1320.300048828125,97.6624984741211,142.02499389648438,66.0999984741211,3.0460000038146973,2.150899887084961,109.30000305175781,120.3499984741211,512.25,571.2999877929688,124.44999694824219,0.05330973118543625,2.7709999084472656,6669.75,965.2000122070312,911.0,2.1268999576568604,11.220000267028809,16.4060001373291,10.119271278381348,23.307706832885742,24283.0,12.37660026550293,143.25,389.5,113.4453125,30.43000030517578,393.20001220703125,119.5,221.5,1281.0,1045.0,106.03125,495.5,2669.909912109375,1.7699999809265137,1556.239990234375
2018-05-04,80.75919342041016,155.19789123535156,118.59954833984375,89.73452758789062,63.926429748535156,145.69337463378906,128.76853942871094,170.6067657470703,123.1775894165039,68.23526000976562,103.78516387939453,31.302114486694336,250.87489318847656,65.0302505493164,50.88258361816406,1464.663929032258,407.458064516129,239.33870967741936,10.99,3.8193548387096774,14.77,2170.37514516129,34.5,98.01935483870967,9.795895879120879,69.71,250.8118064516129,202.62806451612903,1.7116129032258065,1.11,0.0,100.67956806451613,124.54645161290323,102.54872258064516,66838.0,13876.048387096775,0.7528419494628906,0.28355923295021057,74.87000274658203,2799.0,69.72000122070312,0.15741337835788727,86.3499984741211,1.1989257335662842,1.3572388887405396,1312.699951171875,97.62999725341797,140.39999389648438,67.07499694824219,3.065500020980835,2.1540000438690186,109.09600067138672,120.44999694824219,535.75,600.5,106.05000305175781,0.05250473693013191,2.7109999656677246,6774.75,959.4500122070312,905.0,2.114000082015991,11.510000228881836,16.43400001525879,10.613670349121094,23.59868812561035,24228.0,12.587599754333496,143.65625,398.75,113.5234375,30.559999465942383,394.3999938964844,119.703125,223.75,1268.0,1027.25,106.0078125,527.5,2663.419921875,1.7929999828338623,1565.5999755859375
2018-05-11,81.0483169555664,156.53604125976562,118.42527770996094,93.25890350341797,66.0687484741211,149.83758544921875,133.06460571289062,176.57720947265625,125.52543640136719,69.1092758178711,101.76115417480469,32.08513259887695,257.3160400390625,67.12152862548828,52.01573944091797,1466.0009967741935,409.69354838709677,240.1290322580645,11.04,3.864516129032258,12.65,2174.6293838709676,34.5,98.06451612903226,9.796136186813186,70.69,250.88835483870966,202.98754838709678,1.738709677419355,1.05,0.0,100.6738494483871,124.58483870967743,102.72424193548387,67048.0,13885.26129032258,0.7526153922080994,0.2817298173904419,77.12000274658203,2801.0,70.69999694824219,0.157524973154068,84.62000274658203,1.1917530298233032,1.352338194847107,1319.0,97.6624984741211,138.4250030517578,65.30000305175781,3.0950000286102295,2.2219998836517334,109.43599700927734,115.25,501.75,607.0,107.625,0.05198342725634575,2.805999994277954,6960.0,987.4000244140625,922.4000244140625,2.188800096511841,11.220000267028809,16.676000595092773,11.577957153320312,23.5889892578125,24823.0,12.30681037902832,143.125,389.75,113.2890625,31.170000076293945,382.70001220703125,119.40625,223.5,1248.5,994.75,105.9375,489.5,2727.719970703125,1.8600000143051147,1606.7900390625
2018-05-18,80.258056640625,156.7941131591797,118.50784301757812,95.25515747070312,65.55867767333984,150.4459228515625,134.2595672607422,174.19480895996094,127.7229995727539,66.95513153076172,99.05946350097656,32.019100189208984,255.88259887695312,68.22444915771484,52.10587692260742,1467.338064516129,411.9290322580645,240.91935483870967,11.11,3.9096774193548387,13.42,2178.8836225806454,34.5,98.10967741935484,9.796376494505495,71.23,250.96490322580644,203.3470322580645,1.7658064516129033,1.15,0.0,100.66813083225806,124.62322580645161,102.89976129032259,67258.0,13894.474193548387,0.7506380081176758,0.2706286609172821,78.51000213623047,2678.0,71.27999877929688,0.1570795774459839,86.55000305175781,1.1795234680175781,1.3515340089797974,1290.199951171875,97.69000244140625,132.22500610351562,74.69999694824219,3.0510001182556152,2.265500068664551,110.8280029296875,113.94999694824219,538.75,624.0,102.4000015258789,0.05063624680042267,2.8469998836517334,6874.0,962.4000244140625,883.4000244140625,2.233299970626831,11.65999984741211,16.386999130249023,11.331981658935547,23.899370193481445,24721.0,12.606120109558105,141.1875,402.5,113.078125,30.979999542236328,376.29998779296875,118.84375,242.0,1232.5,998.5,105.921875,518.25,2712.969970703125,1.8550000190734863,1626.6300048828125
2018-05-25,79.58346557617188,158.3043212890625,119.32413482666016,90.7768325805664,65.45665740966797,150.19879150390625,134.6768341064453,176.40359497070312,125.96685791015625,68.62371826171875,102.07742309570312,32.12287902832031,256.65594482421875,68.36769104003906,52.2668342590332,1468.6751322580644,414.1645161290322,241.70967741935485,10.31,3.954838709677419,13.22,2183.1378612903227,34.5,98.15483870967742,9.796616802197802,67.92,251.04145161290322,203.70651612903225,1.7929032258064517,1.03,0.0,100.66241221612903,124.66161290322582,103.07528064516129,67468.0,13903.687096774192,0.7571971416473389,0.27411529421806335,76.44000244140625,2556.0,67.87999725341797,0.15682829916477203,89.20999908447266,1.1722642183303833,1.3383476734161377,1303.300048828125,97.69750213623047,144.9250030517578,74.19999694824219,3.066999912261963,2.2098000049591064,109.31199645996094,120.4000015258789,564.0,599.2999877929688,104.6500015258789,0.051108021289110184,2.938999891281128,6960.25,979.0,898.2000122070312,2.1814000606536865,12.460000038146973,16.481000900268555,12.17940902709961,24.054561614990234,24730.0,12.415399551391602,143.6875,406.0,113.6875,31.34000015258789,380.29998779296875,119.859375,248.75,1156.5,1041.5,106.1171875,543.0,2721.330078125,1.8530000448226929,1626.9300537109375
2018-06-01,80.20024108886719,159.2027587890625,118.90220642089844,93.091064453125,64.75181579589844,151.13031005859375,134.1078338623047,179.71189880371094,126.1264877319336,69.95681762695312,101.67080688476562,32.33042526245117,258.0234069824219,68.91676330566406,52.443885803222656,1470.0122,416.4,242.5,10.58,4.0,13.46,2187.3921,34.5,98.2,9.796857109890109,65.81,251.118,204.066,1.82,0.97,0.0,100.6566936,124.7,103.2508,67678.0,13912.9,0.7562122941017151,0.26867276430130005,77.58999633789062,2458.0,65.80999755859375,0.1560232788324356,93.30000305175781,1.1693171262741089,1.3289390802383423,1294.800048828125,97.66999816894531,146.3249969482422,77.5999984741211,3.0915000438690186,2.176300048828125,108.7490005493164,122.75,540.75,593.5999755859375,104.9000015258789,0.05024242028594017,2.9619998931884766,7083.0,1002.0999755859375,904.7000122070312,2.143399953842163,12.520000457763672,16.38800048828125,12.62314224243164,24.054561614990234,24629.0,12.700719833374023,144.8125,391.5,113.78125,31.190000534057617,374.20001220703125,120.171875,246.0,1144.5,1021.25,106.125,523.25,2734.6201171875,1.8680000305175781,1647.97998046875
2018-06-08,81.69400024414062,164.6988067626953,121.64456939697266,93.50621795654297,66.21713256835938,154.13388061523438,136.58303833007812,181.2165985107422,129.44166564941406,70.80433654785156,98.67090606689453,32.84929656982422,262.35205078125,70.61653900146484,53.886085510253906,1470.3715566666665,411.96666666666664,242.92000000000002,10.69,3.953333333333333,12.18,2190.69071,34.5,98.13000000000001,9.797097417582417,65.77,251.16583333333332,204.27786666666665,1.841,1.0,0.0,100.64587652333333,124.777,103.29933333333334,67847.86666666667,13924.496666666666,0.761440634727478,0.25636422634124756,76.45999908447266,2393.0,65.73999786376953,0.15644311904907227,94.94000244140625,1.1795234680175781,1.3419216871261597,1298.0999755859375,97.6624984741211,147.27499389648438,79.875,3.2929999828338623,2.164299964904785,109.69400024414062,117.25,538.25,589.5999755859375,110.0250015258789,0.048977114260196686,2.890000104904175,7151.5,1018.0,903.7000122070312,2.115299940109253,12.25,16.694000244140625,12.569208145141602,23.899370193481445,25307.0,12.965499877929688,144.03125,377.75,113.6484375,30.520000457763672,357.79998779296875,119.921875,240.75,1118.0,969.25,106.09375,520.0,2779.030029296875,1.8799999952316284,1672.489990234375
2018-06-15,83.6021499633789,167.54714965820312,124.24015808105469,90.6090087890625,64.99295043945312,155.84481811523438,135.12255859375,182.33546447753906,127.66665649414062,70.35408782958984,101.00215148925781,32.882232666015625,262.52593994140625,70.75977325439453,53.831363677978516,1470.7309133333333,407.5333333333333,243.34,10.65,3.9066666666666667,11.98,2193.98932,34.5,98.06,9.797337725274724,65.01,251.21366666666665,204.48973333333333,1.862,0.99,0.0,100.63505944666666,124.854,103.34786666666666,68017.73333333334,13936.093333333334,0.7465472221374512,0.26288118958473206,73.44000244140625,2552.0,65.05999755859375,0.15614020824432373,90.72000122070312,1.1566576957702637,1.3256621360778809,1274.5999755859375,97.67250061035156,147.97500610351562,81.7249984741211,3.1410000324249268,2.0869998931884766,110.6449966430664,115.19999694824219,519.75,558.2000122070312,108.44999694824219,0.04798786714673042,3.0220000743865967,7257.5,993.7999877929688,885.7999877929688,2.023200035095215,12.020000457763672,16.45199966430664,12.630497932434082,24.219449996948242,25058.330078125,13.437100410461426,144.5,361.25,113.5234375,29.5,338.8999938964844,119.890625,233.5,1236.0,905.5,106.0078125,499.5,2779.659912109375,1.8880000114440918,1683.9100341796875
2018-06-22,83.6021499633789,165.84580993652344,124.60702514648438,92.34026336669922,64.22319793701172,155.01783752441406,131.2911834716797,179.27792358398438,125.24369049072266,71.98648071289062,103.56831359863281,32.64552688598633,260.2619323730469,71.11993408203125,53.45953369140625,1471.09027,403.09999999999997,243.76000000000002,10.67,3.86,13.77,2197.28793,34.5,97.99000000000001,9.797578032967033,69.02,251.2615,204.70159999999998,1.883,0.97,0.0,100.62424236999999,124.931,103.3964,68187.6,13947.69,0.7378984093666077,0.2655971944332123,75.55000305175781,2484.0,68.58000183105469,0.154033362865448,85.43000030517578,1.1605775356292725,1.3247840404510498,1267.4000244140625,97.63999938964844,149.1999969482422,79.82499694824219,3.0325000286102295,2.1254000663757324,109.9520034790039,113.8499984741211,488.75,560.0999755859375,108.2750015258789,0.049236100167036057,2.944999933242798,7222.75,956.2999877929688,871.2999877929688,2.070499897003174,12.050000190734863,16.43899917602539,11.653489112854004,24.15155601501465,24599.0,13.581979751586914,143.96875,357.25,113.6796875,29.209999084472656,339.1000061035156,119.828125,244.5,1260.0,894.5,106.03125,491.25,2754.8798828125,1.8700000047683716,1685.5799560546875
2018-06-29,82.58454895019531,162.6677703857422,124.2931900024414,93.39041900634766,62.8897705078125,151.86471557617188,129.3272247314453,175.4427947998047,124.17786407470703,72.57453918457031,105.69744110107422,32.181602478027344,256.9842529296875,69.25212097167969,52.297576904296875,1471.4496266666667,398.66666666666663,244.18,10.75,3.813333333333333,16.09,2200.58654,34.5,97.92,9.79781834065934,74.13,251.30933333333334,204.91346666666666,1.904,0.92,0.0,100.61342529333334,125.008,103.44493333333332,68357.46666666666,13959.286666666667,0.7346459031105042,0.25910091400146484,79.44000244140625,2476.0,74.1500015258789,0.15088874101638794,85.37999725341797,1.1562966108322144,1.3075141906738281,1251.300048828125,97.65499877929688,151.3249969482422,82.875,2.9509999752044678,2.2093000411987305,110.48600006103516,111.5,470.75,569.2999877929688,107.0,0.05068603530526161,2.9240000247955322,7066.75,958.2999877929688,852.4000244140625,2.1791000366210938,11.859999656677246,16.104000091552734,10.625528335571289,24.19035530090332,24265.0,13.76710033416748,145.0,350.25,113.9453125,29.1200008392334,332.79998779296875,120.1875,250.5,1161.0,858.5,106.0703125,497.5,2718.3701171875,1.8799999952316284,1643.0699462890625
2018-07-06,84.96717071533203,164.1253662109375,126.10755920410156,93.09712219238281,63.27204895019531,156.76971435546875,130.5556640625,179.7273406982422,125.24446105957031,73.97348022460938,108.32254791259766,32.72127914428711,260.9060363769531,71.42645263671875,53.285247802734375,1472.3222516129033,394.96451612903223,244.38064516129035,10.65,3.8,13.37,2202.3763548387096,34.5,97.6258064516129,9.79861602173913,73.78,251.39170967741936,205.03496774193547,1.91,0.85,0.0,100.5991071516129,125.08,103.57515483870968,68222.7741935484,13970.970967741936,0.738661527633667,0.25436878204345703,77.11000061035156,2459.0,73.80000305175781,0.15067502856254578,86.37999725341797,1.1695905923843384,1.3225764036178589,1254.300048828125,97.66000366210938,152.1999969482422,81.375,2.812999963760376,2.1684000492095947,110.5790023803711,111.25,492.25,559.5999755859375,106.375,0.05194122716784477,2.8580000400543213,7233.5,955.0,844.2000122070312,2.1085000038146973,11.510000228881836,15.980999946594238,11.189802169799805,24.07396125793457,24456.0,13.531100273132324,145.65625,351.75,113.640625,28.899999618530273,339.79998779296875,120.34375,254.25,1211.5,874.0,105.890625,512.75,2759.820068359375,1.9049999713897705,1694.050048828125
2018-07-13,85.4728775024414,167.25152587890625,126.94994354248047,93.65703582763672,63.75687789916992,159.26040649414062,133.19342041015625,183.52822875976562,125.56537628173828,73.2962875366211,106.92797088623047,33.13786315917969,264.8563232421875,71.16783142089844,53.653194427490234,1473.4001838709678,391.5548387096774,244.49354838709678,10.99,3.8,12.18,2203.562651612903,34.5,97.24193548387098,9.799636652173913,71.03,251.48790322580646,205.12032258064517,1.91,0.85,0.0,100.58338858387097,125.15,103.73805161290322,67966.25806451614,13982.690322580645,0.7406858801841736,0.25768545269966125,75.33000183105469,2517.0,71.01000213623047,0.15001724660396576,88.9000015258789,1.1665889024734497,1.3180439472198486,1239.5999755859375,97.66500091552734,150.72500610351562,79.94999694824219,2.7699999809265137,2.1333999633789062,112.66500091552734,107.05000305175781,469.25,570.0,104.55000305175781,0.05271567404270172,2.752000093460083,7393.0,940.2000122070312,826.2000122070312,2.1066999435424805,10.960000038146973,15.73900032043457,11.0548677444458,24.248550415039062,25004.0,13.304100036621094,145.6875,330.25,113.6328125,27.799999237060547,328.79998779296875,120.359375,258.0,1181.5,814.0,105.8359375,481.5,2801.31005859375,1.9279999732971191,1687.0799560546875
2018-07-20,83.60567474365234,167.38580322265625,127.17210388183594,91.94174194335938,65.1927719116211,158.210693359375,134.28854370117188,183.9537811279297,125.21617126464844,72.24485778808594,106.44486999511719,33.175743103027344,264.9415588378906,71.87664031982422,53.76938247680664,1474.4781161290323,388.14516129032256,244.60645161290324,12.1,3.8,12.86,2204.748948387097,34.5,96.85806451612903,9.800657282608695,70.31,251.58409677419354,205.20567741935483,1.91,0.9,0.0,100.56767001612903,125.22,103.90094838709678,67709.74193548386,13994.409677419355,0.7362794280052185,0.26119890809059143,73.06999969482422,2322.0,70.45999908447266,0.14767341315746307,87.73999786376953,1.1655147075653076,1.3023037910461426,1229.5,97.625,153.6750030517578,66.44999694824219,2.746000051498413,2.1043999195098877,112.36299896240234,110.6500015258789,508.5,485.79998779296875,108.92500305175781,0.0525333397090435,2.756999969482422,7360.0,896.2999877929688,823.5999755859375,2.069000005722046,11.119999885559082,15.489999771118164,11.15300178527832,24.200054168701172,25030.0,13.53617000579834,144.1875,355.25,113.4765625,28.219999313354492,326.8999938964844,119.984375,233.25,1193.0,849.75,105.796875,516.0,2801.830078125,1.9329999685287476,1696.81005859375
2018-07-27,82.32198333740234,165.515869140625,128.20889282226562,93.73700714111328,66.2090835571289,159.4894561767578,136.3549346923828,182.7835693359375,127.16999816894531,71.76371765136719,106.95531463623047,33.232540130615234,266.5898742675781,70.8804702758789,52.88823699951172,1475.5560483870968,384.73548387096776,244.71935483870968,11.05,3.8,13.03,2205.9352451612904,34.5,96.4741935483871,9.801677913043477,68.66,251.68029032258065,205.29103225806452,1.91,0.96,0.0,100.5519514483871,125.29,104.06384516129032,67453.2258064516,14006.129032258064,0.7380073666572571,0.2670726180076599,74.29000091552734,2233.0,68.69000244140625,0.14743173122406006,89.05999755859375,1.1642934083938599,1.3108737468719482,1222.5999755859375,97.6449966430664,152.3000030517578,63.650001525878906,2.7874999046325684,2.1552000045776367,111.14600372314453,110.44999694824219,532.5,463.29998779296875,108.625,0.053669948130846024,2.822000026702881,7301.25,925.9000244140625,826.4000244140625,2.161900043487549,10.880000114440918,15.435999870300293,10.99353313446045,24.267948150634766,25414.0,13.23270034790039,142.9375,362.0,113.125,28.559999465942383,332.70001220703125,119.4375,232.0,1200.5,870.5,105.671875,530.5,2818.820068359375,1.9450000524520874,1663.3399658203125
2018-08-03,82.88603210449219,166.11997985839844,130.59716796875,92.46611022949219,66.19975280761719,162.73397827148438,136.631103515625,185.2207794189453,126.73580932617188,74.02692413330078,108.1949462890625,33.51658630371094,268.65496826171875,71.78082275390625,53.54668045043945,1476.673935483871,381.48064516129034,244.7935483870968,10.77,3.793548387096774,11.64,2207.847670967742,34.5,96.45161290322581,9.802698543478261,68.49,251.7806129032258,205.35490322580645,1.9125806451612903,0.94,0.0,100.53360552580645,125.35741935483871,104.17931612903226,67260.7741935484,14015.545161290323,0.7360084652900696,0.2667804956436157,73.20999908447266,2046.0,68.48999786376953,0.1463528871536255,88.66999816894531,1.1586008071899414,1.3018121719360352,1214.199951171875,97.6500015258789,152.85000610351562,58.5,2.753499984741211,2.1268999576568604,111.69000244140625,107.75,567.25,430.5,110.67500305175781,0.053665339946746826,2.8529999256134033,7402.0,915.9000244140625,832.0999755859375,2.065500020980835,10.850000381469727,15.406000137329102,11.233963012695312,24.413440704345703,25410.0,13.432499885559082,142.96875,369.75,113.296875,28.350000381469727,332.5,119.609375,249.75,1149.5,886.25,105.75,556.25,2840.35009765625,1.9600000381469727,1673.3699951171875
2018-08-10,84.12107849121094,168.10504150390625,128.1255645751953,92.43944549560547,65.88274383544922,162.5049591064453,135.75503540039062,186.3620147705078,125.44268798828125,72.84184265136719,107.80299377441406,33.48817443847656,268.2381591796875,72.26933288574219,53.47890090942383,1477.8917096774194,378.61290322580646,244.7709677419355,11.78,3.770967741935484,13.16,2211.5754193548387,34.5,97.33225806451613,9.803719173913043,67.61,251.89125806451614,205.36506451612902,1.9216129032258065,0.82,0.0,100.50869121612904,125.4183870967742,104.17622258064516,67228.48387096774,14019.203225806452,0.7372456192970276,0.26318562030792236,72.80999755859375,2086.0,67.62999725341797,0.14668779075145721,85.86000061035156,1.1523923873901367,1.2828407287597656,1211.0999755859375,97.68000030517578,149.89999389648438,54.79999923706055,2.7325000762939453,2.139699935913086,111.09100341796875,107.0,559.75,414.8999938964844,108.25,0.05341452360153198,2.944000005722046,7427.0,909.0999755859375,824.7999877929688,2.0392000675201416,10.539999961853027,15.265999794006348,10.932199478149414,24.714120864868164,25331.0,13.684800148010254,144.65625,357.75,113.703125,27.989999771118164,323.5,120.375,256.75,1055.0,846.0,105.859375,546.75,2833.280029296875,2.0,1686.800048828125
2018-08-17,83.69320678710938,168.04747009277344,132.18936157226562,89.0799560546875,66.41422271728516,165.03384399414062,137.56439208984375,187.3775177001953,124.71587371826172,74.90013885498047,110.77448272705078,33.724876403808594,270.0380859375,73.08351135253906,53.85654067993164,1479.1094838709678,375.7451612903226,244.7483870967742,12.89,3.7483870967741937,12.64,2215.3031677419353,34.5,98.21290322580646,9.804739804347825,65.93,252.00190322580644,205.37522580645162,1.9306451612903226,0.82,0.0,100.48377690645161,125.47935483870968,104.17312903225806,67196.19354838709,14022.86129032258,0.7259528040885925,0.2561541199684143,71.83000183105469,2115.0,65.91000366210938,0.1453171670436859,81.75,1.1371389627456665,1.2714558839797974,1176.5,97.63749694824219,150.9499969482422,58.599998474121094,2.624500036239624,2.0982000827789307,111.00399780273438,101.19999694824219,565.0,472.5,109.42500305175781,0.05261081084609032,2.946000099182129,7387.75,892.7999877929688,774.0999755859375,1.9809000492095947,10.180000305175781,14.616000175476074,10.316404342651367,24.675325393676758,25674.0,14.710800170898438,144.53125,364.25,113.5859375,28.229999542236328,330.1000061035156,120.25,258.75,1035.0,881.5,105.8125,560.5,2850.1298828125,1.9950000047683716,1692.949951171875
2018-08-24,84.75321960449219,171.0010986328125,130.20838928222656,91.79064178466797,66.59136199951172,166.74200439453125,138.42137145996094,191.333251953125,126.32048797607422,74.32988739013672,109.31610107421875,34.05625534057617,272.3589782714844,74.40534210205078,54.456878662109375,1480.3272580645162,372.8774193548387,244.7258064516129,11.71,3.7258064516129035,11.99,2219.0309161290324,34.5,99.09354838709677,9.80576043478261,69.71,252.11254838709678,205.3853870967742,1.9396774193548387,0.73,0.0,100.4588625967742,125.54032258064517,104.17003548387096,67163.90322580645,14026.51935483871,0.7243227958679199,0.24317292869091034,75.81999969482422,2374.0,68.72000122070312,0.14540167152881622,81.80999755859375,1.154334545135498,1.281065821647644,1206.300048828125,97.64749908447266,149.1999969482422,51.775001525878906,2.6989998817443848,2.202199935913086,111.36699676513672,100.55000305175781,519.25,441.79998779296875,106.25,0.05261440947651863,2.9170000553131104,7495.75,943.5999755859375,786.4000244140625,2.077899932861328,10.229999542236328,14.779000282287598,11.106388092041016,24.44253921508789,25792.0,14.383500099182129,145.59375,348.5,113.6953125,28.149999618530273,312.70001220703125,120.515625,259.5,1078.5,842.0,105.8046875,514.75,2874.68994140625,2.0480000972747803,1725.6700439453125
2018-08-31,84.42257690429688,173.4751739501953,129.6436767578125,91.6129150390625,66.74054718017578,168.96546936035156,139.0974884033203,196.1400146484375,126.70748138427734,74.8912353515625,108.70539093017578,34.3781623840332,275.01141357421875,74.8267822265625,55.03785705566406,1481.5450322580646,370.0096774193549,244.7032258064516,10.96,3.7032258064516133,12.86,2222.758664516129,34.5,99.97419354838709,9.806781065217391,69.84,252.2231935483871,205.39554838709677,1.9487096774193549,0.75,0.0,100.43394828709677,125.60129032258064,104.16694193548388,67131.6129032258,14030.177419354839,0.7261636853218079,0.24104516208171844,77.41999816894531,2323.0,69.80000305175781,0.14613260328769684,82.30999755859375,1.1664663553237915,1.301100730895996,1200.300048828125,97.6449966430664,149.4499969482422,50.42499923706055,2.6489999294281006,2.241300106048584,110.9990005493164,98.0999984741211,523.0,437.6000061035156,106.80000305175781,0.05235645920038223,2.9159998893737793,7661.25,974.9666748046875,788.8666585286459,2.143699884414673,10.600000381469727,14.437999725341797,11.550446510314941,24.43284034729004,25988.0,14.698380470275879,144.96875,351.0,113.625,28.3700008392334,303.70001220703125,120.390625,243.5,1083.0,833.0,105.828125,518.5,2901.52001953125,2.055000066757202,1740.75
2018-09-07,82.2149887084961,171.35586547851562,130.8193359375,89.2488021850586,66.63797760009766,168.0875244140625,139.72596740722656,191.73944091796875,125.88630676269531,73.8309097290039,109.90857696533203,34.037322998046875,272.4441833496094,73.62947845458984,54.77641677856445,1483.074,370.94,244.57999999999998,11.3,3.72,14.88,2228.24942,34.5,99.8,9.807801695652174,67.73,252.3636,205.39579999999998,1.998,0.8,0.0,100.40039744,125.654,104.14272,67287.8,14048.480000000001,0.719062328338623,0.24646931886672974,76.83000183105469,2288.0,67.75,0.14631861448287964,82.12999725341797,1.1620069742202759,1.2925406694412231,1193.5999755859375,97.64250183105469,152.97500610351562,55.650001525878906,2.6034998893737793,2.2181999683380127,110.49500274658203,98.80000305175781,488.5,438.6000061035156,109.94999694824219,0.05199523642659187,2.7760000228881836,7438.5,987.7999877929688,779.2000122070312,1.9700000286102295,11.010000228881836,14.067000389099121,10.814438819885254,24.52013397216797,25959.0,15.311599731445312,143.34375,354.25,113.234375,27.940000534057617,314.20001220703125,119.796875,234.5,1084.5,832.0,105.703125,486.25,2871.679931640625,2.0880000591278076,1713.1800537109375
2018-09-14,83.72235870361328,173.25460815429688,131.80984497070312,91.20408630371094,66.3302993774414,169.69070434570312,142.18284606933594,195.70480346679688,126.7263412475586,74.08039855957031,110.52838897705078,34.42551040649414,275.5513610839844,74.10840606689453,55.328346252441406,1484.6548333333333,372.50333333333333,244.44,10.84,3.743333333333333,12.07,2234.0340100000003,34.5,99.44999999999999,9.808822326086956,68.98,252.50896666666668,205.3944,2.054,0.83,0.0,100.36540717,125.70533333333333,104.11497666666666,67475.4,14069.223333333333,0.7188039422035217,0.2378121316432953,78.08999633789062,2219.0,68.98999786376953,0.14613687992095947,81.9000015258789,1.1691803932189941,1.311131477355957,1195.0,97.65750122070312,157.4250030517578,56.224998474121094,2.627500057220459,2.209199905395508,112.01200103759766,95.44999694824219,479.0,420.0,113.80000305175781,0.05310646444559097,2.7669999599456787,7544.75,998.7999877929688,797.4000244140625,1.9701999425888062,11.15999984741211,14.041999816894531,10.890491485595703,24.423141479492188,26158.0,14.76550006866455,142.53125,337.0,112.8984375,27.43000030517578,307.29998779296875,119.359375,229.75,1066.5,821.5,105.5859375,480.0,2904.97998046875,2.1029999256134033,1721.719970703125
2018-09-21,84.05301666259766,173.4080352783203,132.9762420654297,93.0438003540039,67.54240417480469,170.95037841796875,143.44932556152344,194.8343505859375,129.2276611328125,73.75960540771484,108.97882843017578,34.60906219482422,277.85498046875,73.19843292236328,54.81514358520508,1486.2356666666667,374.06666666666666,244.29999999999998,10.76,3.7666666666666666,11.68,2239.8186,34.5,99.1,9.80984295652174,70.8,252.65433333333334,205.393,2.11,0.89,0.0,100.3304169,125.75666666666666,104.08723333333333,67663.0,14089.966666666667,0.7286505103111267,0.2453385591506958,78.80000305175781,2167.0,70.77999877929688,0.14607283473014832,79.27999877929688,1.1775927543640137,1.327087163925171,1196.199951171875,97.5425033569336,156.9499969482422,60.29999923706055,2.8364999294281006,2.2260000705718994,112.49500274658203,99.9000015258789,525.25,340.29998779296875,113.07499694824219,0.053090110421180725,2.9769999980926514,7589.0,1066.9000244140625,828.5,2.0171000957489014,10.84000015258789,14.269000053405762,11.037694931030273,24.23885154724121,26772.0390625,14.297900199890137,140.34375,357.25,112.703125,28.09000015258789,305.8999938964844,118.671875,253.0,988.0,847.25,105.5625,521.75,2929.669921875,2.122999906539917,1712.3199462890625
2018-09-28,84.86262512207031,173.574462890625,130.45408630371094,94.02420806884766,64.9975814819336,172.71963500976562,141.22560119628906,196.54107666015625,124.28600311279297,72.8958511352539,108.28430938720703,34.447296142578125,276.646484375,72.5267105102539,54.355628967285156,1487.8165,375.63,244.16,10.74,3.79,12.12,2245.60319,34.5,98.75,9.810863586956522,73.16,252.7997,205.39159999999998,2.166,0.86,0.0,100.29542663000001,125.80799999999999,104.05949,67850.6,14110.710000000001,0.7205129861831665,0.24925224483013153,82.72000122070312,2057.0,73.25,0.14534249901771545,76.76000213623047,1.1637378931045532,1.3078734874725342,1191.5,97.55500030517578,158.1750030517578,62.17499923706055,2.7869999408721924,2.351799964904785,113.35700225830078,102.44999694824219,511.25,344.3999938964844,113.44999694824219,0.053229428827762604,3.007999897003174,7655.25,1090.800048828125,818.7000122070312,2.1012001037597656,10.420000076293945,14.623000144958496,11.042901039123535,24.500734329223633,26476.0,14.104299545288086,140.5,356.25,112.828125,28.68000030517578,305.3999938964844,118.78125,264.75,978.0,845.5,105.5625,509.0,2913.97998046875,2.1500000953674316,1696.5699462890625
