,SYMBOL,exp_return,discounted_return,qtr_return,sell_date,stop_loss_price,days_delta,disc_rtn,qtr_rtn,outer_cv_avg_abs_err_n11,outer_cv_std_n11,mean_revert_flag,yhat_upper,yhat_lower,90dSMA,90d_lower,90d_upper,21dBOLU,90dSDev,21dBOLD,21dMA-TP,Adj Close,Date,Index Symbol,MIN_Lookback_1_Months,MIN_Lookback_2_Months,MIN_Lookback_One_Year,Market Index,Sector,Sector Symbol,adf,hurst,risk_per_share,risk_trend_factor,sector_risk_trend_factor,volume_factor,outer_cv_avg_abs_err_n11_ratio,outer_cv_std_n11_ratio
SAFM,SAFM,0.010453243824268273,0.0001650769007373043,1.0153017119628398,2022-09-16,183.99069018615768,63,0.0001650769007373043,1.0153017119628398,811.3019103127924,1133.827389865845,False,240.75627360131588,191.77874300092336,199.72267132713682,177.03930863899382,222.40603401527983,220.6824668098923,11.341681344071501,206.3805502935148,213.53150855170355,211.94000244140625,2022-07-14,MDYG,210.22000122070312,200.0,195.25,SP400,Consumer Defensive,VDC,0.7433323554556782,0.47680463745177326,37.86000061035156,0.8016377605450281,-2.4882150010950523,1.752757188084119,3.8279791496043227,5.349756425426612
SNEX,SNEX,0.0038721738500050603,0.0005522519037621798,1.0521052439923335,2022-07-22,73.50856317026506,7,0.0005522519037621798,1.0521052439923335,55.002632586203156,33.922584034384066,False,93.39052644302231,68.34946089812586,73.76277781289721,67.17098224605814,80.35457337973628,79.90160437321423,3.295897783419535,71.01815801110963,75.45988119216193,79.30000305175781,2022-07-14,SLY,81.05000305175781,77.5,70.47000122070312,SP600,Financial Services,VFH,0.7890200877484512,0.3720305830853489,11.100006103515625,0.8,-5.692129772713492,1.2214921119072242,0.6936018974716034,0.4277753181452383
GIS,GIS,-0.002842418200103103,-6.777069255869961e-05,0.9937842829955172,2022-08-26,68.80114331856534,42,-6.777069255869961e-05,0.9937842829955172,18.85774694663019,15.698749749790036,False,81.35429830846142,68.26695435775056,70.40058329748729,64.4292866078645,76.37187998711008,79.68433700188758,2.9856483448113975,64.11724563729193,71.90079131958976,74.69999694824219,2022-07-14,SPY,73.98999786376953,73.98999786376953,64.6500015258789,SP500,Consumer Defensive,VDC,0.9586810729005517,0.42099809272854233,12.0,0.9558327992757162,-2.4882150010950523,1.2179591584276073,0.2524464219147996,0.2101573010862011
LNTH,LNTH,-0.0050623724256210765,-7.250065231900749e-05,0.9933518952651103,2022-09-23,57.18216029271683,70,-7.250065231900749e-05,0.9933518952651103,69.10235275005876,91.69984008630566,False,91.14814115548288,50.67899298954553,63.989880682930114,56.2747019431831,71.70505942267712,67.75655492447208,3.8575893698735033,59.62515146469776,63.690853194584925,67.91000366210938,2022-07-14,SLY,73.77999877929688,69.73899841308594,28.736000061035156,SP600,Healthcare,VHT,0.9954921063515786,0.5389076060991058,14.599998474121094,2.1558230837284333,-3.0195249679197076,1.8091103551410446,1.0175577827072724,1.3503141678884918
SAFT,SAFT,-0.0061647065386437865,-0.00017666401589033764,0.9838768666295652,2022-08-19,84.97642617078455,35,-0.00017666401589033764,0.9838768666295652,86.60115474788653,75.33736158520094,False,101.1213662806584,85.16905487764612,90.81559514242505,82.6813081167651,98.94988216808501,100.8353622505938,4.067143512829977,87.81066938644658,94.32301581852019,93.38999938964844,2022-07-14,SLY,94.4800033569336,93.18000030517578,87.9800033569336,SP600,error,error,0.33303463603523553,0.42171035579168104,14.800003051757812,0.30608041998777236,error,1.226187592021439,0.9273065136938592,0.8066962423982145
VRTX,VRTX,-0.006399447096804841,-0.0009167240284811973,0.9190844275821441,2022-07-22,251.83372241599534,7,-0.0009167240284811973,0.9190844275821441,1877.9748686423334,1701.0857178117392,False,313.01224306409904,258.14564985611923,269.70825558617,239.2663885674035,300.15012260493654,305.7309077176033,15.220933509383254,253.8318756599079,279.7813916887556,286.1499938964844,2022-07-14,SPY,292.75,292.75,234.5800018310547,SP500,Healthcare,VHT,0.5027044399108171,0.43212155257546747,53.66999816894531,0.7149241879534884,-3.0195249679197076,0.9830485548149224,6.5629037522247735,5.944734419344814
Y,Y,-0.007609891370633691,-0.00021823316467539655,0.9801206111857895,2022-08-19,738.9035585233678,35,-0.00021823316467539655,0.9801206111857895,10586.645408970486,10337.11347731153,False,915.23777234758,749.0507838822393,833.9667043534536,828.3357325733891,839.597676133518,835.4203356695252,2.8154858900321975,829.8329108195001,832.6266232445126,834.0999755859375,2022-07-14,MDYG,862.8699951171875,862.8699951171875,737.8900146484375,SP400,Financial Services,VFH,0.47096693836199793,0.4650341108540022,9.0999755859375,4.249453364991213,-5.692129772713492,1.5227221368976454,12.692297948496632,12.393134851790311
FCN,FCN,-0.01213943046226255,-0.00043610898906243367,0.9606637969331623,2022-08-12,164.53747377382936,28,-0.00043610898906243367,0.9606637969331623,269.7095713164434,248.79973852657866,False,203.9575965080439,167.96566397480052,168.6661505926223,151.07565876321055,186.25664242203405,194.68699000589024,8.795245914705875,159.3876925628567,177.03734128437347,186.85000610351562,2022-07-14,MDYG,172.69000244140625,170.30999755859375,147.3800048828125,SP400,Industrials,VIS,0.9751538143406893,0.40008065301617934,30.8599853515625,2.273818753584779,-5.554050640692836,0.9897583233970545,1.4434549772881635,1.331547928281804
MGPI,MGPI,-0.014196234484581714,0,1,2022-07-15,92.75740906241799,0,0,1,133.17804753192772,102.38643260230626,False,121.45993402056122,85.27722758214313,95.3370242043147,88.07186835349671,102.60218005513269,105.01444100171098,3.632577925408993,89.88008382990948,97.44726241581023,102.44000244140625,2022-07-14,SLY,104.0,104.0,76.68000030517578,SP600,Consumer Defensive,VDC,0.8246488136593411,0.47353641796393,15.629997253417969,1.4484971847382795,-2.4882150010950523,1.4063570734356907,1.300059003884767,0.9994770613254267
GCP,GCP,-0.014261753810828294,-0.0010255045261330364,0.9099234300245092,2022-07-29,27.716126002734043,14,-0.0010255045261330364,0.9099234300245092,15.057917664482234,19.78896727703546,False,37.07616694806382,26.829195339178508,31.187063482072617,30.65276369002157,31.721363274123664,31.906417098838887,0.267149896025523,30.783463998863866,31.344940548851376,31.729999542236328,2022-07-14,SLY,32.279998779296875,32.279998779296875,27.780000686645508,SP600,error,error,0.16194039046863618,0.45772431180977935,1.0700016021728516,2.6635477700988788,error,1.9407310954990713,0.4745640681285983,0.6236674302719115
NTUS,NTUS,-0.04914451139260104,-0.0005997389570787659,0.9463029327820499,2022-10-07,24.142596634904635,84,-0.0005997389570787659,0.9463029327820499,44.31888239165981,30.20855746375147,False,39.01930853339458,25.137451116989805,32.619960292937265,30.638674449097472,34.60124613677706,33.63624887812947,0.9906429219198954,31.20295784770254,32.41960336291601,32.70000076293945,2022-07-14,SLY,33.93000030517578,33.93000030517578,29.700000762939453,SP600,error,error,0.1329038489356419,0.42195192399665693,2.780000686645508,0.19424488566545525,error,1.2641662739857664,1.3553174727105395,0.923809075196975
POST,POST,-0.07046683033122601,-0.0009485470777965688,0.9163950358222207,2022-09-30,71.32737688909823,77,-0.0009485470777965688,0.9163950358222207,86.07952836349331,68.24943202990967,False,85.57945990678043,70.55655258929517,79.11912678915357,72.7131037058919,85.52514987241524,87.13345160492258,3.2030115416308367,74.07940456670053,80.60642808581156,83.58999633789062,2022-07-14,MDYG,82.98999786376953,82.36000061035156,77.16622924804688,SP400,Consumer Defensive,VDC,0.47585518116498715,0.37105360279676897,11.510002136230469,0.7170946793765771,-2.4882150010950523,0.6737761406688946,1.0297826550385216,0.8164784665623055
UTL,UTL,-0.07647538616600552,0,1,2022-07-15,49.834269096061945,0,0,1,72.80271866270678,56.31245409159253,False,60.25822871468845,49.61437793808199,54.783734457833425,48.885284006214256,60.682184909452594,61.460801302238764,2.949225225809584,50.952214366115584,56.206507834177174,59.20000076293945,2022-07-14,SLY,58.869998931884766,57.9900016784668,57.9900016784668,SP600,Utilities,VPU,0.4493616475919885,0.4869591256756706,10.439998626708984,0.26340999633511314,-1.26726223190621,0.831118781258548,1.229775637237541,0.9512238744234173
HRB,HRB,-0.07888696817600839,-0.0009777659961783813,0.9139325766890853,2022-10-07,29.464198393958853,84,-0.0009777659961783813,0.9139325766890853,16.87200316659687,13.552462077203572,False,39.706960844070124,29.088682621542432,32.38615088992648,24.304013257939708,40.46828852191326,38.01523289227023,4.0410688159933885,32.55921171202821,35.28722230214922,36.7599983215332,2022-07-14,MDYG,36.83000183105469,33.380001068115234,26.229999542236328,SP400,Consumer Cyclical,VCR,0.9236845069980829,0.45066438666928565,5.310001373291016,2.6064009310445155,-8.056900017144713,0.7353958926239439,0.4589772561745091,0.36867417562597754
MTOR,MTOR,-0.09421325966695514,-0.001177299136497112,0.8972907547217707,2022-10-07,27.462978872889856,84,-0.001177299136497112,0.8972907547217707,36.970402021567885,24.31570240125455,False,43.231553513973104,25.54518370527502,36.084285690670924,35.80179139727818,36.36677998406367,36.44275473550216,0.14124714669637178,35.95224484427564,36.1974997898889,36.33000183105469,2022-07-14,SLY,36.29999923706055,36.279998779296875,32.93000030517578,SP600,Consumer Cyclical,VCR,0.3635573926220971,0.43861253776909204,0.5900001525878906,5.8983157146089935,-8.056900017144713,1.5038289284923962,1.0176273096128992,0.6693008856517486
UTHR,UTHR,-0.10183158003795321,-0.003063802041245234,0.7540455750772554,2022-08-19,187.22227208360528,35,-0.003063802041245234,0.7540455750772554,987.9935122270712,987.1422409488863,False,245.53763528701774,185.24156415475792,211.225952027336,162.6960121790546,259.7558918756174,249.64644912848883,24.264969924140694,218.48458257394645,234.06551585121764,237.1300048828125,2022-07-14,MDYG,236.05999755859375,218.3800048828125,212.6199951171875,SP400,Healthcare,VHT,0.9324446692796465,0.4261193590286116,63.089996337890625,0.7026473238709003,-3.0195249679197076,1.2857182219165282,4.166463508974027,4.162873616254186
MANT,MANT,-0.1085190258769254,-0.016276255736731415,0.22096840481825222,2022-07-22,78.52778428190166,7,-0.016276255736731415,0.22096840481825222,151.74049527555536,113.39609244966404,False,96.95610767169954,74.7667965257381,90.8864284697033,78.72625422408211,103.0466027153245,95.98687095455873,6.080087122810597,94.61677927475907,95.3018251146589,95.56999969482422,2022-07-14,SLY,95.9800033569336,94.7300033569336,92.0,SP600,error,error,0.5072735898312143,0.3684146157706222,1.9000015258789062,2.1052574517039635,error,1.820362944633907,1.5877419248728235,1.186523938597493
VIVO,VIVO,-0.13506730648484672,0,1,2022-07-15,23.131496561141326,0,0,1,50.073323828350134,65.71437307533651,False,36.295331777741644,21.624132979963232,27.856745977250355,22.62139623297975,33.092095721520955,34.66925505944963,2.6176748721353014,26.823205236817916,30.746230148133776,32.52000045776367,2022-07-14,SLY,29.0,28.719999313354492,27.450000762939453,SP600,Healthcare,VHT,0.7893426535168847,0.4286099654542208,9.610000610351562,1.289282050997061,-3.0195249679197076,2.664133233431671,1.5397700837484418,2.0207371509937406
TAP,TAP,-0.1353433370053503,0,1,2022-07-15,44.46494557837015,0,0,1,84.11315915124986,79.467968211729,False,56.55858630424598,44.47104849098855,54.05595414600675,50.40949351488761,57.70241477712589,58.957575682328994,1.8232303155595688,49.88845586994036,54.423015776134676,58.18000030517578,2022-07-14,SPY,57.45000076293945,57.45000076293945,57.45000076293945,SP500,Consumer Defensive,VDC,0.1283772292401052,0.40542272353065745,9.200000762939453,0.2380433092496035,-2.4882150010950523,0.8495979265280813,1.445740094706858,1.36589838079907
