,Date,buy_volume_pct,sell_volume_pct,daily_buy_vol,daily_sell_vol,net_daily_vol,20td_trend_vol,20td_tot_daily_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,20td_tvf_vel,50td_trend_vol,50td_tot_daily_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,MIN_Lookback_One_Year,MIN_Lookback_2_Months,MIN_Lookback_1_Months,risk_trend_factor,risk_per_share,volume_factor,Adj Close,50tdBOLD,50tdMA-TP,50tdBOLU,200tdSMA,200tdSDev,adf_50td,tau_50td,tau_50td_p,hurst_50td,sector_50td_tvf_vel,sector_20td_tvf_vel,sector_risk_trend_factor,Sector,Sector Symbol,Market Index,Index Symbol,shortName,beta,currentRatio,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,sharesOutstanding,shortRatio,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEPS,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingPE
SLP,2022-08-02 00:00:00,0.5714285714285714,-0.42857142857142855,56285.71428571428,-42214.28571428571,14071.428571428572,666786.7254893188,3263100.0,0.20434149290224599,0.07136759476193896,2.863225159596149,666786.7254893188,3263100.0,0.20434149290224599,0.03568379738096948,5.726450319192298,57.959999084472656,57.959999084472656,57.959999084472656,0.7753736249570622,25.420001983642578,0.9552430616487211,64.52999877929688,38.9037091868307,51.72246671040853,64.54122423398636,47.47629993438721,5.973503024060845,0.9575327020346316,0.6963265306122448,9.662989455821084e-13,,1.7333898399192451,0.8666949199596226,-6.595012920816061,Healthcare,VHT,SP600,SLY,"Simulations Plus, Inc.",0.294593,24.489,0.861,0.24,0.0044,0.111,0.079,16920000,0.32529998,1658448000,error,76.21127,,0.78986,35866000,0.74458003,Health Information Services,1650585600,0.06,1191283200,2:1,1094948352,,0.27668,0.42110002,5.95,6.1663823,21.051435,0.22738001,23.848,0.049239997,0.068969995,0.171,2.579,20234700,14.74,,122473000,6.053,1528000,52013000,error,0.24,0.004339179,94.929825
CCSI,2022-08-02 00:00:00,0.8932591252764586,-0.1067408747235414,54578.13255439162,-6521.86744560838,48056.265108783235,589075.1130365066,1545000.0,0.38127839031489097,0.13522306350608337,2.819625442798359,589075.1130365066,1545000.0,0.38127839031489097,0.06761153175304169,5.639250885596718,,,,,18.490001678466797,,55.290000915527344,38.905964702428214,47.24778668721517,55.58960867200212,55.37780006408691,6.271618547032209,0.8736214522173817,0.3355102040816326,0.0005861217550166346,,2.6037306181455055,1.3018653090727528,-5.136263740667709,Technology,VGT,SP600,SLY,"Consensus Cloud Solutions, Inc.",,1.163,,,,-0.609,-0.605,181339008,0.508,,error,10.31694,36355124,0.83434,294664000,0.75152,Software—Infrastructure,error,,,,1127300224,223656992,0.51152,0,,0.91154885,3.157978,0.22508,1.114,0.103640005,0.24892999,0.05,17.93,19902900,3.92,,93864000,4.696,809838976,356968992,error,,,9.263985
KFY,2022-08-02 00:00:00,0.1572302901328906,-0.8427697098671094,43458.45219273096,-232941.54780726903,-189483.09561453806,2102887.577752418,5714700.0,0.36797864765471816,0.13136044307607558,2.801289635127132,2102887.577752418,5714700.0,0.36797864765471816,0.06568022153803779,5.602579270254264,74.83000183105469,84.68000030517578,84.68000030517578,-3.4418622217107795,15.049995422363281,0.8816766822956902,64.12999725341797,52.85362476785695,59.38066663106282,65.90770849426869,67.2033901977539,7.447293441615657,0.46612457629316795,0.3648979591836735,0.0001846865573738559,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
UTHR,2022-08-02 00:00:00,0.35117773718931033,-0.6488222628106897,129795.2916651691,-239804.7083348309,-110009.4166696618,1623532.5514433936,8369000.0,0.19399361350739558,0.07024000504088077,2.761867875642781,1623532.5514433936,8369000.0,0.19399361350739558,0.03512000252044038,5.523735751285562,212.6199951171875,236.05999755859375,243.3000030517578,-0.557196736287107,31.819992065429688,1.0531940783429363,224.75,208.9003633650058,228.74686716715493,248.59337096930406,201.10970016479493,19.897181667854973,0.23277457788236328,0.20326530612244897,0.03726493627903159,,1.7333898399192451,0.8666949199596226,-6.595012920816061,Healthcare,VHT,SP400,MDYG,United Therapeutics Corporation,0.576415,8.84,19.156,,,7.246,7.477,959200000,0.54244,,error,11.964397,514424992,0.92907995,1563000000,1.00604,Biotechnology,,,1253664000,2:1,10351842304,797100032,0.51422,0,6.89,2.4780412,5.854121,0.38873002,8.333,0.113649994,0.18038,0.218,39.252,45299500,2.42,,2267699968,50.06,800000000,1768300032,error,0,0,15.825485
FIZZ,2022-08-02 00:00:00,0.3518499549652968,-0.6481500450347032,38210.90510923124,-70389.09489076877,-32178.189781537534,515971.7305704893,2621200.0,0.19684561672916576,0.07301923258013382,2.6958050608535307,515971.7305704893,2621200.0,0.19684561672916576,0.03650961629006691,5.391610121707061,64.66999816894531,64.66999816894531,64.66999816894531,-2.837333170572917,11.25,0.2797055514434649,54.029998779296875,43.91764785895754,48.543599955240886,53.169552051524235,47.48463047027588,4.394080957306659,0.2862801238014517,0.3432777406143738,0.00044206290490609305,,0.9735252747188996,0.4867626373594498,-2.483176250788281,Consumer Defensive,VDC,SP600,SLY,National Beverage Corp.,0.843763,1.889,25.579,,,-0.142,-0.122,226400000,0.19894,1639094400,error,28.56021,79962000,0.36714,417805000,0.25263,Beverages—Non-Alcoholic,error,,1613952000,2:1,5090725888,133133000,0.18265,0,1.06,11.2683325,4.4733458,0.13929,0.975,0.25347,0.53242,0.089,12.194,93322200,12.36,,48050000,0.515,61246000,1138013056,error,,,30.305555
AMN,2022-08-02 00:00:00,0.6690996573270022,-0.3309003426729979,372889.2390283383,-184410.76097166172,188478.47805667657,2585459.740405104,14023000.0,0.1843727975757758,0.07051356007356396,2.6147140689454207,2585459.740405104,14023000.0,0.1843727975757758,0.03525678003678198,5.229428137890841,103.33000183105469,129.1199951171875,129.1199951171875,-0.545972985801647,29.800003051757812,1.5460575470657825,115.0999984741211,87.56882779833826,106.3297332763672,125.09063875439612,105.22195003509522,8.869873665257014,0.6358395326679833,0.7529604547685388,1.2321364591935889e-14,,1.7333898399192451,0.8666949199596226,-6.595012920816061,Healthcare,VHT,SP600,SLY,AMN Healthcare Services Inc AMN,0.268624,1.289,79.896,,,1.102,1.075,693011008,0.14901,,error,14.491865,362976384,0.32616,1309601000,1.01934,Medical Care Facilities,,,,,5177885696,466440000,0.12504,0,0.57,4.834252,1.1133256,0.08665,1.206,0.123380005,0.40812,0.752,97.885,44717900,5.63,,113482000,2.538,863619008,4650827776,error,0,0,13.950603
UPS,2022-08-02 00:00:00,0.5247514780384139,-0.4752485219615861,1088911.7920775127,-986188.2079224874,102723.58415502531,16254689.741274433,55844600.0,0.2910700361588127,0.1137573637695622,2.558691820148294,16254689.741274433,55844600.0,0.2910700361588127,0.0568786818847811,5.117383640296588,219.58999633789062,233.72000122070312,233.72000122070312,-4.037936266192927,26.360000610351562,0.8144513660330945,193.52999877929688,169.61642281814386,181.15380035400392,192.69117788986398,198.00331764221193,14.745148448682578,0.29419179475514023,0.4693877551020408,1.510865139072288e-06,,1.9579258719145367,0.9789629359572684,-3.7568944127771404,Industrials,VIS,SP500,SPY,"United Parcel Service, Inc.",1.098765,1.475,147.762,6.08,0.031400003,0.066,0.065,16634999808,0.16619,1652400000,error,14.798776,7236250112,0.24555,26867000000,0.71370006,Integrated Freight & Logistics,1652400000,1.52,,,169003827200,14846000128,0.13604,0.408,2.66,10.37828,1.6883668,0.10922,1.354,0.12612,0.80591005,0.057,114.53,734438016,3.77,,12071000064,13.811,24099999744,100098998272,error,5.08,0.026249161,15.535743
IBM,2022-08-02 00:00:00,0.5726874911774789,-0.42731250882252114,2521886.636149146,-1881713.363850854,640173.272298292,19482060.71100333,128050400.0,0.15214369272570277,0.0598178151345392,2.543451183957637,19482060.71100333,128050400.0,0.15214369272570277,0.0299089075672696,5.086902367915274,144.72999572753906,144.72999572753906,144.72999572753906,-1.9775508940989353,19.599998474121094,1.1722998658284849,131.80999755859375,126.89857207369984,136.31953323364257,145.74049439358532,129.62940124511718,7.389324687713097,0.2776820298449186,-0.17639854471800911,0.07078216227632607,,2.6037306181455055,1.3018653090727528,-5.136263740667709,Technology,VGT,SP500,SPY,International Business Machines,0.931885,0.876,274.055,6.6,0.05,0.041,0.051,12158999552,0.20374,1660003200,error,13.077075,6312374784,0.54011,31486000000,0.56935,Information Technology Services,1652054400,1.65,1635984000,1046:1000,118618988544,9825999872,0.11046,1.0580001,1.57,6.158213,1.9875836,0.09363,0.675,0.03004,0.2709,0.093,66.383,896320000,4.47,,7558000128,8.368,53375000576,59679997952,error,6.58,0.04992034,21.734274
OPCH,2022-08-02 00:00:00,0.709183693329337,-0.290816306670663,1757569.9471780958,-720730.0528219041,1036839.8943561917,6370268.839470358,21336900.0,0.29855643694587114,0.11815629863858694,2.5267923960540344,6370268.839470358,21336900.0,0.29855643694587114,0.05907814931929347,5.053584792108069,22.690000534057617,31.079999923706055,31.079999923706055,2.0089732872273425,10.029998779296875,0.9693179118091165,35.0,25.234179798694917,29.497800051371254,33.76142030404759,27.20125,2.434737864179088,0.9564021586307916,0.4360964022195225,7.932771394405927e-06,,1.7333898399192451,0.8666949199596226,-6.595012920816061,Healthcare,VHT,SP400,MDYG,"Option Care Health, Inc.",1.599322,1.58,90.068,,,0.062,0.066,291324000,0.0784,,error,38.61111,176019376,0.22418,779606000,0.811,Medical Care Facilities,error,,1580688000,1:4,6250656768,253488992,0.060549997,0,4.29,5.695788,1.6822127,0.047140002,1.114,0.0493,0.1496,0.14,20.633,179875008,3.55,,208899008,1.149,1157366016,3715735040,error,,,77.050995
PII,2022-08-02 00:00:00,0.0,-1.0,0.0,-415700.0,-415700.0,2757131.713392839,12147200.0,0.22697672824954218,0.09044182336150064,2.5096434350101995,2757131.713392839,12147200.0,0.22697672824954218,0.04522091168075032,5.019286870020399,135.5800018310547,135.5800018310547,135.5800018310547,-2.8051286482115754,23.400001525878906,0.8424356849283293,113.69999694824219,95.55655309646644,106.04044102986654,116.52432896326664,110.2018367767334,7.416681398082812,0.8459503183992017,0.593469387755102,1.1924799995087532e-09,,1.7871690555761879,0.8935845277880939,-6.719887779940897,Consumer Cyclical,VCR,SP400,MDYG,Polaris Inc.,1.540229,1.225,198.407,2.56,0.0219,,,851600000,0.10115,1661904000,error,10.393053,-310124992,0.22405,1996500000,0.94986,Recreational Vehicles,1653955200,0.64,1315872000,2:1,6946023936,41100000,0.07226,0.3697,0.76,6.314211,0.82503164,0.03168,0.265,0.07789,0.38444,0.077,139.044,59555600,7.48,,319600000,5.366,2130099968,8419100160,error,2.54,0.021718683,16.550219
PLMR,2022-08-02 00:00:00,0.7923622339728182,-0.20763776602718176,104037.16132063103,-27262.838679368964,76774.32264126206,296970.72704522696,1828100.0,0.16244774741273835,0.06473033661388991,2.509607641649126,296970.72704522696,1828100.0,0.16244774741273835,0.032365168306944955,5.019215283298252,97.18000030517578,97.18000030517578,97.18000030517578,-7.034850213457523,14.060001373291016,0.4594759169311289,64.20999908447266,55.284669514687025,60.91142656962077,66.53818362455452,63.81129999160767,11.110070648313181,0.2147191086300287,-0.18693877551020407,0.05542208962286189,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
MOH,2022-08-02 00:00:00,0.7045214430395079,-0.295478556960492,179723.42011937848,-75376.57988062152,104346.84023875697,1963029.8039311953,7476000.0,0.26257755536800365,0.10469457971630156,2.5080339028011664,1963029.8039311953,7476000.0,0.26257755536800365,0.05234728985815078,5.016067805602333,277.6700134277344,350.19000244140625,350.19000244140625,0.0384038933007161,79.94000244140625,1.0378834263412298,327.0400085449219,250.71329828624135,288.0545994059245,325.3959005256076,303.32524940490725,20.13427838435492,0.898683182342311,0.22122448979591836,0.023397773912123478,,1.7333898399192451,0.8666949199596226,-6.595012920816061,Healthcare,VHT,SP500,SPY,Molina Healthcare Inc,0.799489,1.43,84.488,,,0.345,0.341,1312999936,0.04461,,error,16.686674,591000000,0.121929996,3280000000,1.02469,Healthcare Plans,,,1306108800,3:2,19060285440,1788999936,0.04087,0,1.15,6.7235055,0.6475381,0.02555,1.401,0.06509,0.28923,0.185,508.377,58100000,2.89,,7879000064,135.611,2391000064,29435000832,error,0,0,25.411308
WTRG,2022-08-02 00:00:00,0.17283927360409918,-0.8271607263959009,131841.79790520685,-630958.2020947932,-499116.40418958635,5693438.1726441365,17807300.0,0.3197249539595636,0.12773503089523675,2.503032658455216,5693438.1726441365,17807300.0,0.3197249539595636,0.06386751544761837,5.006065316910432,49.970001220703125,53.93000030517578,53.93000030517578,-0.2710365065608417,11.289997100830078,0.8632382208867314,51.59000015258789,41.71445486853169,46.456866582234696,51.1992782959377,47.51466814041137,2.468673423615206,0.9498618302227215,0.4387256366160284,7.047695542313544e-06,,1.424447308932341,0.7122236544661705,-0.9401295275146497,Utilities,VPU,SP400,MDYG,"Essential Utilities, Inc.",0.661132,0.654,116.599,1.07,0.0207,0.056,0.085,914580992,0.4587,1652313600,error,27.193718,-396858112,0.49885,991997000,0.72252,Utilities—Regulated Water,1652313600,0.268,1378166400,5:4,13611811840,699801984,0.30656,0.6171,4.28,2.5008426,6.826885,0.22434,0.509,0.026619999,0.088879995,0.198,7.688,262068000,2.82,,58298000,0.23,6127394816,1993853952,error,1.055,0.020449698,30.374268
HUM,2022-08-02 00:00:00,0.7638902021134039,-0.23610979788659608,575132.9331711818,-177767.0668288182,397365.86634236365,2723974.6993577858,18673200.0,0.1458761593812408,0.05855557228466665,2.4912429968588983,2723974.6993577858,18673200.0,0.1458761593812408,0.029277786142333326,4.9824859937177965,472.67999267578125,472.67999267578125,479.7300109863281,0.12796812255073833,78.76998901367188,1.044512195993624,478.3900146484375,421.3697559634757,461.8178944905599,502.26603301764413,440.6864198303223,25.993149293656778,0.5936661447026615,0.6179591836734695,2.416940925194617e-10,,1.7333898399192451,0.8666949199596226,-6.595012920816061,Healthcare,VHT,SP500,SPY,Humana Inc.,0.80034,1.526,85.248,3.15,0.0066000004,0.204,0.184,4871000064,0.05382,1656460800,error,17.380953,4852874752,0.1882,14994000000,0.96771,Healthcare Plans,1656460800,0.788,681004800,3:2,60973715456,4000000000,0.049990002,0.121400006,1.37,3.9363065,0.6736534,0.03472,1.209,0.06663,0.20723,0.146,709.078,126554000,1.52,,18190000128,143.733,13221999616,90511998976,error,2.975,0.006218775,19.665306
SUPN,2022-08-02 00:00:00,0.731480614802086,-0.2685193851979139,259309.8779473395,-95190.12205266047,164119.75589467902,1656144.6458180947,5940400.0,0.2787934559656075,0.11260382045266354,2.4758791917083034,1656144.6458180947,5940400.0,0.2787934559656075,0.05630191022633177,4.951758383416607,34.290000915527344,34.5,34.5,-1.1488376411807462,6.450000762939453,0.6361776971118327,31.959999084472656,25.92041813809329,28.76593334197998,31.611448545866672,30.014400091171265,1.7888605314708381,0.9172184362082301,0.6805557826837089,3.2053353900622573e-12,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
