,Date,MIN_Lookback_One_Year,MIN_Lookback_2_Months,MIN_Lookback_1_Months,risk_trend_factor,risk_per_share,volume_factor,Adj Close,21dBOLD,21dMA-TP,21dBOLU,90dSMA,90dSDev,adf,hurst,sector_risk_trend_factor,Sector,Sector Symbol,Market Index,Index Symbol
BANF,2022-07-07 00:00:00,77.37999725341797,86.81999969482422,96.98999786376953,1.7463508883616616,19.87000274658203,1.5103930153678793,98.62999725341797,89.82495161699036,94.70948319208054,99.59401476717072,88.08683661809043,5.89074022475745,0.9629426605576978,0.5397578535561801,error,error,error,SP600,SLY
MUSA,2022-07-07 00:00:00,159.0,251.27999877929688,262.5799865722656,1.733569784415096,45.18998718261719,1.4204864040301728,250.39999389648438,219.73903002243898,234.1474996294294,248.55596923641983,238.0074198889354,9.445681582380198,0.9971533097724214,0.41310287911751803,error,error,error,SP400,MDYG
ROG,2022-07-07 00:00:00,206.1300048828125,274.510009765625,274.510009765625,1.7177109430288842,20.44000244140625,1.0377217777866081,263.4200134277344,255.31678510363352,259.49559481181797,263.6744045200024,265.16226159958615,6.280390120961445,0.7290879146920175,0.4794666697753528,error,error,error,SP600,SLY
HRB,2022-07-07 00:00:00,26.229999542236328,28.510000228881836,36.83000183105469,1.4467048105384979,12.289999008178711,0.7774054020267634,36.45000076293945,32.662900831995444,34.84801592145647,37.0331310109175,31.579166790795703,4.062177007564413,0.9108868666767556,0.4452961208393993,-7.515421851118236,Consumer Cyclical,VCR,SP400,MDYG
VIVO,2022-07-07 00:00:00,27.450000762939453,28.719999313354492,28.93000030517578,1.3683719424985057,10.750001907348633,1.836988029809696,33.27000045776367,25.568878739064058,29.42829365957351,33.28770858008296,27.44976185995435,2.154490439969881,0.8201189195074523,0.42853805936385236,-2.3272980674907604,Healthcare,VHT,SP600,SLY
EXLS,2022-07-07 00:00:00,108.66000366210938,154.97999572753906,154.97999572753906,1.3579056876406337,29.979995727539062,1.2881077655761326,153.11000061035156,132.7283415176985,144.15368979317802,155.57903806865752,141.4632946801564,6.845203544679896,0.9890216885155246,0.3762095971080197,error,error,error,SP600,SLY
NOC,2022-07-07 00:00:00,379.0299987792969,490.82000732421875,492.29998779296875,1.3514146744935263,56.22998046875,0.9699415637584201,479.3800048828125,444.0508409467566,463.7822616819351,483.5136824171136,459.71900419204957,12.203834300508671,0.9311054269715737,0.4244544141509377,-4.909056492838958,Industrials,VIS,SP500,SPY
RGP,2022-07-07 00:00:00,15.449999809265137,20.15999984741211,20.15999984741211,1.3369560860656446,5.520000457763672,1.7304225245262796,21.049999237060547,17.11765371448853,19.26980159396217,21.421949473435813,18.04867030703832,1.2540791020797037,0.8225518269445362,0.3760299720037103,-4.909056492838958,Industrials,VIS,SP600,SLY
SCI,2022-07-07 00:00:00,56.86000061035156,72.06999969482422,72.06999969482422,1.3001149713367308,8.630001068115234,1.058285797784891,70.73999786376953,63.40711383552609,67.65123035794213,71.89534688035816,68.53166716439384,2.093179928077096,0.8993514151976273,0.3624758151865041,-7.515421851118236,Consumer Cyclical,VCR,SP400,MDYG
MGPI,2022-07-07 00:00:00,76.68000030517578,102.87999725341797,104.0,1.2898272281081977,15.629997253417969,1.588608313411899,101.23999786376953,88.22807366698693,95.38948440551758,102.55089514404823,94.62996534317259,3.130434444617955,0.8092682709487595,0.47322613172098454,error,error,error,SP600,SLY
GIS,2022-07-07 00:00:00,64.6500015258789,73.80000305175781,73.98999786376953,1.1950808204542822,11.790000915527344,1.2223083329135624,75.51000213623047,63.04495337143793,69.97031932406955,76.89568527670117,69.93549492245629,2.5427586871318963,0.9655740460387264,0.4233146726853653,-1.8572049274224378,Consumer Defensive,VDC,SP500,SPY
SAFM,2022-07-07 00:00:00,195.25,200.0,202.44000244140625,1.166402210549522,37.86000061035156,1.8200306313006245,213.9499969482422,199.43595152887357,210.96944548591736,222.50293944296115,197.66940822298565,10.972471617064812,0.7544092670371362,0.4764006227648851,-1.8572049274224378,Consumer Defensive,VDC,SP400,MDYG
SJI,2022-07-07 00:00:00,29.239999771118164,35.31999969482422,35.31999969482422,1.0952392630012915,2.1000022888183594,0.9529573481122712,34.060001373291016,33.57976309466657,34.05714277237181,34.534522450077056,34.00797000763908,0.3411791251458083,0.2158317099950371,0.42508126488323866,-1.1329927315891315,Utilities,VPU,SP600,SLY
LNTH,2022-07-07 00:00:00,28.736000061035156,69.73899841308594,73.77999877929688,1.0255259414341935,16.64999771118164,1.8204835487319315,63.11000061035156,58.006609113123126,63.51055128612215,69.01449345912117,63.36178544967893,3.946332002699833,0.9788426095270637,0.5383076706304987,-2.3272980674907604,Healthcare,VHT,SP600,SLY
VRTX,2022-07-07 00:00:00,234.5800018310547,292.75,292.75,1.0077488543592232,61.94999694824219,1.0255665932622193,294.1700134277344,242.12157057562587,272.03916931152344,301.956768047421,269.01031809004525,14.453068919485482,0.4035224630433055,0.4331803111798151,-2.3272980674907604,Healthcare,VHT,SP500,SPY
MRK,2022-07-07 00:00:00,81.67938995361328,91.4000015258789,94.91999816894531,0.8706091834559536,12.669998168945312,1.1449028706933562,93.01000213623047,82.58656516901694,89.36681072295659,96.14705627689624,88.6653627970862,3.1248978484761762,0.8150044351783587,0.33934952827228093,-2.3272980674907604,Healthcare,VHT,SP500,SPY
SAFT,2022-07-07 00:00:00,87.9800033569336,93.18000030517578,94.33999633789062,0.8528214997106245,17.19000244140625,1.2703983708521334,96.72000122070312,86.90900197680527,93.16539676605709,99.4217915553089,89.92121962895469,3.990626572106353,0.5440453677280676,0.4240747454416845,error,error,error,SP600,SLY
PGR,2022-07-07 00:00:00,107.58999633789062,120.16999816894531,121.36000061035156,0.8332251379802613,15.290000915527344,1.176059525919451,120.62000274658203,108.31800339983208,114.54779549250527,120.77758758517847,113.51318395705451,4.045388505758802,0.9348603698797899,0.35639489851122924,-4.966821785591176,Financial Services,VFH,SP500,SPY
AZO,2022-07-07 00:00:00,1566.1600341796875,2267.39990234375,2267.39990234375,0.8147322081115707,496.9000244140625,0.9203742604092159,2168.60009765625,1967.563169362827,2089.144576784164,2210.7259842055014,2064.508060031467,105.14392358363708,0.9880987129032078,0.39676626438513374,-7.515421851118236,Consumer Cyclical,VCR,SP500,SPY
UTHR,2022-07-07 00:00:00,212.6199951171875,218.3800048828125,236.05999755859375,0.7967261267492262,67.19999694824219,1.3251499901414516,240.1999969482422,212.0055465692737,229.7753573826381,247.54516819600252,207.13277750166637,23.391872080006856,0.9393784215885248,0.42037331683335327,-2.3272980674907604,Healthcare,VHT,SP400,MDYG
POST,2022-07-07 00:00:00,77.16622924804688,82.36000061035156,82.98999786376953,0.7670649510256474,10.330001831054688,0.6722943066259756,83.4800033569336,73.49082678315095,79.49230130513509,85.49377582711922,78.31642850240071,3.2920833183570033,0.4462015034682993,0.3685560044529616,-1.8572049274224378,Consumer Defensive,VDC,SP400,MDYG
CYTK,2022-07-07 00:00:00,30.139999389648438,47.900001525878906,47.900001525878906,0.7472279300148189,13.529998779296875,1.6381617432250075,45.349998474121094,36.75079742307193,42.80599235353016,48.861187283988386,40.50174626849947,3.21329567761644,0.994470660717764,0.3470783984996554,-2.3272980674907604,Healthcare,VHT,SP600,SLY
DLTR,2022-07-07 00:00:00,120.37000274658203,177.19000244140625,177.19000244140625,0.6960152325907311,45.43000030517578,0.8461883883286004,168.7899932861328,148.32879234119906,156.91730160183377,165.50581086246848,158.83011954171317,10.491833992511282,0.7486952336231958,0.4348747812174577,-1.8572049274224378,Consumer Defensive,VDC,SP500,SPY
HSY,2022-07-07 00:00:00,178.36000061035156,231.60000610351562,231.60000610351562,0.6459944869381095,28.220001220703125,1.2646166869227058,219.92999267578125,203.41627489397277,214.1013888404483,224.78650278692382,217.47256578717912,7.008273985530537,0.9891934107423717,0.4470980771924248,-1.8572049274224378,Consumer Defensive,VDC,SP500,SPY
CEIX,2022-07-07 00:00:00,19.270000457763672,55.2599983215332,59.380001068115234,0.6136602755571785,19.18000030517578,1.8465165375779087,48.560001373291016,43.74706653677178,50.14034113808283,56.53361573939388,49.298968103196884,4.335939961404529,0.8584712299089412,0.521307050939059,-0.7730218693459858,Energy,VDE,SP600,SLY
HALO,2022-07-07 00:00:00,46.619998931884766,46.619998931884766,48.58000183105469,0.6124027944340362,14.189998626708984,1.1611091969233633,50.16999816894531,42.33686260331556,45.36015870836046,48.38345481340536,43.608809440855,2.592173331465871,0.9115147622592614,0.4458398785224378,-2.3272980674907604,Healthcare,VHT,SP400,MDYG
OXY,2022-07-07 00:00:00,33.5,64.9800033569336,74.04000091552734,0.6023302116847608,19.740001678466797,1.4418026386830487,61.470001220703125,53.19495268263854,59.93892851329985,66.68290434396116,61.476737991211905,4.564820721037561,0.7684302329991222,0.539584520049378,-0.7730218693459858,Energy,VDE,SP500,SPY
OPCH,2022-07-07 00:00:00,22.690000534057617,30.700000762939453,31.079999923706055,0.5758117852820828,5.539999008178711,1.2729089105308036,29.219999313354492,25.476718753080178,27.60623024380396,29.735741734527743,28.465555478656103,1.2429111775307256,0.7920137088657735,0.37841055760691633,-2.3272980674907604,Healthcare,VHT,SP400,MDYG
WRB,2022-07-07 00:00:00,54.95333480834961,71.52999877929688,72.31999969482422,0.5342607643384994,7.1999969482421875,1.214237132803642,67.55000305175781,65.18299878038671,67.75233395894368,70.32166913750065,67.75373661707319,1.5304009575521178,0.95311308529792,0.4502650928201388,-4.966821785591176,Financial Services,VFH,SP500,SPY
PWR,2022-07-07 00:00:00,101.95999908447266,140.0399932861328,140.0399932861328,0.45782795231166107,32.1300048828125,1.1931090894597571,132.25,114.47230529115396,123.60260733347089,132.7329093757878,122.41788833860367,7.875418242891271,0.9908087903476387,0.4280438238646856,-4.909056492838958,Industrials,VIS,SP500,SPY
CORT,2022-07-07 00:00:00,25.5,25.68000030517578,25.68000030517578,0.43909637393924816,10.180000305175781,0.675308782091884,27.110000610351562,19.02388794803687,22.954087363349068,26.884286778661266,21.917896853552925,2.1458019795678207,0.2547663275190175,0.38251326193576174,-2.3272980674907604,Healthcare,VHT,SP600,SLY
MANT,2022-07-07 00:00:00,92.0,92.0,95.9800033569336,0.4091197819435415,15.350006103515625,2.098962119081994,95.41999816894531,94.35571489668955,95.11134916638571,95.86698343608187,89.8168479071723,6.174653082661977,0.5655110075017327,0.3666546841286058,-5.646123183487584,Technology,VGT,SP600,SLY
AZPN,2022-07-07 00:00:00,162.55999755859375,170.16000366210938,210.60000610351562,0.3786100659650336,53.670013427734375,0.5843481572819679,187.8800048828125,180.4893388721778,192.35118981013224,204.21304074808668,179.61495965624613,16.783576185872693,0.7630263372146338,0.38798425436359,-5.646123183487584,Technology,VGT,SP400,MDYG
CI,2022-07-07 00:00:00,269.9700012207031,269.9700012207031,273.5799865722656,0.3701125611178878,37.34001159667969,1.1795582265663311,275.7799987792969,239.4931672448353,257.79404782492014,276.094928405005,258.3530900137765,7.605593574779253,0.5959942494402978,0.4431406839367223,-2.3272980674907604,Healthcare,VHT,SP500,SPY
CHEF,2022-07-07 00:00:00,35.56999969482422,39.029998779296875,39.029998779296875,0.3474143341520134,11.600000381469727,0.9628669687605772,39.220001220703125,29.949807626985468,36.05511892409552,42.160430221205566,35.4971429734003,2.3408604047279233,0.29823555458580686,0.4820278598445464,-1.8572049274224378,Consumer Defensive,VDC,SP600,SLY
NTUS,2022-07-07 00:00:00,29.700000762939453,33.93000030517578,33.93000030517578,0.29136732849818286,2.780000686645508,1.454648333537415,32.790000915527344,31.1680494366659,32.36055572449215,33.55306201231841,32.046468242766366,2.170409973737266,0.1480372696691471,0.41988660822241264,error,error,error,SP600,SLY
PEP,2022-07-07 00:00:00,150.6999969482422,177.6199951171875,177.6199951171875,0.2397394619000037,21.44000244140625,1.1055222103165898,170.36000061035156,154.94714018756707,163.50031764923583,172.05349511090458,167.47204450577024,4.834308058409676,0.9073043305167063,0.3311305384195504,-1.8572049274224378,Consumer Defensive,VDC,SP500,SPY
PPC,2022-07-07 00:00:00,26.280000686645508,29.700000762939453,34.65999984741211,0.21438788386416166,6.950000762939453,1.075071972038503,30.709999084472656,29.027401267568564,30.624841175382098,32.22228108319563,29.75591250828334,2.0678259900188833,0.33782955976844753,0.557318369926307,-1.8572049274224378,Consumer Defensive,VDC,SP400,MDYG
UFCS,2022-07-07 00:00:00,32.93000030517578,32.93000030517578,33.4900016784668,0.20584638430779267,8.209999084472656,1.5853003375271064,33.68000030517578,30.51673270777256,33.21904783400279,35.92136296023301,31.437142901950413,1.8032484610901691,0.5767116915624892,0.4975883855722448,error,error,error,SP600,SLY
DG,2022-07-07 00:00:00,225.25,262.2099914550781,262.2099914550781,0.20271952951056518,73.54998779296875,0.912310028497141,254.86000061035156,224.99900066605386,240.21496660747223,255.4309325488906,234.32251309591626,15.628572163270237,0.8905546156744616,0.2861150135126143,-1.8572049274224378,Consumer Defensive,VDC,SP500,SPY
VG,2022-07-07 00:00:00,15.720000267028809,20.920000076293945,20.920000076293945,0.19318127139536004,4.399999618530273,1.4431291947057054,19.469999313354492,15.651032084150044,17.886508010682604,20.121983937215163,19.030674563513863,1.1410837259192654,0.7169463786819038,0.499036713369848,-10.911558861990097,Communication Services,VOX,SP600,SLY
BJ,2022-07-07 00:00:00,50.18000030517578,74.08999633789062,74.08999633789062,0.15959498006041187,15.789997100830078,1.4727431586660564,66.95999908447266,56.83215811778064,61.76414271763393,66.69612731748722,62.63400780208527,4.404640183912712,0.9587488117460975,0.38075484840168516,-1.8572049274224378,Consumer Defensive,VDC,SP400,MDYG
HUM,2022-07-07 00:00:00,472.67999267578125,472.67999267578125,472.67999267578125,0.1574662209494928,69.92001342773438,1.1115966136028312,476.3500061035156,416.70532447046924,451.5252876887245,486.3452509069798,446.3785899328807,14.302192297941644,0.7100721501967296,0.3096550808007111,-2.3272980674907604,Healthcare,VHT,SP500,SPY
UNH,2022-07-07 00:00:00,425.9800109863281,553.2899780273438,553.2899780273438,0.1533340232959692,69.0,1.4159267325700564,514.3800048828125,449.01682924556445,489.52404664054745,530.0312640355305,500.05586605980284,22.190701537337223,0.9822165367888622,0.3037506825676078,-2.3272980674907604,Healthcare,VHT,SP500,SPY
BMY,2022-07-07 00:00:00,67.95999908447266,78.16999816894531,78.61000061035156,0.07657663462835472,8.879997253417969,1.123470866881164,75.13999938964844,71.84597019782565,75.88765550038171,79.92934080293777,75.77874183654785,1.3592356153136607,0.7195267963636482,0.4781191717508577,-2.3272980674907604,Healthcare,VHT,SP500,SPY
CNC,2022-07-07 00:00:00,75.25,89.91999816894531,89.91999816894531,0.05528928742164279,12.479995727539062,0.8820047179532862,85.26000213623047,74.87483192033521,81.56706361922008,88.25929531810495,83.0121427566286,3.116335129788037,0.4603520415271954,0.39282990606183155,-2.3272980674907604,Healthcare,VHT,SP500,SPY
CSL,2022-07-07 00:00:00,197.2100067138672,275.1300048828125,275.1300048828125,0.02742256861936452,43.02998352050781,1.1289937152214462,249.5500030517578,224.76579883171436,243.99476114908853,263.22372346646273,249.02376895480685,9.968229946511048,0.971405792962697,0.4444659538142122,-4.909056492838958,Industrials,VIS,SP400,MDYG
AMPH,2022-07-07 00:00:00,21.3799991607666,44.459999084472656,44.459999084472656,-0.07827341859613021,13.670001983642578,2.6366272439179657,36.40999984741211,28.534372569285612,32.99539695467268,37.45642134005974,35.48964293040927,3.1806802383620973,0.8688094610032504,0.43408465030240817,-2.3272980674907604,Healthcare,VHT,SP600,SLY
CVBF,2022-07-07 00:00:00,24.3700008392334,24.3700008392334,25.219999313354492,-0.08446007553355805,2.960000991821289,1.8242333770773191,24.56999969482422,23.628892297549623,24.474358036404563,25.319823775259504,23.875473855033754,0.7461067329137162,0.5436723305872445,0.3185359813625555,error,error,error,SP600,SLY
K,2022-07-07 00:00:00,68.5999984741211,75.08999633789062,75.55999755859375,-0.09217216233659895,7.9199981689453125,1.5015793434923963,72.83999633789062,66.6461266835126,69.83051569499666,73.01490470648072,69.28060359046573,1.931040834493809,0.3755648524190726,0.4059370789819232,-1.8572049274224378,Consumer Defensive,VDC,SP500,SPY
ACHC,2022-07-07 00:00:00,68.0,76.69000244140625,76.69000244140625,-0.10745350382015252,11.539997100830078,1.1038235196311297,73.37999725341797,63.68626241248517,68.32365120781793,72.96104000315069,70.02107144915868,2.8203495417122837,0.8581673321658029,0.47605969918144403,error,error,error,SP400,MDYG
CSGS,2022-07-07 00:00:00,49.279998779296875,65.94999694824219,65.94999694824219,-0.1099600122978346,7.729999542236328,1.1757771665299444,60.11000061035156,55.13644554543047,58.339192965674016,61.54194038591756,60.02970472971598,2.4961923028709814,0.7202802593015653,0.4499114577030775,error,error,error,SP600,SLY
COKE,2022-07-07 00:00:00,460.0,638.0,656.1099853515625,-0.1291060634165503,179.0,1.5172859982164577,577.0,490.90862695161746,555.6565469408791,620.4044669301408,527.0005557347857,48.457035173567846,0.9361582509193797,0.4365699367745755,-1.8572049274224378,Consumer Defensive,VDC,SP600,SLY
SWX,2022-07-07 00:00:00,73.54000091552734,91.98999786376953,95.62000274658203,-0.14548150390438871,13.610000610351562,1.0898857130366209,86.38999938964844,81.95691598652789,87.0923015957787,92.2276872050295,88.61214259314158,4.036622571551305,0.1594677909872585,0.4003558396765004,-1.1329927315891315,Utilities,VPU,SP400,MDYG
XOM,2022-07-07 00:00:00,64.93000030517578,92.05000305175781,105.56999969482422,-0.19258942173159938,24.55999755859375,1.2529202671660176,85.94000244140625,79.35698489628378,91.17126961359902,102.98555433091427,90.00371460687546,5.706235093831336,0.7907428984559035,0.5195846902772127,-0.7730218693459858,Energy,VDE,SP500,SPY
SNEX,2022-07-07 00:00:00,70.47000122070312,77.5,81.05000305175781,-0.1981834355835951,12.110000610351562,1.1497655400708977,75.54000091552734,70.53320099052046,75.21750041416713,79.90179983781381,73.30277775961255,3.1044380087334957,0.717577928766471,0.37250238123382107,error,error,error,SP600,SLY
EXC,2022-07-07 00:00:00,33.78031539916992,50.709999084472656,50.709999084472656,-0.2095268201888373,9.69000244140625,0.9079926247356618,44.38999938964844,39.759444359267185,43.718055361793155,47.676666364319125,46.57061641935318,2.5240448649209726,0.9000046258106569,0.3989290745097549,-1.1329927315891315,Utilities,VPU,SP500,SPY
ELF,2022-07-07 00:00:00,31.290000915527344,33.630001068115234,33.630001068115234,-0.21081094137752412,12.94999885559082,1.08098384227486,31.940000534057617,23.3537441235945,27.86891673103211,32.38408933846973,25.501587413606188,2.647783246381591,0.5869320338350191,0.4344156774977052,-1.8572049274224378,Consumer Defensive,VDC,SP600,SLY
PBH,2022-07-07 00:00:00,53.33000183105469,63.83000183105469,63.83000183105469,-0.25000071169717003,8.040000915527344,1.0111557191108342,59.65999984741211,52.68577198340066,56.62587297530401,60.56597396720736,55.5761506973751,1.8555179615653978,0.7112933464781404,0.4508386759255318,error,error,error,SP600,SLY
ED,2022-07-07 00:00:00,80.43000030517578,99.22000122070312,101.12000274658203,-0.2574845952793205,15.030006408691406,0.8832706724963094,92.30000305175781,85.75539842797146,92.04384918818398,98.33229994839651,94.59832345871698,3.3506422731169057,0.6176050151444754,0.3843093601779562,-1.1329927315891315,Utilities,VPU,SP500,SPY
KO,2022-07-07 00:00:00,56.47999954223633,67.19999694824219,67.19999694824219,-0.2644519831271144,8.129997253417969,1.036990005550243,62.90999984741211,58.73545498321488,61.70095351385692,64.66645204449897,63.05449962615967,1.7232789302289013,0.8029325281145052,0.37896801032805355,-1.8572049274224378,Consumer Defensive,VDC,SP500,SPY
TWNK,2022-07-07 00:00:00,17.229999542236328,24.270000457763672,24.270000457763672,-0.3254311266183691,4.6399993896484375,0.7962243060237468,21.420000076293945,19.04797687110117,20.35088882749043,21.65380078387969,21.530039613209073,1.1869375792031671,0.8561050463545795,0.4302906337475014,-1.8572049274224378,Consumer Defensive,VDC,SP600,SLY
UTL,2022-07-07 00:00:00,57.9900016784668,57.9900016784668,58.869998931884766,-0.34291209789011406,10.439998626708984,0.8911161881435657,57.09000015258789,50.36478600768001,55.50809519631522,60.651404384950425,54.262681204175195,2.8451024736525317,0.3814442211850106,0.48715124338156324,error,error,error,SP600,SLY
PLAB,2022-07-07 00:00:00,14.5600004196167,20.299999237060547,23.040000915527344,-0.35294096294695226,8.670001029968262,2.0269745141394817,18.280000686645508,17.342460853461755,19.780277797154017,22.21809474084628,17.6822223133511,2.6924946408872175,0.5909032491478801,0.325106033842218,-5.646123183487584,Technology,VGT,SP600,SLY
SAIL,2022-07-07 00:00:00,63.36000061035156,64.43499755859375,64.46499633789062,-0.35901661478114083,5.904994964599609,1.377329604397261,63.380001068115234,59.3635357594431,61.9990477789016,64.6345597983601,62.4373411753821,2.6165211630074,0.8041650462736969,0.47473611188486414,-5.646123183487584,Technology,VGT,SP400,MDYG
DINO,2022-07-07 00:00:00,39.38999938964844,46.38999938964844,58.189998626708984,-0.3943250470983673,17.270000457763672,1.2205622227211528,45.720001220703125,38.92324313381802,48.2729364425417,57.62262975126538,45.16710299537296,5.606625885167235,0.4655469085597803,0.5556507317106069,-0.7730218693459858,Energy,VDE,SP400,MDYG
ELV,2022-07-07 00:00:00,406.0,533.6799926757812,533.6799926757812,-0.47512915895370333,77.60000610351562,1.0025752922991575,478.8299865722656,447.45753321744854,472.34873029920794,497.23992738096734,492.20406208341086,18.59862700120373,0.9304454423392489,0.3310330701738464,-2.3272980674907604,Healthcare,VHT,SP500,SPY
SAIC,2022-07-07 00:00:00,95.9800033569336,95.9800033569336,95.9800033569336,-0.47624908990896564,16.62999725341797,0.978333039245333,93.33999633789062,85.35013223403419,90.83194420829652,96.31375618255885,87.5764283074273,4.053628664584448,0.06058911356320022,0.3143438955042933,-5.646123183487584,Technology,VGT,SP400,MDYG
GPC,2022-07-07 00:00:00,135.92999267578125,142.97000122070312,142.97000122070312,-0.4838901478294021,16.449996948242188,1.1553094939711124,137.97000122070312,126.95426698697408,133.7318245418488,140.5093820967235,133.03978765578498,3.311822741521695,0.8328665404886917,0.44397130362667475,-7.515421851118236,Consumer Cyclical,VCR,SP500,SPY
SLP,2022-07-07 00:00:00,57.959999084472656,57.959999084472656,57.959999084472656,-0.48683368642063385,16.329998016357422,0.8947837170408186,55.310001373291016,41.12018686366938,47.514801767137314,53.909416670605246,47.28369051312644,3.1747409190784466,0.5817520871920632,0.4375719562552193,-2.3272980674907604,Healthcare,VHT,SP600,SLY
KNSL,2022-07-07 00:00:00,225.6999969482422,245.1699981689453,245.1699981689453,-0.48906391757164647,49.3800048828125,0.7919693356001856,230.6300048828125,202.83009391999266,221.62350469922262,240.41691547845258,220.835453578404,11.315627279881657,0.8972172649593879,0.4224796379886371,-4.966821785591176,Financial Services,VFH,SP400,MDYG
ASH,2022-07-07 00:00:00,95.95999908447266,111.05000305175781,112.91000366210938,-0.49529740078502216,19.14000701904297,1.127253351531965,103.4800033569336,93.19735743027593,100.85996004134888,108.52256265242184,102.50111116681781,4.119509614535465,0.4121286030427116,0.37214390589528795,error,error,error,SP400,MDYG
T,2022-07-07 00:00:00,21.62386703491211,21.62386703491211,21.62386703491211,-0.497063617399284,2.8600006103515625,0.7482212905395019,21.149999618530273,19.049100329512235,20.425714227888317,21.8023281262644,20.115709887610542,0.8653969510989238,0.08774668278288666,0.4141398706888252,-10.911558861990097,Communication Services,VOX,SP500,SPY
PBF,2022-07-07 00:00:00,18.780000686645508,32.40999984741211,44.119998931884766,-0.5116941261056748,17.529998779296875,0.9391339437228788,28.780000686645508,25.568170756638033,34.30230155066838,43.03643234469873,31.556507897755456,4.388062760830132,0.6096400432515324,0.5492804403594583,-0.7730218693459858,Energy,VDE,SP600,SLY
MNST,2022-07-07 00:00:00,99.23999786376953,99.88999938964844,99.88999938964844,-0.5320558171244388,15.129997253417969,1.3655464198234382,96.98999786376953,84.63316217317399,91.13472187708295,97.63628158099192,87.94619051615398,3.7683316166784286,0.6789725042985142,0.3932937658195239,-1.8572049274224378,Consumer Defensive,VDC,SP500,SPY
SIGI,2022-07-07 00:00:00,82.58000183105469,94.3499984741211,94.3499984741211,-0.5589704520591723,13.990005493164062,1.7260225731708054,87.81999969482422,72.45560133277226,80.90055571662056,89.34551010046886,81.21916710384308,4.168019956011473,0.5916895491090521,0.43222106298231927,error,error,error,SP400,MDYG
