,^GSPC,ES=F,NQ=F,YM=F,RTY=F,PA=F,LBS=F,UUP,ZO=F,SIL=F,CT=F,MGC=F,JPY=X,NG=F,GC=F,HG=F,ZL=F,KE=F,^IRX,ZS=F,KC=F,ZR=F,HO=F,ZC=F,RB=F,ZM=F,HE=F,CL=F,BZ=F,ZB=F,LE=F,SB=F,CC=F,GF=F,SI=F,ZN=F,DTB3,ZF=F,PL=F,EURUSD=X,OJ=F,ZT=F,AUDUSD=X,GBPUSD=X,BRLUSD=X,trending
CC=F,-0.11068362177335382,-0.11391175404756869,-0.15398610477544472,-0.18685753218124687,0.46673270721008847,-0.2863672039917425,-0.09021150133861877,-0.09960820088338844,-0.18121955670051385,-0.11642996640412304,-0.2261195054931613,-0.0765581212006202,0.389970671830948,-0.13413356202153265,-0.47254033132671125,-0.29844153270435325,-0.22695420131249738,-0.1699576198514627,-0.4242057654201997,-0.19183507067427397,-0.07941512042477084,-0.26383976048513913,-0.28332906942432495,-0.30728253327078775,-0.1977010584585257,-0.07775983055848286,0.0006087784986222503,-0.24766388665200556,-0.3061365725792466,0.150683943577076,0.515017327199772,-0.2137154083787624,1.0,0.6000320443753592,-0.3600736635512033,0.0194935752132268,-0.3224231544512469,0.08943523566676005,-0.03686241843610526,-0.1222239005550579,-0.5776510263470543,0.29190853286931556,-0.16529118808459467,0.4057853232389134,-0.1266095066116325,
GF=F,-0.11756772262718974,-0.11648152179718403,-0.15584871400525796,-0.17540816096290512,0.7492361712758925,-0.2594462447269386,-0.06283866256865246,-0.16358523188300014,0.08345807372112071,-0.008975313574056445,-0.02687017588395229,-0.133975662210649,0.36221953746794033,0.1539124661339047,-0.32478078144542083,0.0365098620425639,0.019203679043587267,0.11851868552221277,-0.3159831299580292,0.053910983934896656,0.22614907550601795,-0.08599190915855111,0.1349522237775179,-0.02506818423959098,0.17568640472342872,0.11822375857372007,0.3859250068973905,0.15048091177422168,0.11278567035786612,-0.3259716669305332,0.8893496863863364,-0.11675353098640168,0.6000320443753592,1.0,-0.12786587032791846,-0.20122324607833642,0.11233865431881201,-0.07870928842028839,0.25147103698916157,0.038836160064104806,0.2745482057753039,0.16102335960439723,0.10961438712763964,0.5526647831957885,0.13780494744012828,
SI=F,-0.1263173491215524,-0.12689630190644213,-0.05012543085919676,-0.17104987375517497,0.8317226448224904,0.031198976718539786,0.23052188402199283,-0.4200509621316144,0.4150840168425688,0.9999998641603506,0.4173088472646359,0.06677753306876948,-0.6487922037754477,0.2747314884823279,0.6809849274361458,0.671360157278957,0.6323272395472245,0.6040414520536915,-0.3642308948895593,0.694401733146473,0.5842487014267059,0.6004395350987671,0.6337213435371645,0.7682414674977651,0.6419497592640097,0.5393320712904663,0.5177361272900008,0.6887785270401237,0.7497204217094473,-0.24684757603317273,0.032490580387792956,0.7590214410459005,-0.3600736635512033,-0.12786587032791846,1.0,0.283920825014492,-0.5611018707772559,0.38611630043827705,0.7862966506348713,0.5494211180571692,-0.34235246437245775,0.3067745791165235,0.7706859604317258,0.36073980087982555,0.5932922498819682,
ZN=F,-0.37975642946262556,-0.38358292997187654,-0.29359028361152734,-0.43759578307322505,-0.2757246849477639,-0.08686772927222522,-0.301569403583914,-0.20725340505332362,-0.299136684757542,-0.06952309263339682,-0.49320571155504905,-0.004416412713950114,-0.5269001618749347,-0.5491236149141979,0.16498186804803686,-0.24999625913905077,-0.22663415186166513,-0.2662056316485417,-0.6513698768538912,-0.18292203068153534,-0.12418427818246507,0.01881060971574652,-0.4189738120667127,-0.13471914077305264,-0.3827322062651888,-0.21019350197386066,-0.21112181485019238,-0.3556996465650803,-0.2960526950257977,0.7370809965564935,-0.3022872931414864,0.11436470959239295,0.0194935752132268,-0.20122324607833642,0.283920825014492,1.0,-0.6522957758487984,0.9600870767455542,0.2843476667279249,0.17945309440424215,-0.8401466860759076,0.8530371179448256,0.22521671025382475,0.22902974776616702,0.2515974343950471,
DTB3,-0.5157958577441683,-0.5124399831569479,-0.6257390040466104,-0.38376959850678366,-0.29645577271739515,-0.703778808514439,-0.4845932355838572,-0.29737564914110004,-0.42987424333232294,-0.5611018707772559,-0.24949289965805901,-0.7427608462057043,0.00724000632820275,-0.07692041768195289,-0.7429352212494904,-0.40419035924915747,-0.38093525101481673,-0.32244178563900244,0.9993497806680938,-0.35046658684390913,-0.45775734084683156,-0.5863152426643867,0.019476743194967613,-0.27924658869412683,-0.034882516718226994,-0.2653959013635567,-0.2125293713285464,-0.004157718546922574,0.0561586131792097,-0.6051244538540332,-0.040492864923934335,-0.35316147280592275,-0.3224231544512469,0.11233865431881201,-0.5611018707772559,-0.6522957758487984,1.0,-0.7053481415725071,-0.2828648877156181,0.15498883813968048,0.6358329944630172,-0.7569536323806422,0.27326175241404876,-0.08285880748790919,0.6823968496202236,
ZF=F,-0.5180272361206715,-0.5218476737289481,-0.4310710358969074,-0.587794926810143,-0.20380754465854511,-0.25339121709485296,-0.3579991741795559,-0.4145256631960947,-0.29958178665809376,-0.047374886353196435,-0.4625501219265784,-0.13454833056373497,-0.6131203946585699,-0.5118642377955019,0.10030104147305309,-0.19559275946045782,-0.18546799519219417,-0.2100094596039907,-0.7732484547985359,-0.10661506141744687,-0.04972859656832111,0.061299544470841655,-0.320720621616114,-0.07215631868973105,-0.27349000425428066,-0.13383351432770232,-0.10829184344239015,-0.22172561505928087,-0.15818792696499648,0.5660770903826459,-0.16482329074529106,0.2245789225503255,0.08943523566676005,-0.07870928842028839,0.38611630043827705,0.9600870767455542,-0.7053481415725071,1.0,0.48102350767775914,0.3671225257819227,-0.8250384308020671,0.9522913115223459,0.4216435769544589,0.4514168278400971,0.4425825173486418,
PL=F,-0.547749859345828,-0.5489213975577955,-0.5097064493747757,-0.5906573722205403,0.8169204281761844,-0.4279396226928561,-0.14689700673605594,-0.7876048085812956,0.07399867166965587,0.4018514350829539,0.06191952211937915,-0.22642578307292582,-0.6919415656724044,0.035948984543631594,0.18485144379647586,0.3555447644070724,0.28428102242165293,0.32532278737633985,-0.532178444278273,0.4493071377128467,0.384133266703333,0.3471930565856898,0.4572123505999801,0.4470989185529459,0.4878518499787086,0.42381843061121005,0.4558512245998637,0.5740153227660518,0.6434580268654209,-0.37580554854100456,0.3092183137381575,0.594531162862824,-0.03686241843610526,0.25147103698916157,0.7862966506348713,0.2843476667279249,-0.2828648877156181,0.48102350767775914,1.0,0.7954641473663784,-0.4811068562231279,0.5497837052606136,0.9488191747915853,0.7813722509911974,0.8897849026095778,
EURUSD=X,-0.5647633897246839,-0.5662964530902848,-0.5331977435983907,-0.5502253456693083,-0.08543699610444876,-0.4335278664135016,-0.24114370442248306,-0.9054906288041301,-0.13033227082981044,0.09044796600609754,-0.08681314043936088,-0.3393373118824643,-0.7743312990016812,-0.1460865939628704,0.00270420785182053,0.21099113479283574,-0.02655226058148014,0.03737269109693554,-0.27412825412783354,0.164872937520031,0.0823029092030871,0.2116467223204206,0.2538024106932688,0.1350539572246995,0.24859708510061893,0.2686676075591826,0.21850585080972937,0.41395954676226027,0.48834650208619257,-0.4144355803714731,0.07240750435976356,0.3223597178337075,-0.1222239005550579,0.038836160064104806,0.5494211180571692,0.17945309440424215,0.15498883813968048,0.3671225257819227,0.7954641473663784,1.0,-0.7280253172925845,0.4306064067561987,0.848300807011786,0.710924473085188,0.8300148285816311,
OJ=F,-0.5763698017296705,-0.570199373556066,-0.6926776618809297,-0.5494787871844092,-0.7309451109240023,-0.33648762830882606,-0.42820440660390563,0.7502813103304179,0.0837351853863615,-0.34235246437245775,0.5492891350035527,0.07588837933693593,0.7860061721137788,0.7491141918537837,0.0744263148006838,-0.21754060152898366,0.6217989991626922,0.6766609330448108,0.6160185768152989,0.6330493054531808,0.06731826007470718,0.786248121442281,0.787452068260944,0.7536801606200053,0.7995634127313199,0.24297569383502898,0.5352138921073757,0.7041667512831205,0.7049839975429004,-0.8443596629124885,0.10214757535835764,0.10103658417711413,-0.5776510263470543,0.2745482057753039,-0.34235246437245775,-0.8401466860759076,0.6358329944630172,-0.8250384308020671,-0.4811068562231279,-0.7280253172925845,1.0,-0.7916263962327846,-0.33419958697866364,-0.7273866097962389,0.5624350355009459,
ZT=F,-0.5920524094945945,-0.5961253091351778,-0.5238374061628379,-0.6756722787116515,-0.12677629666816603,-0.4005893734126437,-0.40268339668337283,-0.5267501116912852,-0.329290150436997,-0.06485979353928527,-0.46860686892837816,-0.2508019479649501,-0.5246985334407207,-0.48733322897683323,-0.07425924526273708,-0.2236665832778093,-0.21805783598295467,-0.2237923136275836,-0.8703491243529466,-0.12419346857333084,-0.01872535200921889,-0.0008846269901961043,-0.3085590188043045,-0.13483149879314588,-0.24395047781541945,-0.12674638080406084,-0.043346023767361436,-0.1839320318032462,-0.1406113261538807,0.43316674919301285,0.061114477151006895,0.20022029280828457,0.29190853286931556,0.16102335960439723,0.3067745791165235,0.8530371179448256,-0.7569536323806422,0.9522913115223459,0.5497837052606136,0.4306064067561987,-0.7916263962327846,1.0,0.4629270237166368,0.6317832236068223,0.5074866729730165,
AUDUSD=X,-0.6266591311555012,-0.6270752112617444,-0.5872254095437006,-0.6412390150833621,0.45307467667942114,-0.5144804493846039,-0.24321579105773086,-0.8495067308399745,-0.04093448683927254,0.22482537394619923,0.017542794421999214,-0.3274901995382006,-0.7968911034467963,-0.029365330989573484,0.11947930193440251,0.2967490767802659,0.2052293521897365,0.24196187848565892,-0.39293670584784574,0.3683960541096689,0.2912689264334173,0.2694439444002446,0.4099630756702822,0.4053480101055042,0.43509691237272213,0.3483861180187168,0.3462194021028519,0.5316432009619982,0.619072797780965,-0.42598379737542963,0.16908003933993965,0.5996944834609919,-0.16529118808459467,0.10961438712763964,0.7706859604317258,0.22521671025382475,0.27326175241404876,0.4216435769544589,0.9488191747915853,0.848300807011786,-0.33419958697866364,0.4629270237166368,1.0,0.7386331828332829,0.9478813219122746,
GBPUSD=X,-0.6771130391948859,-0.6792011175846204,-0.6629157798623134,-0.7270708203636259,0.3688346316027999,-0.6542144401095839,-0.3507824681478423,-0.831263522312546,-0.2129534447829228,-0.11140713803894056,-0.22588654299817454,-0.40251081734114963,-0.43790886328794265,-0.2203472656432445,-0.27849130947125206,0.015439015046061697,-0.08017734964000094,0.014817651617575974,-0.6094515784478205,0.09475207639545773,0.08349490269581479,0.06297390091670099,0.09036765212942083,0.06828158053301672,0.15477755436344112,0.18076308360489018,0.26409945583017846,0.22501615662840493,0.2784373660549639,-0.29398416243622666,0.525086979928863,0.17696393782391145,0.4057853232389134,0.5526647831957885,0.36073980087982555,0.22902974776616702,-0.08285880748790919,0.4514168278400971,0.7813722509911974,0.710924473085188,-0.7273866097962389,0.6317832236068223,0.7386331828332829,1.0,0.7507711369884382,
BRLUSD=X,-0.7906868492000364,-0.7910139407771504,-0.7665805755536529,-0.7879404736263382,-0.3774882947938294,-0.6607452086244288,-0.4572084685553341,-0.8764931812897969,-0.27338047219894673,-0.17842166559807893,-0.18851605299239488,-0.5233060965328777,-0.8025855454030324,-0.21338729621412583,-0.09924935905404102,0.05244923549711449,-0.023676318440013826,0.012909683014492124,-0.36507461257029067,0.13449267585212613,0.13472811386533565,0.07559250257349658,0.23353001165118997,0.18080787582742275,0.2529113331797617,0.14370376634905127,0.1834888390511935,0.364079134655133,0.4523603251699287,-0.37224960652004124,0.12690321134109372,0.4728716907281652,-0.1266095066116325,0.13780494744012828,0.5932922498819682,0.2515974343950471,0.6823968496202236,0.4425825173486418,0.8897849026095778,0.8300148285816311,0.5624350355009459,0.5074866729730165,0.9478813219122746,0.7507711369884382,1.0,
trending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
