,Date,buy_volume_pct,sell_volume_pct,daily_buy_vol,daily_sell_vol,net_daily_vol,20td_trend_vol,20td_tot_daily_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,20td_tvf_vel,50td_trend_vol,50td_tot_daily_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,MIN_Lookback_One_Year,MIN_Lookback_2_Months,MIN_Lookback_1_Months,risk_trend_factor,risk_per_share,volume_factor,Adj Close,50tdBOLD,50tdMA-TP,50tdBOLU,200tdSMA,200tdSDev,adf_50td,tau_50td,tau_50td_p,hurst_50td,sector_50td_tvf_vel,sector_20td_tvf_vel,sector_risk_trend_factor,Sector,Sector Symbol,Market Index,Index Symbol,shortName,beta,currentRatio,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,sharesOutstanding,shortRatio,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEPS,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingPE
UCBI,2022-08-18 00:00:00,0.6341458876069966,-0.36585411239300336,152448.671380722,-87951.328619278,64497.342761443986,3492998.1784392665,8384800.0,0.4165869404683793,0.06879511628739313,6.055472582211768,3492998.1784392665,8384800.0,0.4165869404683793,0.03439755814369656,12.110945164423535,36.66999816894531,39.31999969482422,39.31999969482422,-0.8919626491388284,7.590000152587891,0.7891112774216245,36.18000030517578,27.490132992738754,31.871096305847168,36.252059618955585,33.653972444534304,2.675785882792325,0.975700470010089,0.8385784806436847,9.223364035507035e-18,,1.803823207196563,0.9019116035982815,-3.8469735897772344,Financial Services,VFH,SP600,SLY,"United Community Banks, Inc.",1.046828,,,0.84,0.0247,-0.221,-0.049,,0.0,1655164800,error,13.674241,,0.0,744402000,0.8634,Banks—Regional,error,,1308528000,1:5,3821293056,,0.46317002,0.3402,12.03,1.5424054,5.0681424,0.31923,,0.01117,0.101610005,0.101,7.727,105853000,4.16,,1215707008,11.465,324371008,753982976,error,0.76,0.02100608,11.762789
PPL,2022-08-18 00:00:00,0.9565206574560894,-0.043479342543910574,2994196.6140347966,-136103.38596520326,2858093.228069593,40656502.25666542,98756000.0,0.4116864014000711,0.07425181729104605,5.544462296274545,40656502.25666542,98756000.0,0.4116864014000711,0.03712590864552302,11.08892459254909,30.719999313354492,30.719999313354492,30.719999313354492,0.12000033729954769,4.75,0.9439709039355607,30.90999984741211,25.174404163136757,27.890666720072428,30.6069292770081,28.48073606491089,1.2968690208055118,0.8234333813065002,0.601474807632515,7.774648217156467e-10,,1.3577722272207613,0.6788861136103806,-0.35108020065745815,Utilities,VPU,SP500,SPY,PPL Corporation,0.774705,0.618,98.854,0.9,0.0292,5.48,5.263,2584999936,0.39923,1655424000,error,19.136646,-574875008,0.42903,2750000000,0.71317,Utilities—Regulated Electric,1655424000,0.225,1433203200,10000:9314,22681860096,1728000000,0.22625,1.2632,,1.6352636,3.50299,0.113199994,0.415,0.02481,0.05155,0.317,8.678,736185024,2.56,,336000000,0.456,13713999872,6474999808,error,1.255,0.040601745,30.81
MOH,2022-08-18 00:00:00,0.3344565830640611,-0.6655434169359389,137729.22090578036,-274070.7790942196,-136341.55818843926,1759085.2624812594,6616500.0,0.26586341154405796,0.049367665738161745,5.385375378170709,1759085.2624812594,6616500.0,0.26586341154405796,0.024683832869080873,10.770750756341418,283.42999267578125,350.19000244140625,350.19000244140625,0.03368900351439996,75.99002075195312,0.9166250754078793,328.7900085449219,244.8090438878332,295.6346665445963,346.4602892013594,305.54584938049317,20.74213936113515,0.9416942205101912,0.8231932086840424,3.395989826360842e-17,,0.9096291173050826,0.4548145586525413,-5.983498233176071,Healthcare,VHT,SP500,SPY,Molina Healthcare Inc,0.799489,1.43,84.488,,,0.345,0.341,1312999936,0.04461,,error,16.686674,591000000,0.121929996,3280000000,1.02469,Healthcare Plans,,,1306108800,3:2,19060285440,1788999936,0.04087,0,1.15,6.7235055,0.6475381,0.02555,1.401,0.06509,0.28923,0.185,508.377,58100000,2.89,,7879000064,135.611,2391000064,29435000832,error,0,0,25.411308
RF,2022-08-18 00:00:00,0.8636328169026295,-0.13636718309737045,3883152.234639293,-613147.7653607067,3270004.469278586,32095075.800411113,138567500.0,0.23162051563614205,0.04650797356966638,4.98023237433012,32095075.800411113,138567500.0,0.23162051563614205,0.02325398678483319,9.96046474866024,23.809999465942383,25.56999969482422,25.56999969482422,-1.1324628565246972,5.3600006103515625,0.8610106572730156,22.959999084472656,17.461128731439064,20.256666717529296,23.052204703619527,21.794507389068603,1.6249522842183899,0.8873960547669717,0.5236929852344026,8.2192113350667e-08,,1.803823207196563,0.9019116035982815,-3.8469735897772344,Financial Services,VFH,SP500,SPY,Regions Financial Corporation,1.299276,,,0.8,0.0378,-0.234,-0.262,,0.0,1661990400,error,10.917875,,0.0,6960000000,0.77711,Banks—Regional,error,,1088640000,12346:10000,21544196096,,0.42985,0.3049,-14.16,1.273096,3.2573626,0.33565,,0.01403,0.12774,-0.12,7.003,953283008,2.4,,20500000768,21.949,2319000064,6614000128,error,0.635,0.027656795,8.467591
NBTB,2022-08-18 00:00:00,0.7619073569482289,-0.2380926430517711,50057.31335149863,-15642.686648501362,34414.62670299727,775748.0188129962,2495500.0,0.31085875328110446,0.06261972166410948,4.964230836868655,775748.0188129962,2495500.0,0.31085875328110446,0.03130986083205474,9.92846167373731,42.33000183105469,42.33000183105469,42.33000183105469,-0.009524028659884578,6.299999237060547,0.8732690222238065,42.310001373291016,34.91128623796815,38.742666727701824,42.5740472174355,37.930599975585935,1.731754421346108,0.9610756053200697,0.8586604172876087,1.4681521680001284e-18,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
DGII,2022-08-18 00:00:00,0.8362064146116078,-0.16379358538839214,418521.3105131097,-81978.68948689027,336542.62102621945,2829592.7132157395,6947800.0,0.40726456046744863,0.08397897258588596,4.849601607723123,2829592.7132157395,6947800.0,0.40726456046744863,0.04198948629294298,9.699203215446246,25.610000610351562,26.030000686645508,27.09000015258789,2.120676501044059,13.59000015258789,1.9122931376552044,35.849998474121094,18.672853518436696,26.867266642252602,35.06167976606851,23.195700035095214,3.4588597554189366,0.9876004558552464,0.7763265306122449,1.791608276828815e-15,,2.749022254792899,1.3745111273964494,-4.419069907365806,Technology,VGT,SP600,SLY,Digi International Inc.,1.409922,1.793,56.834,,,0.305,0.307,66835000,0.18483,,error,18.819672,40059500,0.56713,171155000,0.90636003,Communication Equipment,,,702086400,3:2,1215466752,31093000,0.09891,0,1.23,2.4933033,3.3614223,0.03526,1.092,0.030269999,0.026770001,0.309,10.419,35292300,7.06,,41515000,1.176,276737984,361592992,error,0,0,90.63158
SFNC,2022-08-18 00:00:00,0.9393983180649077,-0.060601681935092334,298822.6049764471,-19277.395023552872,279545.20995289425,3973763.49331406,11052600.0,0.3595320099627291,0.07496990671598472,4.795684371394201,3973763.49331406,11052600.0,0.3595320099627291,0.03748495335799236,9.591368742788402,32.7599983215332,32.7599983215332,32.7599983215332,-3.655289622491356,5.85999870300293,1.023833222505523,25.6200008392334,19.60266277748409,22.53199996948242,25.461337161480753,26.719499921798707,3.2669784772708703,0.9389502886782085,0.4001633653325206,4.150758094928996e-05,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
CHCO,2022-08-18 00:00:00,0.4936695413676881,-0.5063304586323119,10416.427322858219,-10683.57267714178,-267.14535428356066,308866.76634098374,948700.0,0.3255684266269461,0.0679858547252518,4.788767133143375,308866.76634098374,948700.0,0.3255684266269461,0.0339929273626259,9.57753426628675,86.30000305175781,86.30000305175781,86.30000305175781,0.7908675373239143,13.580001831054688,0.7675994362616476,89.87999725341797,75.61242616096244,82.77873346964518,89.94504077832791,80.78540004730225,2.8975561374744863,0.9679612373896851,0.7513271349100388,1.4045947400255659e-14,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
UPS,2022-08-18 00:00:00,0.95962045181891,-0.040379548181090005,1836617.5827362118,-77282.41726378816,1759335.1654724237,18615114.57625363,47932800.0,0.38835858902992587,0.0841955113441991,4.612580680723937,18615114.57625363,47932800.0,0.38835858902992587,0.04209775567209955,9.225161361447874,219.58999633789062,233.72000122070312,233.72000122070312,-1.9002718822310944,33.089996337890625,0.7089703265122822,208.0500030517578,166.7148753414445,186.2941999308268,205.87352452020912,197.96404182434082,14.634797271518243,0.9723778627785531,0.7746938775510204,2.050536833680826e-15,,1.7160192907844143,0.8580096453922071,-3.2956523131373467,Industrials,VIS,SP500,SPY,"United Parcel Service, Inc.",1.080927,1.475,147.805,6.08,0.0297,0.066,0.065,16636999680,0.16620001,1660262400,error,15.947207,7236499968,0.24519,26867000000,0.727,Integrated Freight & Logistics,1660262400,1.52,,,180726317056,14846000128,0.13606,0.408,,11.132297,1.8054758,0.10922,1.374,0.12614,0.80591005,0.057,114.53,731854016,4.2,,12071000064,13.896,24106999808,100098998272,error,5.08,0.024417207,16.463665
NMIH,2022-08-18 00:00:00,0.8085108109862996,-0.1914891890137004,411370.30062982923,-97429.69937017077,313940.60125965846,3172522.8881333987,7885800.0,0.4023083121729436,0.08788979210846087,4.57741795175113,3172522.8881333987,7885800.0,0.4023083121729436,0.04394489605423044,9.15483590350226,26.81999969482422,27.25,27.25,-1.675675084397337,7.585000991821289,0.5997206034975889,22.8700008392334,14.193088187152656,18.333073399861654,22.473058612570654,20.569774990081786,2.664234445736518,0.9882346622731761,0.6729363045535047,5.7689564805979675e-12,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
