,Date,buy_volume_pct,sell_volume_pct,daily_buy_vol,daily_sell_vol,net_daily_vol,20td_trend_vol,20td_tot_daily_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,20td_tvf_vel,50td_trend_vol,50td_tot_daily_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,MIN_Lookback_One_Year,MIN_Lookback_2_Months,MIN_Lookback_1_Months,risk_trend_factor,risk_per_share,volume_factor,Adj Close,50tdBOLD,50tdMA-TP,50tdBOLU,200tdSMA,200tdSDev,adf_50td,tau_50td,tau_50td_p,hurst_50td,sector_50td_tvf_vel,sector_20td_tvf_vel,sector_risk_trend_factor,Sector,Sector Symbol,Market Index,Index Symbol,shortName,beta,currentRatio,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,sharesOutstanding,shortRatio,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEPS,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingPE
PVH,2022-08-23 00:00:00,0.3503403390674995,-0.6496596609325005,242610.6848042434,-449889.3151957566,-207278.6303915132,5228663.764907522,19312500.0,0.27073987132207233,0.060401029866596956,4.482371772799808,5228663.764907522,19312500.0,0.27073987132207233,0.030200514933298478,8.964743545599616,121.18000030517578,125.41999816894531,125.41999816894531,-10.470798694909675,16.779998779296875,0.8415902460704563,65.44000244140625,53.83337700134156,61.83853340148926,69.84368980163696,82.83457941055298,19.210656732286658,0.5084516651478437,0.4556962405215235,3.045102698563716e-06,,1.6026131329722784,0.8013065664861392,-6.121466868605742,Consumer Cyclical,VCR,SP500,SPY,PVH Corp.,2.083865,1.386,72.298,0.15,0.0023999999,0.406,0.332,1242899968,0.13512,1654560000,error,8.385787,867362496,0.57987,5324100000,1.0250499,Apparel Manufacturing,error,,687052800,2:1,4624119808,956899968,0.10215,0.0054,-1.15,0.99405795,0.50272554,0.10714,0.668,0.04776,0.19504999,0.021,131.401,69977600,1.97,,748700032,11.181,3808999936,9198100480,error,0.037,0.00056540343,error
PPL,2022-08-23 00:00:00,0.5217355248536314,-0.47826447514636855,2004716.5806975933,-1837683.4193024065,167033.1613951868,29579925.62965743,97031300.0,0.3048493180000415,0.06820951286157717,4.469307948565705,29579925.62965743,97031300.0,0.3048493180000415,0.034104756430788585,8.93861589713141,30.719999313354492,30.719999313354492,30.719999313354492,-0.3223683082275752,4.559999465942383,0.9322621381765337,30.229999542236328,25.080777929955193,27.95086671193441,30.820955493913626,28.506106090545654,1.318253689104781,0.9139159246487685,0.771186137525286,3.231468690645481e-15,,-0.06437194379310684,-0.03218597189655342,-0.7968476958519708,Utilities,VPU,SP500,SPY,PPL Corporation,0.774705,0.618,98.854,0.9,0.0298,5.48,5.263,2584999936,0.39923,1655424000,error,18.770185,-574875008,0.42903,2750000000,0.71412003,Utilities—Regulated Electric,1655424000,0.225,1433203200,10000:9314,22247510016,1728000000,0.22625,1.2632,,1.6039488,3.435909,0.113199994,0.415,0.02481,0.05155,0.317,8.678,736185024,2.56,,336000000,0.456,13713999872,6474999808,error,1.255,0.041515052,30.525251
MTDR,2022-08-23 00:00:00,0.27898446062773924,-0.7210155393722608,352301.5768807091,-910498.423119291,-558196.8462385819,6483803.024351278,23125200.0,0.2803782464303564,0.0639352506062511,4.3853467965126445,6483803.024351278,23125200.0,0.2803782464303564,0.03196762530312555,8.770693593025289,38.04999923706055,67.77999877929688,67.77999877929688,0.47886676741994927,22.240001678466797,0.5898632364272134,61.41999816894531,40.931435314802926,52.32699994405111,63.722564573299294,48.95420190811157,7.364495297312548,0.6559312240428841,0.34953044971901803,0.0003432204590878537,,1.5022941684720736,0.7511470842360368,-1.508304508724663,Energy,VDE,SP400,MDYG,Matador Resources Company,3.710044,1.315,48.749,0.4,0.0064,2.899,2.925,1856194944,0.73463994,1660608000,error,6.067764,156971248,0.85464996,1462239000,0.92068,Oil & Gas E&P,1660608000,0.1,,,7403636224,1601016064,0.57768,0.0201,0.53,2.927604,2.9301894,0.41210997,1.131,0.20737,0.49939,1.196,21.483,118118000,6.42,,230394000,1.952,1336712960,2526674944,error,0.175,0.0028492347,7.0506186
MODV,2022-08-23 00:00:00,0.9451412813800839,-0.05485871861991608,112471.81248422999,-6528.187515770013,105943.62496845998,505742.8685866556,1656900.0,0.30523439470496444,0.06964589126224532,4.382661908304566,505742.8685866556,1656900.0,0.30523439470496444,0.03482294563112266,8.765323816609133,193.02000427246094,211.94000244140625,211.94000244140625,-6.8329506655854315,39.27000427246094,1.0203132049004988,116.19000244140625,75.12353659431713,97.79353342692059,120.46353025952405,114.23765003204346,19.280462242829415,0.9235994181953546,0.6974275795795359,9.076005092930425e-13,,0.6838088729292218,0.3419044364646109,-6.445659089282068,Healthcare,VHT,SP600,SLY,ModivCare Inc.,0.783312,0.831,271.181,,,-0.985,-0.983,162728000,0.07684,,error,15.81976,145766128,0.20516,412594000,1.09884,Medical Care Facilities,error,,,,1658836224,121346000,0.0444,0,0.23,4.111952,0.7832986,-0.011849999,0.775,0.03224,-0.06242,0.266,151.049,13999800,8.55,,194063008,13.815,1020182976,2117757056,error,,,74.33501
DE,2022-08-23 00:00:00,0.36514369419642856,-0.6348563058035714,872620.400390625,-1517179.599609375,-644559.19921875,10367246.894831285,31755800.0,0.3264678230380367,0.07596480388201299,4.297619507385288,10367246.894831285,31755800.0,0.3264678230380367,0.037982401941006494,8.595239014770575,400.3399963378906,446.760009765625,446.760009765625,-1.656097214232936,102.17999267578125,0.8925477677881772,374.8800048828125,276.7413263156726,326.00172241210936,375.2621185085461,360.9189527893066,33.2913259722817,0.684637257208947,0.5428571428571428,2.6573829779311937e-08,,1.6270819195074742,0.8135409597537371,-3.693256055360494,Industrials,VIS,SP500,SPY,Deere & Company,1.105327,1.967,267.775,4.52,0.0121,0.158,0.13,9395000320,0.19440001,1656460800,error,14.589901,3020124928,0.26656,12188000000,0.78095,Farm & Heavy Construction Machinery,1656460800,1.13,1196726400,2:1,116563460096,3830000128,0.17743999,0.2139,1.18,6.0935,2.411974,0.12763,1.682,0.063990004,0.35389,0.226,157.597,305636000,2.06,,3542000128,11.647,51228000256,48327000064,error,4.28,0.0114169875,19.059471
WOR,2022-08-23 00:00:00,0.3230757041788566,-0.6769242958211434,35150.6366146596,-73649.3633853404,-38498.726770680805,954560.0178897684,2961300.0,0.32234492212533966,0.07524609924848394,4.283875514408599,954560.0178897684,2961300.0,0.32234492212533966,0.03762304962424197,8.567751028817199,62.83000183105469,62.83000183105469,62.83000183105469,-1.8945181926117705,14.40999984741211,0.5884293607593045,53.72999954223633,38.18106142154674,47.37419995625814,56.56733849096954,51.320063285827636,5.136491132011941,0.845026373719604,0.7426473066740593,2.866986724462042e-14,,error,error,error,error,error,SP400,MDYG,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
ATI,2022-08-23 00:00:00,0.011236219932449809,-0.9887637800675502,16638.594475971677,-1464161.4055240282,-1447522.8110480565,8767485.058304356,34475600.0,0.2543098614180567,0.06010552262203696,4.231056487392011,8767485.058304356,34475600.0,0.2543098614180567,0.03005276131101848,8.462112974784022,25.040000915527344,30.739999771118164,30.739999771118164,0.6471532327338314,12.470001220703125,0.9404274755161861,31.530000686645508,17.87788764501045,25.279800033569337,32.68171242212823,23.27604998111725,4.8685735739932925,0.9465691975693395,0.6593139455291153,1.4691808343988114e-11,,1.6270819195074742,0.8135409597537371,-3.693256055360494,Industrials,VIS,SP600,SLY,ATI Inc.,1.310695,2.89,194.194,,,,,452900000,0.13788,1471305600,error,13.400826,-162287504,0.1675,334000000,1.04236,Metal Fabrication,1471305600,0.08,,,4212721920,-103700000,0.099980004,0,0.1,5.5218797,1.2825288,0.0035899999,1.196,0.050040003,0.042,0.557,25.997,129902000,10.46,,274500000,2.113,1735900032,3284699904,error,0,0,360.3333
UCBI,2022-08-23 00:00:00,0.17307706415288118,-0.8269229358471188,56648.123097238014,-270651.876902762,-214003.75380552397,3330575.657453566,8667300.0,0.38426911004044695,0.09172106129527277,4.189540598569719,3330575.657453566,8667300.0,0.38426911004044695,0.045860530647636386,8.379081197139438,36.66999816894531,39.31999969482422,39.31999969482422,-1.6114911601843787,7.310001373291016,0.7910677170222858,34.5099983215332,27.608711338751743,32.15346664428711,36.69822194982247,33.648939542770385,2.673604770486243,0.6150349280449263,0.863098319258997,1.008017549163346e-18,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
MTB,2022-08-23 00:00:00,0.23376863576613888,-0.7662313642338611,160645.80649849062,-526554.1935015094,-365908.38700301875,4343575.898192404,17282700.0,0.2513250764170184,0.060789170419720664,4.134372531846328,4343575.898192404,17282700.0,0.2513250764170184,0.030394585209860332,8.268745063692656,168.27000427246094,186.9499969482422,186.9499969482422,0.2404753957983952,44.6199951171875,0.802539567450273,184.3000030517578,147.31053164734053,169.9334003702799,192.5562690932193,167.34558219909667,11.408719250276995,0.8770326669505493,0.5608163265306123,9.102495844070119e-09,,1.3242260183509962,0.6621130091754981,-4.562900778084102,Financial Services,VFH,SP500,SPY,M&T Bank Corporation,0.886334,,,4.8,0.027,-0.211,-0.19,,0.0,1653955200,error,15.635283,,0.0,6066772000,0.71597,Banks—Regional,error,,970790400,10:1,23721791488,3015992064,0.41219002,0.4468,0.77,1.5606692,3.960338,0.29611,,0.01181,0.10335,-0.051,46.523,128685000,2.75,,37656698880,209.883,3814477056,5989839872,error,4.4,0.023874119,16.244272
BDC,2022-08-23 00:00:00,0.36507801950941865,-0.6349219804905814,97110.75318950535,-168889.24681049463,-71778.49362098928,1234799.0839976147,4776900.0,0.25849381062982574,0.06272568015700881,4.121020449404282,1234799.0839976147,4776900.0,0.25849381062982574,0.03136284007850441,8.242040898808565,56.2400016784668,68.87000274658203,68.87000274658203,0.4865685118230506,19.729995727539062,0.8596738029075964,67.86000061035156,46.79372301370927,60.171866811116544,73.55001060852382,58.61871395111084,5.464642340409632,0.8461828017423864,0.8383673469387755,8.64343447346655e-18,,error,error,error,error,error,SP400,MDYG,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
PAYX,2022-08-23 00:00:00,0.11038890265048303,-0.8896110973495169,113126.547436215,-911673.4525637849,-798546.9051275699,8363547.229881655,27403500.0,0.30519996459874305,0.07508487832090317,4.064732758763454,8363547.229881655,27403500.0,0.30519996459874305,0.037542439160451586,8.129465517526908,118.22000122070312,141.9199981689453,141.9199981689453,0.10388700086107008,28.300003051757812,0.821997302927949,135.0,106.74161656545063,123.15726654052735,139.57291651560405,124.71565006256104,7.203385619515235,0.9069401842298785,0.6495100206885337,2.920448528137019e-11,,1.6270819195074742,0.8135409597537371,-3.693256055360494,Industrials,VIS,SP500,SPY,"Paychex, Inc.",0.994713,1.249,29.376,3.16,0.0234,0.139,0.127,2031800064,0.44057,1660089600,error,30.561087,1577325056,0.70589995,3255400000,0.7347,Staffing & Employment Services,1660089600,0.79,959040000,3:2,48616239104,1505500032,0.39898998,0.7214,,15.758284,10.541934,0.30201,0.482,0.12194,0.46171,0.112,12.789,359907008,5.83,,1223900032,3.401,906300032,4611700224,error,2.77,0.020518519,35.177086
IT,2022-08-23 00:00:00,0.05882101519891949,-0.9411789848010805,18116.872681267203,-289883.1273187328,-271766.2546374656,2426748.1395251905,9550000.0,0.25410975282986287,0.06275744295091476,4.049077541744536,2426748.1395251905,9550000.0,0.25410975282986287,0.03137872147545738,8.098155083489072,312.7699890136719,369.0,369.0,-1.6703629311185002,86.58000183105469,0.90297620950854,302.04998779296875,205.0808233527559,262.50880025227866,319.9367771518014,285.8570503234863,29.180522784828803,0.9160453527218787,0.7795918367346939,1.3665786971689698e-15,,2.529660676850889,1.2648303384254445,-4.8808643050935006,Technology,VGT,SP500,SPY,"Gartner, Inc.",1.476372,0.697,2747.542,,,0.13,0.051,1157395968,0.23656,932342400,error,53.381207,1109792000,0.69615,3289869000,0.93617,Information Technology Services,error,,828316800,2:1,24759695360,1322957056,0.20183,0,3.46,24.529087,5.0605755,0.16391,0.553,0.08866,1.58847,0.144,58.635,82239000,3.25,,456175008,5.664,3246302976,4892663808,error,,,101.71284
NATI,2022-08-23 00:00:00,0.13725475529758477,-0.8627452447024152,65813.6551651919,-413686.3448348081,-347872.6896696162,8132971.600102438,16492500.0,0.49313152039426633,0.12295156854970948,4.010778603405068,8132971.600102438,16492500.0,0.49313152039426633,0.06147578427485474,8.021557206810137,45.97999954223633,45.97999954223633,45.97999954223633,-1.0458301072485987,13.309999465942383,1.1790345346084385,41.34000015258789,27.122204940983003,35.22313331604004,43.32406169109708,38.71630001068115,4.0430156290009736,0.965429326553897,0.7121841084642802,3.1737784063418524e-13,,2.529660676850889,1.2648303384254445,-4.8808643050935006,Technology,VGT,SP400,MDYG,National Instruments Corporatio,1.100468,2.492,44.872,1.12,0.0295,-0.308,-0.282,240187008,0.15312,1659657600,error,27.567375,-13828250,0.69969004,1048693000,0.99117,Software—Application,1651795200,0.28,1298419200,3:2,5098733056,46274000,0.10141,1.3924,5.39,4.40154,3.250555,0.06706,1.247,0.04971,0.0875,0.141,11.853,131174000,2.55,,110873000,0.838,524332992,1568573056,error,1.1,0.028947368,49.20253
FELE,2022-08-23 00:00:00,0.36024470918275475,-0.6397552908172452,36708.935865722706,-65191.064134277294,-28482.12826855459,1691461.6461649565,3469200.0,0.48756533095957466,0.12454688968476077,3.91471302249013,1691461.6461649565,3469200.0,0.48756533095957466,0.062273444842380385,7.82942604498026,87.69999694824219,96.94999694824219,96.94999694824219,-0.2511953371748739,27.19000244140625,1.0738868910124142,91.58999633789062,61.874553440673054,80.89743977864583,99.92032611661861,82.92342033386231,8.174240661405667,0.8198853475589675,0.8182932491085423,5.208860222225491e-17,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
HAYN,2022-08-23 00:00:00,0.28571506422308324,-0.7142849357769168,12142.890229481038,-30357.109770518964,-18214.219541037928,235757.98594002236,1194000.0,0.197452249531007,0.05075374749689468,3.890397443914618,235757.98594002236,1194000.0,0.197452249531007,0.02537687374844734,7.780794887829236,40.81999969482422,49.7599983215332,49.7599983215332,-0.6512578791131599,17.09000015258789,0.8417336781563641,43.06999969482422,25.856927877181143,35.866600049336746,45.87627222149235,38.87949621200561,3.9804030594933737,0.953236124849838,0.5079624759935262,1.9596647196409074e-07,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
NMIH,2022-08-23 00:00:00,0.235293787656094,-0.764706212343906,67364.61140593971,-218935.3885940603,-151570.77718812058,2767972.906636902,8098000.0,0.34180944759655496,0.08788979210846087,3.889068791683375,2767972.906636902,8098000.0,0.34180944759655496,0.04394489605423044,7.77813758336675,26.81999969482422,27.25,27.25,-2.115128663656951,6.775001525878906,0.6188030283417024,22.329999923706055,13.978018718078202,18.554506721496583,23.130994724914963,20.556674995422362,2.647277732710168,0.9699893998729032,0.8098176442438993,1.2045580199030273e-16,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
