,SYMBOL,exp_return,discounted_return,qtr_return,sell_date,stop_loss_price,days_delta,disc_rtn,qtr_rtn,outer_cv_avg_abs_err_n11,outer_cv_std_n11,mean_revert_flag,yhat_upper,yhat_lower,21dMA-TP,90dSMA,90d_lower,90d_upper,21dBOLU,90dSDev,21dBOLD,Adj Close,Date,Index Symbol,MIN_Lookback_1_Months,MIN_Lookback_2_Months,MIN_Lookback_One_Year,Market Index,Sector,Sector Symbol,adf,hurst,risk_per_share,risk_trend_factor,sector_risk_trend_factor,volume_factor,outer_cv_avg_abs_err_n11_ratio,outer_cv_std_n11_ratio
PWR,PWR,0.10906484241488869,0.001479910787679506,1.1457404915667435,2022-09-21,111.6941335124381,70,0.001479910787679506,1.1457404915667435,209.0605929224883,179.18139499707019,False,160.59617336968063,125.6952165797029,123.76699886624776,122.28683132595486,106.83555346388403,137.7381091880257,133.29539574298192,7.725638931035418,114.2386019895136,127.72000122070312,2022-07-12,SPY,140.0399932861328,140.0399932861328,101.95999908447266,SP500,Industrials,VIS,0.9859280243168318,0.4267552664909372,29.210006713867188,0.03834364080578507,-5.230955570555336,1.1389531333622454,1.6368665120917651,1.4029235302577283
NOC,NOC,0.10082219321944548,0.0011441939598899609,1.110939071407378,2022-10-05,452.2139785690962,84,0.0011441939598899609,1.110939071407378,1313.720608943972,1960.1371345292239,False,568.0999307423502,469.8878495815291,464.9186103457495,460.2494617038303,434.99428235731585,485.5046410503448,485.8366391448351,12.627589673257246,444.00058154666397,468.8800048828125,2022-07-12,SPY,492.29998779296875,490.82000732421875,379.0299987792969,SP500,Industrials,VIS,0.8555162776993457,0.42448121751082063,56.22998046875,0.7912152979793156,-5.230955570555336,0.904666521907741,2.801826896568795,4.180466460750703
CHEF,CHEF,0.10080284779337073,0.0012480479724699123,1.1215916834081656,2022-09-28,27.113278797377355,77,0.0012480479724699123,1.1215916834081656,130.27356105987568,111.2405283338093,False,61.034165450777245,30.754804608355048,36.640039534795854,35.836825446477015,31.228372125520238,40.44527876743379,43.06463659368799,2.3042266604783883,30.21544247590371,38.689998626708984,2022-07-12,SLY,39.029998779296875,39.029998779296875,35.56999969482422,SP600,Consumer Defensive,VDC,0.2812113420276413,0.48188691832473046,11.600000381469727,0.21034470228179727,-2.033377233781814,1.0932929520123535,3.3671120621323447,2.8751752980682785
RGP,RGP,0.08808005455398822,0.0010054423243004429,1.0968629292354812,2022-10-05,18.122704232490378,84,0.0010054423243004429,1.0968629292354812,3.806362072461497,4.283516549941668,False,24.628374417236802,18.86286768628623,19.512182523333838,18.188912686847505,15.463433804718024,20.914391568976985,21.86369143247988,1.3627394410647404,17.160673614187797,19.719999313354492,2022-07-12,SLY,20.15999984741211,20.15999984741211,15.449999809265137,SP600,Industrials,VIS,0.7155183827486195,0.3755938808365039,5.490001678466797,0.6174858651265207,-5.230955570555336,1.849798359573624,0.1930203957909779,0.21721687115074323
HSY,HSY,0.08757769929129705,0.0009999392377957328,1.0963083016611206,2022-10-05,212.45253926931608,84,0.0009999392377957328,1.0963083016611206,171.87546364235124,87.01304658883775,False,262.17680739922434,221.6226648002068,215.4718652149988,217.36094919840494,203.4724213697508,231.24947702705907,226.6438090574681,6.944263914327074,204.29992137252947,220.1300048828125,2022-07-12,SPY,231.60000610351562,231.60000610351562,178.36000061035156,SP500,Consumer Defensive,VDC,0.9895906142671822,0.44672122451502033,28.220001220703125,0.6672573003731969,-2.033377233781814,1.2256291673866284,0.7807907138050088,0.3952802646561502
GO,GO,0.0856547226378735,0.0029394272406568778,1.310004578943782,2022-08-10,41.99614851282612,28,0.0029394272406568778,1.310004578943782,34.668905869697326,33.29928985947771,False,53.8315293280026,42.187326430740754,41.93224607195173,37.614643036373074,29.96539841336277,45.26388765938338,45.80410242328014,3.824622311505152,38.06038972062332,43.63999938964844,2022-07-12,MDYG,39.5,37.36000061035156,36.77000045776367,SP400,Consumer Defensive,VDC,0.23641570134917012,0.42108889068301775,10.580001831054688,1.6342149440919795,-2.033377233781814,1.4288768444498607,0.7944295681617474,0.7630451495234535
MUSA,MUSA,0.07964185285831482,0.000912670616485256,1.0875499386261707,2022-10-05,228.28562697631276,84,0.000912670616485256,1.0875499386261707,418.9948735036003,498.11409804948374,False,319.58412653416343,251.22248355898233,236.89591174655493,240.0128168984065,220.3205380926905,259.70509570412247,260.61289432499484,9.846139402857998,213.17892916811502,263.239990234375,2022-07-12,MDYG,262.5799865722656,251.27999877929688,159.0,SP400,Consumer Cyclical,VCR,0.9982417527643255,0.4128809520282137,52.46998596191406,2.22717775141748,-8.127184218109923,1.4637084659536561,1.5916839729805086,1.8922432629099752
MCK,MCK,0.07764570377001383,0.000890619673167059,1.085347860348557,2022-10-05,314.4910543844926,84,0.000890619673167059,1.085347860348557,426.7461322112942,604.746178770048,False,390.82164453709987,319.9067786321736,317.3503183031839,320.8422127375527,303.7611375657032,337.9232879094022,336.46559545818246,8.540537585924742,298.2350411481853,327.3800048828125,2022-07-12,SPY,339.94000244140625,339.94000244140625,204.66000366210938,SP500,Healthcare,VHT,0.9988067028336562,0.46053379478319234,40.139984130859375,2.431490899082876,-2.7287905797419385,1.1854818851382987,1.303519231005114,1.8472300377248765
ACC,ACC,0.061068653564455844,0.0009413406246354672,1.090419627386151,2022-09-14,60.67540202336594,63,0.0009413406246354672,1.090419627386151,36.75460776018568,38.51484018045875,False,76.87995534858536,61.47260604402981,64.55075466822065,64.2241270579989,60.73507264603765,67.71318146996015,65.05174261334368,1.744527205980625,64.04976672309762,64.80000305175781,2022-07-12,MDYG,65.22000122070312,65.0199966430664,49.900001525878906,SP400,error,error,0.9779504897304756,0.4301921620892976,1.3800010681152344,10.333332411909586,error,1.6785184847462544,0.5672007103275691,0.5943647896080456
LNTH,LNTH,0.04947419713204728,0.000627330119268521,1.0593931832387615,2022-09-28,58.30233218185804,77,0.000627330119268521,1.0593931832387615,70.77247495022459,103.11290779978133,False,89.041347067408,53.57013201799167,63.20148796505398,63.70480127183218,55.88536486733988,71.52423767632449,66.84644348346988,3.9097182022461507,59.55653244663807,66.08999633789062,2022-07-12,SLY,73.77999877929688,69.73899841308594,28.736000061035156,SP600,Healthcare,VHT,0.9900108329345051,0.538613403325372,14.599998474121094,1.7818489369273707,-2.7287905797419385,1.8133244157616863,1.0708500358873436,1.5601893404957685
UNH,UNH,0.04922322794776915,0.001373803017927111,1.1346260663420251,2022-08-17,506.38901926417446,35,0.001373803017927111,1.1346260663420251,906.1614266956036,814.219454061349,False,583.0971866578059,499.628601163107,493.5461902921162,500.30119154188367,458.54277632896554,542.0596067548018,538.1112735964725,20.879207606459072,448.9811069877599,514.4199829101562,2022-07-12,SPY,553.2899780273438,553.2899780273438,425.9800109863281,SP500,Healthcare,VHT,0.9704648281641876,0.3033315819022839,78.66998291015625,0.13601098276165716,-2.7287905797419385,1.3922217679385545,1.7615206578276825,1.5827912622195957
PSB,PSB,0.039081737094788974,0.00045650152257858956,1.0428825448588088,2022-10-05,178.05746230603557,84,0.00045650152257858956,1.0428825448588088,332.9448083680025,205.08107684445642,False,214.2508377548461,176.79650291554893,186.71321396600632,184.42857173132518,171.10771167009204,197.7494317925583,187.75595933962012,6.660430030616571,185.67046859239252,187.3000030517578,2022-07-12,MDYG,189.8300018310547,189.8300018310547,165.85000610351562,SP400,error,error,0.8277704785216673,0.4815050812191045,2.8199920654296875,5.812072874450114,error,2.202006876288469,1.7776017242028432,1.0949336545808013
DLTR,DLTR,0.030767440254819964,0.0003608223715421133,1.0337465921435864,2022-10-05,144.26407174785533,84,0.0003608223715421133,1.0337465921435864,370.9492002403959,269.89083725403475,False,195.72936353770504,145.7288675966469,157.86698441278367,158.99900842091395,137.87469610366773,180.12332073816017,168.59119606892648,10.56215615862311,147.14277275664085,164.1300048828125,2022-07-12,SPY,177.19000244140625,177.19000244140625,120.37000274658203,SP500,Consumer Defensive,VDC,0.6765838752756211,0.4341381844279992,45.43000030517578,0.3882898283193114,-2.033377233781814,0.8513720095891675,2.260093762290756,1.6443723220914703
CNC,CNC,0.0278594350119397,0.0039332035816543875,1.4349714676469747,2022-07-20,84.59110710338389,7,0.0039332035816543875,1.4349714676469747,100.02510368934976,127.05233714554643,False,98.71249071121402,80.178782574702,82.46341308714852,82.98357140071808,76.84458602666353,89.12255677477262,90.09074212833683,3.069492687027274,74.83608404596022,86.91000366210938,2022-07-12,SPY,89.91999816894531,89.91999816894531,75.58999633789062,SP500,Healthcare,VHT,0.5183766847386224,0.39214039240996573,13.909996032714844,0.3810222733408256,-2.7287905797419385,0.9478864028322601,1.1509043778001617,1.4618839235067036
MRK,MRK,0.025843535159347182,0.00030379893844156847,1.0283393891984238,2022-10-05,86.86295375413845,84,0.00030379893844156847,1.0283393891984238,36.10865356718461,37.61387854625893,False,103.19518893590762,89.26008556778525,90.11297628614638,89.00964225284638,82.51395133950851,95.50533316618424,97.36543823371368,3.247845456668937,82.86051433857908,93.5999984741211,2022-07-12,SPY,94.91999816894531,91.4000015258789,81.67938995361328,SP500,Healthcare,VHT,0.8253619539985753,0.3414042006822891,12.669998168945312,1.0103084154582274,-2.7287905797419385,1.1358111575755454,0.3857762196135941,0.40185768332740485
LLY,LLY,0.025605117994575086,0.00030103098426104147,1.02807763322643,2022-10-05,291.5377861478494,84,0.00030103098426104147,1.02807763322643,839.1781021038131,840.3808100428532,False,371.3486504490585,295.31828730527934,312.8873004005069,302.6708502391028,273.62196950395185,331.7197309742537,344.5607563327562,14.524440367575476,281.21384446825755,323.5899963378906,2022-07-12,SPY,324.0799865722656,314.0,239.3699951171875,SP500,Healthcare,VHT,0.994324787299247,0.4084341181538028,51.410003662109375,1.815211061597302,-2.7287905797419385,0.8885045709814366,2.5933375926354305,2.5970543575312908
PGR,PGR,0.016589773216488034,0.00021370680852883517,1.019853435041989,2022-09-28,109.70665811327294,77,0.00021370680852883517,1.019853435041989,76.74264531349638,67.76784298895618,False,130.42085411828106,108.42080133108443,114.94728257921005,113.538331531343,105.3531665044667,121.72349655821931,121.82920902762629,4.092582513438155,108.06535613079382,117.05000305175781,2022-07-12,SPY,121.36000061035156,120.16999816894531,107.58999633789062,SP500,Financial Services,VFH,0.9102760962521684,0.35591655606680417,14.919998168945312,0.13605993882165726,-5.291466892294193,1.1945692983462777,0.6556398403472223,0.5789648972413116
SJI,SJI,0.015702351104227994,0.00018549749685603523,1.0172106120064182,2022-10-05,30.95731639888621,84,0.00018549749685603523,1.0172106120064182,18.60817254580588,12.923504838900337,False,39.65092825482431,30.087997710773525,33.998095194498696,33.99502056364029,33.31185775532906,34.67818337195152,34.42570167848414,0.34158140415561633,33.57048871051325,33.95000076293945,2022-07-12,SLY,35.31999969482422,35.31999969482422,29.239999771118164,SP600,error,error,0.21006801004045972,0.42586768933102104,1.7000007629394531,1.1588248493756241,error,0.9077282378901345,0.5481052173088301,0.38066287329830967
BMY,BMY,0.007584060520329663,8.994983236076948e-05,1.0083093449654335,2022-10-05,65.91885247154488,84,8.994983236076948e-05,1.0083093449654335,82.524945860377,66.13884715460202,False,85.1774932040284,67.00539169262466,75.83841175503201,75.7155223725334,73.02696513164784,78.40407961341896,79.87755349453332,1.3442786204427786,71.79927001553071,75.01000213623047,2022-07-12,SPY,78.61000061035156,78.16999816894531,67.98999786376953,SP500,Healthcare,VHT,0.7161422078162133,0.4781921820627284,8.879997253417969,0.02928038806824186,-2.7287905797419385,1.0957828619862973,1.1001858886831941,0.8817337057861033
SNEX,SNEX,0.0019873964467440933,4.7273121793534045e-05,1.0043584951409965,2022-08-24,72.42572450594307,42,4.7273121793534045e-05,1.0043584951409965,50.162046786520335,29.19852766420462,False,91.90607172136441,68.43455715568211,74.97035731966533,73.52452381073482,67.14314435113279,79.90590327033685,79.13525809573137,3.1906897298010146,70.80545654359928,78.8499984741211,2022-07-12,SLY,81.05000305175781,77.5,70.47000122070312,SP600,Financial Services,VFH,0.7714196966621438,0.3721168425646575,11.889999389648438,0.6333045867485945,-5.291466892294193,1.1824131293799864,0.636170548601643,0.3703047334083044
SAFM,SAFM,0.0018093947319828742,2.5825472746987543e-05,1.0023787375308184,2022-09-21,183.82889765118662,70,2.5825472746987543e-05,1.0023787375308184,849.0064035519731,1205.2903494912916,False,240.4004319041913,192.26260393575794,212.78515951974052,199.03960339985196,176.5454233349435,221.5337834647604,222.00061575059263,11.247090032454222,203.5697032888884,214.0399932861328,2022-07-12,MDYG,203.50999450683594,200.0,195.25,SP400,Consumer Defensive,VDC,0.7400182584315456,0.4765036670521193,37.86000061035156,1.1452716495653503,-2.033377233781814,1.7656724109350803,3.966578350696381,5.631145520921579
MGPI,MGPI,-0.004496473029263894,-0.0006435945998497505,0.942490192820275,2022-07-20,92.15726531063046,7,-0.0006435945998497505,0.942490192820275,130.78301063553693,88.2236327322192,False,116.75316351716342,84.81164771815763,96.41869105989971,94.9855823214092,88.12863982816272,101.84252481465568,104.40142560688477,3.4284712466232414,88.43595651291466,100.4800033569336,2022-07-12,SLY,104.0,102.87999725341797,76.68000030517578,SP600,error,error,0.8132764129534948,0.47369550871854005,15.629997253417969,1.1439549362874666,error,1.4689002119132903,1.3015824668213676,0.8780217932400313
Y,Y,-0.005707847786533028,-0.00016353519245126957,0.9850661644332086,2022-08-17,743.7957024970198,35,-0.00016353519245126957,0.9850661644332086,9631.112429702032,9633.834302023317,False,914.2647582337885,744.7896118722065,832.469956655351,834.3695625426277,827.0920894572968,841.6470356279586,835.0873416604908,3.6387365426654794,829.8525716502112,833.0499877929688,2022-07-12,MDYG,862.8699951171875,862.8699951171875,737.8900146484375,SP400,Financial Services,VFH,0.4637793212381722,0.4644776500662073,9.0999755859375,3.903302614457993,-5.291466892294193,1.6972735610173473,11.561265915408159,11.564533273143192
FCN,FCN,-0.008685300502827861,-0.0003114956732905849,0.9717447943690849,2022-08-10,162.0611852916834,28,-0.0003114956732905849,0.9717447943690849,273.64011156715645,263.4277079906037,False,202.347100218724,168.2347712271116,174.76591261606367,167.92091254582482,151.50482323364167,184.33700185800797,193.22090561878525,8.208044656091577,156.3109196133421,186.75999450683594,2022-07-12,MDYG,172.69000244140625,170.30999755859375,147.3800048828125,SP400,Industrials,VIS,0.976034839778521,0.40016903738838566,30.8599853515625,2.265068432190819,-5.230955570555336,1.0182938245465634,1.4651966139201211,1.4105146484193194
GCP,GCP,-0.019834991475408004,-0.0014300012471226697,0.8766440247690885,2022-07-27,27.31731283202295,14,-0.0014300012471226697,0.8766440247690885,15.02801598112944,18.9989822306957,False,36.61840398460294,26.292237366689466,31.290575451321068,31.17547615747603,30.669726277454863,31.681226037497197,31.83739877875717,0.2528749400105842,30.743752123884967,31.6299991607666,2022-07-12,SLY,32.279998779296875,32.279998779296875,27.780000686645508,SP600,Basic Materials,VAW,0.17727311734651496,0.45789037287337137,1.135000228881836,2.2466949099849263,-3.1925672269172356,2.089532088416209,0.4751190761892266,0.600663380802797
GIS,GIS,-0.023186853095810204,-0.0006700581855285659,0.9401968457342592,2022-08-17,68.74123366496306,35,-0.0006700581855285659,0.9401968457342592,18.789853567791482,16.87824838413094,False,80.3270105089806,68.31370913224472,71.05942810906305,70.22566707550533,64.56780315877135,75.8835309922393,78.94580155102595,2.8289319583669883,63.173054667100146,75.91999816894531,2022-07-12,SPY,73.98999786376953,73.98999786376953,64.6500015258789,SP500,Consumer Defensive,VDC,0.968148689051202,0.42166633461112407,11.849998474121094,1.2767931815738187,-2.033377233781814,1.20266622071457,0.2474954428473284,0.22231623802955916
VRTX,VRTX,-0.02729841540519254,-0.0006587814805049108,0.9411734147419496,2022-08-24,248.11361275359474,42,-0.0006587814805049108,0.9411734147419496,2002.0183618433475,1823.4921814654838,False,313.3293641580882,255.75156634222378,275.90155005076576,269.66381085108196,239.27604191405197,300.05157978811195,307.44917265570064,15.193884468514995,244.35392744583092,290.010009765625,2022-07-12,SPY,292.75,292.75,234.5800018310547,SP500,Healthcare,VHT,0.3878323775014031,0.43257266908622233,53.66999816894531,0.9306880784416076,-2.7287905797419385,1.0012057065674724,6.903273316191059,6.287687045489086
SAFT,SAFT,-0.035584022670173084,-0.0010346805112619872,0.9091548139184152,2022-08-17,86.09093902255952,35,-0.0010346805112619872,0.9091548139184152,73.13517533540852,64.21614965478621,False,102.31987299514712,85.33359118585051,93.89015860784622,90.24566169012161,81.68229534687438,98.80902803336883,100.5963040248024,4.281683171623616,87.18401319089004,97.06999969482422,2022-07-12,SLY,94.4800033569336,93.18000030517578,87.9800033569336,SP600,Financial Services,VFH,0.5629931261961097,0.4242182203958597,16.699996948242188,0.9323350245922385,-5.291466892294193,1.2494933052490218,0.7534271717867131,0.661544760035785
BANF,BANF,-0.03662725421149158,-0.00044412604678611967,0.9599551902839536,2022-10-05,72.88323504537966,84,-0.00044412604678611967,0.9599551902839536,285.5713225041892,212.3711149897877,False,108.2373670980933,75.84412299507756,95.19753132169208,88.76235568334185,76.84090076333366,100.68381060335004,100.21782126990347,5.960727460004092,90.1772413734807,93.58999633789062,2022-07-12,SLY,96.98999786376953,86.81999969482422,77.37999725341797,SP600,error,error,0.9214064516455919,0.5394975517021986,20.230003356933594,0.9678690535139899,error,1.5346133422505221,3.051301780942302,2.2691646896005664
HUM,HUM,-0.042109090649428985,0,1,2022-07-13,432.66481403435796,0,0,1,2616.4272952758447,2848.8612643116494,False,512.6080487543509,416.1753756410874,456.6373826284257,447.7939908466642,414.9784180550947,480.6095636382337,497.9518330583839,16.407786395784726,415.3229321984675,483.1700134277344,2022-07-12,SPY,472.67999267578125,472.67999267578125,472.67999267578125,SP500,Healthcare,VHT,0.7315142694798715,0.30943214601419855,79.89999389648438,0.3938681434272809,-2.7287905797419385,1.1471906738337763,5.415127641540139,5.896188060391172
NTUS,NTUS,-0.05057286637152734,-0.0006176245902770328,0.9447461454774386,2022-10-05,23.855920588234195,84,-0.0006176245902770328,0.9447461454774386,44.43864021571131,30.236102324498187,False,38.58847492922729,25.54509521223984,32.378333485315714,32.39773807071504,29.24857600833444,35.54690013309565,33.594804175344706,1.5745810311903026,31.16186279528672,32.7400016784668,2022-07-12,SLY,33.93000030517578,33.93000030517578,29.700000762939453,SP600,error,error,0.14984883400803417,0.42112805867512515,2.780000686645508,0.23741133060861558,error,1.4058998134472567,1.3573194238697532,0.9235217096639481
POST,POST,-0.06871075925031425,-0.0009240581516730684,0.9184639234242505,2022-09-28,71.46606804112567,77,-0.0009240581516730684,0.9184639234242505,87.70285546233502,64.35136992112744,False,85.6825713008271,70.7331356338536,79.99277747623503,78.8129364195324,72.37496680662319,85.25090603244162,86.59129732835562,3.2189848064546074,73.39425762411445,83.83000183105469,2022-07-12,MDYG,82.98999786376953,82.36000061035156,77.16622924804688,SP400,Consumer Defensive,VDC,0.4561989293419776,0.3699727446129842,11.510002136230469,0.7796504001288579,-2.033377233781814,0.6832083639792179,1.046198897133337,0.7676412801566775
HRB,HRB,-0.08502622559561121,-0.002535633436108853,0.7916985873569282,2022-08-17,28.9629060775732,35,-0.002535633436108853,0.7916985873569282,15.884114843376862,12.457446475031166,False,38.81791869966227,28.68708855578705,35.035793728298614,32.06884933653332,23.937489587395095,40.200209085671545,37.66263602390126,4.065679874569112,32.40895143269597,36.779998779296875,2022-07-12,MDYG,36.83000183105469,30.479999542236328,26.229999542236328,SP400,Consumer Cyclical,VCR,0.9279172891747922,0.4484806005466612,5.740001678466797,2.9268276149443047,-8.127184218109923,0.7769194399670265,0.4318682808743834,0.3387016554781222
MTOR,MTOR,-0.09997403783305898,-0.0012531625782792322,0.8910424079266848,2022-10-05,27.32281357006036,84,-0.0012531625782792322,0.8910424079266848,35.439317899737866,22.7905747402693,False,42.825177169133774,24.600175864103637,36.17083311837817,36.05904753246005,35.72667134449868,36.391423720421415,36.418560799048976,0.16618809398068363,35.92310543770736,36.290000915527344,2022-07-12,SLY,36.29999923706055,36.279998779296875,32.93000030517578,SP600,error,error,0.3439490392646599,0.4385841637796964,0.5900001525878906,5.694921281479326,error,1.6049740335738514,0.9765587491229437,0.6280125148885828
MANT,MANT,-0.10875461764466127,-0.0032841806236761917,0.7388636692414344,2022-08-17,77.72105796551114,35,-0.0032841806236761917,0.7388636692414344,127.49708830376389,89.57824647970959,False,97.79784052803512,75.3969893950767,95.20769824678935,90.53722212049696,78.3017241678969,102.77272007309703,95.96990313157126,6.117748976300035,94.44549336200744,95.55999755859375,2022-07-12,SLY,95.9800033569336,92.0,92.0,SP600,error,error,0.5260427404597277,0.3679288665408573,2.220001220703125,3.0180115471853735,error,1.9517033423842463,1.33420983215898,0.9374031892872707
UTHR,UTHR,-0.13006365716201088,-0.003312008852604409,0.7369682086530281,2022-08-24,185.5175700279381,42,-0.003312008852604409,0.7369682086530281,955.0128367355429,924.5999839359229,False,238.5498050419332,180.42288295439096,232.1983731587728,209.68452344621932,161.4414393696276,257.927607522811,250.65756679732908,24.121542038295853,213.7391795202165,239.72000122070312,2022-07-12,MDYG,236.05999755859375,218.3800048828125,212.6199951171875,SP400,Healthcare,VHT,0.9496895535629188,0.4236563171787767,63.22999572753906,0.8239761129830995,-2.7287905797419385,1.2834363662049673,3.9838679787770017,3.8569997464861974
