,^GSPC,ES=F,NQ=F,YM=F,RTY=F,PA=F,LBS=F,UUP,ZO=F,SIL=F,CT=F,MGC=F,JPY=X,NG=F,GC=F,HG=F,ZL=F,KE=F,^IRX,ZS=F,KC=F,ZR=F,HO=F,ZC=F,RB=F,ZM=F,HE=F,CL=F,BZ=F,ZB=F,LE=F,SB=F,CC=F,GF=F,SI=F,ZN=F,DTB3,ZF=F,PL=F,EURUSD=X,OJ=F,ZT=F,AUDUSD=X,GBPUSD=X,BRLUSD=X,trending
CC=F,-0.11215757102850375,-0.1150573772780642,-0.15505514419975458,-0.18782986708814858,0.4657027239693868,-0.2870986168468399,-0.09063880157070797,-0.10151186775424155,-0.18158633310909228,-0.11657117141624475,-0.2266476134859789,-0.07730364534229286,0.38729567217690064,-0.13597179708438814,-0.4729610488709711,-0.2987243837264742,-0.2276219194990596,-0.17065509279453114,-0.424694840177333,-0.19232725775103265,-0.08038377089383733,-0.2527816786882055,-0.2840989445426419,-0.30766172841964223,-0.19864266068489095,-0.07817135066534349,-0.0013088064181149002,-0.2483417822341036,-0.3067555980597068,0.1513541781608861,0.5141263275650264,-0.21399179945754784,1.0,0.5988180046815766,-0.35974448613196564,0.020660747212464647,-0.3224231544512469,0.09060707526972818,-0.036177435061899854,-0.12058748378303269,-0.5709743923909698,0.2927653125644753,-0.16458048061801384,0.4063533720570921,-0.12549787367406595,
GF=F,-0.11568550714219719,-0.11441188943858983,-0.15369030956332566,-0.173310289208963,0.7474135310796285,-0.25748757513364734,-0.06216954915777834,-0.1609119022912146,0.0840004597192187,-0.008784310673567719,-0.025932775379378343,-0.13275084918787983,0.3633518102420258,0.15650737959686245,-0.3232317450970307,0.03703369571028954,0.020367011311926385,0.11952084305999681,-0.31275338308629896,0.05467684249429477,0.22723112533879683,-0.09067244425087573,0.13634181872242992,-0.024321036341562494,0.17705427291704637,0.11873864078233842,0.38701905075410253,0.1515418706368157,0.11390444209653888,-0.3266860969232136,0.8894160715318403,-0.11620157581381944,0.5988180046815766,1.0,-0.1280809095118543,-0.2024588588191647,0.11233865431881201,-0.08032611932244421,0.25037048552428176,0.03689973427494658,0.2610416741021434,0.15840132257375827,0.10871306507457038,0.550043435626897,0.13633121150594404,
SI=F,-0.12647983148245062,-0.1271991108281573,-0.0505596806611856,-0.1712790186908367,0.8310916239872219,0.030725437650447683,0.23028853241963332,-0.4193391126268127,0.41482124774261947,0.9999998568260468,0.4168563037625416,0.06642733807778065,-0.6478404588984238,0.2716540656942014,0.6801587801018749,0.6710753581764068,0.6315147713160791,0.6032979738669618,-0.36392427117586496,0.6939126263706513,0.5832200140310577,0.5887317921134404,0.6323703139013097,0.7677975573273517,0.6404828011771074,0.5390444355337336,0.5152951523920797,0.6878461988235246,0.7487240149836124,-0.246394711780624,0.03225603048869978,0.7587653739115328,-0.35974448613196564,-0.1280809095118543,1.0,0.28400157903766277,-0.5611018707772559,0.3859922307162269,0.7862104542149745,0.5489800589726065,-0.32966740397710304,0.3066569041433744,0.7706313703511846,0.3607116519674295,0.5931396727719742,
ZN=F,-0.3814762996505015,-0.38536887529292463,-0.2956437931190231,-0.43916132078397413,-0.2768441581150907,-0.08910019979099813,-0.30212747037726867,-0.2100781318473903,-0.2996606091769582,-0.06974590848838633,-0.49383221340019523,-0.006138338687581442,-0.5284589742872882,-0.5505210688593677,0.16279064486123423,-0.2505167618585536,-0.22808573882135277,-0.26751650795404663,-0.6524858580918494,-0.18392686055933463,-0.12618356776465242,0.029047382725655994,-0.4204995322877576,-0.1356778814650496,-0.384426056603564,-0.21084073182620655,-0.2142444221804418,-0.3569749835137467,-0.2974646003721022,0.7374231463594092,-0.30306126778398174,0.11343563035245306,0.020660747212464647,-0.2024588588191647,0.28400157903766277,1.0,-0.6522957758487984,0.9601836708228334,0.2852815191896667,0.1818799433473017,-0.8365376684499075,0.8534063276059016,0.22615379690369353,0.23102903082108997,0.2531328016867134,
DTB3,-0.5157958577441683,-0.5124399831569479,-0.6257390040466104,-0.38376959850678366,-0.29645577271739515,-0.703778808514439,-0.4845932355838572,-0.2973756187202183,-0.42987424333232294,-0.5611018707772559,-0.24949289965805901,-0.7427608462057043,0.00724000632820275,-0.07692041768195289,-0.7429352212494904,-0.40419035924915747,-0.38093525101481673,-0.32244178563900244,0.9993497806680938,-0.35046658684390913,-0.45775734084683156,-0.5863152426643867,0.019476743194967613,-0.27924658869412683,-0.034882516718226994,-0.2653959013635567,-0.2125293713285464,-0.004157718546922574,0.0561586131792097,-0.6051244538540332,-0.040492864923934335,-0.35316147280592275,-0.3224231544512469,0.11233865431881201,-0.5611018707772559,-0.6522957758487984,1.0,-0.7053481415725071,-0.2828648877156181,0.15498883813968048,0.6358329944630172,-0.7569536323806422,0.27326175241404876,-0.08285880748790919,0.6823968496202236,
ZF=F,-0.5195639127280322,-0.5234059296681411,-0.4329281537067962,-0.58908241162553,-0.20515141178049742,-0.2554253797273815,-0.3584780635929882,-0.41688467253509154,-0.3001227566790523,-0.047653947315864496,-0.46325368065713024,-0.1361902768157792,-0.6145814136964455,-0.5141355024041873,0.0979822400072312,-0.19623227284128783,-0.18716766088946582,-0.21157800357950493,-0.7740779227823733,-0.10786260716489651,-0.05215468377303134,0.07177290757853996,-0.32271372404246496,-0.07332707793945634,-0.2757238834675259,-0.1346620284148692,-0.11233201304825492,-0.22344586292040375,-0.16007715280118093,0.5667543811234175,-0.16591089383404725,0.2233325508175393,0.09060707526972818,-0.08032611932244421,0.3859922307162269,0.9601836708228334,-0.7053481415725071,1.0,0.48164256265936156,0.3692211843236851,-0.8210381396666001,0.9524064678014901,0.42228377532084294,0.4530025239032994,0.44381770923857417,
PL=F,-0.5482476895502771,-0.549401552968516,-0.5102669165629377,-0.5910651505007245,0.8156860389265616,-0.42862041118810257,-0.14736381786619915,-0.7871798117574341,0.07342738963970512,0.40155056778400916,0.06106298675911654,-0.2271591490023455,-0.6919463502179316,0.03233214089538602,0.18362337948103274,0.3548694373647377,0.28292096641945713,0.3239786226451505,-0.5326000126156456,0.4482681943476155,0.38233143716952744,0.34509655149625706,0.454968285394035,0.4461629573297509,0.4854242893678015,0.42305313932253025,0.4519339442912037,0.5722287631610711,0.6415712187171145,-0.37450930739673594,0.3083124901455257,0.5938069941275851,-0.036177435061899854,0.25037048552428176,0.7862104542149745,0.2852815191896667,-0.2828648877156181,0.48164256265936156,1.0,0.7954195561867305,-0.4716956810339492,0.5501864496684994,0.9488536617903269,0.7814691031636722,0.8898344959817074,
EURUSD=X,-0.5662360882557064,-0.567764221914426,-0.5347801290619744,-0.5516814826374766,-0.08865364407483747,-0.43511414853977276,-0.2418452570700196,-0.9057834676372823,-0.13119924828589052,0.08986917936406014,-0.08832668795383342,-0.34056382692039394,-0.7752039891735429,-0.15182508537037284,0.000527373446890615,0.20957624474943362,-0.02869685033893753,0.0351644498209117,-0.2771594437079463,0.16302526178952767,0.07942226890636775,0.21891648955290002,0.24997013027573783,0.13342966477165072,0.24460692333120748,0.2670494779995493,0.21267363103604775,0.41058156153151515,0.4847547421175282,-0.4115110726595862,0.07080485739711098,0.320872170337002,-0.12058748378303269,0.03689973427494658,0.5489800589726065,0.1818799433473017,0.15498883813968048,0.3692211843236851,0.7954195561867305,1.0,-0.7176812512823194,0.4328780680315844,0.8480676401148505,0.7117762102162861,0.8302916368218806,
OJ=F,-0.5722175267130175,-0.5661658103955047,-0.6886804563277746,-0.5462421438551363,-0.7272528886278407,-0.3348845698825764,-0.42286401913508104,0.7397100424281933,0.0880153037226642,-0.3296247642538801,0.5476962464375448,0.07882294501608142,0.7763227919511974,0.7385750752918449,0.07771346566384851,-0.2070526535877921,0.6199768374228416,0.6765494251343587,0.5955878709391562,0.6300454898333843,0.06952907408780143,0.5035869813898103,0.7871157711213173,0.7507121432316434,0.7989415786731766,0.24426996968372675,0.5257078983274284,0.704352382238106,0.7043474866589576,-0.8411260516831913,0.10129107370611923,0.10432281982592426,-0.5709743923909698,0.2610416741021434,-0.32966740397710304,-0.8365376684499075,0.6358329944630172,-0.8210381396666001,-0.4716956810339492,-0.7176812512823194,1.0,-0.7855797584652469,-0.33025887731017395,-0.7178247418459517,0.5623895601506066,
ZT=F,-0.5936137773415919,-0.5976875515870617,-0.5256935404882936,-0.6768421260815787,-0.1287118782006295,-0.4024978652267448,-0.40301684634781915,-0.5291477247123667,-0.32975845392911307,-0.06513730559099573,-0.46929327753778705,-0.2524140334840538,-0.5269489051158702,-0.490904978922843,-0.07657056318715434,-0.22429746691563007,-0.21997220555303734,-0.2255968870497856,-0.8709826963191487,-0.12562382200862746,-0.021765244927398137,0.013650947460865773,-0.3109830475864206,-0.13606240133099873,-0.24674848059266904,-0.12771949069597943,-0.048645986247344175,-0.18608459387565426,-0.1429217098792424,0.43421051598215704,0.05925023108072646,0.19867975979656238,0.2927653125644753,0.15840132257375827,0.3066569041433744,0.8534063276059016,-0.7569536323806422,0.9524064678014901,0.5501864496684994,0.4328780680315844,-0.7855797584652469,1.0,0.4634477567217347,0.6329855760421533,0.508674226124072,
AUDUSD=X,-0.6269307580639986,-0.6273075252807633,-0.5875364500038147,-0.6414682905298441,0.45216302525968055,-0.5149521750095221,-0.2435977606567508,-0.8487993338337586,-0.04140213669962123,0.22459934687000707,0.016785028687085014,-0.3280705699939069,-0.7965030006838508,-0.03222978697378017,0.11840724018510877,0.2961595891982929,0.20404823589783597,0.24079551690026943,-0.3936395657554572,0.36749135156755264,0.28971156187497565,0.2686989738248165,0.4079359444243586,0.40451201374632495,0.4329092690004247,0.34772383534487805,0.342895592020251,0.5300222800184748,0.6173364636269997,-0.4247360752295688,0.16833441655445647,0.5990346833098056,-0.16458048061801384,0.10871306507457038,0.7706313703511846,0.22615379690369353,0.27326175241404876,0.42228377532084294,0.9488536617903269,0.8480676401148505,-0.33025887731017395,0.4634477567217347,1.0,0.7387354116230948,0.9478264848175416,
GBPUSD=X,-0.6780804583727026,-0.6801372327564549,-0.6639016367462475,-0.7278397080389093,0.364827839713372,-0.6550708378329414,-0.3512696370192623,-0.8317126004941072,-0.21360962854469975,-0.11158080854644582,-0.2269806171804662,-0.4035025151809744,-0.43983158387720567,-0.2246275442663659,-0.27983217448541037,0.014524723909794425,-0.08194713748073197,0.012934642099706902,-0.6107622527757243,0.09327596717717243,0.08097754218686912,0.07232740035883486,0.08745696758339723,0.06698775276626912,0.15155087833719605,0.17952415688703258,0.2587409421609687,0.22249746804439677,0.2757846428282618,-0.2917021707991095,0.5229601685102703,0.17592773883781884,0.4063533720570921,0.550043435626897,0.3607116519674295,0.23102903082108997,-0.08285880748790919,0.4530025239032994,0.7814691031636722,0.7117762102162861,-0.7178247418459517,0.6329855760421533,0.7387354116230948,1.0,0.7512538542408803,
BRLUSD=X,-0.7910966362704548,-0.7913958535293807,-0.7670232758399895,-0.7883387128182358,-0.378723510838434,-0.661398592975558,-0.45754755927813795,-0.8763955772171489,-0.2738796409277088,-0.17851407791406643,-0.18946404214328852,-0.5239625211584839,-0.8028253924978919,-0.21657852686097717,-0.10061148245670566,0.05168673232191787,-0.025179857133401873,0.0114128399589219,-0.36676382699745685,0.13328357383424388,0.132626780693933,0.08247590884918554,0.2308910445129879,0.17966325436968353,0.2500984442778687,0.1427859430060229,0.17942956604474436,0.3618567423500258,0.44997394658991313,-0.37034976705022227,0.12574314926371494,0.47179721035580796,-0.12549787367406595,0.13633121150594404,0.5931396727719742,0.2531328016867134,0.6823968496202236,0.44381770923857417,0.8898344959817074,0.8302916368218806,0.5623895601506066,0.508674226124072,0.9478264848175416,0.7512538542408803,1.0,
trending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
