,Date,MIN_Lookback_One_Year,MIN_Lookback_2_Months,MIN_Lookback_1_Months,risk_trend_factor,risk_per_share,volume_factor,Adj Close,21dBOLD,21dMA-TP,21dBOLU,90dSMA,90dSDev,adf,hurst,sector_risk_trend_factor,Sector,Sector Symbol,Market Index,Index Symbol
ACC,2022-07-20 00:00:00,51.09000015258789,65.0199966430664,65.22000122070312,10.340566509748202,1.3800010681152344,1.3510690304538246,65.19999694824219,64.15746171920159,64.74365143548874,65.3298411517759,64.70428566705613,0.2594145278235292,0.9796696398180138,0.43236835481577784,error,error,error,SP400,MDYG
MTOR,2022-07-20 00:00:00,32.93000030517578,36.279998779296875,36.29999923706055,6.160700540187056,0.5600013732910156,1.4478873338322626,36.31999969482422,36.08430772898464,36.26396821037171,36.443628691758775,36.104285664028595,0.14865771106055087,0.3417831233228198,0.438615490901421,error,error,error,SP600,SLY
PSB,2022-07-20 00:00:00,165.85000610351562,189.8300018310547,189.8300018310547,5.961008814410397,2.8199920654296875,3.62362023989637,187.44000244140625,186.34866650380204,187.0582541813926,187.7678418589832,186.3900009034172,3.2082690276352377,0.8371255572773364,0.48242966346144905,error,error,error,SP400,MDYG
Y,2022-07-20 00:00:00,737.8900146484375,862.8699951171875,862.8699951171875,4.482132465746178,9.22998046875,1.3534363307881803,835.0,830.9886766290035,833.4263460673983,835.8640155057931,833.642577640594,2.223340062972387,0.47417740933522945,0.4660300544946764,-4.499999705656054,Financial Services,VFH,SP400,MDYG
LNTH,2022-07-20 00:00:00,28.736000061035156,69.73899841308594,73.77999877929688,3.1578131145968245,15.904998779296875,1.8015852663824252,74.16000366210938,59.01309381469676,65.33031766376799,71.64754151283921,64.57591258154974,4.178586650335623,0.9983017896706274,0.5370720985717196,-2.713170497072555,Healthcare,VHT,SP600,SLY
ROG,2022-07-20 00:00:00,206.1300048828125,274.510009765625,274.510009765625,2.9396233918085986,16.730010986328125,0.9545687480560604,268.1099853515625,257.3200010887066,261.57682436988466,265.83364765106273,263.8109916808113,5.568855547379028,0.7492996022787518,0.47947545697419564,-5.111110020808427,Technology,VGT,SP600,SLY
MANT,2022-07-20 00:00:00,92.0,94.73999786376953,95.9800033569336,2.6983194029469053,1.7900009155273438,1.3727493454682118,95.8499984741211,95.09041032014643,95.50206284295945,95.91371536577246,91.44704122391958,5.9719310020619565,0.554709341549122,0.3688209616379299,error,error,error,SP600,SLY
HRB,2022-07-20 00:00:00,26.229999542236328,34.959999084472656,36.83000183105469,2.6409814796752094,5.709999084472656,0.647661426865942,37.70000076293945,33.537747875731135,36.03904778616769,38.54034769660425,32.907226214333186,4.059888535569422,0.9600625452184992,0.4605029607619026,-6.808273965207177,Consumer Cyclical,VCR,SP400,MDYG
MCK,2022-07-20 00:00:00,204.66000366210938,339.94000244140625,339.94000244140625,2.3731950031437528,40.139984130859375,1.0090269755577999,326.6000061035156,310.86332385813967,323.4485710991753,336.0338183402109,321.0433599078466,8.640398751274176,0.9987411837606528,0.4611756691291557,-2.713170497072555,Healthcare,VHT,SP500,SPY
FCN,2022-07-20 00:00:00,147.3800048828125,170.64999389648438,172.69000244140625,2.3586394911073607,30.55999755859375,0.9187759425017956,187.60000610351562,167.9670932591708,181.4892064654638,195.0113196717568,170.1705952598935,9.774114370274976,0.9759011733992277,0.40100389229113903,-4.433986391858244,Industrials,VIS,SP400,MDYG
