,^GSPC,ES=F,NQ=F,YM=F,RTY=F,PA=F,LBS=F,UUP,ZO=F,SIL=F,CT=F,MGC=F,JPY=X,NG=F,DGS2,GC=F,HG=F,ZL=F,KE=F,DGS3MO,^IRX,ZS=F,KC=F,ZR=F,HO=F,ZC=F,RB=F,ZM=F,HE=F,CL=F,DGS10,BZ=F,ZB=F,LE=F,SB=F,CC=F,GF=F,SI=F,ZN=F,ZF=F,PL=F,EURUSD=X,OJ=F,ZT=F,AUDUSD=X,GBPUSD=X,BRLUSD=X,trending
CT=F,0.6533599558932103,0.653678741685811,0.6628126623721595,0.6169164369172221,0.796274088509118,0.5338469925138518,0.771035683935151,0.2849611883025756,0.8703057032163269,0.7512366215056934,1.0,0.34266217006315847,0.23503828740590882,0.8435257205770241,0.45255255138501926,0.6573787297643541,0.8676026244204463,0.9029610083721529,0.8393329304968918,0.11647279802209964,0.11229885240018052,0.7992794027716579,0.7434196371909301,0.6390088954166655,0.8069833360069829,0.7699447937117262,0.7956976789431853,0.5887851840175354,0.6258339088555606,0.7527557529701785,0.42732207204452566,0.6865180382234954,-0.4880525305025195,0.2227568588322734,0.4831333881838667,-0.2265755662436746,-0.02605676371049277,0.41691544800746033,-0.4937576776820582,-0.4631663836317858,0.06112619609648214,-0.08823033376642181,0.5478187184179169,-0.46918091678236423,0.016797955909574662,-0.22690956227939793,-0.18941165596937262,
MGC=F,0.639298164120913,0.6393798704785815,0.653304011176674,0.611444294739656,0.5730764131757329,0.650693848987062,0.5876302707583797,0.4754648629100353,0.566777774940499,0.7781608601940433,0.34266217006315847,1.0,0.3239599815549089,0.39506171900565734,0.23338431790044864,0.5276316050407143,0.4012641895947716,0.4104728318529533,0.4457123452234526,0.110166584743641,0.10543825369906185,0.4666133394873912,0.10361087795084244,0.3991758165016158,0.24019914638063472,0.3368515844940873,0.2458343707631964,0.543406641966555,0.24453831380983682,0.12741132358128845,-0.12380081448592604,0.11652509029864414,0.16580129066242716,-0.053965785995474434,-0.06822327240913932,-0.07722243133499031,-0.1328775589236869,0.0664617251815269,-0.006052845747115838,-0.13611163194559506,-0.22712867707960846,-0.34051113543277794,0.07961767063283678,-0.2523399376302145,-0.3280860962995641,-0.403467693047269,-0.5239429048644956,
JPY=X,0.6215533366330174,0.6230742026294717,0.5591267655885293,0.5990021789718292,0.46766459085939477,0.3840220122733087,0.33478336162053013,0.7352108144975563,0.2818239390717624,0.09020390058148901,0.23503828740590882,0.3239599815549089,1.0,0.3859254186079941,0.5242546402417445,-0.14729256354730957,-0.056820964998655944,0.08092129384338378,0.10814104259789221,0.27293833543533963,0.26900778941024994,-0.04393574622192014,0.004923723222159467,-0.10037378091091113,-0.04635525447039066,-0.12543011520736363,-0.047547591596171994,-0.041527616162300995,0.05076998284309345,-0.18197372766999234,0.3715750842636283,-0.2909156244378896,0.0045954198909973236,0.35080688065255045,-0.44114920278917186,0.38745360410641094,0.36322508635068107,-0.6478213781770591,-0.5284268700055589,-0.6145602616442317,-0.6919489410639069,-0.775217839472445,0.7760469787057408,-0.5269427426662487,-0.7965856028890675,-0.4398773617821581,-0.8028670068541056,
NG=F,0.5915703182346699,0.5934899148262568,0.5839680382411737,0.5575119428778555,0.6580816973338303,0.45181908991713554,0.561986321652254,0.32701216777710496,0.8081715128255132,0.6366429655198059,0.8435257205770241,0.39506171900565734,0.3859254186079941,1.0,0.4770426971223904,0.5110677526952523,0.7104467340324121,0.7964153084471697,0.8140013102969609,0.1682094406144677,0.16792462030665345,0.727541241312721,0.6368759089028677,0.5680181044560312,0.7903773257525007,0.6695073434652018,0.7616620173471739,0.5543481342395985,0.6529490467573789,0.6961149820401746,0.5019675290572029,0.6361304040384961,-0.5342805122782318,0.3201763039607733,0.39486574250075657,-0.13579395219838297,0.1563031018009986,0.27155044615164986,-0.5503931167768364,-0.5140697415334956,0.03221651344632968,-0.1520782033617699,0.736702517120409,-0.4909695813807398,-0.032498517489428995,-0.224867090155851,-0.2167521624412385,
DGS2,0.5705641367577416,0.5731264499222831,0.49897205029601116,0.654209608407164,0.10726369258495445,0.3731359309235349,0.37754371989267793,0.5132662505924924,0.30583592729234826,0.041411376391726554,0.45255255138501926,0.23338431790044864,0.5242546402417445,0.4770426971223904,1.0,0.047383120717836714,0.20552159404019724,0.20086848525642803,0.21031599512274302,0.8788016892362325,0.875087164530261,0.11124995801993573,-0.0002753119277572714,-0.017308250146568015,0.3001921375067212,0.12195037009267308,0.23792796903867702,0.1176376306288425,0.036771325748025906,0.17684428585931872,0.7437662216280019,0.13483407132902112,-0.44297065041830336,-0.05350502618857181,-0.2116252075485211,-0.28058531717822194,-0.14838613450319776,-0.31685972811958085,-0.8615070006860157,-0.9561870639897945,-0.5461521198630881,-0.4242325122601465,0.7915053265361645,-0.998408069196256,-0.45673224276174257,-0.6154074569724938,-0.4966327645227791,
GC=F,0.5315495233225704,0.5320112257535095,0.6110106383253363,0.4915685263627542,0.5736560183219399,0.7139449267514051,0.6441753358479806,0.2892968262705694,0.754159964519519,0.7788286944822668,0.6573787297643541,0.5276316050407143,-0.14729256354730957,0.5110677526952523,0.047383120717836714,1.0,0.7813304333199785,0.7777767691958171,0.7255415538699803,-0.07598799754074219,-0.08062333452904824,0.7199573384957509,0.6229185734910634,0.7684746226190338,0.6067017165563594,0.7600913347894914,0.5815980149262802,0.533909563998521,0.5035122658185203,0.551986650921476,-0.24764095661782376,0.5534498908646226,0.016087103239735136,-0.1520658427556971,0.4779919855118893,-0.4729184304495949,-0.3233106205988877,0.6801662071719508,0.16278817387285854,0.09796845458702448,0.1836114495801407,0.0004692422205609099,0.07816836877835717,-0.07661507917746962,0.11833313975943109,-0.27988197100700707,-0.10066357868136996,
HG=F,0.5252573204154029,0.5251973381313153,0.5624110654445809,0.48749262039563485,0.913461761785353,0.5163271852635813,0.7506533581271113,0.03688354680246223,0.8837542673970162,0.8326987035657205,0.8676026244204463,0.4012641895947716,-0.056820964998655944,0.7104467340324121,0.20552159404019724,0.7813304333199785,1.0,0.888488037039775,0.8612729616038047,-0.029084926887669598,-0.03075562280262039,0.86215215846543,0.7587042091142722,0.740216554715974,0.8508970335554186,0.8424623302108221,0.8426391294005117,0.7185821818066319,0.72010679421544,0.845222666468368,0.2256193662499292,0.827329602379384,-0.4785559098410681,0.2620065468738055,0.5164613760207305,-0.2986921264815309,0.0369747425157735,0.6711055183619838,-0.25047569361251953,-0.19618549777323846,0.35490166474891127,0.20960728360650774,-0.206004062119106,-0.22424358911268238,0.29615035722842703,0.014546560004726403,0.05170344793554683,
ZL=F,0.5073680267710509,0.5082018213843829,0.544478565480282,0.4399507206511066,0.7839947317418482,0.474079760043849,0.7088004107854906,0.20583082193679747,0.8883438492223075,0.8104856121588788,0.9029610083721529,0.4104728318529533,0.08092129384338378,0.7964153084471697,0.20086848525642803,0.7777767691958171,0.888488037039775,1.0,0.9368468851056581,-0.12176832622110591,-0.12583999655475434,0.9295272306356868,0.8326520573173926,0.7564921538150426,0.8551797561402519,0.9203420703727269,0.8656725210126768,0.6824822261090747,0.7524469570334779,0.8030912168494306,0.1910756572019635,0.7606794405348555,-0.3798554958190439,0.25719339941996616,0.6434448561220107,-0.22763374931114796,0.020437746256310684,0.6313619454091448,-0.22828450266948358,-0.18741205348378095,0.2827219197809051,-0.029029604389516916,0.6212677528050542,-0.22029524622017702,0.20380041450617012,-0.08224755937700702,-0.025430751333109052,
KE=F,0.43787540638176475,0.438790884018162,0.4691874399644427,0.37610196337481494,0.6887572306383962,0.44149820938725837,0.6337342993767883,0.15393540809624645,0.8656516472581329,0.7469927592377333,0.8393329304968918,0.4457123452234526,0.10814104259789221,0.8140013102969609,0.21031599512274302,0.7255415538699803,0.8612729616038047,0.9368468851056581,1.0,-0.10912648151260852,-0.1135401210576127,0.9199834802588268,0.7392184766970274,0.7930281606124963,0.8691845391116025,0.9191697647021195,0.8634228442930062,0.7471782315790442,0.7738007476160806,0.8001775460961339,0.25309030248349285,0.7797050571166239,-0.45818551282985914,0.34557022091652895,0.5237432649958242,-0.17062294094721936,0.11948785081400443,0.6032770708243649,-0.2675620067721338,-0.2116391601324967,0.3239268741029729,0.03504722498289488,0.676823863133855,-0.22569255133811209,0.24068152465258244,0.01281114390422479,0.011314748948279333,
DGS3MO,0.3640756784552578,0.36703610799612224,0.2968575164327362,0.4932850211270763,-0.2948117912219913,0.2642177247451449,0.10014393435864875,0.38227152570812023,0.014225890031827034,-0.20404731263264184,0.11647279802209964,0.110166584743641,0.27293833543533963,0.1682094406144677,0.8788016892362325,-0.07598799754074219,-0.029084926887669598,-0.12176832622110591,-0.10912648151260852,1.0,0.9995750242358229,-0.17301614459493322,-0.3016125450786026,-0.2079473322157786,0.06948846871619992,-0.1174157110974896,-0.007518817362164304,-0.10109188254584062,-0.1818297998713445,-0.020116902812223256,0.5601293290515873,-0.016926635890852703,-0.296481152288084,-0.3023380619601639,-0.3542157541466901,-0.42590329476484656,-0.31633023775690944,-0.36441561167321623,-0.6527508502092065,-0.7759581729952839,-0.5363520302686964,-0.2821313303091259,0.6123505703391374,-0.8742065535716418,-0.3984715573831712,-0.6166485739706337,-0.3715700295618505,
^IRX,0.357459561625255,0.3630408196860761,0.29258614193501375,0.48957659068556714,-0.2897656578167933,0.25877564608234427,0.09681399109813453,0.37162773360669416,0.008174804169500845,-0.2067784156701209,0.11229885240018052,0.10543825369906185,0.26900778941024994,0.16792462030665345,0.875087164530261,-0.08062333452904824,-0.03075562280262039,-0.12583999655475434,-0.1135401210576127,0.9995750242358229,1.0,-0.1761481213128454,-0.30389098216639177,-0.2100785150834738,0.06756918841109447,-0.12169439185588878,-0.008327772154899745,-0.10179015863904718,-0.18107728206436222,-0.020096491586562938,0.5603343468009991,-0.01605314396411709,-0.2991616934406329,-0.2999539812135776,-0.3546851662410618,-0.42458915290261445,-0.31293226762112875,-0.3638855994159168,-0.6524623884783586,-0.7740662427907945,-0.5325925040098243,-0.2771963858416492,0.5948047235796436,-0.8709858112252701,-0.3937275803568883,-0.6108108020267955,-0.3668177528374254,
ZS=F,0.3530773947626179,0.35443480154812185,0.38979228416363704,0.2889251187801541,0.7692192472951145,0.3477957066748375,0.6224752676662939,0.006939274947465794,0.8270991046625852,0.8347699063067757,0.7992794027716579,0.4666133394873912,-0.04393574622192014,0.727541241312721,0.11124995801993573,0.7199573384957509,0.86215215846543,0.9295272306356868,0.9199834802588268,-0.17301614459493322,-0.1761481213128454,1.0,0.7429958854206736,0.7939502053381611,0.8721820740797503,0.9299001627326482,0.8970891682279575,0.8800566671891338,0.8057018494277584,0.8446579195182892,0.19608955982569687,0.8281714906979243,-0.44648992158645473,0.28306133550733087,0.6300437153895605,-0.19257832721779453,0.05514365856369408,0.6933117273264001,-0.18473768647137745,-0.1088424667814611,0.44745306106480104,0.16176927021320409,0.6334432586880993,-0.1268472024600653,0.36668396937799147,0.0921837047037098,0.1323734478483272,
KC=F,0.3476774373915361,0.348474280422237,0.38608376323516325,0.2640095146166088,0.8082826415489677,0.30836157624115806,0.5741421964689339,0.05028616993451216,0.7506221407133571,0.7393630055609556,0.7434196371909301,0.10361087795084244,0.004923723222159467,0.6368759089028677,-0.0002753119277572714,0.6229185734910634,0.7587042091142722,0.8326520573173926,0.7392184766970274,-0.3016125450786026,-0.30389098216639177,0.7429958854206736,1.0,0.591525605832843,0.7221367716638988,0.7239481563361329,0.732605164631794,0.4924490670719066,0.7051948180877954,0.731176707132925,0.09948455753513712,0.6733628759848466,-0.3400807296127071,0.4025226831237863,0.7297332189522043,-0.08031499698255573,0.22715472350831406,0.5832386515850082,-0.12617412101687395,-0.05215389057903539,0.38232566489627184,0.07936635151104061,0.0697965676909055,-0.021799926350514864,0.2896231670147769,0.08089909111742537,0.13256230875855057,
ZR=F,0.3039143489251095,0.306066892145619,0.3727221207643501,0.2518158633406624,0.4654271778140402,0.45556748669399116,0.482361264855721,0.07049193537811423,0.7187208990152886,0.6202573689957389,0.6390088954166655,0.3991758165016158,-0.10037378091091113,0.5680181044560312,-0.017308250146568015,0.7684746226190338,0.740216554715974,0.7564921538150426,0.7930281606124963,-0.2079473322157786,-0.2100785150834738,0.7939502053381611,0.591525605832843,1.0,0.7177439555625158,0.7822537488023632,0.7093821357708936,0.6765412382812733,0.6783266048573416,0.6800804141698074,-0.011283804925410139,0.683089686795084,-0.26628891983993686,0.05236836847197205,0.394472402835957,-0.2646578893336051,-0.0837830725063578,0.5984908321452888,0.015385134473006436,0.05728838917966976,0.3444084523751413,0.20679519856966583,0.7792671641539587,-0.005518390468529099,0.2669070653244252,0.05920674816503808,0.07253558580370591,
HO=F,0.29793715542231,0.30077441783675585,0.30904193559547455,0.2770892626455326,0.6972384222657064,0.27990120192169,0.5042546745246648,-0.040859656523954985,0.7661408264672621,0.6861085601622312,0.8069833360069829,0.24019914638063472,-0.04635525447039066,0.7903773257525007,0.3001921375067212,0.6067017165563594,0.8508970335554186,0.8551797561402519,0.8691845391116025,0.06948846871619992,0.06756918841109447,0.8721820740797503,0.7221367716638988,0.7177439555625158,1.0,0.8607954173195717,0.9688303298877552,0.7357162953692948,0.8001764769085405,0.9615379275392343,0.4569440267102367,0.9516471917614419,-0.7011839923125913,0.3125223082488863,0.5763813843365603,-0.28403340840226543,0.13627899242598754,0.6323284763013317,-0.4205310589344025,-0.32277015995877656,0.4548844064606024,0.24979049484149207,0.7868421070928161,-0.31108720230783865,0.40775797791298835,0.0872840559767932,0.23073325769213843,
ZC=F,0.2906949993524177,0.2916515626386931,0.33751295270177517,0.23886413275651208,0.7428851837436337,0.32713000696785083,0.5407915300577523,0.03687882588924782,0.7810701705367056,0.7486690303547896,0.7699447937117262,0.3368515844940873,-0.12543011520736363,0.6695073434652018,0.12195037009267308,0.7600913347894914,0.8424623302108221,0.9203420703727269,0.9191697647021195,-0.1174157110974896,-0.12169439185588878,0.9299001627326482,0.7239481563361329,0.7822537488023632,0.8607954173195717,1.0,0.8636361792012549,0.7372388232505968,0.7437232113498784,0.8116829547492921,0.15029749456843475,0.8210743306258368,-0.4178055573197537,0.20640583617811623,0.6402885699935998,-0.3076654503597991,-0.02430783330025366,0.7677570172410851,-0.13576845558523526,-0.07343605431424564,0.4460854346316462,0.13327244043196387,0.7516291935120208,-0.13620776584124766,0.40438415731569693,0.06683847970425012,0.17953399934804717,
RB=F,0.2725997613930976,0.2755702402157132,0.28286213312937175,0.24087161448227828,0.7374960522659629,0.2249547254947259,0.49627380227017104,-0.07661180205407196,0.7411170920313976,0.6981599022159227,0.7956976789431853,0.2458343707631964,-0.047547591596171994,0.7616620173471739,0.23792796903867702,0.5815980149262802,0.8426391294005117,0.8656725210126768,0.8634228442930062,-0.007518817362164304,-0.008327772154899745,0.8970891682279575,0.732605164631794,0.7093821357708936,0.9688303298877552,0.8636361792012549,1.0,0.7601364047869456,0.836929913681109,0.9602424750553665,0.4273830553955131,0.9435169099089649,-0.6659021976077063,0.3397880635952644,0.5961016088305724,-0.19861016419723207,0.17704480795040006,0.6402952026797734,-0.384544430089238,-0.2759085354835451,0.4851595581156637,0.24419263988006965,0.7980908018468986,-0.24703263041396478,0.4325576872206776,0.15117021118824395,0.24975643746884815,
ZM=F,0.2695885997187817,0.27190183562513914,0.2875872345185891,0.22844194151496794,0.6790110713708057,0.2704814829675489,0.5623472463241657,-0.11621210300310006,0.6693614270283575,0.7381407486975606,0.5887851840175354,0.543406641966555,-0.041527616162300995,0.5543481342395985,0.1176376306288425,0.533909563998521,0.7185821818066319,0.6824822261090747,0.7471782315790442,-0.10109188254584062,-0.10179015863904718,0.8800566671891338,0.4924490670719066,0.6765412382812733,0.7357162953692948,0.7372388232505968,0.7601364047869456,1.0,0.7062173171188635,0.7252703902054658,0.2378607175661762,0.7273940614788504,-0.454859340980601,0.2911389564789214,0.38514003808635894,-0.07879363890653023,0.11955886698820942,0.5381164705500378,-0.21227426359016793,-0.13639863958001625,0.42160202081758374,0.2646817523017603,0.2415614236130324,-0.12990727934656687,0.34633864177942997,0.17748605307707246,0.1411654557429793,
HE=F,0.24544801959561646,0.24874684473901937,0.2666225410449808,0.18543631210090647,0.7377867629229051,0.23107640961673437,0.44070547954221206,-0.051122390693399355,0.7108546367618042,0.6403498765796375,0.6258339088555606,0.24453831380983682,0.05076998284309345,0.6529490467573789,0.036771325748025906,0.5035122658185203,0.72010679421544,0.7524469570334779,0.7738007476160806,-0.1818297998713445,-0.18107728206436222,0.8057018494277584,0.7051948180877954,0.6783266048573416,0.8001764769085405,0.7437232113498784,0.836929913681109,0.7062173171188635,1.0,0.8073073979401556,0.2487058850312355,0.7708194861408791,-0.5072325076880231,0.5179627466860638,0.46505139924037864,-0.0011866386638221262,0.38686921809895514,0.5153073627375775,-0.21422712653219772,-0.11233652401332858,0.4518993062736429,0.2125480567953887,0.5247928725708464,-0.04871884765412691,0.3427253592456718,0.2585694229388485,0.17930089096993046,
CL=F,0.19588873958224406,0.19822546841927438,0.21004249858759041,0.17269384705515461,0.7933522251277564,0.1778527985036337,0.4642505300758753,-0.21407051779751832,0.6986516120454909,0.7243452798791216,0.7527557529701785,0.12741132358128845,-0.18197372766999234,0.6961149820401746,0.17684428585931872,0.551986650921476,0.845222666468368,0.8030912168494306,0.8001775460961339,-0.020116902812223256,-0.020096491586562938,0.8446579195182892,0.731176707132925,0.6800804141698074,0.9615379275392343,0.8116829547492921,0.9602424750553665,0.7252703902054658,0.8073073979401556,1.0,0.4227769598853681,0.9817220366848594,-0.7205070944111652,0.3222105371135793,0.6395464852427276,-0.24829609655862922,0.15149130899279545,0.6878340484173064,-0.35700022333924464,-0.2234853610213925,0.5721822194084258,0.4104530358015066,0.7042784446636473,-0.1861591705072825,0.529892754029888,0.22236777193387128,0.3617422828072685,
DGS10,0.16681491972832033,0.16892927918326153,0.0832601075749751,0.22264895261864717,0.22024497832975878,-0.1110840041397964,0.14752824794443142,-0.010493014867881434,0.20713368487596995,0.005574377902462903,0.42732207204452566,-0.12380081448592604,0.3715750842636283,0.5019675290572029,0.7437662216280019,-0.24764095661782376,0.2256193662499292,0.1910756572019635,0.25309030248349285,0.5601293290515873,0.5603343468009991,0.19608955982569687,0.09948455753513712,-0.011283804925410139,0.4569440267102367,0.15029749456843475,0.4273830553955131,0.2378607175661762,0.2487058850312355,0.4227769598853681,1.0,0.38453443005747634,-0.8487328067789045,0.3516428970911044,-0.04613757393409673,-0.005617438462577396,0.2656282219746821,-0.18488048064513649,-0.965046054245883,-0.8672335948525172,-0.08922982905744306,0.018110725470307492,0.851111210088212,-0.7291093594136866,-0.015691713453755817,-0.01832087780101672,-0.028315483213718757,
