,^GSPC,ES=F,NQ=F,YM=F,^RUT,PA=F,LBS=F,UUP,ZO=F,CT=F,MGC=F,NG=F,JPY=X,DGS2,HG=F,ZL=F,GC=F,KE=F,DGS3MO,^IRX,ZS=F,KC=F,HO=F,ZR=F,RB=F,ZM=F,HE=F,ZC=F,CL=F,DGS10,BZ=F,LE=F,ZB=F,CC=F,GF=F,SB=F,SI=F,ZN=F,PL=F,ZF=F,EURUSD=X,ZT=F,AUDUSD=X,GBPUSD=X,BRLUSD=X,trending
ZB=F,0.012444971700314184,0.008868738906044749,0.050080585966718424,-0.03162317762653079,-0.06361014859462462,0.12985920063761747,-0.13216471833268498,0.29663849792323654,-0.281974004027222,-0.4796943204127008,0.1698225699724615,-0.4921070859290693,0.03776877755046547,-0.43257982941670653,-0.4527141599391317,-0.37610451041550236,-0.034150197470916695,-0.43400543728191127,-0.3209674095496792,-0.32392973211612164,-0.4557385707050694,-0.3159439853616765,-0.6818679557393736,-0.263439315322676,-0.6548083708629578,-0.46737457318425973,-0.5263138887526382,-0.43928046155203704,-0.7041555160734992,-0.8215550922058391,-0.6970383686263885,-0.3614994951542866,1.0,0.1937305684813873,-0.2587261169656567,-0.28016608364456497,-0.26359851378874655,0.6934904911882431,-0.35911187973812697,0.5241906368591771,-0.3901062358780246,0.4205162390791088,-0.41001915746225176,-0.23781758781816392,-0.3588291513780213,
CC=F,-0.05582363831961971,-0.05902690678329495,-0.09930826580063108,-0.12394222487814685,0.013186725160184877,-0.26834169444954553,-0.06783901845341508,-0.02133556220021403,-0.18873658669572388,-0.2408053899174813,-0.04257629573891149,-0.16749075208721795,0.43367331551291705,-0.20130290107379992,-0.29998267797386136,-0.2481965585894934,-0.4832769006988911,-0.18691420899131028,-0.3546438452484423,-0.35407039525659495,-0.25470247093273723,-0.14396501159545116,-0.3246852852242318,-0.261748242172239,-0.24425233978334612,-0.14258644972400916,-0.10370651654153862,-0.31899813466234617,-0.30786625492934216,0.012936667377094093,-0.36046088044164326,0.492693347458057,0.1937305684813873,1.0,0.6100595660922448,-0.30876620507880714,-0.3964407974628141,-0.01816721154138265,-0.14308182653843268,0.02661401531246219,-0.21364704629170875,0.21467192154866516,-0.2463356995462302,0.3511405559736954,-0.21488821679244927,
GF=F,-0.07341366323495464,-0.07261129354122577,-0.10824637977514884,-0.13294149532308785,-0.02774666878464075,-0.2207449054671657,-0.06280740476634833,-0.0815591885891664,0.07217222387635895,-0.03880586084808731,-0.10545450419638025,0.1560202568291901,0.38998783980438984,-0.13694889446474218,0.0024414627683568744,0.01012364291614539,-0.3077810940609349,0.10169990841532635,-0.2957190512984529,-0.29335919217493334,0.03396794760810105,0.18624025026233046,0.09842038260127231,-0.06737154153792937,0.134148554194857,0.11585099616111791,0.34644515020907823,-0.018898548498400725,0.09173874296922507,0.22191658587889607,0.05799983764252853,0.8900083635155762,-0.2587261169656567,0.6100595660922448,1.0,-0.14085326379658084,-0.1511918470609085,-0.1644103167207776,0.1627394899027052,-0.06676832766732033,-0.054935522025776985,0.14891475073405464,0.029997741831467063,0.5191465823569373,0.05779461464626046,
SB=F,-0.09191855623381859,-0.09150238719563858,-0.03801388159319798,-0.1487170327978028,-0.15842362231493257,-0.04979431544115747,0.17059665441270266,-0.3126554947859161,0.3790946431713914,0.47863006093542654,-0.13676661278046365,0.3509879987908691,-0.48005966610777995,-0.24316500492072401,0.5397380804262443,0.6458918216297808,0.5079240621329677,0.5136501236711647,-0.3492668028993133,-0.3494717734013706,0.6007181064009576,0.7472517248872386,0.5890245174052552,0.3780587628649583,0.5998673400692383,0.3177040365817097,0.4436208478477993,0.6372458480839981,0.6502444306062259,-0.08321756148622651,0.6490140681302776,0.011587568349318723,-0.28016608364456497,-0.30876620507880714,-0.14085326379658084,1.0,0.7732160221648378,0.15785528121986725,0.6351010133451198,0.2700500447722272,0.3636661285941119,0.2350567382772915,0.6348966505901036,0.17035905157617043,0.5106834107275571,
SI=F,-0.1636013379745147,-0.16349937732635159,-0.08469762139490593,-0.20230062109770522,-0.2495783167614349,0.01305228700936066,0.1883302612509989,-0.47486595615088695,0.3958811157344965,0.4215535662210126,-0.0413120448613858,0.22016837635014241,-0.6839132180060907,-0.341476558794381,0.6808814101551014,0.6332584117544536,0.6944070312424252,0.5993768511126669,-0.36251942570494033,-0.36124274081611973,0.6682434301620271,0.600045947394838,0.6500845261350222,0.5887848761840542,0.6486831185289275,0.47495507477260906,0.5246558147862063,0.7719624858909555,0.7030398255543151,-0.2199134012814264,0.7714819780402036,-0.0031834925125556893,-0.26359851378874655,-0.3964407974628141,-0.1511918470609085,0.7732160221648378,1.0,0.32670700175889933,0.8305267070505701,0.4265925033144516,0.6133878806438604,0.3368090888241399,0.8025028882336384,0.39619001024006306,0.6356868512279141,
ZN=F,-0.4293842658796622,-0.43279982162413205,-0.3449048488322169,-0.4901287209954928,-0.5350825698403212,-0.15903924269919772,-0.32239205960034384,-0.2882434102781262,-0.2519973206741265,-0.46394051657333596,-0.06527552466465303,-0.5380079259810016,-0.5511587137325515,-0.8771522512118429,-0.1895405731943773,-0.1788190881544123,0.15488765126844056,-0.2103970396843757,-0.6930744127742298,-0.6927108929305394,-0.15312214155453796,-0.06777553021068629,-0.3556064894845677,0.03669804872022692,-0.32951721641966064,-0.20879741675363098,-0.20023817578606598,-0.07735304392651605,-0.29418612438713976,-0.9608716770851538,-0.2257035871069759,-0.2562424384210488,0.6934904911882431,-0.01816721154138265,-0.1644103167207776,0.15785528121986725,0.32670700175889933,1.0,0.36444900682316933,0.9626610420352341,0.25741859271241735,0.8684688671943098,0.30617292885594544,0.3198235328243246,0.33036516334180926,
PL=F,-0.5393697693355001,-0.5403472213280629,-0.4935678161964146,-0.5776974651834786,-0.5588645105960209,-0.40870416478546595,-0.15229669673268256,-0.7838860398164267,0.06893374660008483,0.09346671837170187,-0.27720708180896475,-0.026414891011825817,-0.7287166218786832,-0.5654766176650425,0.39338770844365517,0.3275312875685717,0.26531582267106835,0.3458749954195831,-0.5380169825135356,-0.5342683081306876,0.45540968232515056,0.39134813495534415,0.46781373062414444,0.3614678518974812,0.4895088380227415,0.3816464313701673,0.42733369897109036,0.5199662580831574,0.5743810184433403,-0.16283612320803686,0.6475481945740443,0.21866693731706227,-0.35911187973812697,-0.14308182653843268,0.1627394899027052,0.6351010133451198,0.8305267070505701,0.36444900682316933,1.0,0.5432767913624289,0.8012530654532819,0.5724998746994535,0.9534725287509176,0.7575450648420404,0.8882114360392619,
ZF=F,-0.5560864201364328,-0.5594965053961067,-0.47277044026764814,-0.6252978125997436,-0.6384659496361837,-0.31253007338205,-0.3789040479819838,-0.4775026983402934,-0.2647568634850039,-0.42712761708209157,-0.19761290591567837,-0.5185388569746141,-0.6336108086186928,-0.9607177890941816,-0.13827977796546775,-0.13640584486259802,0.10092550497771635,-0.16238562528311562,-0.79985559233495,-0.7979079565855836,-0.08383235393743474,-0.004504759294572406,-0.2649254425084318,0.06881623165296472,-0.2268889098515823,-0.14522775704291785,-0.11187243010880782,-0.009426300854668924,-0.168124839720219,-0.8640463532740746,-0.10009609128738071,-0.14614697722731643,0.5241906368591771,0.02661401531246219,-0.06676832766732033,0.2700500447722272,0.4265925033144516,0.9626610420352341,0.5432767913624289,1.0,0.42591147917031735,0.9565987930267023,0.48658493730811125,0.5132237096975688,0.5071103932487067,
EURUSD=X,-0.5746807586607552,-0.576072125352731,-0.5379060329732052,-0.5537352042838376,-0.5347719539467544,-0.431776528644391,-0.2432965703532827,-0.9075112975688289,-0.1502850230623435,-0.06148657997000159,-0.38853034956459326,-0.23658505843335667,-0.8199936832246778,-0.4364614769003155,0.24824789663278474,0.017089151128743957,0.08064600116608887,0.0548052134984341,-0.28588128097747295,-0.28069001817038425,0.1672347915480679,0.07881129185886837,0.25684213110277226,0.21675433396519322,0.24672915647826127,0.21997878775081442,0.16081368960276293,0.22574516615957663,0.4071840300872759,-0.049740566803490774,0.48431969728083135,-0.02666597703730577,-0.3901062358780246,-0.21364704629170875,-0.054935522025776985,0.3636661285941119,0.6133878806438604,0.25741859271241735,0.8012530654532819,0.42591147917031735,1.0,0.4462088468346304,0.8672933434898176,0.6915281734455033,0.8434412555371339,
ZT=F,-0.6100363392632866,-0.6139779210917864,-0.545739847546115,-0.6917503645955676,-0.6542571925484181,-0.4409274197682478,-0.4208218959503957,-0.5534021791183007,-0.3061844412926348,-0.4383681801670687,-0.2968797153663783,-0.5164417496028837,-0.5366313453416243,-0.9987641831347749,-0.179399282828829,-0.1779582351751568,-0.06887139833521352,-0.1943478451246325,-0.8909791134470421,-0.8877531401135933,-0.11955044729925392,0.0018817278810091904,-0.28133684193859104,-0.010287607459670297,-0.22475423879668502,-0.15609768494478488,-0.08661094979343331,-0.07686069463499452,-0.16118592011044242,-0.7423364844605156,-0.11652149362055027,0.05501796538952357,0.4205162390791088,0.21467192154866516,0.14891475073405464,0.2350567382772915,0.3368090888241399,0.8684688671943098,0.5724998746994535,0.9565987930267023,0.4462088468346304,1.0,0.49380459450081315,0.6569626344661242,0.5390136680434253,
AUDUSD=X,-0.6265995214016931,-0.6268045661775203,-0.5822168842952778,-0.6371597603347482,-0.6263937153911321,-0.5002136933341237,-0.2562954112443749,-0.8547383700368244,-0.05739225192796792,0.033707837583856995,-0.37558509327163825,-0.09245925906161959,-0.8291600370445859,-0.48487815651656924,0.31823985148402395,0.22840055500237702,0.18741299445648893,0.24521792814712662,-0.40216211276444547,-0.3972377566140778,0.366562783826859,0.29510158876830317,0.4123557515922778,0.2768823091675728,0.42961931718282453,0.30952251690047894,0.3250210280238341,0.45637689725959535,0.5262724180075049,-0.08683382543116332,0.6163347309098252,0.08806421263385615,-0.41001915746225176,-0.2463356995462302,0.029997741831467063,0.6348966505901036,0.8025028882336384,0.30617292885594544,0.9534725287509176,0.48658493730811125,0.8672933434898176,0.49380459450081315,1.0,0.7217953907433486,0.9484311724037636,
GBPUSD=X,-0.6736049370543052,-0.6757076929520596,-0.6545163977485507,-0.719836743308093,-0.630636697303463,-0.6515529056575103,-0.3653673174079267,-0.8182154982400325,-0.24211959060209445,-0.23577521754433056,-0.42160682491862533,-0.3061936573360865,-0.4642403886283803,-0.6375669190179266,0.02682651868085151,-0.07171889734535897,-0.22345927101509247,0.010124887870507051,-0.6230017711877915,-0.6168327278339301,0.06773961996880913,0.05360587187678288,0.06180339593455368,0.06507682965916907,0.1221370892685871,0.12429741803824794,0.20619681474262228,0.11844530183812697,0.18345094230642944,-0.1036869789056824,0.24262986698919814,0.4763450352594533,-0.23781758781816392,0.3511405559736954,0.5191465823569373,0.17035905157617043,0.39619001024006306,0.3198235328243246,0.7575450648420404,0.5132237096975688,0.6915281734455033,0.6569626344661242,0.7217953907433486,1.0,0.7322538774363485,
BRLUSD=X,-0.7897332200098764,-0.7898912137730382,-0.7608110969024804,-0.7846424317814735,-0.7701882518683034,-0.6539074676354263,-0.4619067410973089,-0.8783603461194327,-0.2933254506019498,-0.169862526815655,-0.5615424542229125,-0.2779860688972212,-0.8323660755830732,-0.5260269469080917,0.07517600059548682,-0.0008721889187128924,-0.028797015946916055,0.01722318215153553,-0.38514025732641344,-0.3800670686275537,0.13834072980215517,0.14185892124250948,0.22744939088996433,0.08244293109247465,0.24211533527179627,0.1142743954551923,0.1577062853777479,0.2395194693398806,0.35072325891053463,-0.09599121661560052,0.4411008100468618,0.05124217188492743,-0.3588291513780213,-0.21488821679244927,0.05779461464626046,0.5106834107275571,0.6356868512279141,0.33036516334180926,0.8882114360392619,0.5071103932487067,0.8434412555371339,0.5390136680434253,0.9484311724037636,0.7322538774363485,1.0,
trending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
