,DGS10,DGS2,LE=F,NG=F,HO=F,CL=F,^IRX,DGS3MO,BZ=F,GF=F,RB=F,BRLUSD=X,GBPUSD=X,EURUSD=X,CT=F,HE=F,AUDUSD=X,ZM=F,JPY=X,PL=F,CC=F,KE=F,KC=F,ZS=F,SB=F,HG=F,ZO=F,^RUT,ZC=F,ZL=F,ZR=F,LBS=F,YM=F,SI=F,ES=F,^GSPC,UUP,NQ=F,MGC=F,PA=F,ZT=F,GC=F,ZF=F,ZB=F,ZN=F,trending
YM=F,-0.24456875671589082,0.3494054467277257,-0.36087862084392247,-0.07598110465147641,-0.357923165157632,-0.3431554745869339,0.42713132876065085,0.4246470726395687,-0.3842012355961385,-0.2991014590525053,-0.32254347465510247,-0.8064662543943574,-0.6655168527664557,-0.4584682477379487,0.15033976558518136,-0.14762185837358477,-0.6751856987917716,-0.34178819742622146,0.46342938559673524,-0.6341684762896191,-0.25254050414744533,-0.3041143499548644,-0.25011771403547994,-0.22422027650514426,-0.37708015000196876,0.2662093383006595,0.2652543848032462,0.9654232337383011,-0.16471408862111195,0.07613580968932984,-0.22455767601529172,0.7055913852146057,1.0,-0.19218261311657278,0.9882264616522064,0.9877620556460857,0.6884267734424403,0.9631555981423817,0.528337876281596,0.8716821985533509,-0.3711404717179792,0.3929435646577734,-0.17488647826078368,0.41435822037627157,0.03234282167054089,
SI=F,-0.3027215894996194,-0.5724109677951849,-0.08723667410639617,0.2441897836418296,0.6109440016485871,0.6136037262234272,-0.45402247283016867,-0.45700292271344084,0.6450260192114975,-0.1367843774602885,0.6352209437656685,0.5378849316143534,0.3992291447658089,0.56455002879761,0.5042393896158093,0.3893551872104704,0.7169001733910174,0.4520668477214178,-0.799930966455556,0.709611337813818,-0.23141354735969308,0.6694277708165814,0.5585487893148651,0.7314622937011941,0.7625549386533833,0.7233330038351463,0.444819862764672,-0.18290871455288993,0.8176464837599595,0.8112423952984099,0.5517234353285901,0.24227981326345102,-0.19218261311657278,1.0,-0.15348634142498047,-0.15262434802397734,-0.5087828426334331,-0.04175181099742774,0.04300767414709549,0.051990030538882445,0.5647489679041809,0.7084671166298043,0.6552266837480006,-0.12912798367151362,0.47601008903674374,
ES=F,-0.30583191521891595,0.2300957289457734,-0.30515667619230574,-0.04152945562806865,-0.36051379429467556,-0.334938890351646,0.2955651138901224,0.29195908608105,-0.38442085579641877,-0.23728332056561244,-0.3128554036346165,-0.8066499409206729,-0.6050478258391021,-0.43602921481249224,0.1717036796656806,-0.10543743223437371,-0.6558332124584327,-0.3019008342079832,0.47581871001416315,-0.5913429645817542,-0.18531745571828576,-0.24720526761609798,-0.16453593460904362,-0.17027149285005155,-0.3239146941588082,0.30327201785003294,0.32277639201167174,0.9680087411073572,-0.1380134261662833,0.13580419999395155,-0.1846028551424309,0.7392592426134875,0.9882264616522064,-0.15348634142498047,1.0,0.9999699880581632,0.6578738855822195,0.986301737031902,0.5550210419963458,0.8717241420416443,-0.25285709447054444,0.4243845630805873,-0.08149212608951768,0.45016780891020935,0.10263191693450742,
^GSPC,-0.30771237037762056,0.22739932788203668,-0.304508905089186,-0.05230535937679735,-0.3659082054007131,-0.3379186231476608,0.29052258193407177,0.28917684764999313,-0.3875539516833932,-0.2365160279633002,-0.31751183564086655,-0.8064792297125984,-0.6031701450339737,-0.43430371515375155,0.16890293566886483,-0.10515423224976429,-0.6553428559353577,-0.3035338384166728,0.47397892955274035,-0.5902809843702064,-0.18378948646956297,-0.2504969725007502,-0.16678922456306536,-0.17152608270484795,-0.32419553394310086,0.30295056195485126,0.3218810414545695,0.96773291697982,-0.1397320072058316,0.13423229249608687,-0.18365071858207083,0.7395135617640469,0.9877620556460857,-0.15262434802397734,0.9999699880581632,1.0,0.6574873023173595,0.9865142114175556,0.5551061246045019,0.8719149305646008,-0.24714926249941196,0.4241849435523694,-0.07601206962766119,0.45351589383291874,0.10776085137159153,
UUP,-0.40521991942785485,0.43261841277450913,-0.4862224842296434,-0.5968099386563626,-0.7926096801708685,-0.8151578863515591,0.48604143745121975,0.48650479828697446,-0.8103862642823206,-0.4269150727123959,-0.7932272199316173,-0.8755113948534273,-0.8849861709174338,-0.9092801402408976,-0.3823696840189216,-0.6388023960145013,-0.9033892043244607,-0.7175286639256824,0.5625170722509697,-0.8958972748533293,-0.25824352621470015,-0.6949919256158154,-0.5777660534965547,-0.6797187821372418,-0.6091956968907565,-0.35609625443575965,-0.2554957295109,0.5611236477596586,-0.4629077625526747,-0.418545942193331,-0.4771210484939224,0.2248159598388946,0.6884267734424403,-0.5087828426334331,0.6578738855822195,0.6574873023173595,1.0,0.6349181235122563,0.3175926804773498,0.5858804046639617,-0.45544737243475397,0.12274142806339863,-0.18817024746957672,0.7095114711415506,0.15918650994430655,
NQ=F,-0.4105771106369182,0.12370865490811642,-0.3460743804895771,-0.05865959832107018,-0.3371341289496104,-0.31037633371557083,0.20550405239041708,0.20181720956293167,-0.35269014408150323,-0.27253250800995305,-0.2868719605925046,-0.7765581745094549,-0.5747260547777305,-0.39676390019948515,0.1980586047812886,-0.10243448382373932,-0.5999868208379909,-0.2799952861324938,0.3813683374314534,-0.5409026730722779,-0.21651001762222327,-0.17547993346262034,-0.1066260793814488,-0.1076587895981827,-0.2575141002264703,0.36843759473496496,0.37196127439895377,0.9288258341174249,-0.05136278543432488,0.2200556889912922,-0.09113766508946962,0.757358987904676,0.9631555981423817,-0.04175181099742774,0.986301737031902,0.9865142114175556,0.6349181235122563,1.0,0.5782493146407974,0.8996070628515352,-0.14912297215865036,0.5417857013918497,0.050172256791581354,0.4962405293090113,0.22545751591439023,
MGC=F,-0.47770815872022415,-0.11516518086922377,-0.2833966427476652,-0.011535660729118206,-0.1921326367293215,-0.1930561335518672,-0.008872499569459943,-0.011211785086522267,-0.18560151699151758,-0.222267444391061,-0.12400817236332473,-0.47301032102922785,-0.27829376668162237,-0.16798549893175493,-0.1009083980062322,-0.020454123560468978,-0.2835939823682588,0.19068539820304123,0.15827014363794756,-0.21955275900810198,-0.06741059202634642,0.05526737296629613,-0.2491353012227499,0.18447967429741563,-0.23627371274040573,0.20241202031226022,0.32532796464865327,0.4809711770001145,0.08191763820413824,0.16676764920525716,0.15890560727542558,0.514016313581705,0.528337876281596,0.04300767414709549,0.5550210419963458,0.5551061246045019,0.3175926804773498,0.5782493146407974,1.0,0.5869126231142038,0.0934151163374213,0.4506243170687899,0.2767521742473244,0.4337782778283444,0.40625848528303116,
PA=F,-0.49690523953892196,0.03597836833132021,-0.41205272034275586,-0.11534146541407851,-0.25388396287067133,-0.2417768175089254,0.20072498508856815,0.19902809169551247,-0.26112815282420476,-0.32377655932394395,-0.23479082210155713,-0.6580229980918526,-0.5159786305951837,-0.27302527175373553,0.07872987959283653,-0.07195542288663224,-0.5023932207136117,-0.24670095907381887,0.2190120343938406,-0.4209478655920435,-0.24000107961615239,-0.1428719918357933,-0.16385389687666896,-0.06547984550264441,-0.2642524564183023,0.36428762929814534,0.3186877757641164,0.7906965138838561,-0.0001273610763872145,0.21477848047366568,0.05966534987059838,0.6575878980270727,0.8716821985533509,0.051990030538882445,0.8717241420416443,0.8719149305646008,0.5858804046639617,0.8996070628515352,0.5869126231142038,1.0,-0.06471230515668623,0.6561435508185167,0.17551543178495568,0.478142008964187,0.35074874902843206,
ZT=F,-0.5036257028793699,-0.9984121498426378,0.24814497300201782,0.17269840959418328,0.24760596750038866,0.2987762398363913,-0.9514180798788853,-0.9510381697593958,0.28343958567808253,0.2868424945779824,0.30122743680963954,0.38783434177293236,0.5836163329716519,0.45577356925055906,0.059617721626745925,0.384764922819998,0.49336058919282993,0.4166627033169868,-0.358278700905052,0.6336456910647499,0.3017011413866126,0.5345334507087889,0.5755836431624641,0.5629345338314712,0.5303840110108154,0.31999879049250957,0.3265403352575903,-0.32793144061962626,0.42857010785322663,0.5129475166601155,0.5498391918194084,0.023588356507876312,-0.3711404717179792,0.5647489679041809,-0.25285709447054444,-0.24714926249941196,-0.45544737243475397,-0.14912297215865036,0.0934151163374213,-0.06471230515668623,1.0,0.38018361938111633,0.8910308173865626,0.11588045557868516,0.6827053334634072,
GC=F,-0.7124042624447253,-0.4128365360040044,-0.47486821953807523,-0.0589961724972249,0.14013625275818045,0.14369145353931675,-0.20594433487969474,-0.21067949150117635,0.16843497830034831,-0.43207987238915896,0.16918941641304172,-0.09902477777264751,-0.1614596057609412,0.11920926926017374,0.29926283614785887,0.062192836121987415,0.11611123137851485,0.08442369992100883,-0.468928127999884,0.13900598967797537,-0.3670452521188872,0.322910386807255,0.2441090838967945,0.38114473607624555,0.31410834715621366,0.6159623582449076,0.47746956651991784,0.28846152248620716,0.5290970230951386,0.6115740360493204,0.47177209827729716,0.5403359022138168,0.3929435646577734,0.7084671166298043,0.4243845630805873,0.4241849435523694,0.12274142806339863,0.5417857013918497,0.4506243170687899,0.6561435508185167,0.38018361938111633,1.0,0.667708337290104,0.39848046494541994,0.7186083826577021,
ZF=F,-0.7857624467835248,-0.9011468952870774,-0.13845912718890546,-0.06628039589095808,0.09733476077812424,0.12662591946913004,-0.7651464142200564,-0.7624171165129833,0.1432953758630384,-0.09645587660315758,0.1559070725356687,0.2017412672388235,0.26690690717410215,0.2505334834657631,0.010913392194337726,0.16415612796210052,0.3499833687022928,0.2458471167308248,-0.46559200254094424,0.44055755300478777,0.029509763775049255,0.4225713624418558,0.36892623007526737,0.48318349260052046,0.4654719727022272,0.32971963497502743,0.2870915453552577,-0.21916700014149582,0.5068120231777302,0.5402701986862507,0.5607061194223151,0.12420568424316225,-0.17488647826078368,0.6552266837480006,-0.08149212608951768,-0.07601206962766119,-0.18817024746957672,0.050172256791581354,0.2767521742473244,0.17551543178495568,0.8910308173865626,0.667708337290104,1.0,0.4020526913300915,0.9191025368474562,
ZB=F,-0.8371929088000817,-0.1345428802591262,-0.545705992557781,-0.6306369586792818,-0.7740281054966479,-0.7518714952674304,-0.055394928992843984,-0.04976698206466479,-0.7486663386793752,-0.4266331132409196,-0.7036154917909911,-0.6822331546814024,-0.626945516562101,-0.6825173505504927,-0.4359820186809725,-0.5236610644706307,-0.6251732737300363,-0.5114642892818545,0.24155044158878222,-0.56886462251004,-0.08072686086411994,-0.49303014395481276,-0.33990047102584636,-0.39073010706097433,-0.2850169277546623,-0.3017451567871611,-0.25816741644464464,0.2877332593792285,-0.2542901923446889,-0.1809037457464187,-0.21127134872221756,0.1986632164770149,0.41435822037627157,-0.12912798367151362,0.45016780891020935,0.45351589383291874,0.7095114711415506,0.4962405293090113,0.4337782778283444,0.478142008964187,0.11588045557868516,0.39848046494541994,0.4020526913300915,1.0,0.6882952162196309,
ZN=F,-0.9581053128316436,-0.700002913699626,-0.3673977911380723,-0.33597692422575065,-0.19199374415811307,-0.1787285990895462,-0.532378522220273,-0.5274207354354913,-0.15033046507682254,-0.2805774765407826,-0.13968592504192157,-0.08617643110425645,-0.07017857201122253,-0.07153174149730028,-0.1963494601187393,-0.11780599031847794,0.04131181014162487,-0.01570417905891888,-0.3276092441440766,0.11814630928778237,-0.0646756880898644,0.13766662264598586,0.11920446647678498,0.20463333168914044,0.22774426214239443,0.14227113000375657,0.13222444772846478,-0.08223033754009412,0.3147732790986384,0.3266846493202919,0.37310090675462615,0.14840470034322845,0.03234282167054089,0.47601008903674374,0.10263191693450742,0.10776085137159153,0.15918650994430655,0.22545751591439023,0.40625848528303116,0.35074874902843206,0.6827053334634072,0.7186083826577021,0.9191025368474562,0.6882952162196309,1.0,
trending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
