,Date,buy_volume_pct,sell_volume_pct,daily_buy_vol,daily_sell_vol,net_daily_vol,20td_trend_vol,20td_tot_daily_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,20td_tvf_vel,50td_trend_vol,50td_tot_daily_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,MIN_Lookback_One_Year,MIN_Lookback_2_Months,MIN_Lookback_1_Months,risk_trend_factor,risk_per_share,volume_factor,Adj Close,50tdBOLD,50tdMA-TP,50tdBOLU,200tdSMA,200tdSDev,adf_50td,tau_50td,tau_50td_p,hurst_50td,sector_50td_tvf_vel,sector_20td_tvf_vel,sector_risk_trend_factor,Sector,Sector Symbol,Market Index,Index Symbol,shortName,beta,currentRatio,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,sharesOutstanding,shortRatio,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEPS,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingPE
MEDP,2022-07-27 00:00:00,0.7313659297666543,-0.26863407023334573,279747.46813574526,-102752.53186425475,176994.93627149053,2198490.826715182,6475100.0,0.33953001910629677,0.04433891678143495,7.657607441787135,2198490.826715182,6475100.0,0.33953001910629677,0.022169458390717475,15.31521488357427,196.1199951171875,231.0,231.0,-4.715144117962364,36.58000183105469,1.2212428481175723,161.8800048828125,128.42358798262734,146.0901729329427,163.75675788325805,171.1893497467041,30.000498426836284,0.4099536124186479,0.5869387755102041,1.8062916174202528e-09,,2.673439987501856,1.336719993750928,-6.315260481113599,Healthcare,VHT,SP400,MDYG,"Medpace Holdings, Inc.",1.430395,0.374,142.434,,,0.377,0.236,254459008,0.19783,,error,25.405817,226388624,0.61981,701287000,0.91322,Diagnostics & Research,,,,,5142667776,286121984,0.18115,0,1.85,18.101473,3.9981153,0.1627,0.305,0.10457,0.36873,0.262,36.965,30998600,7.86,,42551000,1.373,403447008,1286273024,error,0,0,31.965317
SCI,2022-07-27 00:00:00,0.8759139940635633,-0.12408600593643669,709753.1093897054,-100546.89061029465,609206.2187794107,5307560.913044084,16853200.0,0.3149289697531676,0.07256768652764518,4.339796193353816,5307560.913044084,16853200.0,0.3149289697531676,0.03628384326382259,8.679592386707633,58.619998931884766,72.06999969482422,72.06999969482422,1.6939347371277647,10.880001068115234,0.8977035660955455,73.7300033569336,64.8701688965423,69.04373346964519,73.21729804274808,66.428538646698,3.5050608591598738,0.24141802915619687,0.33877551020408164,0.0005177213294710512,,2.182062791210125,1.0910313956050626,-7.000751321498066,Consumer Cyclical,VCR,SP400,MDYG,Service Corporation Internation,0.702426,0.592,218.534,1,0.0135,0.008,-0.041,1436120064,0.34377,1655164800,error,21.386168,699347392,0.31073,1303614000,0.87031,Personal Services,1655164800,0.25,841708800,2:1,11779798016,955174976,0.2777,0.19450001,1.71,6.4095697,2.819776,0.18996,0.52,0.04795,0.42988998,0.032,25.258,158736000,4.35,,300556000,1.893,4026807040,4177564928,error,0.92,0.0124779595,15.689218
QURE,2022-07-27 00:00:00,0.8956514095311072,-0.10434859046889279,534345.6309262585,-62254.369073741436,472091.2618525171,4758716.687636213,12098300.0,0.39333763319112713,0.09205345365810505,4.272926409171123,4758716.687636213,12098300.0,0.39333763319112713,0.046026726829052525,8.545852818342246,38.79999923706055,38.79999923706055,38.79999923706055,-3.4742095373140534,12.020000457763672,1.1630738469136033,24.8799991607666,9.707375370957868,17.902306645711263,26.097237920464657,20.655599999427796,5.954110014290904,0.9442506514366125,0.7459152816209198,2.2122297396986044e-14,,2.673439987501856,1.336719993750928,-6.315260481113599,Healthcare,VHT,SP600,SLY,uniQure N.V.,0.879948,12.935,24.8,,,,,311841984,0.59360003,,error,-11.155556,182076128,0.67262,362161000,0.95115,Biotechnology,,,,,1170854784,303520992,0.57921004,0,,2.1441996,2.2287562,0.61763,12.607,0.3393,0.83766997,2.947,11.354,46647600,3.75,,524886016,11.252,135407008,525340000,error,0,0,3.4383562
ALG,2022-07-27 00:00:00,0.7125002980235081,-0.2874997019764919,22443.759387740505,-9056.240612259495,13387.51877548101,116147.7674373718,706900.0,0.1643057963465438,0.03847406011326885,4.270560368799714,116147.7674373718,706900.0,0.1643057963465438,0.019237030056634425,8.541120737599428,160.7100067138672,160.7100067138672,160.7100067138672,-7.191864046911918,15.479995727539062,0.9059521562960343,123.5999984741211,110.03574433033188,116.2618430074056,122.48794168447932,136.29086673736572,14.393222818748376,0.272467498672355,0.2694977766525139,0.00577130211758717,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
LIN,2022-07-27 00:00:00,0.9501783804036773,-0.049821619596322704,3020807.106979371,-158392.89302062916,2862414.213958742,16086586.459875222,46842100.0,0.3434215472806561,0.08594059191003976,3.996034233044849,16086586.459875222,46842100.0,0.3434215472806561,0.04297029595501988,7.992068466089698,305.7099914550781,352.17999267578125,352.17999267578125,-1.903663366004915,72.8699951171875,1.235818631715489,290.45001220703125,260.2968635419388,299.2366241455078,338.17638474907676,310.81380294799806,18.281964905043615,0.7297010474131048,-0.5461224489795918,2.1924011534661882e-08,,1.8070376188474853,0.9035188094237426,-3.5175753129383973,Basic Materials,VAW,SP500,SPY,Linde plc,0.90196,0.845,37.071,4.68,0.0152,0.235,0.198,10368000000,0.32644,1654128000,error,28.772287,6152500224,0.42423,13250000000,0.81134003,Specialty Chemicals,error,,1071532800,2:1,152192958464,9616000000,0.1822,0.56060004,,3.4337091,4.7918186,0.12657,0.649,0.043119997,0.09017,0.134,61.904,512555008,1.21,,4464000000,8.802,16455999488,31761000448,error,4.143,0.014264073,43.691875
FUL,2022-07-27 00:00:00,0.8396227773119375,-0.16037722268806254,155246.25152497724,-29653.748475022763,125592.50304995448,1955542.9827501292,5386600.0,0.36303846262022965,0.10069504575155544,3.6053259612787034,1955542.9827501292,5386600.0,0.36303846262022965,0.05034752287577772,7.210651922557407,70.58000183105469,81.7300033569336,81.7300033569336,-2.6326655258862046,16.470001220703125,0.7933521803985211,63.560001373291016,54.83907025675023,64.16833335876464,73.49759646077905,69.66952671051025,5.698422619712306,0.4140687002884702,-0.433469387755102,8.923456165703583e-06,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
TWNK,2022-07-27 00:00:00,0.9467455487738813,-0.053254451226118674,965775.1343042363,-54324.865695763656,911450.2686084727,5108717.371699138,15464600.0,0.33034914396099074,0.09254669997121284,3.569539962675575,5108717.371699138,15464600.0,0.33034914396099074,0.04627334998560642,7.13907992535115,17.229999542236328,24.270000457763672,24.270000457763672,0.1685216564395598,3.145000457763672,0.5248375730858961,22.100000381469727,19.505089718849337,20.867873344421387,22.230656969993436,20.459600019454957,1.5144030576955456,0.20888062426237047,0.12203177686744211,0.21250282724343594,,1.577877562160114,0.788938781080057,-2.6761738823394112,Consumer Defensive,VDC,SP600,SLY,"Hostess Brands, Inc.",0.67745,2.379,64.918,,,,,246310000,0.21568,,error,24.319149,96529376,0.35898998,409983000,1.0792401,Packaged Foods,error,,,,3163298048,203028992,0.17454,0,2.09,1.7587321,2.769876,0.10446,2.068,0.03647,0.071440004,0.161,8.68,138376992,4.08,,249159008,1.798,1115943040,1142035968,error,,,36.517574
AMED,2022-07-27 00:00:00,0.887133190619462,-0.11286680938053799,661801.3602021186,-84198.63979788133,577602.7204042373,2242643.143431338,8878800.0,0.25258403651747285,0.07089649446899954,3.562715454540826,2242643.143431338,8878800.0,0.25258403651747285,0.03544824723449977,7.125430909081652,264.1000061035156,264.1000061035156,264.1000061035156,-13.726688494279882,29.710006713867188,1.5250003398621417,128.16000366210938,106.53796210594622,117.99393330891928,129.44990451189233,144.0503998184204,21.09932127995269,0.8192445853310495,0.16823194542550868,0.08484856954014483,,error,error,error,error,error,SP400,MDYG,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
VNDA,2022-07-27 00:00:00,0.9250007748592737,-0.07499922514072636,300625.2518292639,-24374.748170736068,276250.50365852786,3009926.55010839,9107900.0,0.330474264112297,0.09525898725545967,3.469218743907612,3009926.55010839,9107900.0,0.330474264112297,0.047629493627729835,6.938437487815224,21.440000534057617,21.440000534057617,21.440000534057617,-11.379700072995528,2.6599998474121094,0.8879542968053127,11.350000381469727,9.047677864568941,10.477733325958251,11.907788787347561,13.344899988174438,3.039361362294048,0.7162783418209078,0.539878429495933,3.355975630682398e-08,,2.673439987501856,1.336719993750928,-6.315260481113599,Healthcare,VHT,SP600,SLY,Vanda Pharmaceuticals Inc.,0.530882,6.427,2.449,,,-0.139,-0.136,45006000,0.16750999,,error,12.122222,48222124,0.90461,243053000,1.0243,Biotechnology,error,,,,607820096,64214000,0.15693,0.0,0.94,1.2320724,2.2622287,0.12339,6.252,0.04676,0.0692,0.005,4.837,55712200,8.3,,432812992,7.742,12366000,268681984,error,,,18.183332
CTLT,2022-07-27 00:00:00,0.8527143473915177,-0.14728565260848223,771706.4843893235,-133293.5156106764,638412.9687786471,4767960.759572618,20851500.0,0.22866272256540862,0.06610430331005183,3.4591200741183536,4767960.759572618,20851500.0,0.22866272256540862,0.03305215165502592,6.918240148236707,127.68000030517578,142.63999938964844,142.63999938964844,-5.611258056969857,15.099998474121094,0.914426704328459,109.41000366210938,96.63093035601183,105.16686665852865,113.70280296104546,110.72620014190674,12.871818229109882,0.03804013752926636,0.251531258209013,0.009981592545426002,,2.673439987501856,1.336719993750928,-6.315260481113599,Healthcare,VHT,SP500,SPY,"Catalent, Inc.",1.32567,2.892,90.674,,,-0.381,-0.392,1147000064,0.24389,,error,27.089586,-261775008,0.33828998,1352000000,1.0943,Drug Manufacturers—Specialty & Generic,,,,,20050348032,504000000,0.16925,0,1.88,4.3270416,4.26331,0.10908,2.045,0.05212,0.117869996,0.209,26.913,179212992,3.65,,880000000,4.91,4200000000,4703000064,error,0,0,39.67376
