,Date,buy_volume_pct,sell_volume_pct,daily_buy_vol,daily_sell_vol,net_daily_vol,20td_trend_vol,20td_tot_daily_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,20td_tvf_vel,50td_trend_vol,50td_tot_daily_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,MIN_Lookback_One_Year,MIN_Lookback_2_Months,MIN_Lookback_1_Months,risk_trend_factor,risk_per_share,volume_factor,Adj Close,50tdBOLD,50tdMA-TP,50tdBOLU,200tdSMA,200tdSDev,adf_50td,tau_50td,tau_50td_p,hurst_50td,sector_50td_tvf_vel,sector_20td_tvf_vel,sector_risk_trend_factor,Sector,Sector Symbol,Market Index,Index Symbol,shortName,beta,currentRatio,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,sharesOutstanding,shortRatio,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEPS,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingPE
UTHR,2022-07-27 00:00:00,0.7630244730586067,-0.2369755269413934,220437.77026663147,-68462.22973336856,151975.54053326292,1899679.5831882036,8151300.0,0.2330523454158482,0.067952942253102,3.429613754586315,1899679.5831882036,8151300.0,0.2330523454158482,0.033976471126551,6.85922750917263,212.6199951171875,229.82000732421875,243.3000030517578,0.22815827520973647,31.819992065429688,1.0365492150631352,231.0,195.38180928662064,225.51046702067057,255.6391247547205,200.33745002746582,19.592183674482694,0.00275582319780066,0.39755102040816326,4.6274915214088845e-05,,2.673439987501856,1.336719993750928,-6.315260481113599,Healthcare,VHT,SP400,MDYG,United Therapeutics Corporation,0.576415,8.84,19.156,,,7.246,7.477,960800000,0.54335,,error,11.803664,515424992,0.92907995,1563000000,0.99899,Biotechnology,,,1253664000,2:1,10212771840,797100032,0.51513,0,6.78,2.4447503,5.7754745,0.38873002,8.333,0.113850005,0.18038,0.218,39.252,45299500,2.32,,2267699968,50.06,800000000,1768300032,error,0,0,15.569752
GKOS,2022-07-27 00:00:00,0.8437502483529234,-0.15624975164707658,188325.05543237252,-34874.94456762749,153450.11086474505,1608154.1238523766,8156100.0,0.19717194784914072,0.059262591660705154,3.3270895234890343,1608154.1238523766,8156100.0,0.19717194784914072,0.029631295830352577,6.654179046978069,64.48999786376953,64.48999786376953,64.48999786376953,-2.6597005747666347,13.400001525878906,0.7949868130015929,52.61000061035156,37.43292119646521,44.999053421020506,52.5651856455758,48.926200008392335,6.089573894568233,0.9473840403024096,0.8351020408163266,1.1559219321738523e-17,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
ARNC,2022-07-27 00:00:00,0.3636358907401724,-0.6363641092598276,344654.0972435354,-603145.9027564646,-258491.80551292916,3000630.7059422666,14529700.0,0.20651704480768815,0.06231548554734584,3.3140565782927482,3000630.7059422666,14529700.0,0.20651704480768815,0.03115774277367292,6.6281131565854965,37.630001068115234,37.630001068115234,37.630001068115234,-3.7235030170386874,6.510000228881836,0.7843724806779744,29.549999237060547,26.070967940236578,28.07339997609456,30.075832011952542,29.102750005722047,2.833745843293959,0.04682231384282297,0.25122825298392126,0.010210715331176515,,2.3657465075898445,1.1828732537949223,-4.049073653497364,Industrials,VIS,SP600,SLY,Arconic Corporation,1.74008,1.45,116.528,,,-0.152,-0.192,571000000,0.0712,,error,7.6886544,-189124992,0.11496,931000000,0.93838996,Metal Fabrication,,,,,3082545664,-216000000,0.04002,0,0.86,1.9926149,0.38435733,-0.05075,0.63,0.030079998,-0.26680002,0.308,74.328,105784000,3.92,,210000000,1.985,1819000064,8019999744,error,0,0,error
ECPG,2022-07-27 00:00:00,0.3596040229107473,-0.6403959770892527,163152.34519460605,-290547.65480539395,-127395.3096107879,1884043.1409492898,8442200.0,0.22316968810846577,0.06848949547761349,3.2584513369851167,1884043.1409492898,8442200.0,0.22316968810846577,0.034244747738806744,6.516902673970233,49.7400016784668,72.66999816894531,72.66999816894531,0.9651438902027383,16.639999389648438,1.1766587657644532,70.37999725341797,53.22918325058665,60.5990667215983,67.96895019260994,60.87360008239746,4.544000559923471,0.9875819359261397,0.4644897959183673,1.9397308939998152e-06,,1.5786906181665243,0.7893453090832622,-5.094686029161568,Financial Services,VFH,SP600,SLY,Encore Capital Group Inc,1.249467,13.365,237.148,,,1.155,0.857,780368000,0.45976,,error,7.084507,544964608,1,1614499000,1.22812,Mortgage Finance,,,,,1709325696,288464000,0.43007,0,0.4,1.3763853,1.0070591,0.25445998,13.251,0.097229995,0.3423,0.199,59.677,24259500,8.07,,173336992,7.145,2955751936,1697344000,error,0,0,4.86326
CDMO,2022-07-27 00:00:00,0.9166660553375148,-0.08333394466248517,446783.0353715047,-40616.96462849527,406166.07074300945,4122057.0908641852,12725600.0,0.32391848642611626,0.10054117874746298,3.2217494409900174,4122057.0908641852,12725600.0,0.32391848642611626,0.05027058937373149,6.443498881980035,27.020000457763672,34.5099983215332,34.5099983215332,-4.5378975396949475,8.179999351501465,1.0419969108993414,19.639999389648438,10.280669221704827,14.975466651916506,19.670264082128185,21.017449984550478,6.299862832206075,0.8810759754200486,0.7514319123750556,1.4900934768580687e-14,,2.673439987501856,1.336719993750928,-6.315260481113599,Healthcare,VHT,SP600,SLY,"Avid Bioservices, Inc.",2.108556,2.376,104.873,,,,57.06,19902000,0.16641001,,error,67.86667,-48819248,0.30642998,36648000,1.0608699,Biotechnology,1521158400,0.656,1499644800,1:7,1258954496,9465000,0.12895,0,10.94,7.2096324,10.526639,1.06752,2.007,0.02772,1.01222,0.131,1.945,61834700,8.46,,126166000,2.04,183030000,119597000,error,0,0,10.387755
BA,2022-07-27 00:00:00,0.3309851587589112,-0.6690148412410888,5413791.847756007,-10942808.152243992,-5529016.304487986,47849988.74529095,185334900.0,0.25818121004349937,0.08077631540232175,3.1962489098144538,47849988.74529095,185334900.0,0.25818121004349937,0.04038815770116087,6.3924978196289075,241.14999389648438,241.14999389648438,241.14999389648438,-5.071144559287992,50.31999969482422,0.6239659950543691,156.08999633789062,115.92276032108919,137.40073333740236,158.87870635371553,182.13300018310548,32.56412047504203,0.6301772528376911,0.6353614249565328,7.611381748491069e-11,,2.3657465075898445,1.1828732537949223,-4.049073653497364,Industrials,VIS,SP500,SPY,Boeing Company (The),1.405882,1.298,,,,,,52000000,0.00085,1581552000,error,33.422268,-969875008,0.06136,5190000000,0.54841,Aerospace & Defense,error,,865814400,2:1,93497032704,-3244999936,-0.03344,0,-5.54,,1.5312321,-0.07999,0.292,-0.0089300005,,-0.081,103.566,587699008,0.98,,12282000384,20.759,57741000704,61060001792,error,0,0,error
WTRG,2022-07-27 00:00:00,0.9843776077056958,-0.015622392294304175,712787.8257396943,-11312.174260305654,701475.6514793886,6351495.187735282,18184000.0,0.34929032048698205,0.11195825237066553,3.119826480772225,6351495.187735282,18184000.0,0.34929032048698205,0.05597912618533277,6.23965296154445,49.90999984741211,53.93000030517578,53.93000030517578,-0.8131148074077688,9.14999771118164,0.8722840838566334,50.11000061035156,42.27345247654753,45.96739990234375,49.66134732813997,47.396045188903805,2.409734302636421,0.5503385890911644,0.37500012515224773,0.000123165481530457,,1.9546411790641929,0.9773205895320964,-1.575715646355189,Utilities,VPU,SP400,MDYG,"Essential Utilities, Inc.",0.661132,0.654,116.599,1.07,0.0214,0.056,0.085,914580992,0.4587,1652313600,error,26.785341,-396858112,0.49885,991997000,0.72173,Utilities—Regulated Water,1652313600,0.268,1378166400,5:4,13407398912,699801984,0.30656,0.6171,4.23,2.4632866,6.724364,0.22434,0.509,0.026619999,0.088879995,0.198,7.688,262068000,2.82,,58298000,0.23,6127394816,1993853952,error,1.055,0.021053681,29.918127
AGYS,2022-07-27 00:00:00,0.9498175836675254,-0.05018241633247456,800031.3507231567,-42268.64927684332,757762.7014463134,1454458.8589155045,2933300.0,0.4958438819471259,0.16144030490609068,3.071376024937247,1454458.8589155045,2933300.0,0.4958438819471259,0.08072015245304534,6.142752049874494,59.34000015258789,59.34000015258789,59.34000015258789,-1.8581435987357386,17.130001068115234,1.1269199773672631,48.72999954223633,34.26086716188446,43.86260004679362,53.46433293170277,42.626800003051756,4.958395368339347,0.5580580016162209,0.6696611419850345,6.913906156480043e-12,,2.510508364147541,1.2552541820737706,-5.514989083235574,Technology,VGT,SP600,SLY,"Agilysys, Inc.",1.176245,2.105,7.121,,,0.667,0.541,12305000,0.071779996,1247702400,error,46.33654,21710750,0.61347,101532000,1.01165,Software—Application,1247702400,0.03,810432000,3:2,1289631872,20581000,0.05737,0,1174.2,11.837386,7.5233607,0.04402,1.919,0.030869998,0.059,0.227,6.996,26761400,3.91,,94897000,3.815,9704000,171416992,error,0,0,283.47058
RGNX,2022-07-27 00:00:00,0.9185751475889756,-0.08142485241102437,285493.15587065363,-25306.844129346377,260186.31174130726,3424290.7574702455,7420100.0,0.46148849172790735,0.15191114922701415,3.0378842769352277,3424290.7574702455,7420100.0,0.46148849172790735,0.07595557461350708,6.075768553870455,46.459999084472656,46.459999084472656,46.459999084472656,-2.9483391471805556,13.878999710083008,0.9610145247379409,32.81999969482422,16.021501182981645,24.584766642252603,33.14803210152356,28.942250022888185,4.908941204427585,0.9586062214877327,0.769795918367347,3.0691805191511453e-15,,2.673439987501856,1.336719993750928,-6.315260481113599,Healthcare,VHT,SP600,SLY,REGENXBIO Inc.,1.053431,3.977,11.341,,,,,169544000,0.36047,,error,-7.982716,91604376,0.50405,237077000,0.89926004,Biotechnology,error,,,,1382728320,218875008,0.34013,0,-1.9,2.99546,2.9398046,0.2718,3.763,0.10975,0.22388001,17.59,11.083,42769200,9.93,,457439008,10.651,86681000,470347008,error,,,error
PRLB,2022-07-27 00:00:00,0.9206342478499474,-0.07936575215005258,152549.09486873628,-13150.905131263713,139398.18973747257,770209.0436745805,2575000.0,0.29911030822313805,0.101390847710129,2.9500720723657268,770209.0436745805,2575000.0,0.29911030822313805,0.0506954238550645,5.9001441447314535,85.83999633789062,85.83999633789062,85.83999633789062,-16.241677362724722,6.909999847412109,0.35290259901240906,48.43000030517578,43.96467861393923,47.03900016784668,50.11332172175413,51.84654998779297,6.911549896069834,0.0014962700041099464,0.17476522485950902,0.07343105543205412,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
XYL,2022-07-27 00:00:00,0.8798573331104724,-0.12014266688952752,1964281.4961691296,-268218.5038308702,1696062.9923382595,7243813.229257908,17499800.0,0.413936915236626,0.1404295295044026,2.9476486654728036,7243813.229257908,17499800.0,0.413936915236626,0.0702147647522013,5.895297330945607,124.77999877929688,138.77999877929688,138.77999877929688,-9.07225824171497,15.5,0.8813930258586874,87.23999786376953,73.03261382306944,80.27413365681967,87.5156534905699,98.05834926605225,18.59140287608612,0.20150926146368386,-0.1339322283970069,0.17009934317353137,,2.3657465075898445,1.1828732537949223,-4.049073653497364,Industrials,VIS,SP500,SPY,Xylem Inc.,1.068114,1.624,78.166,1.2,0.014099999,-0.062,-0.057,795000000,0.15256,1653436800,error,27.607594,183750000,0.37535998,1979000000,0.94102997,Specialty Industrial Machinery,1653436800,0.3,,,15711311872,483000000,0.106309995,0.4914,1.76,4.912992,3.0150282,0.080979995,1.108,0.04131,0.13719,0.013,28.912,180092992,4.05,,1116999936,6.202,2505999872,5210999808,error,1.14,0.013424399,37.603447
MLAB,2022-07-27 00:00:00,0.8511449937101058,-0.14885500628989423,32683.96775846806,-5716.032241531939,26967.935516936122,151747.3719121775,759800.0,0.1997201525561694,0.06805830749413411,2.93454480297476,151747.3719121775,759800.0,0.1997201525561694,0.034029153747067054,5.86908960594952,307.9700012207031,333.4200134277344,333.4200134277344,-7.495427122441661,48.079986572265625,1.2927266430212834,204.80999755859375,185.26764870911043,202.67128336588542,220.0749180226604,261.15644119262697,45.027700615593695,0.2796882900731353,-0.3648979591836735,0.0001846865573738559,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
HNGR,2022-07-27 00:00:00,0.16667196490447278,-0.8333280350955272,249524.5986584862,-1247575.4013415137,-998050.8026830275,10103581.548355145,28714500.0,0.3518633982258143,0.1213609356015826,2.899313493931451,10103581.548355145,28714500.0,0.3518633982258143,0.0606804678007913,5.798626987862902,25.540000915527344,25.540000915527344,25.540000915527344,-3.930057620688499,5.289999008178711,8.713283818381312,18.610000610351562,12.879372804577665,15.175933361053467,17.47249391752927,17.373249983787538,1.7109666641332941,0.8260371773987398,-0.23303383572022943,0.01711080228252236,,2.673439987501856,1.336719993750928,-6.315260481113599,Healthcare,VHT,SP600,SLY,"Hanger, Inc.",1.283099,1.395,616.286,,,,,101321000,0.08854,,error,14.808001,36399000,0.32291,367905000,1.04879,Medical Care Facilities,,,662601600,1:4,724083456,70278000,0.060159996,0,1.3,6.6606693,0.6327714,0.03263,0.918,0.046409998,0.4732,0.1,29.544,39118500,8.33,,37423000,0.959,668996992,1144305024,error,0,0,15.554622
STAA,2022-07-27 00:00:00,0.823834145685835,-0.17616585431416498,327721.22315382515,-70078.77684617483,257642.4463076503,1641850.983249621,7043300.0,0.23310819974296437,0.08040859722986614,2.899045721150587,1641850.983249621,7043300.0,0.23310819974296437,0.04020429861493307,5.798091442301174,161.7100067138672,163.0800018310547,163.0800018310547,-12.384652565150628,20.070003509521484,0.6922206197650189,79.7699966430664,55.648030449137686,68.97340001424155,82.2987695793454,80.61920001983643,18.792509787102343,0.42931807458759974,0.7006942192965362,7.110204146003909e-13,,2.673439987501856,1.336719993750928,-6.315260481113599,Healthcare,VHT,SP400,MDYG,STAAR Surgical Company,1.076202,6.651,11.53,,,0.9,0.923,41730000,0.17177999,,error,71.51785,14030875,0.77704,178637000,0.95255,Medical Instruments & Supplies,,,706147200,1:2,3829684992,32586000,0.15627,0,4.13,13.85813,15.765211,0.11984,5.895,0.07691,0.1187,0.245,5.115,47811300,6.82,,193067008,4.038,31859000,242920000,error,0,0,131.31146
CHS,2022-07-27 00:00:00,0.7272727272727273,-0.2727272727272727,1684145.4545454546,-631554.5454545454,1052590.9090909092,7287358.544290395,40038400.0,0.18200923474190767,0.06448583001162071,2.822468668064109,7287358.544290395,40038400.0,0.18200923474190767,0.032242915005810356,5.644937336128218,7.190000057220459,7.190000057220459,7.190000057220459,-5.104839974958353,1.239999771118164,0.9397524454793078,5.079999923706055,4.355070325434106,5.085533328056336,5.815996330678566,5.087299993038178,0.5574418590714292,0.17034840970695608,0.3073796306513823,0.0017015150168793842,,2.182062791210125,1.0910313956050626,-7.000751321498066,Consumer Cyclical,VCR,SP600,SLY,"Chico's FAS, Inc.",1.361615,1.099,239.47,,,,,169038000,0.08612,1584057600,error,6.493671,90307376,0.38401002,663998000,0.833,Apparel Retail,1584057600,0.09,1109116800,2:1,641983616,66828000,0.060890004,0,0.7,2.539604,0.32706192,0.045890003,0.259,0.062480003,0.43828,0.394,16.68,125143000,3.56,,104131000,0.832,605326976,1962881024,error,0,0,6.662338
ITRI,2022-07-27 00:00:00,0.8187129545561016,-0.1812870454438984,239882.89568493777,-53117.10431506223,186765.79136987554,1422254.111429313,7353700.0,0.19340659959330853,0.06909342662080489,2.7992040495364776,1422254.111429313,7353700.0,0.19340659959330853,0.034546713310402447,5.598408099072955,99.69000244140625,99.69000244140625,99.69000244140625,-10.593301282577785,12.540000915527344,0.9715174941017017,55.40999984741211,44.39318033485433,49.484800008138016,54.576419681421704,57.50094980239868,9.799318142462864,0.08882293581717687,-0.03923174178449987,0.6880113170679738,,error,error,error,error,error,SP600,SLY,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error
