,VOX,VCR,VDC,VDE,VFH,VHT,VIS,VGT,VAW,VNQ,VPU,SPTM,SPY,SLY,MDYG,CONSUMER,WPUSI019011,WPU101,GVZCLS,UNRATE,VIXCLS,BUSLOANS,AWHAETP,UMCSENT,TDSP,DCOILWTICO,CPIAUCSL,CSUSHPINSA,FEDFUNDS,T10Y3M,USREC,USALOLITONOSTSAM,USPHCI,INDPRO,NEWORDER,PCE
2017-04-14,89.99971771240234,128.97436904907227,126.64998817443848,81.80818557739258,53.35672664642334,128.59624099731445,113.59985542297363,127.16251182556152,107.50234413146973,71.35442924499512,99.45276832580566,26.92418146133423,215.64165115356445,54.84267520904541,43.134718894958496,,,,,,,,,,,,,,,,,,,,,
2017-04-21,89.71212005615234,131.39334106445312,126.80447387695312,79.84127807617188,53.96269607543945,128.10122680664062,115.93447875976562,129.2578125,109.41726684570312,71.83982849121094,99.38047790527344,27.137035369873047,217.08987426757812,56.39791488647461,44.02802658081055,,,,,,,,,,,,,,,,,,,,,
2017-04-28,89.94403839111328,133.93263244628906,127.31494903564453,79.90122985839844,54.72811508178711,131.4982147216797,117.57644653320312,132.4937744140625,111.09892272949219,69.88977813720703,99.32791900634766,27.50943374633789,220.31956481933594,56.89076614379883,44.57582092285156,,,,,,,,,,,,,,,,,,,,,
2017-05-05,87.09589385986328,133.99871826171875,127.11795806884766,79.25911712646484,55.32041549682617,132.1551055908203,118.41607666015625,134.51748657226562,111.28372955322266,69.5605697631836,99.41553497314453,27.70412826538086,221.81871032714844,56.895408630371094,44.8465690612793,,,,,,,,,,,,,,,,,,,,,
2017-05-12,86.33514404296875,133.43234252929688,126.52685546875,79.77278900146484,54.545875549316406,131.05714416503906,116.84877014160156,135.96839904785156,109.76837921142578,68.61506652832031,99.35420989990234,27.54033851623535,221.15240478515625,56.18868637084961,44.40582275390625,,,,,,,,,,,,,,,,,,,,,
2017-05-19,86.07539367675781,132.19570922851562,127.18063354492188,80.20941162109375,53.98092269897461,130.49412536621094,116.55956268310547,135.09976196289062,109.43576049804688,69.38327026367188,99.93240356445312,27.495525360107422,220.53237915039062,55.53776931762695,44.3082160949707,,,,,,,,,,,,,,,,,,,,,
2017-05-26,86.52997589111328,134.50845336914062,129.94796752929688,78.17184448242188,54.646114349365234,131.98617553710938,118.36943817138672,138.37391662597656,110.49834442138672,69.78004455566406,102.56060028076172,27.82311248779297,223.67877197265625,56.025962829589844,44.86860656738281,,,,,,,,,,,,,,,,,,,,,
2017-06-02,88.77511596679688,136.92506408691406,131.63160705566406,76.27982330322266,54.38186264038086,134.83897399902344,120.03935241699219,140.28305053710938,112.09681701660156,70.46382141113281,104.32147216796875,28.198596954345703,225.95523071289062,57.01164627075195,45.536033630371094,,,,,,,,,,,,,,,,,,,,,
2017-06-09,88.32978820800781,134.583984375,130.3330535888672,77.70098114013672,56.35920333862305,134.9609832763672,119.6568603515625,137.1615753173828,113.65834045410156,70.63265228271484,103.27021026611328,28.050260543823242,225.251953125,57.83460235595703,45.54862976074219,,,,,,,,,,,,,,,,,,,,,
2017-06-16,88.64522552490234,134.6028594970703,129.49119567871094,77.65817260742188,56.523231506347656,135.72103881835938,121.18685913085938,135.65342712402344,112.43869018554688,71.70478057861328,104.93473052978516,28.075716018676758,225.63436889648438,57.170352935791016,45.507728576660156,,,,,,,,,,,,,,,,,,,,,
