,SYMBOL,exp_return,discounted_return,qtr_return,sell_date,stop_loss_price,days_delta,disc_rtn,qtr_rtn,outer_cv_avg_abs_err_n11,outer_cv_std_n11,mean_revert_flag,yhat_upper,yhat_lower,200tdSMA,200tdSDev,50tdMA-TP,50tdBOLU,200td_lower,50tdBOLD,200td_upper,20td_tot_daily_vol,20td_trend_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,20td_tvf_vel,50td_tot_daily_vol,50td_trend_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,Adj Close,Date,Index Symbol,MIN_Lookback_1_Months,MIN_Lookback_2_Months,MIN_Lookback_One_Year,Market Index,Sector,Sector Symbol,adf,beta,buy_volume_pct,currentRatio,daily_buy_vol,daily_sell_vol,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,hurst,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,net_daily_vol,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,risk_per_share,risk_trend_factor,sector_50td_tvf_vel,sell_volume_pct,sharesOutstanding,shortName,shortRatio,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEPS,trailingPE,volume_factor,outer_cv_avg_abs_err_n11_ratio,outer_cv_std_n11_ratio
CBT,CBT,0.04272376018805852,0.0005978399169390691,1.05652459545431,2022-10-04,65.61034038078247,70,0.0005978399169390691,1.05652459545431,87.451914425143,66.23895132220473,False,88.60872327703392,61.96883018348879,63.33971745491028,7.285867615169199,68.16978323618571,77.80506102813177,48.76798222457188,58.53450544423964,77.91145268524868,6080100.0,1761224.0170266824,0.28967023848730816,0.16927140520437722,1.7112768582358147,6080100.0,1761224.0170266824,0.28967023848730816,0.08463570260218861,3.4225537164716293,71.27999877929688,2022-07-25,MDYG,78.62000274658203,74.87000274658203,65.25,SP400,Basic Materials,VAW,0.5530673193691521,1.383993,0.916298641499795,1.264,273973.2938084387,-25026.7061915613,125.422,1.48,0.0212,0.415,0.427,627000000,0.16156,1661385600,error,9.804677,-53000000,0.21360001,806000000,0.97353995,0.4452487585620749,Specialty Chemicals,1653523200,0.37,827712000,2:1,4022594048,248946.5876168774,132000000,0.12136,0.6316,0.78,4.3818774,1.0364839,0.03427,0.715,0.0896,0.16393,0.297,68.508,18.970001220703125,-0.258303049022778,1.0867087490436833,-0.08370135850020502,56433700,Cabot Corporation,4.01,,215000000,3.81,1336999936,3880999936,1.44,0.020662935,error,31.263157,0.9450788563069893,1.2268787306789801,0.9292782331169693
MEDP,MEDP,0.02664492506740908,0.0012529810499819494,1.1221001895775435,2022-08-16,133.54099469285458,21,0.0012529810499819494,1.1221001895775435,1028.6495681196216,1530.0089207676801,False,198.5505858586482,149.18704562671326,171.23599973678589,30.08783135092616,145.3274895985921,162.52911174752958,111.06033703493357,128.12586744965463,231.4116624386382,5474600.0,1456233.175284289,0.2659980958032165,0.06622398431339482,4.016642890956566,5474600.0,1456233.175284289,0.2659980958032165,0.03311199215669741,8.033285781913133,167.02999877929688,2022-07-25,MDYG,231.0,231.0,196.1199951171875,SP400,Healthcare,VHT,0.7818129191820526,1.430395,0.9850569047798612,0.614,547297.6162956909,-8302.383704309119,26.459,,,0.482,0.416,236356000,0.19479,,error,26.810595,197691008,0.61665,701287000,0.88716006,0.42774662993137436,Diagnostics & Research,,,,,5355933696,538995.2325913818,252264000,0.17737,0,1.87,9.267602,4.414138,0.16471,0.531,0.09623,0.27302998,0.273,34.032,36.58000183105469,-4.292782693247047,1.43112209056733,-0.014943095220138803,32065700,"Medpace Holdings, Inc.",6.5,,82843000,2.462,160084000,1213358976,0,0,error,30.095493,1.1117560988624708,6.158471984896651,9.160084607252733
CACI,CACI,0.025102538734665555,0.0003220342493908124,1.0300654887069465,2022-10-11,264.7618532151457,77,0.0003220342493908124,1.0300654887069465,1459.2885218859612,1919.2449575445291,False,331.5863127862829,267.4780314690748,276.8842626953125,14.788504698907587,276.5247008260091,295.41409579384026,247.3072532974973,257.63530585817796,306.46127209312766,2571600.0,396113.8475079854,0.15403400509721007,0.08347446129843751,1.845283008733754,2571600.0,396113.8475079854,0.15403400509721007,0.041737230649218755,3.690566017467508,291.2300109863281,2022-07-25,MDYG,313.5199890136719,313.5199890136719,270.5,SP400,Technology,VGT,0.4772809200028411,0.943137,0.8760924792688578,1.287,127734.28347739947,-18065.71652260054,73.872,,,-0.155,-0.207,619780992,0.10119,,error,16.333708,498206496,0.34465,2113428000,0.89862996,0.30469412252035233,Information Technology Services,error,,1007683200,2:1,6793551360,109668.56695479892,684712000,0.07977,0,6.12,2.4636872,1.1092135,0.06707,1.059,0.04867,0.14992,0.021,260.311,38.800018310546875,-0.6146890158007046,1.7216037579656762,-0.12390752073114225,23327100,"CACI International, Inc.",2.37,,125074000,5.342,2187264000,6124656128,,,error,15.836326,0.7656639189572435,5.010776591820641,6.590134550503549
SUPN,SUPN,0.025066792839787442,0,1,2022-07-26,27.54395828269412,0,0,1,25.574871675781882,17.222300620305738,False,37.116534167991,26.59977534221256,29.93645010471344,1.800968787715063,28.267166713078815,30.49702357426248,26.334512529283316,26.03730985189515,33.538387680143565,6083300.0,2193681.724126347,0.36060719085469184,0.15307333236104412,2.3557806267923342,6083300.0,2193681.724126347,0.36060719085469184,0.07653666618052206,4.7115612535846685,30.549999237060547,2022-07-25,SLY,34.5,34.5,34.290000915527344,SP600,error,error,0.35984508103987256,error,0.5147048511282836,error,216330.4489292176,-203969.55107078244,error,error,error,error,error,error,error,error,error,error,error,error,error,error,0.3991934074290267,error,error,error,error,error,error,12360.897858435143,error,error,error,error,error,error,error,error,error,error,error,error,5.079999923706055,-2.2913392478663415,error,-0.4852951488717165,error,error,error,error,error,error,error,error,error,error,error,error,0.6614517509395128,0.8371480299337198,0.5637414419118274
CCRN,CCRN,0.022901809853954357,0.0002696018100303288,1.0251101022054017,2022-10-18,18.67807775380785,84,0.0002696018100303288,1.0251101022054017,42.368273715637486,52.265030311117,False,33.76825941239812,21.391851815077,21.841162433624266,3.3703525782443857,20.222200009028118,27.608474544844913,15.100457277135494,12.835925473211322,28.58186759011304,14976400.0,3918356.552817274,0.2616354098993933,0.09489060903912662,2.75723185411859,14976400.0,3918356.552817274,0.2616354098993933,0.04744530451956331,5.51446370823718,26.049999237060547,2022-07-25,SLY,30.399999618530273,30.399999618530273,18.899999618530273,SP600,Healthcare,VHT,0.9185716503579713,1.063725,0.6136362404862872,2.544,568104.4314422046,-357695.56855779537,65.703,,,15.165,15.82,154924000,0.0924,,error,17.60135,-124756248,0.22365999,374999000,0.96088,0.4190739055621631,Medical Care Facilities,error,,,,989996352,210408.86288440926,-85618000,0.08652,0,0.08,4.4416027,0.59046024,0.07873,2.479,0.1664,0.58352,1.972,45.699,13.680000305175781,-0.11330417469528434,1.43112209056733,-0.3863637595137129,38003700,"Cross Country Healthcare, Inc.",5.23,,1036000,0.027,195484992,1676652032,,,error,16.311834,2.167470932469625,1.626421303512417,2.006335195463696
ASH,ASH,0.02004766400401288,0.000315118776320622,1.0294105538248015,2022-09-27,99.20369681569346,63,0.000315118776320622,1.0294105538248015,109.56819424253405,74.56110443146518,False,121.66933434209001,95.24018563321582,99.85462213516236,5.273222349541273,101.89118316650391,109.39031729512081,89.30817743607982,94.392049037887,110.4010668342449,9031900.0,1304367.4210758158,0.14441783246889534,0.0946351265402541,1.52604891807764,9031900.0,1304367.4210758158,0.14441783246889534,0.04731756327012705,3.05209783615528,105.01000213623047,2022-07-25,MDYG,112.91000366210938,111.05000305175781,95.95999908447266,SP400,error,error,0.4738391866134566,error,0.5983266403202431,error,220603.03228607363,-148096.96771392637,error,error,error,error,error,error,error,error,error,error,error,error,error,error,0.37087509969488264,error,error,error,error,error,error,72506.06457214727,error,error,error,error,error,error,error,error,error,error,error,error,19.14000701904297,-0.25548576783609483,error,-0.40167335967975687,error,error,error,error,error,error,error,error,error,error,error,error,1.037409306922005,1.0434072184894367,0.7100381193663472
LRN,LRN,0.015208966621048656,0.001078757851709522,1.1042785543732858,2022-08-09,35.401096800096,14,0.001078757851709522,1.1042785543732858,64.66342735818928,85.08624660566646,False,56.57964126444951,33.65305172769225,35.42532500743866,3.1146818583773386,38.71094990412394,44.20429436267046,29.195961290683982,33.217605445577426,41.654688724193335,28439000.0,6370176.422702521,0.2239943887866142,0.1732429095648372,1.292949820279848,28439000.0,6370176.422702521,0.2239943887866142,0.0866214547824186,2.585899640559696,43.0099983215332,2022-07-25,SLY,41.84000015258789,41.20000076293945,35.86000061035156,SP600,Consumer Defensive,VDC,0.3321537845298631,0.45196,0.6066665649414062,3.484,277246.62017822266,-179753.37982177734,73.762,,,0.789,0.804,187922000,0.11536,,error,18.781658,127596624,0.34427,530200000,0.94404,0.494958132398076,Education & Training Services,error,,,,1839395712,97493.24035644531,204431008,0.08332,0,0.74,2.4156134,1.1291807,0.054959998,3.167,0.054569997,0.114250004,0.075,39.653,10.920001983642578,0.9276549082953232,0.42454434629860993,-0.39333343505859375,42766700,"Stride, Inc.",6.36,,369764000,8.917,575761024,1628964992,,,error,33.733334,1.7199653630457215,1.5034510551425706,1.9782899308570199
BCOR,BCOR,0.013564327662712407,0,1,2022-07-26,16.203052176496826,0,0,1,29.304551950027484,27.681399952737205,False,24.78225023394165,15.465200970015475,17.86481245994568,1.3443678994367192,17.655466629664105,19.486761908137257,15.17607666107224,15.824171351190952,20.553548258819117,5056800.0,963072.4991735986,0.19045097673896508,0.10931046181652322,1.742294137029954,5056800.0,963072.4991735986,0.19045097673896508,0.05465523090826161,3.484588274059908,19.34000015258789,2022-07-25,SLY,21.399999618530273,21.399999618530273,18.829999923706055,SP600,Financial Services,VFH,0.511165278213686,1.563235,0.41666865349005394,1.793,71833.6758616853,-100566.3241383147,173.615,,,,,97943000,0.110649996,1199836800,error,11.650602,41293752,0.45791999,405349000,0.98116994,0.5180579146422433,Asset Management,error,,1031875200,1:10,942219648,-28732.648276629392,36831000,0.07164,0,0.58,2.62344,1.0644144,0.00876,1.627,0.03711,0.02372,0.149,18.222,3.5699996948242188,-1.0112042049294014,0.9103335326015097,-0.583331346509946,48718700,"Blucora, Inc.",3.3,,134824000,2.783,593108992,885200000,,,error,error,0.8454122028506134,1.5152301819452796,1.4313029852294572
LLY,LLY,0.012771752629051942,0.00016483022774549383,1.015278674853294,2022-10-11,299.31607018844375,77,0.00016483022774549383,1.015278674853294,709.7981853630489,597.7707774759922,False,372.3972112016942,299.36604259545817,274.64115669250486,29.15841489052421,311.6845993550619,339.40300574755304,216.32432691145644,283.96619296257074,332.95798647355326,44713300.0,5400388.308507398,0.1207781198996137,0.11620806531566957,1.0393264836784775,44713300.0,5400388.308507398,0.1207781198996137,0.05810403265783479,2.078652967356955,331.54998779296875,2022-07-25,SPY,325.82000732421875,314.0,245.27999877929688,SP500,Healthcare,VHT,0.9953930781197432,0.36739,0.828977985255848,1.267,1443830.9569201104,-297869.0430798895,174.931,3.92,0.0119,0.409,0.404,10721399808,0.36563,1660262400,error,35.45989,4736287744,0.7556,21345300000,0.84050006,0.4102513323512075,Drug Manufacturers—General,1652400000,0.98,876960000,2:1,315025522688,1145961.9138402208,8062499840,0.30993998,0.5245,3.7,31.984371,10.743364,0.20903,0.772,0.12117,0.74018997,0.148,32.376,52.220001220703125,2.097854360676623,1.43112209056733,-0.171022014744152,950160000,Eli Lilly and Company,1.46,,2571599872,2.857,16551999488,29322799104,3.53,0.010737643,error,49.264484,0.7202741060278779,2.1408481722106756,1.802958224957803
AIN,AIN,0.012137285191721373,0.00019151387562743594,1.0177736947213771,2022-09-27,72.17560396001751,63,0.00019151387562743594,1.0177736947213771,347.869409203971,367.509315516096,False,96.81220645078793,73.20319022038126,83.34690660476684,3.3963532687032387,80.95761164347331,86.53961628965597,76.55420006736037,75.37560699729066,90.13961314217332,1892200.0,591592.5464664878,0.3126480004579261,0.1487314767722419,2.102097062726646,1892200.0,591592.5464664878,0.3126480004579261,0.07436573838612096,4.204194125453292,82.20999908447266,2022-07-25,SLY,91.52999877929688,91.52999877929688,91.52999877929688,SP600,error,error,0.18711808389965412,error,1.0,error,90500.0,0.0,error,error,error,error,error,error,error,error,error,error,error,error,error,error,0.4550882534191379,error,error,error,error,error,error,90500.0,error,error,error,error,error,error,error,error,error,error,error,error,12.849998474121094,-2.1758756735093736,error,0.0,error,error,error,error,error,error,error,error,error,error,error,error,0.6396606268482437,4.23147321588615,4.470372456013188
MLI,MLI,0.007465341377965618,8.854693944870817e-05,1.0081792263723852,2022-10-18,54.986574087587215,84,8.854693944870817e-05,1.0081792263723852,39.0302394365464,30.218389396149277,False,74.59689980127744,52.630383734459734,54.9557669878006,3.7947045788555966,54.46835544586182,60.45193686575302,47.366357830089406,48.484774025970616,62.545176145511796,6160000.0,1549841.216938631,0.25159760015237514,0.2069158626678266,1.2159415760031824,6160000.0,1549841.216938631,0.25159760015237514,0.1034579313339133,2.431883152006365,62.68000030517578,2022-07-25,SLY,63.06999969482422,63.06999969482422,48.060001373291016,SP600,Industrials,VIS,0.9453803641448799,1.053639,0.4141413557591346,3.19,137702.00078991224,-194797.99921008776,1.544,1,0.0162,0.901,0.898,875238976,0.21354,1654128000,error,8.726896,436627360,0.2592,830356000,0.95298,0.4383000638660347,Metal Fabrication,1654128000,0.25,1396224000,2:1,3586377728,-57095.998420175514,506955008,0.20263,0.0652,0.48,2.376338,0.8750146,0.16138001,1.944,0.2706,0.52845,0.136,73.168,13.790000915527344,1.0036257602422816,1.6132919069679976,-0.5858586442408654,56683700,"Mueller Industries, Inc.",8.42,,202500992,3.572,23867000,4098649088,0.76,0.0121250795,error,5.4309015,1.2158808622306416,0.6226904793636941,0.48210576338580524
FCN,FCN,0.007101636169276247,0.0005055947917687043,1.0476011862536305,2022-08-09,171.59833132431785,14,0.0005055947917687043,1.0476011862536305,282.43781182030597,328.5870587297116,False,202.315197843703,170.0619957282862,156.2990873146057,12.59522250376388,173.30561640421547,192.23382362633058,131.10864230707796,154.37740918210037,181.48953232213347,5293400.0,739467.3528951324,0.13969610324085321,0.10642970076676632,1.3125669078689606,5293400.0,739467.3528951324,0.13969610324085321,0.05321485038338316,2.625133815737921,183.63999938964844,2022-07-25,MDYG,178.13999938964844,170.64999389648438,147.3800048828125,SP400,Industrials,VIS,0.9676727600051018,0.428312,0.22373028640000828,2.395,48527.099120161794,-168372.9008798382,36.191,,,-0.098,-0.08,347764992,0.1236,,error,21.6913,171587632,0.31042,860715000,1.0715699,0.40070006656948753,Consulting Services,,,1054771200,3:2,6273213440,-119845.80175967643,318288992,0.1075,0,3.34,3.7798042,2.2296317,0.08167,2.147,0.06601,0.15126,0.054,83.929,29.989990234375,1.8256091306506892,1.6132919069679976,-0.7762697135999918,34470100,"FTI Consulting, Inc.",7.12,,271143008,8.049,587020992,2813564928,0,0,error,27.700151,0.9254296193478956,1.5379972378513667,1.7893000425931915
WTRG,WTRG,0.00518262852675336,0.0002461848189427851,1.0229045881249228,2022-08-16,45.492606673487444,21,0.0002461848189427851,1.0229045881249228,18.672409359954077,21.532170180266366,False,54.26513399560117,45.255402443406865,47.557246966362,2.493683741302693,45.71731658299764,49.259095777140345,42.569879483756615,42.175537388854934,52.54461444896739,18065200.0,4742856.411607013,0.2625410408745551,0.13256489182334588,1.9804718825887446,18065200.0,4742856.411607013,0.2625410408745551,0.06628244591167294,3.9609437651774893,49.369998931884766,2022-07-25,MDYG,53.93000030517578,53.93000030517578,49.79999923706055,SP400,Utilities,VPU,0.4541313374482203,0.661132,0.8571416594355086,0.654,780256.0525841435,-130043.94741585657,116.599,1.07,0.0217,0.056,0.085,914580992,0.4587,1652313600,error,25.848167,-396858112,0.49885,991997000,0.72149,0.3027659219248471,Utilities—Regulated Water,1652313600,0.268,1378166400,5:4,12938297344,650212.105168287,699801984,0.30656,0.6171,3.98,2.3771005,6.48909,0.22434,0.509,0.026619999,0.088879995,0.198,7.688,8.529998779296875,-1.1195784781278733,1.3162089860969066,-0.14285834056449145,262068000,"Essential Utilities, Inc.",2.73,,58298000,0.23,6127394816,1993853952,1.055,0.021672143,error,28.871344,0.9290727077078678,0.3782136877441742,0.4361387613148232
HUBB,HUBB,-0.001557830928132604,-4.45431681638242e-05,0.9959103228582045,2022-08-30,176.17292044631134,35,-4.45431681638242e-05,0.9959103228582045,543.6960140883015,457.217046486467,False,219.3173968538575,172.38643590617957,191.14779676437377,9.750880360469532,186.44779253641767,201.06107211744109,171.6460360434347,171.83451295539425,210.64955748531284,4766545.0,1422996.6314244834,0.2985383818729254,0.15575650375585748,1.9166993009863218,4766545.0,1422996.6314244834,0.2985383818729254,0.07787825187792874,3.8333986019726436,195.52999877929688,2022-07-25,MDYG,212.5399932861328,212.5399932861328,201.05999755859375,SP400,Industrials,VIS,0.8436602209432504,1.263235,0.8614018092262351,2.003,222275.2614509285,-35763.73854907151,70.199,4.2,0.0216,1.346,1.319,705400000,0.16054001,1653609600,error,21.276388,390987488,0.27661,1153900000,0.9163,0.41672078489361286,Electrical Equipment & Parts,error,,839808000,2:1,10638963712,186511.52290185698,448400000,0.12984,0.56310004,2.12,4.905419,2.421303,0.114250004,1.195,0.06816,0.18517,0.209,80.956,33.97999572753906,-1.1639197400167856,1.6132919069679976,-0.13859819077376487,54410900,Hubbell Inc,2.68,,371400000,6.921,1561500032,4393900032,3.92,0.020238526,error,29.531794,0.8935334121959387,2.780627103168934,2.3383473090620104
DGII,DGII,-0.003468407446198137,-4.512153154789811e-05,0.9958573300703442,2022-10-11,21.383316380965553,77,-4.512153154789811e-05,0.9958573300703442,25.167457255443253,28.876666605363074,False,32.919088124225794,20.76907893468272,22.253600039482116,1.941153598125212,23.621849956512452,26.379314858005635,18.371292843231693,20.86438505501927,26.13590723573254,3406000.0,1312776.0123234636,0.38543042052949605,0.19593760948299013,1.9671079051464915,3406000.0,1312776.0123234636,0.38543042052949605,0.09796880474149507,3.934215810292983,26.270000457763672,2022-07-25,SLY,26.030000686645508,25.6299991607666,25.610000610351562,SP600,Technology,VGT,0.8936811278949062,1.386973,0.6603772226880625,1.865,77594.32366584735,-39905.67633415265,61.653,,,-0.111,-0.028,57101000,0.16936001,,error,15.000001,43410876,0.56356996,171155000,0.90342003,0.4361196951002316,Communication Equipment,,,702086400,3:2,942026880,37688.647331694694,32422000,0.08788,0,0.93,1.9601402,2.7940469,0.03494,1.209,0.02507,0.02507,0.225,9.79,5.409999847412109,0.2846582179228726,1.7216037579656762,-0.33962277731193746,35084800,Digi International Inc.,4.81,,41386000,1.18,296246016,337155008,0,0,error,76.71429,1.0826763521964247,0.9580303318192528,1.0992259650619474
LNTH,LNTH,-0.012540148826162894,-0.00020028851215725396,0.9817403758013866,2022-09-27,56.048536254868,63,-0.00020028851215725396,0.9817403758013866,72.0784070124028,103.60203665782524,False,91.38511917453981,52.74570659782513,44.777612509727476,17.830637659844584,65.91500486373901,72.92883488752926,9.116337190038308,58.901174839948766,80.43888782941664,23370100.0,5618024.346297656,0.2403936802280545,0.1292360238243311,1.8601135590090467,23370100.0,5618024.346297656,0.2403936802280545,0.06461801191216555,3.7202271180180935,70.47000122070312,2022-07-25,SLY,73.77999877929688,69.73899841308594,28.736000061035156,SP600,Healthcare,VHT,0.9974566531638817,0.75266,0.7469462426868271,1.828,666724.2162222619,-225875.78377773816,36.846,,,3.692,3.769,108329000,0.20002002,,error,19.466852,77142872,0.50913,187695000,1.03689,0.5363797599677332,Diagnostics & Research,,,,,4836644864,440848.4324445237,54362000,0.11517999,0,0.62,9.367274,8.930635,-0.06892,1.563,0.04389,-0.07151,1.258,7.998,15.904998779296875,2.4618050558833406,1.43112209056733,-0.2530537573131729,68634096,"Lantheus Holdings, Inc.",1.85,,105355000,1.535,190072992,541579008,0,0,error,error,1.7971963082397846,1.0228239784850062,1.4701580085596533
GCP,GCP,-0.015763804670362536,-0.00018914133468606042,0.9827479028698234,2022-10-18,28.482166617640743,84,-0.00018914133468606042,0.9827479028698234,15.47245399244941,18.503791968755298,False,36.2844105421276,26.13186699203337,29.777824962139128,3.4962499955460666,31.24772833506266,31.8667714320917,22.785324971046997,30.628685238033622,36.77032495323126,10223500.0,2352630.4036617796,0.23011986146249128,0.19698460534086398,1.1682124146924564,10223500.0,2352630.4036617796,0.23011986146249128,0.09849230267043199,2.336424829384913,31.549999237060547,2022-07-25,SLY,32.279998779296875,32.279998779296875,27.780000686645508,SP600,error,error,0.1967194971071427,error,0.30768666461258565,error,77260.12148422026,-173839.87851577974,error,error,error,error,error,error,error,error,error,error,error,error,error,error,0.4574236997848992,error,error,error,error,error,error,-96579.75703155948,error,error,error,error,error,error,error,error,error,error,error,error,1.1700000762939453,1.9743583891545229,error,-0.6923133353874144,error,error,error,error,error,error,error,error,error,error,error,error,1.6615065903434598,0.49041059799058645,0.5864910433030889
SANM,SANM,-0.02330789385591152,0,1,2022-07-26,38.99024892666971,0,0,1,44.55004620244852,37.650497744965236,False,48.89738640900324,37.152334525778635,40.290687494277954,1.8662397310620795,42.08215000788371,45.20087469360248,36.55820803215379,38.963425322164944,44.023166956402115,6126800.0,958177.2546771757,0.15639114295834297,0.09753103542974587,1.6035013087807888,6126800.0,958177.2546771757,0.15639114295834297,0.04876551771487293,3.2070026175615776,43.40999984741211,2022-07-25,SLY,45.66999816894531,44.2599983215332,43.36000061035156,SP600,error,error,0.15622031283871335,error,0.8474574079462063,error,184067.749005916,-33132.25099408399,error,error,error,error,error,error,error,error,error,error,error,error,error,error,0.38037263437179253,error,error,error,error,error,error,150935.498011832,error,error,error,error,error,error,error,error,error,error,error,error,7.30999755859375,-0.418604456987317,error,-0.1525425920537937,error,error,error,error,error,error,error,error,error,error,error,error,0.8929515785929619,1.026262298065969,0.867323148521268
CNC,CNC,-0.03107767432891671,0,1,2022-07-26,84.35014620190458,0,0,1,102.721523500797,123.08675741960363,False,99.87705062498743,79.06135002515303,80.48952496528625,6.161033044902877,83.89050034840902,91.51570749556988,68.16745887548049,76.26529320124816,92.81159105509201,55811100.0,11339967.44243502,0.20318480450009085,0.10569129355159981,1.9224365382650321,55811100.0,11339967.44243502,0.20318480450009085,0.05284564677579991,3.8448730765300643,91.93000030517578,2022-07-25,SPY,89.91999816894531,89.91999816894531,75.58999633789062,SP500,Healthcare,VHT,0.6177958827495964,0.47765,0.552794442390985,1.048,1892878.7296352107,-1531321.270364789,82.643,,,0.21,0.215,5330999808,0.04291,,error,14.615262,4853875200,0.17058,19574000000,0.96181,0.3898342370724292,Healthcare Plans,,,1549497600,2:1,53768658944,361557.45927042165,5312999936,0.03079,0,1.39,1.9789469,0.43277013,0.01205,0.979,0.03122,0.05526,0.215,213.047,17.790000915527344,1.1444635858323995,1.43112209056733,-0.447205557609015,584886976,Centene Corporation,2.9,,12904999936,22.064,22669000704,124243001344,0,0,error,36.192913,0.8065816976535432,1.1173884821037432,1.3389182748939215
HXL,HXL,-0.037630635859605514,0,1,2022-07-26,48.79921285584277,0,0,1,242.8202471059736,354.50925802340555,False,69.34701861068693,44.85841988464067,55.23963119029999,3.4288784728723947,53.97665021260579,59.59981273663798,48.3818742445552,48.3534876885736,62.09738813604478,9890100.0,2773251.6906312243,0.2804068402373307,0.13187247523783854,2.1263485024574162,9890100.0,2773251.6906312243,0.2804068402373307,0.06593623761891927,4.2526970049148325,57.380001068115234,2022-07-25,MDYG,64.16000366210938,64.16000366210938,64.16000366210938,SP400,Industrials,VIS,0.18391197969640505,1.229885,0.7777780917449858,2.77,484633.52896630066,-138466.47103369934,57.71,0.4,0.0069999998,,,235500000,0.16761999,1651708800,error,29.126904,95887504,0.20191999,250100000,0.99676,0.5047779822551216,Aerospace & Defense,1651708800,0.1,580348800,3:2,4822863360,346167.0579326013,133900000,0.07103,0.1754,0.41,3.2410755,3.4326432,0.034089997,1.446,0.021710001,0.03221,0.259,16.691,12.450000762939453,-1.6337354647021027,1.6132919069679976,-0.2222219082550142,84051296,Hexcel Corporation,7.54,,112800000,1.342,858200000,1404999936,0.1,0.0017510068,error,102.46429,0.6835621415703834,4.231792307179013,6.178272070831283
MTOR,MTOR,-0.04514518964999187,-0.0005498009600598541,0.9506630425054317,2022-10-18,28.88502036361328,84,-0.0005498009600598541,0.9506630425054317,38.05322488493595,27.060238849985165,False,45.21900725951514,26.432743824168888,30.96869993686676,5.3996054654159344,36.17308317184448,36.43076254469806,20.16948900603489,35.9154037989909,41.76791086769863,22653300.0,-2058470.156353527,-0.09086844549595542,0.17804404941551577,-0.5103705841012883,22653300.0,-2058470.156353527,-0.09086844549595542,0.08902202470775789,-1.0207411682025767,36.369998931884766,2022-07-25,SLY,36.29999923706055,36.279998779296875,32.93000030517578,SP600,error,error,0.3573728231442215,error,1.0,error,1260100.0,0.0,error,error,error,error,error,error,error,error,error,error,error,error,error,error,0.43863834173460486,error,error,error,error,error,error,1260100.0,error,error,error,error,error,error,error,error,error,error,error,error,0.5600013732910156,6.428552939012677,error,0.0,error,error,error,error,error,error,error,error,error,error,error,error,1.511044019643864,1.046280615960523,0.7440263856115228
GEF,GEF,-0.048481772201649884,-0.0007885212634440864,0.9299982519066384,2022-09-27,56.185171595708766,63,-0.0007885212634440864,0.9299982519066384,111.42159830327779,107.85349701602892,False,75.0561403209435,56.5279205569835,61.785850830078125,3.3909059755038804,61.832466767628986,66.89247160190786,55.004038879070364,56.77246193335012,68.56766278108589,4384900.0,545181.1315703125,0.12433148568275504,0.06806013108078776,1.8267888073147092,4384900.0,545181.1315703125,0.12433148568275504,0.03403006554039388,3.6535776146294183,68.7699966430664,2022-07-25,MDYG,72.0,72.0,66.02999877929688,SP400,Consumer Cyclical,VCR,0.8152679794092315,1.022058,0.3783770408647204,1.331,87745.63577652867,-144154.36422347132,164.178,1.84,0.031,-0.56,-0.56,824099968,0.13795,1647388800,error,11.038523,384824992,0.19593,1093000000,0.88001996,0.40327522396057214,Packaging & Containers,error,,1176336000,2:1,3326769152,-56408.72844694265,406900000,0.0987,0.28530002,0.93,2.205227,0.556884,0.06321,0.731,0.06503,0.28053,0.364,123.014,12.819999694824219,-0.2901723041069591,1.2132261461696012,-0.6216229591352795,26550900,Greif Inc.,7.33,,119700000,2.462,2588100096,5973899776,1.8,0.026311941,error,8.566268,1.3013383889801278,1.620206539802291,1.5683219758729336
