,SYMBOL,exp_return,discounted_return,qtr_return,sell_date,stop_loss_price,days_delta,disc_rtn,qtr_rtn,outer_cv_avg_abs_err_n11,outer_cv_std_n11,mean_revert_flag,yhat_upper,yhat_lower,200tdSMA,200tdSDev,50tdMA-TP,50tdBOLU,200td_lower,50tdBOLD,200td_upper,20td_tot_daily_vol,20td_trend_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,20td_tvf_vel,50td_tot_daily_vol,50td_trend_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,Adj Close,Date,Index Symbol,MIN_Lookback_1_Months,MIN_Lookback_2_Months,MIN_Lookback_One_Year,Market Index,Sector,Sector Symbol,adf,beta,buy_volume_pct,currentRatio,daily_buy_vol,daily_sell_vol,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,hurst,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,net_daily_vol,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,risk_per_share,risk_trend_factor,sector_50td_tvf_vel,sell_volume_pct,sharesOutstanding,shortName,shortRatio,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEPS,trailingPE,volume_factor,outer_cv_avg_abs_err_n11_ratio,outer_cv_std_n11_ratio
MOH,MOH,0.08299445644130111,0.002851552581406569,1.2994869137660416,2022-08-23,306.7201381469839,28,0.002851552581406569,1.2994869137660416,1083.2003537475869,1916.4601249983646,False,392.73206056799165,283.93927653067203,302.03321186065676,20.492999102607246,285.4471494293213,318.77378021020047,261.04721365544225,252.1205186484422,343.0192100658713,7717400.0,1861215.4389050435,0.24117130625664648,0.13120822518234942,1.8380806989918013,7717400.0,1861215.4389050435,0.24117130625664648,0.06560411259117471,3.6761613979836025,307.7099914550781,2022-07-25,SPY,350.19000244140625,350.19000244140625,273.010009765625,SP500,Healthcare,VHT,0.8733669117860383,0.799489,0.8896311341553034,1.441,380495.2360782233,-47204.76392177676,85.576,,,0.129,0.132,1212000000,0.04296,,error,15.318601,1012124992,0.12116,3280000000,1.01487,0.31879242600434665,Healthcare Plans,,,1306108800,3:2,17597380608,333290.47215644654,1914000000,0.03952,0,1.01,6.427086,0.6237773,0.024419999,1.413,0.062470004,0.27793,0.194,487.447,58.589996337890625,-0.8578263086645654,1.43112209056733,-0.11036886584469666,58700000,Molina Healthcare Inc,3.02,,7792000000,132.743,2391000064,28210999296,0,0,error,24.333199,1.1982621521519752,3.5201988360060152,6.228137461302241
DLTR,DLTR,0.07785939725236209,0.00089298221802947,1.0855835805865304,2022-10-18,151.4584682251267,84,0.00089298221802947,1.0855835805865304,431.71229274538894,375.76614224470393,False,210.76929743465558,156.152756106227,143.56928798675537,19.524574168588558,157.47693364461264,179.67024795238518,104.52013964957825,135.2836193368401,182.61843632393249,38213900.0,8393272.142460246,0.2196392449464788,0.1521852274660862,1.4432363022582098,38213900.0,8393272.142460246,0.2196392449464788,0.0760926137330431,2.8864726045164195,168.4199981689453,2022-07-25,SPY,177.19000244140625,177.19000244140625,120.37000274658203,SP500,Consumer Defensive,VDC,0.7415515869162382,0.685398,0.25822813171191494,1.464,497063.3307322651,-1427836.669267735,120.278,,,0.481,0.432,2793100032,0.10444,,error,17.974386,83287504,0.3037,7746100000,1.01193,0.43279883093365645,Discount Stores,,,1340755200,2:1,37819719680,-930773.33853547,1413799936,0.07706,0,1.28,4.6081862,1.4141332,0.055710003,0.284,0.05933,0.19035,0.065,118.376,27.909988403320312,1.0931565587398018,0.42454434629860993,-0.7417718682880851,224556000,"Dollar Tree, Inc.",1.86,,1218499968,5.426,9912699904,26744100864,0,0,error,25.595745,0.7758567385814398,2.5633077867174068,2.2311254383684633
TWNK,TWNK,0.07560769990352356,0.010466653914747104,2.6062898873012306,2022-08-02,21.648764323764823,7,0.010466653914747104,2.6062898873012306,5.333220285214183,5.8052715391120016,False,26.021051357451487,20.8159288296513,20.432662522792818,1.5145582032383602,20.859806664784752,22.370135348608652,17.403546116316097,19.349477980960852,23.46177892926954,15415200.0,3626392.2420166354,0.23524782305884032,0.09625591219693888,2.443983103890024,15415200.0,3626392.2420166354,0.23524782305884032,0.04812795609846944,4.887966207780048,21.510000228881836,2022-07-25,SLY,24.270000457763672,24.270000457763672,17.229999542236328,SP600,Consumer Defensive,VDC,0.83717458031041,0.584078,0.8800010681152344,2.317,553168.6714172363,-75431.32858276367,63.103,,,0.283,0.293,258118000,0.21356001,,error,19.472727,83171504,0.35584,409983000,1.07301,0.4304587453378051,Packaged Foods,,,,,2962107648,477737.34283447266,201702000,0.17427,0,2,1.6819788,2.4507248,0.105179995,2.006,0.03788,0.074250005,0.251,9.053,2.760000228881836,-0.44927524213305137,0.42454434629860993,-0.11999893188476562,138287008,"Hostess Brands, Inc.",4.37,,238431008,1.724,1111177984,1208665984,0,0,error,23.282608,0.5554316018384382,0.24794143321547615,0.26988709797023464
BFS,BFS,0.07406809309463737,0.0009283968687399113,1.0891231120284752,2022-10-11,47.00700494015085,77,0.0009283968687399113,1.0891231120284752,80.68097883592657,74.71293223640522,False,62.46998365031522,47.24807800956869,49.10452707290649,2.9446937822581862,46.89451667149862,50.73524041134847,43.21513950839012,43.05379293164877,54.99391463742286,649400.0,180337.3775245817,0.27769845630517664,0.15145189660822744,1.8335752970035175,649400.0,180337.3775245817,0.27769845630517664,0.07572594830411372,3.667150594007035,50.310001373291016,2022-07-25,SLY,56.220001220703125,56.220001220703125,47.83000183105469,SP600,error,error,0.30732587424200936,error,0.8476196358246262,error,28564.7817272899,-5135.218272710099,error,error,error,error,error,error,error,error,error,error,error,error,error,error,0.45767377817209076,error,error,error,error,error,error,23429.563454579802,error,error,error,error,error,error,error,error,error,error,error,error,8.740001678466797,-1.0686496978140567,error,-0.15238036417537384,error,error,error,error,error,error,error,error,error,error,error,error,0.7646868822468338,1.603676736903433,1.4850512859669576
CSGS,CSGS,0.07244604478617113,0.000999671662716306,1.0962813412283086,2022-10-04,59.97464705570458,70,0.000999671662716306,1.0962813412283086,47.9804891817804,85.01373775528975,False,74.37475632078332,61.833979776146165,57.902344527244566,4.3473725043005995,59.48470746994018,63.17282497955378,49.20759951864336,55.796589960326585,66.59708953584577,2561100.0,644775.0409078636,0.25175707348712023,0.24105286718992563,1.0444060525891226,2561100.0,644775.0409078636,0.25175707348712023,0.12052643359496282,2.088812105178245,63.150001525878906,2022-07-25,SLY,65.94999694824219,65.94999694824219,49.279998779296875,SP600,error,error,0.7936605135556489,error,0.4891322375731843,error,46418.649345695194,-48481.35065430481,error,error,error,error,error,error,error,error,error,error,error,error,error,error,0.44882151206035903,error,error,error,error,error,error,-2062.7013086096194,error,error,error,error,error,error,error,error,error,error,error,error,8.90999984741211,0.9281719465188853,error,-0.5108677624268158,error,error,error,error,error,error,error,error,error,error,error,error,0.7968366649159252,0.759786033609484,1.3462190926543538
RGP,RGP,0.07090388810341781,0.0008158450862481015,1.0779134124197376,2022-10-18,18.511241003928312,84,0.0008158450862481015,1.0779134124197376,4.549591854144841,5.730024049112662,False,24.80802440099138,18.563211904697905,17.804512493610382,1.0972464025308901,18.894049943288167,21.521338725581042,15.6100196885486,16.26676116099529,19.999005298672163,6163800.0,826235.8743398569,0.13404650935135093,0.09363136868134413,1.4316410326922782,6163800.0,826235.8743398569,0.13404650935135093,0.04681568434067206,2.8632820653845563,20.09000015258789,2022-07-25,SLY,20.649999618530273,20.15999984741211,16.5,SP600,Industrials,VIS,0.6292781074159915,0.905626,0.6551721869985004,2.402,136013.74602088868,-71586.25397911131,21.897,0.56,0.030299999,28,27.146,80609000,0.10602,1652140800,error,10.020618,3886375,0.38833,241404000,0.83578,0.3729952485193982,Consulting Services,1652140800,0.14,1109721600,2:1,643557312,64427.49204177737,27248000,0.096020006,0.26540002,1.15,1.8025036,0.84644735,0.09193,2.334,0.08598,0.21033001,0.306,23.115,4.079999923706055,0.7254904527381907,1.6132919069679976,-0.34482781300149956,33104800,"Resources Connection, Inc.",3.09,,82189000,2.483,78178000,760304000,0.56,0.027764006,error,9.265967,1.8057308724504861,0.22646051864558028,0.28521772053717726
MCK,MCK,0.06795113217502328,0.0007829490006385775,1.0746587016667621,2022-10-18,330.38550515571944,84,0.0007829490006385775,1.0746587016667621,499.59034001945514,839.6983799603519,False,397.99593594748785,325.53906822749735,275.92430824279785,43.926685167177276,321.7256383260091,339.04951147603236,188.07093790844328,304.4017651759859,363.7776785771524,18332200.0,1473780.5794465065,0.08039300135534777,0.13399386126622018,0.5999752570427257,18332200.0,1473780.5794465065,0.08039300135534777,0.06699693063311009,1.1999505140854514,336.20001220703125,2022-07-25,SPY,339.94000244140625,339.94000244140625,205.36000061035156,SP500,Healthcare,VHT,0.9989377622627238,0.633461,0.3951171762538147,0.954,526691.195946335,-806308.804053665,,1.88,0.0057,-0.406,-0.447,3191000064,0.01209,1653955200,error,13.179146,2685625088,0.049569998,13084000000,0.92629,0.4613325388844221,Medical Distribution,1653955200,0.47,883958400,2:1,48545603584,-279617.60810733004,4433999872,0.009649999,0.2521,1.03,,0.18390855,0.00422,0.456,0.02481,,0.118,1733.198,42.959991455078125,2.871509675622801,1.43112209056733,-0.6048828237461853,143580992,McKesson Corporation,1.85,,3532000000,24.297,7616999936,263965999104,1.83,0.0055380706,error,46.30854,0.9741209971043768,1.4859914392620797,2.4976155546456895
MUSA,MUSA,0.0662968406322839,0.0007644795550794115,1.0728356133049146,2022-10-18,247.449919051334,84,0.0007644795550794115,1.0728356133049146,384.32185347500746,352.11940932946584,False,334.0310029625175,255.30796523766546,206.21503479003906,30.871850744936403,246.14001625061036,274.83054942874014,144.47133330016624,217.44948307248055,267.9587362799119,6330700.0,2016878.6298435412,0.31858698561668397,0.20226140768263404,1.5751249299944308,6330700.0,2016878.6298435412,0.31858698561668397,0.10113070384131702,3.1502498599888615,270.8800048828125,2022-07-25,MDYG,262.5799865722656,262.5799865722656,159.0,SP400,Consumer Cyclical,VCR,0.9985394713483902,0.828437,0.6857167769499801,1.083,196937.8583400343,-90262.14165996571,283.285,1.24,0.0046,2.025,1.756,950200000,0.05637,1652659200,error,20.93354,451787488,0.07071,1064700000,0.86544997,0.418715452013596,Specialty Retail,1652659200,0.31,,,6555729408,106675.71668006858,846800000,0.04334,0.056900002,3.66,8.28278,0.3889348,0.02931,0.733,0.111549996,0.62846,0.501,658.653,60.16999816894531,2.135284118559552,1.2132261461696012,-0.3142832230500199,24201600,Murphy USA Inc.,5.58,,356200000,14.718,2242200064,16855600128,1.08,0.004021298,error,14.26435,1.1927090433900476,1.4187900418905852,1.2999091958884117
ACC,ACC,0.061860742014870754,0.0007148123349354218,1.067948204819214,2022-10-18,62.34353704133415,84,0.0007148123349354218,1.067948204819214,40.4774762623071,51.65124467141496,False,79.71930783783502,61.006999677282,57.316532888412475,5.632792365119637,64.74565020243327,65.31141386159541,46.0509481581732,64.17988654327112,68.58211761865175,27576500.0,4100895.9580701897,0.14870980574294018,0.23467392019542016,0.6336869713477534,27576500.0,4100895.9580701897,0.14870980574294018,0.11733696009771008,1.2673739426955068,65.19999694824219,2022-07-25,MDYG,65.22000122070312,65.0199966430664,51.689998626708984,SP400,Real Estate,VNQ,0.9792728370533903,0.7765,0.22219396405561206,2.21,305005.6544591387,-1067694.3455408614,122.303,1.88,0.028800001,1.498,1.509,465607008,0.47345,1643846400,error,78.548195,341602880,0.5349,498042000,1.0191101,0.4332476838173216,REIT—Residential,1643846400,0.47,,,18065729536,-762688.6910817227,358395008,0.19073,4.7,1.97,2.935125,18.370066,0.06005,1.913,0.015620001,0.01872,0.176,7.081,1.4799995422363281,9.236485528632148,0.016289995573135995,-0.7778060359443879,139483008,American Campus Communities Inc,4.68,,89122000,0.639,4009402880,983433024,1.88,0.028812261,error,162.9875,1.090486502641058,0.6208202171303688,0.7921970412424612
POR,POR,0.058916953623763944,0.0020466144595894242,1.2069495166392745,2022-08-23,47.17769594032161,28,0.0020466144595894242,1.2069495166392745,49.34435388323494,46.73077234405915,False,58.397850726872086,48.57471803693724,50.54979981899262,2.5996182495598497,48.34983329772949,51.05144915835975,45.35056331987292,45.64821743709923,55.74903631811232,37448700.0,9239842.233342994,0.24673332407648313,0.09712581822601973,2.540347443995936,37448700.0,9239842.233342994,0.24673332407648313,0.04856290911300987,5.080694887991872,50.5099983215332,2022-07-25,MDYG,57.029998779296875,57.029998779296875,51.599998474121094,SP400,Utilities,VPU,0.3238076273836079,0.536751,0.85333251953125,0.941,904447.1374511719,-155452.86254882812,133.149,1.81,0.0397,-0.374,-0.375,748000000,0.30999002,1656028800,error,17.21127,-19625000,0.51305,1264000000,0.96518,0.41900643112559355,Utilities—Regulated Electric,1656028800,0.453,,,4371230720,748994.2749023438,613000000,0.14422,0.7414,5.89,1.6099072,1.8115337,0.0862,0.444,0.02315,0.077259995,0.028,26.979,5.880001068115234,-2.4030609696206127,1.3162089860969066,-0.14666748046875,89224496,Portland General Electric Co,1.84,,110000000,1.233,3607000064,2412999936,1.72,0.034754496,error,21.07805,2.5743241998864494,0.9769225009496519,0.9251786556511741
CSL,CSL,0.05297453564969695,0.0008196857619338083,1.0782940406539363,2022-09-27,250.92297240467127,63,0.0008196857619338083,1.0782940406539363,360.93924889899097,286.01177821341065,False,315.035789552587,252.43348762095152,239.54266674041747,13.423933812692626,250.0465987141927,269.89893319117976,212.69479911503223,230.19426423720563,266.39053436580275,6307600.0,2376841.0067855367,0.3768217716382676,0.18995326131748944,1.9837604736274814,6307600.0,2376841.0067855367,0.3768217716382676,0.09497663065874472,3.967520947254963,267.3500061035156,2022-07-25,MDYG,275.1300048828125,275.1300048828125,202.35000610351562,SP400,Industrials,VIS,0.9855580432648082,0.979991,0.7172321566341489,1.875,284525.9965367669,-112174.00346323315,109.341,2.16,0.0081,2.778,2.709,1004600000,0.18722999,1652659200,error,13.873898,163500000,0.29288,1324400000,0.93411005,0.43820406405784823,Building Products & Equipment,1652659200,0.54,1174348800,2:1,13821594624,172351.99307353373,402400000,0.14606,0.2141,0.99,5.1347303,2.5759163,0.104940005,1.151,0.07492,0.2091,0.59,102.644,43.02998352050781,1.1489663345523584,1.6132919069679976,-0.28276784336585115,51698500,Carlisle Companies Incorporated,2.09,,291700000,5.659,2928800000,5365700096,2.145,0.00806391,error,26.681637,1.0693440741372056,1.350062617014635,1.0698027742055458
